id,dG_orca_kcal
AEACAJQQSPBVJQ-UHFFFAOYSA-N__WCWYEVHONRWTKH-UHFFFAOYSA-N,1.5207435463162176
WCWYEVHONRWTKH-UHFFFAOYSA-N__AEACAJQQSPBVJQ-UHFFFAOYSA-N,1.431611441148372
DHWNJQALSLWESX-UHFFFAOYSA-N__LQQIPPDNTYOUNW-UHFFFAOYSA-N,0.015488268455628
LQQIPPDNTYOUNW-UHFFFAOYSA-N__DHWNJQALSLWESX-UHFFFAOYSA-N,7.489169537752667
AAIUZRIXGSQHRI-JOYOIKCWSA-N__QQSXBMOHXUTIGN-KTWKXFMMSA-N,3.069027792258205
QQSXBMOHXUTIGN-KTWKXFMMSA-N__AAIUZRIXGSQHRI-JOYOIKCWSA-N,-5.888021733139067
FLJCRPKARQVWJJ-UHFFFAOYSA-N__YUCARTLLVREQKX-UHFFFAOYSA-N,-1.196501540701232
YUCARTLLVREQKX-UHFFFAOYSA-N__FLJCRPKARQVWJJ-UHFFFAOYSA-N,2.06209489320059
AOSZYSCIRYJEOF-UHFFFAOYSA-N__PEGLUOTUNVJHDT-UHFFFAOYSA-N,-0.9409288298531996
JTIUUMNXKYWXHT-UHFFFAOYSA-N__YGISEWPMJVTZEK-UHFFFAOYSA-N,-0.7811390732472283
YGISEWPMJVTZEK-UHFFFAOYSA-N__JTIUUMNXKYWXHT-UHFFFAOYSA-N,-4.238775416523851
JVVQCSNRKDHFIZ-UHFFFAOYSA-N__ZWQIEJXGQFUHLN-UHFFFAOYSA-N,-3.087497704154344
ZWQIEJXGQFUHLN-UHFFFAOYSA-N__JVVQCSNRKDHFIZ-UHFFFAOYSA-N,-1.3086516287068903
XCHSNFACJVCLEL-QMMMGPOBSA-N__CAHJOULIZJAHEA-UHFFFAOYSA-N,0.0375661633671854
CAHJOULIZJAHEA-UHFFFAOYSA-N__XCHSNFACJVCLEL-QMMMGPOBSA-N,5.408320803673192
JQVICYAKDHJESS-UHFFFAOYSA-N__UPOMGTYYTVMZKE-UHFFFAOYSA-N,5.829295573113409
UPOMGTYYTVMZKE-UHFFFAOYSA-N__JQVICYAKDHJESS-UHFFFAOYSA-N,3.72535252143184
DEMVATYIJXKRBR-UHFFFAOYSA-N__XUSNIIKGKKSRDZ-UHNVWZDZSA-N,0.4703799772715358
XUSNIIKGKKSRDZ-UHNVWZDZSA-N__DEMVATYIJXKRBR-UHFFFAOYSA-N,-1.4969653864513517
HJNBTSSHHGIGLF-UHFFFAOYSA-N__FEHFHIOMFVCFTG-UHFFFAOYSA-N,-0.2133283328358265
FEHFHIOMFVCFTG-UHFFFAOYSA-N__HJNBTSSHHGIGLF-UHFFFAOYSA-N,-2.434163833139168
QLFNBIFPSDDMEM-UHFFFAOYSA-N__WSAKKKUFTJOOIV-UHFFFAOYSA-N,1.4406335242136692
WSAKKKUFTJOOIV-UHFFFAOYSA-N__QLFNBIFPSDDMEM-UHFFFAOYSA-N,-3.138212956994052
FNDMFRHOMBPVFE-UHFFFAOYSA-N__ADVCYEWNLCGTBT-UHFFFAOYSA-N,3.484512456330388
KCDOKSJTLZVSJE-UHFFFAOYSA-N__UCRAAKZYGWMEMP-IAPIXIRKSA-N,1.7677050263742788
