index,SMILES,PubChem_CID,xtb_optimized,error,xyz_file,MW,ExactMW,LogP,MolMR,TPSA,HBD,HBA,RotBonds,ArRings,ArHetRings,AlRings,Rings,Heteroatoms,FractionCSP3,BertzCT,Chi0v,Chi1v,Kappa1,Kappa2,LabuteASA,NumStereocenters,n_CHO,gasteiger_CHO_C,gasteiger_CHO_O,gasteiger_maxpos,gasteiger_minneg,xtb_energy,xtb_HOMO,xtb_LUMO,xtb_gap,xtb_IP,xtb_EA,xtb_mu,xtb_eta,xtb_omega,xtb_dipole,mulliken_CHO_C,mulliken_CHO_O,fukui_plus_CHO_C,fukui_minus_CHO_C,fukui_0_CHO_C,dual_descriptor_CHO_C,wbo_CO,xtb_alpha0,xtb_C6,pa_CHO_O,vbur_CHO_C,sterimol_L,sterimol_B1,sterimol_B5,SASA_total,P_int,wfn_HOMO,wfn_LUMO,wfn_gap,adch_CHO_C,adch_CHO_O,adch_fukui_plus_CHO_C,adch_fukui_minus_CHO_C,adch_fukui_minus_CHO_O,qtaim_rho_CO,qtaim_lap_CO,qtaim_ell_CO
286695,CC1=C(C=CC2=C1C(=O)OC(=N2)N[C@](C)(C=O)N3CCOCC3)NC(=O)CN4CCCC4,18732063,True,,/scratch-local/schen3.23697353/desc_23697353_9/xyz/000000_286695.xyz,443.504,443.216869,1.18992,119.8034,117.01,2,9,7,2,1,2,4,10,0.545455,1058.592963,18.478894,10.93442,22.376656,9.35242,185.452563,1,1,0.159765,-0.299192,0.347974,-0.38862,-96.919661048681,-10.0387,-8.0548,1.9839,6.9008,0.7668,-3.8338,3.067,2.396156,1.946,0.201793,-0.302635,0.056863,-0.004446,0.026208,0.061309,1.93862,296.7514,38481.22,66.3387,55.5051,15.0886,3.0748,9.237,679.2667,19.8902,-10.038736,-8.054841,1.983895,0.074078,-0.282196,0.096789,-0.005361,0.032946,0.404751,0.016771,0.131774
129007,CC1=C2C(=O)NC3(N2C(=O)C(=C1)NC4=NC=NC(=C4)NCC5(CC5)C=O)CC6=CC=CC=C6[C@@H]3F,166922427,True,,/scratch-local/schen3.23697353/desc_23697353_9/xyz/000001_129007.xyz,474.496,474.181567,2.74442,126.4096,118.01,3,7,6,3,2,3,6,10,0.32,1449.354953,18.96893,11.465997,21.453098,7.459351,199.346123,2,1,0.127404,-0.3027,0.276479,-0.368913,-99.812296433677,-10.0869,-7.7342,2.3527,7.0914,1.1005,-4.09595,2.99545,2.800382,5.163,0.207957,-0.340212,0.028586,-0.001099,0.013744,0.029685,1.872203,315.9277,41989.25,47.5228,51.3808,9.9726,2.2153,16.6963,722.0595,20.2815,-10.086871,-7.734155,2.352716,0.09267,-0.326483,0.048836,0.007523,0.054728,0.401565,-0.052914,0.168601
140980,CCCC(C(C/C=C/C(C)F)SC1=C(N=CC(=C1)C)C=O)N=CC(=C2NC(CS2)C)N,173909965,True,,/scratch-local/schen3.23697353/desc_23697353_9/xyz/000002_140980.xyz,464.676,464.207982,5.05972,131.7906,80.37,2,7,11,1,1,1,2,8,0.521739,825.79454,20.30941,12.515527,25.460515,12.910255,193.193325,4,1,0.169072,-0.296115,0.169072,-0.395374,-93.024560978884,-9.0204,-8.2453,0.7751,6.3561,1.0255,-3.6908,2.6653,2.555436,6.801,0.203637,-0.339831,0.037316,0.00126,0.019288,0.036056,1.844113,332.6356,46223.77,70.4059,52.3801,8.6678,2.806,10.0285,663.4997,21.8403,-9.02037,-8.245281,0.775089,-0.134441,-0.217038,0.005165,-0.00446,0.031651,0.397697,-0.059276,0.154083
1056,C[C@]12CC[C@H]3[C@]([C@@H]1CC[C@@H]4[C@@]2(C5=C(C4)C6=CC=CC=C6N5)C)([C@@H](C[C@H](O3)C(C)(C)O)O)C=O,10411534,True,,/scratch-local/schen3.23697353/desc_23697353_9/xyz/000003_1056.xyz,451.607,451.272259,4.2826,126.9893,82.55,3,4,2,2,1,4,6,5,0.678571,1116.785567,20.227067,12.693585,21.817372,6.706595,195.461281,8,1,0.131159,-0.302545,0.210961,-0.391877,-98.080509571747,-9.4587,-7.1877,2.271,6.7016,-0.3432,-3.1792,3.5224,1.43472,3.831,0.221571,-0.314468,0.07374,-0.00538,0.03418,0.07912,1.924713,321.9389,45670.9,61.1006,71.7836,6.2223,3.2557,11.796,647.98,20.1317,-9.458689,-7.187714,2.270975,-0.037555,-0.236214,0.077617,-0.022012,0.037209,0.404676,0.005361,0.146798
12245,C1C(OC2C=C(C=CC2C1=O)O)C(=O)OCC=O,43414,True,,/scratch-local/schen3.23697353/desc_23697353_9/xyz/000004_12245.xyz,252.222,252.063388,0.083,58.6498,89.9,1,6,3,0,0,2,2,6,0.416667,435.848589,9.44412,5.489845,12.505448,5.136402,102.868636,3,1,0.157062,-0.299544,0.335676,-0.508213,-56.156075041667,-10.5149,-7.8785,2.6364,8.0706,0.5489,-4.30975,3.76085,2.469381,5.191,0.212679,-0.282163,0.054746,0.003441,0.029094,0.051305,1.957475,152.5425,10252.9,58.0316,44.033,6.7093,1.9712,8.5396,436.5646,17.9221,-10.514872,-7.878517,2.636355,0.083917,-0.275087,0.089723,0.020641,0.060277,0.40818,0.023627,0.164525
31151,CC(C(C=O)(NC)NC)NC,53751853,True,,/scratch-local/schen3.23697353/desc_23697353_9/xyz/000005_31151.xyz,159.233,159.137162,-1.0717,45.4361,53.16,3,4,5,0,0,0,0,4,0.857143,122.854094,7.562949,3.679078,10.55,4.432494,67.740012,1,1,0.155791,-0.299704,0.155791,-0.31385,-36.446535826207,-9.681,-7.2628,2.4182,7.4083,-1.6807,-2.8638,4.5445,0.902338,2.149,0.198264,-0.335613,0.154377,0.002536,0.078456,0.151841,1.905738,116.3608,6056.62,82.3994,61.2828,6.7731,3.2056,4.5526,350.5294,16.1698,-9.680958,-7.262815,2.418143,0.115659,-0.322333,0.278502,0.011034,0.100863,0.400451,0.003852,0.137531
49224,CC1=C(NC2=C1C(=O)N(CCC2)CCN(C)C)/C=C\3/C4=CC(=CC(=C4NC3=O)CC=O)F,59250045,True,,/scratch-local/schen3.23697353/desc_23697353_9/xyz/000006_49224.xyz,438.503,438.206719,2.64632,120.9769,85.51,2,4,6,2,1,2,4,8,0.375,1132.749495,18.549178,10.747056,21.952593,8.702909,185.825213,0,1,0.123943,-0.303027,0.255953,-0.357976,-93.863992948492,-9.7127,-7.978,1.7347,6.6585,1.1448,-3.90165,2.75685,2.760918,4.324,0.219669,-0.325762,0.028055,-0.000627,0.013714,0.028682,1.914801,301.862,38529.85,52.3563,47.7649,6.293,1.7,17.3548,696.6287,19.9009,-9.712674,-7.978019,1.734655,0.060584,-0.297373,0.063082,0.014097,0.010572,0.403008,0.000363,0.145663
117884,CCC(CCC1=CC2=C(C=C(C(=N2)N)C)C(=C1)F)(CCN3C=CC4=C(N=CN=C43)C)C=O,155705421,True,,/scratch-local/schen3.23697353/desc_23697353_9/xyz/000007_117884.xyz,433.531,433.227789,4.93584,124.8414,86.69,1,5,8,4,3,0,4,7,0.36,1298.720157,18.729403,10.936273,21.865906,8.648957,186.246272,1,1,0.125708,-0.302773,0.157756,-0.38346,-91.284727393241,-9.7709,-7.2676,2.5033,6.787,0.6992,-3.7431,3.0439,2.301455,6.825,0.21089,-0.321298,0.026464,-0.001709,0.012378,0.028173,1.928068,310.3835,40237.78,98.3997,62.5588,8.6836,3.4592,11.1938,710.7413,19.8317,-9.770912,-7.26758,2.503332,0.101358,-0.302162,0.044028,0.000794,0.024609,0.403413,0.021272,0.136974
118919,C=C/C=C(\C=C(/CF)\N1C(=O)C(=C2N1CCCC2)C=O)/F,156206456,True,,/scratch-local/schen3.23697353/desc_23697353_9/xyz/000008_118919.xyz,294.301,294.117984,2.6484,76.6535,44.0,0,2,5,1,1,1,2,6,0.333333,680.581117,11.518894,6.686507,15.154614,6.473692,120.207388,0,1,0.157019,-0.297602,0.281562,-0.297602,-63.680756381514,-10.2465,-7.9312,2.3153,7.4501,0.9118,-4.18095,3.26915,2.67353,7.116,0.207869,-0.379343,0.016263,0.004565,0.010414,0.011698,1.792912,189.4474,15296.2,65.4517,46.4895,8.9268,3.1122,8.7217,497.3787,18.5678,-10.246498,-7.931189,2.315309,0.081716,-0.372634,0.032374,0.011595,0.104875,0.395216,-0.153346,0.167745
133617,C[C@@H](C[C@]1(CCNC1)C=O)/C=C(\F)/S(=O)(=O)C,169685488,True,,/scratch-local/schen3.23697353/desc_23697353_9/xyz/000009_133617.xyz,263.334,263.099143,1.0467,63.7995,63.24,1,4,5,0,0,1,1,6,0.727273,410.432481,10.887932,7.425851,14.311538,5.265942,101.195556,2,1,0.126984,-0.302719,0.210092,-0.31571,-55.772869226489,-10.1844,-7.5412,2.6432,8.1976,-0.1368,-4.0304,4.1672,1.949045,3.159,0.211945,-0.316032,0.06906,-0.003561,0.03275,0.072621,1.932581,168.4328,12598.53,44.686,55.6478,9.5246,2.8669,5.0957,426.4959,18.6476,-10.184384,-7.541214,2.64317,0.102454,-0.300669,0.120554,0.032234,0.068354,0.404278,0.040783,0.138708
