index,SMILES,PubChem_CID,xtb_optimized,error,xyz_file,MW,ExactMW,LogP,MolMR,TPSA,HBD,HBA,RotBonds,ArRings,ArHetRings,AlRings,Rings,Heteroatoms,FractionCSP3,BertzCT,Chi0v,Chi1v,Kappa1,Kappa2,LabuteASA,NumStereocenters,n_CHO,gasteiger_CHO_C,gasteiger_CHO_O,gasteiger_maxpos,gasteiger_minneg,xtb_energy,xtb_HOMO,xtb_LUMO,xtb_gap,xtb_IP,xtb_EA,xtb_mu,xtb_eta,xtb_omega,xtb_dipole,mulliken_CHO_C,mulliken_CHO_O,fukui_plus_CHO_C,fukui_minus_CHO_C,fukui_0_CHO_C,dual_descriptor_CHO_C,wbo_CO,xtb_alpha0,xtb_C6,pa_CHO_O,vbur_CHO_C,sterimol_L,sterimol_B1,sterimol_B5,SASA_total,P_int,wfn_HOMO,wfn_LUMO,wfn_gap,adch_CHO_C,adch_CHO_O,adch_fukui_plus_CHO_C,adch_fukui_minus_CHO_C,adch_fukui_minus_CHO_O,qtaim_rho_CO,qtaim_lap_CO,qtaim_ell_CO
31486,C(C=O)N(C(=O)CN)C(=O)CS,54287488,True,,/scratch-local/schen3.23697410/desc_23697353_5/xyz/000000_31486.xyz,190.224,190.041213,-1.571,45.6914,80.47,2,5,4,0,0,0,0,6,0.5,179.232219,7.28962,3.879679,11.12,5.730136,75.303319,0,1,0.13941,-0.301376,0.242829,-0.322441,-39.211288116911,-10.5519,-7.9616,2.5903,8.251,0.2593,-4.25515,3.99585,2.265638,2.893,0.211341,-0.386963,0.00779,-0.003336,0.002227,0.011126,1.788063,118.0548,5974.51,66.0354,55.3438,7.3332,2.1243,4.9999,348.0661,17.545,-10.551872,-7.961636,2.590236,-0.027221,-0.366075,0.003904,0.027387,0.156255,0.403503,-0.258721,0.137512
111382,COC(C=O)C1CC2=C(C(=O)C1)C(=C(N2)C3=C(C=NC=C3)OCC(F)F)NC4=CC=CC=C4,146516146,True,,/scratch-local/schen3.23697410/desc_23697353_5/xyz/000001_111382.xyz,455.461,455.165663,4.4232,118.2499,93.31,2,6,9,3,2,1,4,9,0.291667,1133.992942,17.885659,10.449295,22.59849,9.909829,188.684115,2,1,0.148552,-0.300453,0.271545,-0.485306,-97.627625302954,-9.5046,-7.6737,1.8309,6.7081,0.6613,-3.6847,3.0234,2.245322,7.113,0.201705,-0.310779,0.045365,-0.000607,0.022379,0.045972,1.937425,298.9396,37529.78,46.2513,53.5472,11.2856,2.3347,11.8606,679.0978,20.2985,-9.504567,-7.673727,1.83084,0.087182,-0.298364,0.077477,0.006381,0.038447,0.404219,0.0208,0.145118
135613,C1N(SC2=C(C(=C(S1)C(=C2F)F)F)F)[C@@H](CS)C=O,170290008,False,3D_embed_failed,,329.365,328.96259,3.1126,68.399,20.31,1,5,3,1,0,2,3,9,0.3,498.981608,11.727364,7.394816,15.017356,5.941946,120.005502,1,1,0.138421,-0.301554,0.177553,-0.301554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167089,C(CCCC(=CC(C=O)N=O)[N+](=O)[O-])CCCC(=O)O,91332533,True,,/scratch-local/schen3.23697410/desc_23697353_5/xyz/000003_167089.xyz,286.284,286.116486,2.2962,70.6792,126.94,1,6,12,0,0,0,0,8,0.666667,372.143837,11.064681,6.35541,17.88,10.770619,115.528997,1,1,0.151822,-0.300464,0.30284,-0.48123,-64.901291116998,-10.9701,-9.8468,1.1233,8.2406,2.0631,-5.15185,3.08875,4.296489,3.423,0.231668,-0.266262,0.004964,0.002198,0.003581,0.002766,1.957283,175.2605,14015.29,63.2486,54.7085,5.055,2.2816,12.9808,504.1524,17.6382,-10.970143,-9.846799,1.123344,0.152302,-0.269706,-0.055394,-0.009311,0.058913,0.409575,0.132724,0.153291
173502,C=C=C(C=O)C1CCCCC1,134905680,True,,/scratch-local/schen3.23697410/desc_23697353_5/xyz/000004_173502.xyz,150.221,150.104465,2.4769,45.292,17.07,0,1,2,0,0,1,1,1,0.6,181.049458,6.80559,4.233103,8.288135,4.148355,67.800215,0,1,0.15347,-0.297554,0.15347,-0.297554,-32.548524685059,-10.6465,-7.6323,3.0142,8.1841,-0.4809,-3.8516,4.3325,1.71204,3.811,0.211143,-0.342466,0.074152,0.004458,0.039305,0.069694,1.847875,114.8453,5699.05,49.2278,47.2145,7.0946,2.3978,5.3465,347.4997,16.7278,-10.646454,-7.632339,3.014115,0.121247,-0.335375,0.105104,0.054438,0.116938,0.398609,-0.044028,0.16687
266498,C1CC2(CC(=NN2)C=O)C(=O)NC1,21631307,True,,/scratch-local/schen3.23697410/desc_23697353_5/xyz/000005_266498.xyz,181.195,181.085127,-0.8166,46.2264,70.56,2,4,1,0,0,2,2,5,0.625,287.113727,7.169488,4.339929,8.219262,2.829238,75.570411,1,1,0.16565,-0.29646,0.247183,-0.354002,-39.627248064807,-10.4594,-7.9231,2.5363,8.2244,-0.0587,-4.08285,4.14155,2.012491,6.727,0.196171,-0.355913,0.055037,0.009219,0.032128,0.045818,1.808391,116.133,6008.39,60.7108,41.6715,7.9539,2.1698,5.0705,349.797,17.1612,-10.459362,-7.92312,2.536242,0.087609,-0.350549,0.09787,0.038715,0.141761,0.395845,-0.133372,0.177043
109454,CC/C=C(\C(=C/C=C(C)C)\C1=CSC(=C1)C(CC=O)N=C(N)N(C)C)/F,145460786,True,,/scratch-local/schen3.23697410/desc_23697353_5/xyz/000006_109454.xyz,377.529,377.193712,4.8675,109.9404,58.69,1,3,8,1,1,0,1,6,0.4,725.169676,16.938401,9.418589,21.832034,10.707245,159.164135,1,1,0.122006,-0.303302,0.190879,-0.369804,-77.854243388568,-9.6433,-7.3286,2.3147,6.611,0.5084,-3.5597,3.0513,2.076404,5.949,0.21796,-0.327175,0.03024,-0.00015,0.015045,0.03039,1.921573,275.6677,31503.36,56.4223,45.1873,14.0197,2.4779,7.7327,673.2595,19.5852,-9.643305,-7.328602,2.314703,0.107694,-0.320168,0.053572,0.007829,0.054551,0.402929,-0.004825,0.13896
116216,CN=C1/C(=C\CF)/C=C(N1)C#CC2=CC=C(C=C2)N(C)CC=O,155197807,True,,/scratch-local/schen3.23697410/desc_23697353_5/xyz/000007_116216.xyz,311.36,311.14339,2.0845,91.2897,44.7,1,3,4,1,0,1,2,5,0.222222,720.87386,13.136305,7.164721,16.49965,7.946413,134.956973,0,1,0.138748,-0.301397,0.168712,-0.367563,-65.18971581836,-9.4951,-7.6669,1.8282,6.5085,0.9517,-3.7301,2.7784,2.503895,7.631,0.210264,-0.313589,0.03943,-0.001335,0.019047,0.040765,1.933144,223.0048,20345.59,58.7416,48.2075,5.8016,2.0757,16.1721,595.8008,18.5995,-9.495059,-7.666931,1.828128,0.074569,-0.303065,0.064855,0.001338,0.039996,0.404501,0.021475,0.146115
148737,C1CN(CCN1CCO)C(=O)C2=CC=C(C=C2)C3=CC4=CC=CC=C4C(N3)(C=O)F,174875282,True,,/scratch-local/schen3.23697410/desc_23697353_5/xyz/000008_148737.xyz,409.461,409.18017,1.8592,112.17,72.88,2,5,5,2,0,2,4,7,0.304348,967.913551,16.552245,10.014525,20.251228,8.375218,174.153938,1,1,0.181894,-0.297222,0.262249,-0.395045,-87.189790689088,-9.9636,-7.9528,2.0108,6.8702,0.88,-3.8751,2.9951,2.506828,1.547,0.201082,-0.274799,0.034806,-0.001575,0.016615,0.036381,1.959963,284.2345,33658.21,58.3869,51.9509,10.6086,2.6847,12.0367,660.598,19.8714,-9.963629,-7.952785,2.010844,0.052356,-0.263617,0.093936,0.015506,0.035177,0.407455,0.040108,0.16322
73100,C1C(N(NC1C(F)(F)F)C2=CC=C(C=C2)NNCC=O)C3=CC4C(C=C3)SC5=CC=CC=C5N4,89534931,True,,/scratch-local/schen3.23697410/desc_23697353_5/xyz/000009_73100.xyz,487.551,487.165366,4.2674,128.7148,68.43,4,7,6,2,0,3,5,10,0.291667,1104.532422,18.865918,11.869941,22.823094,9.360419,199.151896,4,1,0.135118,-0.301882,0.405189,-0.376457,-99.684088365324,-9.2024,-7.4244,1.778,6.3384,0.4898,-3.4141,2.9243,1.992969,6.171,0.209279,-0.315075,0.045531,-0.003861,0.020835,0.049392,1.928696,324.3509,43333.34,63.3003,47.476,13.3952,2.0321,9.5191,634.788,21.9078,-9.20239,-7.424353,1.778037,0.081984,-0.30831,0.075187,-0.004899,0.02609,0.40446,-0.003162,0.147437
89711,C1CCC(C1)C(CC#N)N2C=C(C(=N2)NCCC=O)C3=C4C=CN(SC4=NC=N3)F,132039436,True,,/scratch-local/schen3.23697410/desc_23697353_5/xyz/000010_89711.xyz,427.509,427.159058,4.16388,111.4867,99.73,1,8,8,2,2,2,4,10,0.45,980.019982,17.185439,10.784367,20.347144,9.257734,177.801108,1,1,0.121245,-0.30333,0.16168,-0.367603,-86.474595399344,-10.1131,-8.7816,1.3315,7.2324,1.7541,-4.49325,2.73915,3.685321,8.077,0.223886,-0.327335,0.010757,-0.004395,0.003181,0.015152,1.923741,285.4362,34492.76,73.1161,55.1231,5.3346,2.0163,9.2256,616.4996,21.0103,-10.113074,-8.781558,1.331516,0.099714,-0.31434,0.019831,-2.3e-05,0.024869,0.403384,0.007829,0.144934
129843,CC(CCN/N=C\C=C\C(C/C=C\N)C=O)(F)F,167082416,True,,/scratch-local/schen3.23697410/desc_23697353_5/xyz/000011_129843.xyz,259.3,259.149619,1.8409,68.3711,67.48,2,4,9,0,0,0,0,6,0.5,308.934609,10.351513,5.619076,16.28,9.324539,105.622213,1,1,0.126652,-0.302724,0.246694,-0.404852,-57.59432703145,-9.6925,-6.9908,2.7017,7.0244,-0.3709,-3.32675,3.69765,1.496527,4.433,0.217508,-0.324336,0.044683,-0.000379,0.022152,0.045062,1.924564,171.2411,12768.78,54.108,50.6488,10.707,3.0394,6.4769,494.3682,17.5433,-9.692508,-6.990829,2.701679,0.390502,-0.41482,0.206493,0.017648,0.066394,0.40326,0.025187,0.147808
134216,C1C[C@@H](C[C@@H](C1)NC2=NC=C(C(=N2)OC3COC3)C(F)(F)F)/C=C(/C=C\C(=N)C=O)\NCN,169848659,True,,/scratch-local/schen3.23697410/desc_23697353_5/xyz/000012_134216.xyz,468.48,468.209673,2.40827,114.8415,135.24,4,9,10,1,1,2,3,12,0.52381,901.721562,17.898965,10.608854,24.648478,11.234556,188.694031,2,1,0.167193,-0.296188,0.422596,-0.468866,-102.621874570453,-10.212,-8.2104,2.0016,7.2443,1.1544,-4.19935,3.04495,2.895703,6.958,0.21022,-0.354851,0.022067,0.000205,0.011136,0.021862,1.844166,293.5465,37833.91,9.6788,61.991,4.5748,1.9,14.263,695.5365,19.8222,-10.21196,-8.210358,2.001602,0.06771,-0.278595,0.05406,0.072231,0.046925,0.396984,-0.081631,0.134803
137282,CCCN(CC(C)SF)C1=NC(=C(C=C1)C2=NC(=C(S2)C=O)CCN(C)C3=CN=CC=C3)F,171488988,True,,/scratch-local/schen3.23697410/desc_23697353_5/xyz/000013_137282.xyz,491.633,491.162509,5.4532,132.5665,62.22,0,8,12,3,3,0,3,10,0.391304,1050.585947,20.504071,12.313016,25.040812,12.035827,200.925187,1,1,0.161438,-0.296916,0.224634,-0.372963,-97.696365220583,-9.3426,-8.5627,0.7799,6.3056,1.6912,-3.9984,2.3072,3.464633,7.63,0.203713,-0.368054,0.025796,0.001448,0.013622,0.024348,1.787043,333.987,46200.82,63.4509,49.816,14.2178,2.0879,10.0189,729.311,20.4267,-9.342556,-8.56268,0.779876,0.074146,-0.36364,0.044623,0.104117,0.004651,0.394972,-0.146254,0.173939
141736,C(=O)C1C2=C(C(=C(N=C2Cl)Cl)F)NC(=S)N1,174209835,True,,/scratch-local/schen3.23697410/desc_23697353_5/xyz/000014_141736.xyz,280.111,278.943616,2.0675,62.3764,54.02,2,3,1,1,1,1,2,8,0.125,496.662034,9.880659,5.278848,11.50379,4.119305,105.132141,1,1,0.146546,-0.300674,0.183917,-0.348671,-49.096769258196,-10.2359,-8.4947,1.7412,8.2223,1.4239,-4.8231,3.3992,3.421731,2.846,0.206125,-0.274958,0.029519,-0.000952,0.014283,0.030471,1.974157,155.6826,9920.59,31.7229,51.771,5.4051,2.0077,7.4348,401.4981,19.8051,-10.235938,-8.49472,1.741218,0.095571,-0.261266,0.061545,0.013907,0.055694,0.407853,0.088662,0.160894
174683,C(=O)C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl,134996105,True,,/scratch-local/schen3.23697410/desc_23697353_5/xyz/000015_174683.xyz,318.842,315.854981,3.2135,62.853,17.07,0,1,1,0,0,1,1,7,0.857143,218.219909,11.17571,6.275276,13.474893,4.728449,111.904192,4,1,0.143573,-0.301289,0.143573,-0.301289,-49.414617828908,-11.8026,-8.4743,3.3283,8.9271,0.6167,-4.7719,4.1552,2.740064,1.493,0.212659,-0.271254,0.057677,-0.001041,0.028318,0.058718,1.958807,157.7376,10997.12,25.3617,59.1257,6.8432,3.282,4.6846,380.5382,19.8831,-11.802583,-8.474257,3.328326,0.099053,-0.258524,0.095873,-0.013751,0.10814,0.409736,0.008371,0.168249
