id,mordred_PNSA1,mordred_PNSA2,mordred_PNSA3,mordred_PNSA4,mordred_PNSA5,mordred_PPSA1,mordred_PPSA2,mordred_PPSA3,mordred_PPSA4,mordred_PPSA5,mordred_DPSA1,mordred_DPSA2,mordred_DPSA3,mordred_DPSA4,mordred_DPSA5,mordred_FNSA1,mordred_FNSA2,mordred_FNSA3,mordred_FNSA4,mordred_FNSA5,mordred_FPSA1,mordred_FPSA2,mordred_FPSA3,mordred_FPSA4,mordred_FPSA5,mordred_WNSA1,mordred_WNSA2,mordred_WNSA3,mordred_WNSA4,mordred_WNSA5,mordred_WPSA1,mordred_WPSA2,mordred_WPSA3,mordred_WPSA4,mordred_WPSA5,mordred_RNCG,mordred_RPCG,mordred_RNCS,mordred_RPCS,mordred_TASA,mordred_TPSA,mordred_RASA,mordred_RPSA,mordred_GeomDiameter,mordred_GeomRadius,mordred_GeomShapeIndex,mordred_GeomPetitjeanIndex,mordred_VMcGowan,mordred_Mor01,mordred_Mor02,mordred_Mor03,mordred_Mor04,mordred_Mor05,mordred_Mor06,mordred_Mor07,mordred_Mor08,mordred_Mor09,mordred_Mor10,mordred_Mor11,mordred_Mor12,mordred_Mor13,mordred_Mor14,mordred_Mor15,mordred_Mor16,mordred_Mor17,mordred_Mor18,mordred_Mor19,mordred_Mor20,mordred_Mor21,mordred_Mor22,mordred_Mor23,mordred_Mor24,mordred_Mor25,mordred_Mor26,mordred_Mor27,mordred_Mor28,mordred_Mor29,mordred_Mor30,mordred_Mor31,mordred_Mor32,mordred_Mor01m,mordred_Mor02m,mordred_Mor03m,mordred_Mor04m,mordred_Mor05m,mordred_Mor06m,mordred_Mor07m,mordred_Mor08m,mordred_Mor09m,mordred_Mor10m,mordred_Mor11m,mordred_Mor12m,mordred_Mor13m,mordred_Mor14m,mordred_Mor15m,mordred_Mor16m,mordred_Mor17m,mordred_Mor18m,mordred_Mor19m,mordred_Mor20m,mordred_Mor21m,mordred_Mor22m,mordred_Mor23m,mordred_Mor24m,mordred_Mor25m,mordred_Mor26m,mordred_Mor27m,mordred_Mor28m,mordred_Mor29m,mordred_Mor30m,mordred_Mor31m,mordred_Mor32m,mordred_Mor01v,mordred_Mor02v,mordred_Mor03v,mordred_Mor04v,mordred_Mor05v,mordred_Mor06v,mordred_Mor07v,mordred_Mor08v,mordred_Mor09v,mordred_Mor10v,mordred_Mor11v,mordred_Mor12v,mordred_Mor13v,mordred_Mor14v,mordred_Mor15v,mordred_Mor16v,mordred_Mor17v,mordred_Mor18v,mordred_Mor19v,mordred_Mor20v,mordred_Mor21v,mordred_Mor22v,mordred_Mor23v,mordred_Mor24v,mordred_Mor25v,mordred_Mor26v,mordred_Mor27v,mordred_Mor28v,mordred_Mor29v,mordred_Mor30v,mordred_Mor31v,mordred_Mor32v,mordred_Mor01se,mordred_Mor02se,mordred_Mor03se,mordred_Mor04se,mordred_Mor05se,mordred_Mor06se,mordred_Mor07se,mordred_Mor08se,mordred_Mor09se,mordred_Mor10se,mordred_Mor11se,mordred_Mor12se,mordred_Mor13se,mordred_Mor14se,mordred_Mor15se,mordred_Mor16se,mordred_Mor17se,mordred_Mor18se,mordred_Mor19se,mordred_Mor20se,mordred_Mor21se,mordred_Mor22se,mordred_Mor23se,mordred_Mor24se,mordred_Mor25se,mordred_Mor26se,mordred_Mor27se,mordred_Mor28se,mordred_Mor29se,mordred_Mor30se,mordred_Mor31se,mordred_Mor32se,mordred_Mor01p,mordred_Mor02p,mordred_Mor03p,mordred_Mor04p,mordred_Mor05p,mordred_Mor06p,mordred_Mor07p,mordred_Mor08p,mordred_Mor09p,mordred_Mor10p,mordred_Mor11p,mordred_Mor12p,mordred_Mor13p,mordred_Mor14p,mordred_Mor15p,mordred_Mor16p,mordred_Mor17p,mordred_Mor18p,mordred_Mor19p,mordred_Mor20p,mordred_Mor21p,mordred_Mor22p,mordred_Mor23p,mordred_Mor24p,mordred_Mor25p,mordred_Mor26p,mordred_Mor27p,mordred_Mor28p,mordred_Mor29p,mordred_Mor30p,mordred_Mor31p,mordred_Mor32p,mordred_MOMI-X,mordred_MOMI-Y,mordred_MOMI-Z,mordred_PBF,mordred_apol,mordred_bpol,mordred_TopoPSA(NO),mordred_TopoPSA,mordred_Vabc,mordred_MW,mordred_AMW
AKHJCEGYWKSQIO-UHFFFAOYSA-N__IDYCABFRXFINCI-UHFFFAOYSA-N,414.3936683521321,-1877.4524221451898,-72.38088036000416,-20.187660453174082,-56.89249764076333,632.5956198336346,2866.038430118751,38.47602590057953,30.817617528158614,47.76730716864585,218.20195148150248,4743.490852263941,110.85690626058368,51.005277981332696,104.65980480940918,0.3957955186630395,-1.7931916241458952,-0.06913239817899804,-0.01928163036716016,-0.05433914012563319,0.6042044813369605,2.7374095059607058,0.036749206830235255,0.029434510816781785,0.04562349176601176,433.86573185668755,-1965.6725750644362,-75.78200640637989,-21.136264248004686,-59.56583560801322,662.320837719051,3000.711535863084,40.28398696986489,32.265715439387996,50.01185893105139,0.10512927493833625,0.07595672130688766,95.4985034909113,0.0,793.6977202148262,253.29156797094055,0.7580762565299529,0.241923743470047,20.620446113971422,13.188424074695412,0.5635261648536012,0.3604200412638226,523.2700000000001,4278.0,73.17340898319472,-9.040655893855087,3.805439694071063,-16.425805692050073,-9.534610739481034,9.191270273336425,1.218393883700261,-0.0026800234930991207,-0.12611631017904418,0.07248317891219223,-2.795535182799411,-0.38672158645722904,3.314196059880792,1.2423292814607634,-0.3985906768143679,-2.2725450574540833,-3.921888208986598,1.4184657128077964,5.701841809361958,-2.833756522578786,-0.16984959103017566,-1.4776445661478577,-0.9440866497890998,1.6176699224188147,1.5484164734202275,-1.4037565947737025,-0.11213717992844972,-0.6678427038143159,-0.2737320232233214,2.1799314938067083,-0.41163129008685123,1710.8545649539917,48.24088071253846,-5.8980727451503885,-2.6283302496040677,-11.107402380237659,2.664194593550128,9.353158884657944,-4.330584328898907,-3.6228908523523495,2.7021174240050536,0.3848630922654335,2.753430524157899,-3.525439101874791,-0.7465991354447342,2.5804261162716013,-0.5203642516476094,0.13992584529794339,-1.7431155420956133,-0.32786945653665794,2.4717118432314145,-0.9254590570490365,-0.13650334439955056,-0.07756718296431023,-0.3396825746059621,1.0647449865417493,-0.1323254771606547,-0.5909827669466169,0.310670644921201,0.2994805678800438,0.12044328896117824,0.07464379083191533,-0.7459937393554077,1762.7396181391953,46.58284820516013,-5.339544887023549,-0.6877687164503351,-10.223114554722427,0.24310647052256096,7.62840658732759,-2.439593699647244,-2.2349538105301416,1.3441080585612266,0.7666402095089067,0.7946933561729275,-2.130102820446356,0.31888753099917494,1.8648441531500408,-0.361646610760158,-0.47108423498251084,-1.929427887024893,0.19063265248348818,2.6537365802134594,-1.230576771329508,-0.04560614352925244,-0.6350481135253307,-0.35476847057588,1.1387536951892692,0.20653011820745965,-0.6062245252097465,0.03367851939474619,-0.004630729050870787,0.05984560357571768,0.535962218241443,-0.5506735900676955,4381.485758799528,75.11305552641623,-9.705921620539717,3.154725899012177,-17.245459878428615,-9.24177808887484,10.167221310849108,0.4771077907014986,-0.5342971394227646,0.15060449295008693,0.232238870133439,-2.3437924530814964,-0.9899460203493717,3.122536230745898,1.3866072367149138,-0.4812244850207854,-2.0098598217360415,-3.8280841637577723,1.1026454198842062,5.722522492614902,-2.596275450544359,-0.2480740969254884,-1.2459613982317022,-0.9140202223065952,1.5700548971021395,1.5110465165927705,-1.4608785892826484,0.035346652403618235,-0.4923087140144518,-0.30307560530883776,2.0318980593977742,-0.500316842024689,1940.6655503242075,48.24883188590249,-5.169713144977007,0.3217330130801663,-10.301493672288634,-1.3252064343949712,7.102915186004218,-1.4002406787826613,-1.6101884515840164,0.8121769524286881,0.8135407125471651,-0.19169540158771647,-1.4324858855245524,0.8716727718230222,1.6090847440313392,-0.29333388548072403,-0.8741267862008283,-2.1614485478859526,0.5060917448979202,2.9464612627824023,-1.4763026489391398,-0.023623371254138412,-0.9303096606755428,-0.4184506699888931,1.2460990669537122,0.41661847276020764,-0.6694866800116386,-0.07332101602148522,-0.18893135313841372,0.004888244259649128,0.8410975146128838,-0.4619506366393064,,,,1.2502908229808534,104.709513,55.18648699999999,130.53,130.53,652.0599610568354,708.2959278720012,7.616085245935497
IDYCABFRXFINCI-UHFFFAOYSA-N__AKHJCEGYWKSQIO-UHFFFAOYSA-N,403.06977305016557,-1826.327530942856,-71.66639965611938,-19.637930440245764,-55.34325851341988,564.6700602130466,2558.5458047678917,35.421367591244554,27.511245212557974,42.64243007946487,161.600287162881,4384.873335710748,107.08776724736393,47.149175652803734,97.98568859288476,0.416506336926338,-1.8872092148821569,-0.07405544051489621,-0.02029257220303395,-0.057188158026732036,0.583493663073662,2.6438364081185877,0.03660215935496212,0.028428348474393416,0.04406394013530981,390.0666749650079,-1767.4099002786531,-69.35442965378769,-19.004407529877994,-53.557875766019805,546.4537099193016,2476.00669050237,34.27866836670595,26.623727854864196,41.26677817503951,0.10511896181867735,0.07594926939828102,92.31763066045232,0.0,716.4501604025193,251.28967286069283,0.7403334406383317,0.25966655936166827,17.323207202155096,9.255502962140735,0.8716656753301234,0.46571654693425923,523.2700000000001,4278.0,77.62236941400612,-4.714664417162264,2.6584115485874538,-15.206164278910393,-10.272977736565455,9.021368472936254,0.20795629985835293,-0.00748968343669941,-0.3053463758886525,-0.5661213742835867,-2.2771217578342102,-0.23893960364486266,3.0262057365335737,0.5085814536171431,0.19363270067015304,-2.283433049594996,-3.770866531234873,1.4137661202773097,5.63219084858237,-2.5879629261705954,-0.19136552470698187,-1.5536877885691271,-0.38215878229921924,2.095739061994875,0.8606317390587098,-1.320919599272892,0.06653749247845088,-0.836519577686463,-0.1696320900878786,1.7186092831127868,-0.7990086374352432,1710.8545649539917,51.41021848096809,-5.410463677624921,-1.4815567096264992,-11.052674279226789,2.8129180648211283,9.176865828663022,-4.939539174834374,-3.6513208735885803,3.0424410001606836,0.005702976414002814,2.7248190617440224,-3.345016357437421,-0.7525589845819846,2.7171689860117834,-0.39516860997708186,0.29290904993880074,-1.753253727466318,-0.12374831850824186,2.748280208021914,-1.0226616753278734,-0.1259132137767801,-0.23776392055271198,0.2945959753256767,0.9936376870327268,-0.2856325434340112,-0.805047572874942,0.5803380735701048,0.3382620137537593,0.18080663029820832,-0.023669853420351883,-1.0353916512035635,1762.7396181391953,47.04247327499726,-3.5289796711993007,-0.19687036337467506,-9.665378136707275,0.3910863284992459,7.450983458889667,-3.1680934104212413,-2.191087716555376,1.4611630601214762,0.43000614927997693,0.6305636669669857,-2.014737169647732,0.1553177649638578,1.7107469345704345,-0.2214822100536577,-0.3344476334426387,-1.8891867064522747,0.2926041118347058,2.803123214946966,-1.2737300205004924,-0.05550371047091184,-0.7297280873942172,0.10480774129896384,1.1351811479229477,0.01119367044619353,-0.749431516326135,0.2506405587877204,-0.0879526530944832,0.15666258442216596,0.34566550794827866,-0.7493105671489416,4381.485758799528,80.91949487193969,-5.860197312267761,2.318231907349318,-16.16287190396414,-10.028160164492865,10.040773460278023,-0.49458199226005767,-0.7291289094386142,0.0003870171697471247,-0.3865738774021321,-1.7619616720557205,-0.8745582239895009,2.9460071653050455,0.7654394168236317,0.1392754787424196,-2.077347157114141,-3.7316108401053447,1.1192713028964063,5.686410403032104,-2.400137449373964,-0.1943875385567519,-1.365879739478252,-0.280970240369033,2.026031924911411,0.8447057927871139,-1.3881967213748752,0.2407391932053082,-0.6390195901548302,-0.2161069980214284,1.618611057186632,-0.9566228133123446,1940.6655503242075,48.042069210968286,-2.790934789878331,0.4490011739702231,-9.535736760501882,-1.2126380832233383,6.939341456943389,-2.1720378708589005,-1.532278669213502,0.8598941995214039,0.47244858188413413,-0.3474337909507059,-1.3241747539841682,0.6553891023950449,1.3043232937781803,-0.12933171029883078,-0.7346370378616939,-2.080961099828685,0.5776062938046798,3.0419448636318487,-1.4717942456238846,-0.052728828194395796,-0.9939942878291825,-0.00726627322447471,1.306008541340373,0.17623599929606765,-0.7709136954819599,0.11411038231844499,-0.31565687701304507,0.11496620639914995,0.598048366648961,-0.635254632050918,,,,1.404633680747771,104.709513,55.18648699999999,130.53,130.53,652.0599610568354,708.2959278720012,7.616085245935497
ZIIFURXDVQHEMS-UHFFFAOYSA-N__SDCVPIWZZJVXAB-UHFFFAOYSA-N,282.22015228933594,-1123.2992253015593,-34.48630701639492,-12.481102503350659,-34.03937046368362,500.02262224133807,1990.2016905621695,30.436705705881405,22.113352117357444,34.91581913266964,217.80246995200213,3113.5009158637286,64.92301272227633,34.594454620708106,68.95518959635325,0.3607833290101797,-1.435998211649204,-0.04408645006287957,-0.015955535684991154,-0.04351509732270315,0.6392166709898204,2.5442250863310827,0.038909538952459695,0.028269167625900923,0.04463552783036987,220.76467495527947,-878.6927026280483,-26.97666448382141,-9.76325225142276,-26.627051594789346,391.13908335016737,1556.8208923009893,23.808893118942265,17.29800991445544,27.31264723335069,0.12391563319435274,0.05316508295794541,14.20816223454208,189.28397180976873,691.5377977194928,90.70497681118107,0.8840449796860037,0.11595502031399622,13.159913936502178,8.14990326494147,0.6147325322390423,0.3807023887644312,514.3800000000001,4005.0,18.880067601341047,-1.9447156257018885,5.123716043447701,-12.019059868858923,-10.126470791791926,7.738886622903457,0.7083441598754368,-2.600907008881803,-1.0872981724548998,-0.9577259442340558,-2.1300919569198724,0.8912348934120679,0.12071017236622103,3.692127814005286,1.0086260249063643,-2.0810520699232318,-4.416125147124783,1.6191047589067233,5.487473175247514,-2.3380231898616293,0.367889573241821,-2.8910755859868904,-1.219595148932338,3.110961205423731,0.9549672075806657,-0.8857626814589343,-0.21958110763775224,-0.19359461048846063,-0.26579413171243205,1.2463335040607728,-0.7523716403002148,1587.1212730068967,10.697509688450522,-0.5031986695276631,-2.364204751970545,-8.053749619262458,1.969295420688564,7.877918204527467,-4.156637049202779,-3.6798287036924107,2.414232376478361,0.58646909352331,2.9063289806629564,-2.6738868350418823,-2.596443934899356,3.960783827240366,0.022041603774221995,0.42909572577046057,-2.76903992837518,-0.5023366421817009,3.190134312452949,-1.099374261292997,-0.15380718798554555,-1.229313312007976,0.037106864721359746,1.3084705259652705,-0.006834366522028119,-1.1085304611122442,0.017997587193217274,0.6178968347096911,0.5558083208846717,-0.13194166853551886,-1.4898810529631121,1733.378628048229,14.190356585374397,-0.10390786040183254,-1.1886984851892772,-8.241051998702018,-0.27489522793465604,7.121433679667177,-2.7078085176306113,-3.314589083047625,1.3892278429926594,0.6765939816013402,1.2150809068461954,-1.7014498660477086,-1.512732381988277,3.238845195482864,0.4266523978021561,-0.3331014381705648,-2.6150626625103865,0.13728079671065363,3.1610205381422705,-1.1333174246394202,-0.08698588463833445,-1.4845758013271095,-0.18193106798822103,1.5733849529574824,0.19283878697386228,-0.9832180936357442,0.01610369428857945,0.3974899660986361,0.266078625079269,0.21379605052629616,-1.1544946203763624,4026.734433028193,17.800017689579928,-2.2148237232540837,5.202762962530132,-12.282761749577372,-9.534266678861686,7.926832457924457,0.4651182701932796,-2.9119739042429114,-0.7655417324640483,-0.7978192847208195,-1.737566968202862,0.423526869441273,-0.09507884212509345,4.056249653838356,0.7531449037504854,-1.6971175028323098,-4.439743653261059,1.276463891920523,5.580066229942281,-2.2258909533003672,0.32831522055904827,-2.8261752430048968,-1.1722104333317023,3.035134852840952,0.9463155461060858,-1.0115542539317652,-0.20781627393065866,-0.040099743413143374,-0.17981202521971157,1.1447187671467363,-0.8978190540953385,1935.2021554634823,15.874367554761061,0.30689061739371687,-0.5127240672602679,-8.561879942869087,-1.8962476434665867,6.916639729852923,-1.8919856327242608,-3.0917789989822095,0.8264322495338201,0.547944236119723,0.33542523928251133,-1.0938567472895997,-1.0211045535884677,2.9690389842086717,0.6414003175507824,-0.77792975374655,-2.7049241031336995,0.5000561147760889,3.330682876054909,-1.2578663192433208,-0.0421283937864961,-1.6993992001300056,-0.3477736268629113,1.7999706994985287,0.3333966643098343,-0.9306469016863884,-0.02172425152603066,0.253632229945298,0.12186578975140605,0.4302689637809471,-1.006315299735818,,,,1.7748803423787296,104.581927,48.594072999999995,81.95000000000002,81.95000000000002,624.9445647867612,682.2843005680011,7.580936672977789
SDCVPIWZZJVXAB-UHFFFAOYSA-N__ZIIFURXDVQHEMS-UHFFFAOYSA-N,379.03370404887534,-1513.170880212508,-43.55160575796114,-16.813009780138984,-44.505025888603186,604.2819791700034,2412.4026031187013,37.291355987453066,26.804473367985576,43.078617912833955,225.24827512112807,3925.5734833312094,80.84296174541421,43.61748314812456,87.58364380143715,0.38546492293106777,-1.538845465435018,-0.04429056355065465,-0.017098282949277982,-0.04526016074808877,0.6145350770689323,2.4533348183990253,0.037924093578351165,0.027259275759989175,0.04380955032855403,372.7097856598021,-1487.9246579030746,-42.824976971168816,-16.532496198923056,-43.76248993832572,594.1999472044081,2372.153313884667,36.669175190960836,26.357259043162976,42.35988060508335,0.12354449327384799,0.053005065588201346,6.95576956584022,199.42063656047873,877.310594137565,106.00508908131378,0.8921962794956075,0.10780372050439253,22.629861523280326,11.552616753181223,0.9588515750813583,0.4894967986747713,514.3800000000001,4005.0,52.934819570574035,-12.180880320084677,5.718427735389997,-14.16760300462915,-7.802398524731125,10.128002116854601,-0.022633791921469942,-0.7071144662209151,-0.24857943762234974,1.1294654839956106,-2.5625686013773463,0.6024490109746822,0.868083713416297,2.713396554300135,0.6049626082004403,-1.892405477824752,-4.221529543834426,0.9716331982315493,5.784665389886843,-2.428657368144332,1.0017726185193787,-2.9586947035018167,-0.3497668131540484,3.1777703765380547,0.6951545495395901,-1.3810774441503153,-0.09845333056379547,-0.5886183253730779,-0.17233179699553905,1.3712059923851363,-1.216297653250089,1587.1212730068967,27.24037179636949,-8.13751566848996,-2.0665743182890135,-10.09906931518161,2.871674645618317,8.674412876952548,-5.145031688416346,-3.7186634655045445,2.470932671567257,0.7080739413103434,2.583178032302774,-3.0460080672100545,-2.1290466795532166,3.998830990002176,-0.21071149001210265,0.4257790414849166,-2.5389926569702745,-0.6797065535632903,2.9538538275534845,-0.8615843142223885,-0.08312271930438277,-1.4614699144025998,0.4713177428130665,1.4164572175550267,-0.1926093648604676,-1.3059940096714997,0.04002770092108747,0.4318815904668944,0.6946011996274662,-0.25654221788696013,-1.3239048944478455,1733.378628048229,29.712007023845736,-6.702167035033983,-1.1128598860993035,-9.860951141479859,0.7158994294416515,7.683373006547288,-3.20371658934967,-2.7440938838390463,1.52698108025366,1.128695759012451,0.6636831770556396,-1.8415711307287885,-1.1431293681013348,3.146584649978962,0.0930498179734101,-0.21972818052348583,-2.5606962685144046,0.055304962413711606,3.088898743062327,-0.9227383095309056,0.04727150476369846,-1.5368005621306406,0.2193049447125747,1.6400222666596107,-0.016563094732189466,-1.2113894064992186,0.029425129271574434,0.16043637924074092,0.4615305008055194,0.1463249349833433,-1.0600799441088435,4026.734433028193,53.67611651937773,-13.274299505930571,6.183565939706238,-14.702860225147674,-7.158848657233363,10.654623071828304,-0.4239691425809558,-1.2974401214173865,0.040088998749389086,1.26068171974468,-2.041100982598881,0.11172256374762551,0.5940258725807506,3.1140285965372825,0.47993507212687647,-1.7146808367377775,-4.14419672434478,0.5637563800354657,5.7787750780183185,-2.3314546101065172,0.9249321688720226,-2.9701446056591014,-0.23597866833284192,3.139552707405986,0.657754057608774,-1.5189155875426517,-0.11744546560833799,-0.42261303661661315,-0.09726496912589004,1.1844722763959432,-1.3424662676882546,1935.2021554634823,31.872862777017367,-6.209538236248671,-0.5312708361905026,-9.956889035252695,-0.6940256643331405,7.483852423110699,-2.269283624570122,-2.1980809020810295,0.9961186986295479,1.2410175087681004,-0.3059019904585797,-1.1971323083822014,-0.6395039456979653,2.7937437968792325,0.25222942526547215,-0.5810064486022566,-2.730261346166435,0.4226739927252023,3.345992208937722,-1.0601363288081842,0.1587188125229447,-1.6856420759190884,0.06784495635459593,1.8598552285309164,0.11608607973709319,-1.184419185677713,0.00987347064079675,-0.02331963044680894,0.31723282251826374,0.4106488362101353,-0.968238324562298,,,,1.3718257228703155,104.581927,48.594072999999995,81.95000000000002,81.95000000000002,624.9445647867612,682.2843005680011,7.580936672977789
FUWKEYIYGOIPGP-UHFFFAOYSA-N__PEALUVUVBAIWLP-UHFFFAOYSA-N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEALUVUVBAIWLP-UHFFFAOYSA-N__FUWKEYIYGOIPGP-UHFFFAOYSA-N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NXRTXJYJMPSCBE-UHFFFAOYSA-N__MFILOSUMLUXEPD-UHFFFAOYSA-N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MFILOSUMLUXEPD-UHFFFAOYSA-N__NXRTXJYJMPSCBE-UHFFFAOYSA-N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVXYIKFMEGPKIR-QFIPXVFZSA-N__AFJCXVRJTITBMJ-UHFFFAOYSA-N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFJCXVRJTITBMJ-UHFFFAOYSA-N__CVXYIKFMEGPKIR-QFIPXVFZSA-N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
