E_acyl_sp_gfn2geom_Eh,E_acyl_opt_dftgeom_Eh,E_parent_opt_dftgeom_Eh,bde_dft_sp_gfn2geom_kcal,bde_dft_opt_dftgeom_kcal,id,sample_group,smiles,bde_gxtb_kcal,bde_alfabet_kcal,E_parent_sp_gfn2geom_Eh,E_h_Eh,Delta_SP,Delta_geom,Delta_tot
-3257.972930098029,-3257.985185098316,-3258.631909946098,93.81245773556374,93.7489196263903,110521,selenium,C[Se]CC[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C=O)N,79.037,,-3258.619756200233,-0.497326434673,-14.775457735563734,0.06353810917343594,-14.711919626390298
-1893.214321230194,-1893.21966385568,-1893.830187960718,67.21245370730726,71.03261058878239,171561,nitro,COC1=CC=C(C=C1)C2=CC(=NC(=N2)SC3=C(C=C(C=C3)[N+](=O)[O-])C=O)C(F)(F)F,41.206,,-1893.818757527733,-0.497326434673,-26.00645370730726,-3.8201568814751283,-29.826610588782387
