E_acyl_sp_gfn2geom_Eh,E_acyl_opt_dftgeom_Eh,E_parent_opt_dftgeom_Eh,bde_dft_sp_gfn2geom_kcal,bde_dft_opt_dftgeom_kcal,id,sample_group,smiles,bde_gxtb_kcal,bde_alfabet_kcal,E_parent_sp_gfn2geom_Eh,E_h_Eh,Delta_SP,Delta_geom,Delta_tot
-1945.74302385503,-1945.769251768602,-1946.406736121323,97.03211442967087,87.95042143129169,216233,imine,C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)N)C(=O)NC(CCCN=C(N)N)C(=O)C(C=O)Cl,50.075,,-1946.394980806771,-0.497326434673,-46.95711442967087,9.081692998379182,-37.875421431291684
-1967.040195067488,-1967.061785680838,-1967.717738755915,100.00693335033806,99.53971968230674,110691,phosphorus,C[C@@H](C(=O)NCC(=O)N[C@@H](CN1C=C(N=N1)P(=O)(O)O)C(=O)N[C@@H](C)C(=O)NCC=O)N,56.243,,-1967.696892694938,-0.497326434673,-43.76393335033806,0.46721366803132014,-43.29671968230674
