E_acyl_sp_gfn2geom_Eh,E_acyl_opt_dftgeom_Eh,E_parent_opt_dftgeom_Eh,bde_dft_sp_gfn2geom_kcal,bde_dft_opt_dftgeom_kcal,id,sample_group,smiles,bde_gxtb_kcal,bde_alfabet_kcal,E_parent_sp_gfn2geom_Eh,E_h_Eh,Delta_SP,Delta_geom,Delta_tot,error
-1367.119130182891,-1367.127073883762,-1367.773140683524,94.10775787141739,93.33598825956469,76741,imine,CN(CC(F)F)C(=NC1(C2=C(CC13CCC(CC3)OC)C=CC(=C2)O)C=O)N,79.803,,-1367.766426875816,-0.497326434673,-14.304757871417394,0.7717696118527044,-13.53298825956469,
-1694.651571380983,,,,,17140,control,C1=CC(=C(N=C1)N)C2=NC3=C(N2C4=CC=C(C=C4)CNC(=O)CC5=C(C(=C(C=C5)C=O)O)F)N=CC=C3,73.023,,-1695.327152457925,-0.497326434673,,,,orca_opt_acyl_failed
