E_acyl_sp_gfn2geom_Eh,E_acyl_opt_dftgeom_Eh,E_parent_opt_dftgeom_Eh,bde_dft_sp_gfn2geom_kcal,bde_dft_opt_dftgeom_kcal,id,sample_group,smiles,bde_gxtb_kcal,bde_alfabet_kcal,E_parent_sp_gfn2geom_Eh,E_h_Eh,Delta_SP,Delta_geom,Delta_tot
-1778.962124085742,-1778.984861026061,-1779.618450116947,90.40785691932415,85.50610772615542,208745,sulfonyl,CC1=CC=C(C=C1)S(=O)(=O)OC2=C(C(=C(C(=C2)C(C)CCC=O)OCOC)OC)C,63.665,,-1779.60352461119,-0.497326434673,-26.742856919324147,4.901749193168726,-21.84110772615542
-1686.629954251825,-1686.643068132988,-1687.290683637572,96.18320506328507,94.30781520792372,87619,n_oxide,CC(C)(C)C1=C(C=C(C=C1)C2C(=O)C2(C=O)NC3=CC(=NN3C4=C5C=CC=[N+](C5=CC=C4)[O-])CF)F,72.232,,-1687.280558380379,-0.497326434673,-23.951205063285073,1.8753898553613482,-22.075815207923725
