E_acyl_sp_gfn2geom_Eh,E_acyl_opt_dftgeom_Eh,E_parent_opt_dftgeom_Eh,bde_dft_sp_gfn2geom_kcal,bde_dft_opt_dftgeom_kcal,id,sample_group,smiles,bde_gxtb_kcal,bde_alfabet_kcal,E_parent_sp_gfn2geom_Eh,E_h_Eh,Delta_SP,Delta_geom,Delta_tot
-1357.702286743038,-1357.710528006916,-1358.357385226778,94.46766907081991,93.8319843607388,64255,imine,CN(C)C(=NC1(C2COCCC2OC3=C1C=C(C=C3)C4=C(N=CC=C4)F)C=O)N,79.272,,-1358.350156990968,-0.497326434673,-15.195669070819903,0.635684710081108,-14.559984360738795
-1895.444468109341,-1895.455024098093,-1896.103586729928,90.02700890696276,94.90214653103375,7351,control,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O)NC(=O)OC(C)(C)C2=CC(=CC=C2)Cl,56.906,,-1896.085261714849,-0.497326434673,-33.121008906962764,-4.875137624070987,-37.99614653103375
