bde_gxtb_kcal,E_gxtb_parent,E_gxtb_fragA,E_gxtb_fragB,note,id
52.521,-1284.3025766194528,-685.001358104895,-599.217521413396,,CKZDPGZUVBLQSL-UHFFFAOYSA-N__OOIYUNODYWRIGP-UHFFFAOYSA-N
39.973,-1284.295553046921,-598.013635109133,-686.218216272827,,OOIYUNODYWRIGP-UHFFFAOYSA-N__CKZDPGZUVBLQSL-UHFFFAOYSA-N
44.367,-5859.1295300353995,-615.494475545838,-5243.564350457793,,IZGBSZGTBVFORW-UHFFFAOYSA-N__XKDGBTAYUATEOQ-UHFFFAOYSA-N
56.529,-5859.131888599095,-5242.350309848061,-616.691493892139,,XKDGBTAYUATEOQ-UHFFFAOYSA-N__IZGBSZGTBVFORW-UHFFFAOYSA-N
76.179,-1342.155186301985,-762.69075327891,-579.343033468177,,ISFIKORZIPLRDI-UHFFFAOYSA-N__FEPPPGDBMYQTCY-UHFFFAOYSA-N
54.495,-1342.152393029564,-578.146909153056,-763.918640529227,,FEPPPGDBMYQTCY-UHFFFAOYSA-N__ISFIKORZIPLRDI-UHFFFAOYSA-N
52.207,-2252.7817023887646,-1212.220197101222,-1040.478307637381,,UQUGODFMEBBVGG-UHFFFAOYSA-N__BKKWVYYEZMOPIG-UHFFFAOYSA-N
63.722,-2252.773788072306,-1039.250016748685,-1213.422223582438,,BKKWVYYEZMOPIG-UHFFFAOYSA-N__UQUGODFMEBBVGG-UHFFFAOYSA-N
51.385,-2655.636911956276,-1714.718141750204,-940.836882488726,,JFVKWHHCVXZYJK-UHFFFAOYSA-N__UOBWOGLWGXKHAZ-UHFFFAOYSA-N
47.346,-2655.6546345901866,-939.638782199682,-1715.940401564742,,UOBWOGLWGXKHAZ-UHFFFAOYSA-N__JFVKWHHCVXZYJK-UHFFFAOYSA-N
59.262,-4292.648410441595,-3508.649859076559,-783.904111239978,,QIYLYZINWJULDI-UHFFFAOYSA-N__KELNMTNGRYBQQU-UHFFFAOYSA-N
39.279,-2284.6675056663357,-1312.205980637125,-972.398929193375,,RCUPUZVBTHUMSM-SCPLRKQGSA-N__RXRYZXLXJUPEEW-UHFFFAOYSA-N
51.529,-4292.639217380441,-782.697543755969,-3509.859557572243,,KELNMTNGRYBQQU-UHFFFAOYSA-N__QIYLYZINWJULDI-UHFFFAOYSA-N
53.264,-2439.81627860315,-721.65268249724,-1718.078713940662,,FTSUCGQYYYOIOW-UHFFFAOYSA-N__PZPJVTRHUVWUDE-YFKXAPIDSA-N
46.393,-2284.646043760361,-971.174567034851,-1313.397544691609,,RXRYZXLXJUPEEW-UHFFFAOYSA-N__RCUPUZVBTHUMSM-SCPLRKQGSA-N
29.071,-2439.79062307263,-1716.876664028502,-722.867631873826,,PZPJVTRHUVWUDE-YFKXAPIDSA-N__FTSUCGQYYYOIOW-UHFFFAOYSA-N
60.039,-2135.207246961471,-773.60208756266,-1361.509481748636,,OZRGOVDIRZMXKN-UHFFFAOYSA-N__POOQCHBVFZPCGQ-UHFFFAOYSA-N
