bde_gxtb_kcal,E_gxtb_parent,E_gxtb_fragA,E_gxtb_fragB,note,id
50.252,-5094.122188093358,-3706.051029016332,-1387.991078077099,,OKCGNSVDRRCCNX-UHFFFAOYSA-N__QQENFNCFPSEFJK-UHFFFAOYSA-N
53.349,-5094.127002360074,-1386.76321869561,-3707.278766646516,,QQENFNCFPSEFJK-UHFFFAOYSA-N__OKCGNSVDRRCCNX-UHFFFAOYSA-N
59.992,-2870.323749413616,-1034.721068871031,-1835.507076770292,,BTZQFNSRYVAKOP-UHFFFAOYSA-N__JPHAZJVAQAXWJJ-UHFFFAOYSA-N
52.131,-2870.318479899241,-1834.292399537015,-1035.943004026352,,JPHAZJVAQAXWJJ-UHFFFAOYSA-N__BTZQFNSRYVAKOP-UHFFFAOYSA-N
62.064,-2761.560423139113,-1404.978099990966,-1356.483417981168,,UBNBMGNXZMYNBZ-UHFFFAOYSA-N__ICMLCOHZXHCKEM-UHFFFAOYSA-N
64.377,-2761.5661026264756,-1355.26451297033,-1406.198998382802,,ICMLCOHZXHCKEM-UHFFFAOYSA-N__UBNBMGNXZMYNBZ-UHFFFAOYSA-N
41.175,-6947.824945184679,-3723.182300273214,-3224.577028960343,,RQFGXCZOASHBSJ-UHFFFAOYSA-N__QQISADUEOJTYKX-UHFFFAOYSA-N
48.884,-6947.82641455152,-3223.34592482234,-3724.402588665942,,QQISADUEOJTYKX-UHFFFAOYSA-N__RQFGXCZOASHBSJ-UHFFFAOYSA-N
41.772,-2858.2289698134537,-2080.234964664913,-777.9274375385,,VXSNVDLHISHLRF-UHFFFAOYSA-N__ZYBFDMVDJCIZDO-UHFFFAOYSA-N
43.503,-2858.2435187361198,-776.719299586485,-2081.454893204618,,ZYBFDMVDJCIZDO-UHFFFAOYSA-N__VXSNVDLHISHLRF-UHFFFAOYSA-N
49.88,-2801.797921406628,-2307.945862241703,-493.772569587485,,GRNGQQVPUIGQGJ-UHFFFAOYSA-N__DYWWWDIUNPDQLM-UHFFFAOYSA-N
58.919,-2801.805380642112,-492.549429477901,-2309.162058253517,,DYWWWDIUNPDQLM-UHFFFAOYSA-N__GRNGQQVPUIGQGJ-UHFFFAOYSA-N
28.109,-2352.885799096635,-1313.837790257811,-1039.003214848272,,RJCWBUMCOQQVDG-UHFFFAOYSA-N__SZHNEDLAROLBKU-UHFFFAOYSA-N
51.414,-2352.885651777593,-1037.772835218301,-1315.030882641202,,SZHNEDLAROLBKU-UHFFFAOYSA-N__RJCWBUMCOQQVDG-UHFFFAOYSA-N
47.445,-5796.502213756875,-1678.472639609527,-4117.953966046978,,PNWZXWWCUUHLEL-UHFFFAOYSA-N__GDJSOOVZLQCCIY-UHFFFAOYSA-N
44.396,-5796.497830138927,-4116.726502316301,-1679.700577926077,,GDJSOOVZLQCCIY-UHFFFAOYSA-N__PNWZXWWCUUHLEL-UHFFFAOYSA-N
48.937,-1923.658149276686,-927.191379219712,-996.388784441005,,DEQALIRGIRJDFE-UHFFFAOYSA-N__ZYEIUKRZDSXRLE-UHFFFAOYSA-N
43.751,-2766.030336037389,-1390.169797134726,-1375.79081683524,,KKTORDRBAIKOFU-UHFFFAOYSA-N__DXLUWNMNLUSNRE-UHFFFAOYSA-N
43.54,-2766.027510036883,-1374.565519548066,-1391.392605319328,,DXLUWNMNLUSNRE-UHFFFAOYSA-N__KKTORDRBAIKOFU-UHFFFAOYSA-N
52.582,-2179.496810173597,-1300.935881218526,-878.477134108316,,CCEOCZYRAXHLPU-UHFFFAOYSA-N__DUWCOGUSPMQZQU-UHFFFAOYSA-N
51.808,-2179.4952700608214,-877.261272364739,-1302.151437105731,,DUWCOGUSPMQZQU-UHFFFAOYSA-N__CCEOCZYRAXHLPU-UHFFFAOYSA-N
30.226,-2208.516473950004,-1153.077597533218,-1055.390708264435,,SQEIAQASDHAMKN-UHFFFAOYSA-N__GWWYHTGAGIWWDM-UHFFFAOYSA-N
41.958,-1923.647752523264,-995.171475816171,-928.409412043509,,ZYEIUKRZDSXRLE-UHFFFAOYSA-N__DEQALIRGIRJDFE-UHFFFAOYSA-N
33.613,-2208.537804867785,-1054.178970920996,-1154.305267768452,,GWWYHTGAGIWWDM-UHFFFAOYSA-N__SQEIAQASDHAMKN-UHFFFAOYSA-N
,-5126.846820215003,,,split_failed_ring_bond,USNJAPMVAFWTNS-UHFFFAOYSA-N__AMCFAWWRYNUKRE-UHFFFAOYSA-N
,-5126.840577263506,,,split_failed_ring_bond,AMCFAWWRYNUKRE-UHFFFAOYSA-N__USNJAPMVAFWTNS-UHFFFAOYSA-N
56.757,-1628.4175010704191,-781.975720056434,-846.351332797799,,RZVOGWQTTXJDAB-UHFFFAOYSA-N__LYDNDFQSNQATFV-UHFFFAOYSA-N
52.04,-2772.619951854505,-829.851650090069,-1942.685370235449,,SEYRYFQSIFDPET-UHFFFAOYSA-N__AOHIQWIMAJZCET-UHFFFAOYSA-N
59.791,-2772.6328531193253,-1941.455633956071,-831.081935946541,,AOHIQWIMAJZCET-UHFFFAOYSA-N__SEYRYFQSIFDPET-UHFFFAOYSA-N
51.988,-1628.420861581314,-845.141525440013,-783.196487284781,,LYDNDFQSNQATFV-UHFFFAOYSA-N__RZVOGWQTTXJDAB-UHFFFAOYSA-N
45.994,-1927.4845699353389,-797.348839022071,-1130.062434337081,,PDKVQHCURXAMGM-UHFFFAOYSA-N__AQXMWOIKPCSOLR-UHFFFAOYSA-N
35.319,-1927.4911642634838,-1128.865132933202,-798.569746188233,,AQXMWOIKPCSOLR-UHFFFAOYSA-N__PDKVQHCURXAMGM-UHFFFAOYSA-N
,-1690.104833121735,,,determine_bonds_failed,JWENHGPPYVEZEF-UHFFFAOYSA-N__JFLKHTKRKCTKMK-UHFFFAOYSA-N
,-1690.0962436247798,,,determine_bonds_failed,JFLKHTKRKCTKMK-UHFFFAOYSA-N__JWENHGPPYVEZEF-UHFFFAOYSA-N
55.616,-2730.7409989595053,-1624.819681452437,-1105.832687142232,,DVHZTPBKYQRNOE-UHFFFAOYSA-N__REJMPJQAPXCOJF-UHFFFAOYSA-N
51.737,-2009.63816870934,-1279.973010608867,-729.582709439848,,COSCXJBDPUBZTD-UHFFFAOYSA-N__LWQNRJVHJCJDGL-UHFFFAOYSA-N
49.058,-2009.637020657854,-728.365551311485,-1281.193289659181,,LWQNRJVHJCJDGL-UHFFFAOYSA-N__COSCXJBDPUBZTD-UHFFFAOYSA-N
44.675,-2730.7398057447867,-1104.626436869427,-1626.042174373102,,REJMPJQAPXCOJF-UHFFFAOYSA-N__DVHZTPBKYQRNOE-UHFFFAOYSA-N
