bde_gxtb_kcal,E_gxtb_parent,E_gxtb_fragA,E_gxtb_fragB,note,id
74.031,-1422.4166823118862,-766.72833287092,-655.5703734917,,AIXRMWFZMJIOAE-UHFFFAOYSA-N__LRBREIWVYONFFR-UHFFFAOYSA-N
53.762,-1422.408209769364,-654.37770862069,-767.944825519931,,LRBREIWVYONFFR-UHFFFAOYSA-N__AIXRMWFZMJIOAE-UHFFFAOYSA-N
66.581,-1720.313047127464,-1156.904764195056,-563.302179450783,,WIXJLVCGPRNAPC-UHFFFAOYSA-N__CVFPGSFHMSWTJO-UHFFFAOYSA-N
57.138,-1720.3142606759552,-562.101305639779,-1158.121899096938,,CVFPGSFHMSWTJO-UHFFFAOYSA-N__WIXJLVCGPRNAPC-UHFFFAOYSA-N
66.708,-1485.9163064636082,-845.123833756668,-640.686167238901,,WUOVLESNFRORAI-UHFFFAOYSA-N__IBURTVNSHFFSIH-NSHDSACASA-N
58.132,-1485.919620112553,-639.486697435007,-846.340282967939,,IBURTVNSHFFSIH-NSHDSACASA-N__WUOVLESNFRORAI-UHFFFAOYSA-N
52.805,-4465.2182924583185,-3314.704480867769,-1150.429661560925,,QEVUZKGSBISQGA-UHFFFAOYSA-N__AUOFTPXWUVYOOQ-VJBMQPMPSA-N
51.32,-4465.22330154296,-1149.220573911749,-3315.920943464635,,AUOFTPXWUVYOOQ-VJBMQPMPSA-N__QEVUZKGSBISQGA-UHFFFAOYSA-N
65.003,-1896.336254554384,-1065.964130278852,-830.268535122638,,IBROCXGCVZFGDG-UHFFFAOYSA-N__PQGHXYJZXDURCP-UHFFFAOYSA-N
57.963,-1896.342442895096,-829.071721247555,-1067.178351733487,,PQGHXYJZXDURCP-UHFFFAOYSA-N__IBROCXGCVZFGDG-UHFFFAOYSA-N
64.175,-1952.914880743413,-1027.610489621042,-925.202122375553,,BGARBQVQMJPALC-UHFFFAOYSA-N__XKTYXYJLOIYAPV-GFCCVEGCSA-N
52.8,-1989.0720752576372,-952.006528602997,-1036.981403902173,,NJCKPHTYGRPUNK-UHFFFAOYSA-N__LYSIUXARTHYLLP-UHFFFAOYSA-N
45.081,-1989.074417464027,-1035.783354471048,-953.219221382559,,LYSIUXARTHYLLP-UHFFFAOYSA-N__NJCKPHTYGRPUNK-UHFFFAOYSA-N
55.267,-1952.920951318875,-924.003959557078,-1028.828917627781,,XKTYXYJLOIYAPV-GFCCVEGCSA-N__BGARBQVQMJPALC-UHFFFAOYSA-N
59.184,-2639.863183223128,-1027.844400137452,-1611.92446684871,,WAZFBANCNPCOEM-UHFFFAOYSA-N__MGIGIYLRSHGUIW-UHFFFAOYSA-N
56.989,-2142.404840145348,-1163.943097774604,-978.370925227242,,QXMZXJNHNDIKGY-UHFFFAOYSA-N__IEGAHJZJODNCSI-UHFFFAOYSA-N
62.565,-1529.638219334219,-541.448473887638,-988.090041969739,,ZCBYIAQXEDBIPK-UHFFFAOYSA-N__KKWXCGOSYMIOAS-UHFFFAOYSA-N
59.192,-1480.401874118053,-764.359125624981,-715.948419949866,,HWYOWPBJJSAKEK-UHFFFAOYSA-N__ZTCAQOYJWWBZJV-UHFFFAOYSA-N
43.937,-2142.401276954267,-977.174199244583,-1165.157059286808,,IEGAHJZJODNCSI-UHFFFAOYSA-N__QXMZXJNHNDIKGY-UHFFFAOYSA-N
49.311,-1480.400132822057,-714.746710823162,-765.574840584721,,ZTCAQOYJWWBZJV-UHFFFAOYSA-N__HWYOWPBJJSAKEK-UHFFFAOYSA-N
64.985,-1529.630801640338,-986.878833421754,-542.648408083647,,KKWXCGOSYMIOAS-UHFFFAOYSA-N__ZCBYIAQXEDBIPK-UHFFFAOYSA-N
