bde_gxtb_kcal,E_gxtb_parent,E_gxtb_fragA,E_gxtb_fragB,note,id
72.835,-1659.1222285819902,-562.104204077109,-1096.901954993306,,ORDCIMNPEHUMOL-UHFFFAOYSA-N__MJKNAYYTEPMTCB-UHFFFAOYSA-N
77.767,-1659.1240228897168,-1095.69937301097,-563.300720919703,,MJKNAYYTEPMTCB-UHFFFAOYSA-N__ORDCIMNPEHUMOL-UHFFFAOYSA-N
72.009,-1467.6960292332758,-808.410208556964,-659.171066809794,,NZMJZGNIBCXCCX-QGZVFWFLSA-N__MPIOQROHZQNFBB-UHFFFAOYSA-N
66.686,-1467.690611157361,-657.976214532965,-809.608126202825,,MPIOQROHZQNFBB-UHFFFAOYSA-N__NZMJZGNIBCXCCX-QGZVFWFLSA-N
71.076,-1098.293097363661,-460.832979290926,-637.346850769195,,PVMNWBRYHQDVIN-UHFFFAOYSA-N__ZWEFWSNICOIUSR-UHFFFAOYSA-N
70.829,-1098.294364174118,-636.144605258062,-462.036886266422,,ZWEFWSNICOIUSR-UHFFFAOYSA-N__PVMNWBRYHQDVIN-UHFFFAOYSA-N
45.237,-5119.080708585185,-1985.656280066205,-3133.352339150685,,JPKGKKDJZIDARN-VOHIISRTSA-N__IAQYBSZCTIVXRA-UHFFFAOYSA-N
46.442,-5119.088098320615,-3132.154041848466,-1986.860046419505,,IAQYBSZCTIVXRA-UHFFFAOYSA-N__JPKGKKDJZIDARN-VOHIISRTSA-N
49.064,-2291.6141726922883,-1603.751461320556,-687.784522242047,,AIYYFEWTZBMVKZ-PMOHQLOOSA-N__GZCGUPFRVQAUEE-OMMKOOBNSA-N
43.447,-2291.586796085556,-686.569608126163,-1604.947951014747,,GZCGUPFRVQAUEE-OMMKOOBNSA-N__AIYYFEWTZBMVKZ-PMOHQLOOSA-N
73.807,-2234.516356236891,-1266.936064498441,-967.462672944572,,IAPWRCRYBFEPIC-VXKWHMMOSA-N__RQSRKOAPJYMURR-UHFFFAOYSA-N
64.439,-2234.5104854449337,-966.266458597933,-1268.141336988498,,RQSRKOAPJYMURR-UHFFFAOYSA-N__IAPWRCRYBFEPIC-VXKWHMMOSA-N
53.745,-3132.9062217234414,-1509.343184299349,-1623.477389602625,,KYZSFUXXDXDTMS-UHFFFAOYSA-N__ITJLFEVMYVBIPE-JJDIHXCJSA-N
43.084,-2239.221651615963,-912.022308124474,-1327.13068471921,,XXQNFJFMRAIWBI-YFKPBYRVSA-N__OLMQVMULGVCMTC-UHFFFAOYSA-N
75.235,-1116.9974884222438,-577.61582512139,-539.261769331488,,RTMVZAZNAONVCQ-UHFFFAOYSA-N__JQIBLPXNGGGPDV-UHFFFAOYSA-N
57.995,-2134.805812924852,-923.114156766212,-1211.599234728892,,PDTBXKACIIJAIX-KCXAZCMYSA-N__DVQMWPPIHXLSRL-UHFFFAOYSA-N
67.829,-1240.498781856046,-661.581333305825,-578.809355703633,,KJECGUVBMQGYRN-UHFFFAOYSA-N__XYEAHHMVTWHTLR-UHFFFAOYSA-N
74.069,-1116.9861119056382,-538.058892640384,-578.809183564239,,JQIBLPXNGGGPDV-UHFFFAOYSA-N__RTMVZAZNAONVCQ-UHFFFAOYSA-N
58.784,-2239.237340325535,-1325.923524260484,-913.220137631406,,OLMQVMULGVCMTC-UHFFFAOYSA-N__XXQNFJFMRAIWBI-YFKPBYRVSA-N
56.195,-2134.8024392754583,-1210.40204228721,-924.310844077736,,DVQMWPPIHXLSRL-UHFFFAOYSA-N__PDTBXKACIIJAIX-KCXAZCMYSA-N
64.097,-1240.506189980384,-577.612434490344,-662.791610706167,,XYEAHHMVTWHTLR-UHFFFAOYSA-N__KJECGUVBMQGYRN-UHFFFAOYSA-N
73.406,-1672.1868122317348,-1325.774967884658,-346.294864593996,,ZSLYPWDYNSFTKL-UHFFFAOYSA-N__LMUQTIMOIJDYMJ-UHFFFAOYSA-N
63.099,-1672.180605490305,-1211.230663543137,-460.849386556093,,LMUQTIMOIJDYMJ-UHFFFAOYSA-N__ZSLYPWDYNSFTKL-UHFFFAOYSA-N
43.03,-3132.884333675656,-1622.273531043993,-1510.542229238046,,ITJLFEVMYVBIPE-JJDIHXCJSA-N__KYZSFUXXDXDTMS-UHFFFAOYSA-N
49.414,-1356.779415112048,-832.682124703812,-524.018544465209,,CFAOMNVLPGEHGZ-UHFFFAOYSA-N__CMVSPFUYTQLKBI-UHFFFAOYSA-N
70.393,-1356.788637593258,-718.141442315177,-638.535017330006,,CMVSPFUYTQLKBI-UHFFFAOYSA-N__CFAOMNVLPGEHGZ-UHFFFAOYSA-N
64.785,-2167.4357652895605,-1700.923154547599,-466.409368617659,,IXXVLQONPDPXLU-UHFFFAOYSA-N__HPJQHAKEQZQQCL-UHFFFAOYSA-N
70.764,-1786.696145663755,-760.358406184241,-1026.224969312141,,DAUKAGZEHGMNLL-UHFFFAOYSA-N__GOVCEDZKNNIOCW-ZACQAIPSSA-N
77.117,-1786.701533157273,-1025.024446848022,-761.554192450631,,GOVCEDZKNNIOCW-ZACQAIPSSA-N__DAUKAGZEHGMNLL-UHFFFAOYSA-N
60.344,-2167.434932221189,-465.210676816743,-1702.128091775083,,HPJQHAKEQZQQCL-UHFFFAOYSA-N__IXXVLQONPDPXLU-UHFFFAOYSA-N
66.91,-2087.2771125496497,-1320.952804930623,-766.21768038247,,PTRGVAIZHRFCHD-UHFFFAOYSA-N__PSQUMGMPOOWFFA-UHFFFAOYSA-N
60.889,-2087.26785848812,-765.021724825323,-1322.149101518604,,PSQUMGMPOOWFFA-UHFFFAOYSA-N__PTRGVAIZHRFCHD-UHFFFAOYSA-N
46.507,-4906.0257582260965,-3844.87721557995,-1061.074429134477,,LWUSTCRIYYYTKT-ZCFIWIBFSA-N__OJZOHRDXAXKWNF-UHFFFAOYSA-N
46.291,-3085.502779561119,-1545.013388999415,-1540.415621045806,,WJAMZBQSTHIBII-UHFFFAOYSA-N__PGYWJEBQKOKMDB-UHFFFAOYSA-N
48.091,-2658.0136046844573,-725.85986746095,-1932.077099570336,,QRAXLHLYZJCAKB-DBRKOABJSA-N__CBAYHRZQHDCOJJ-CMDGGOBGSA-N
52.036,-4906.038085242768,-1059.875710659915,-3846.079449158382,,OJZOHRDXAXKWNF-UHFFFAOYSA-N__LWUSTCRIYYYTKT-ZCFIWIBFSA-N
41.097,-2658.019179271912,-1930.879609931973,-727.07407766882,,CBAYHRZQHDCOJJ-CMDGGOBGSA-N__QRAXLHLYZJCAKB-DBRKOABJSA-N
62.903,-2013.0093965182448,-405.06045803259,-1607.848695983603,,XUHAILYELOOMRQ-UHFFFAOYSA-N__CXCONNIPHQLIED-UHFFFAOYSA-N
65.166,-2013.002440246454,-1606.647039274255,-406.251552548117,,CXCONNIPHQLIED-UHFFFAOYSA-N__XUHAILYELOOMRQ-UHFFFAOYSA-N
44.583,-3085.490841385141,-1539.211289370991,-1546.208504232721,,PGYWJEBQKOKMDB-UHFFFAOYSA-N__WJAMZBQSTHIBII-UHFFFAOYSA-N
55.345,-2848.5846731167867,-1597.950127057828,-1250.546347882032,,CATUAIJPMONMQO-ZDUSSCGKSA-N__FIAHPTJTOFELSF-UHFFFAOYSA-N
59.49,-1866.438941645167,-615.492868736902,-1250.851269548855,,NHDWZSKCYAMFOC-UHFFFAOYSA-N__MYQKOXRGVPLVDM-UHFFFAOYSA-N
57.903,-1866.432026647455,-1249.650059836554,-616.689691966282,,MYQKOXRGVPLVDM-UHFFFAOYSA-N__NHDWZSKCYAMFOC-UHFFFAOYSA-N
44.687,-2848.558027453131,-1249.337359581056,-1599.149455353865,,FIAHPTJTOFELSF-UHFFFAOYSA-N__CATUAIJPMONMQO-ZDUSSCGKSA-N
78.041,-1457.169628036019,-480.021340750214,-977.023921034679,,OLNKMIRPMMNGNR-UHFFFAOYSA-N__LUIALFLCDRMCEJ-QNSVNVJESA-N
71.689,-1457.17289949465,-975.832470589569,-481.226184581052,,LUIALFLCDRMCEJ-QNSVNVJESA-N__OLNKMIRPMMNGNR-UHFFFAOYSA-N
61.983,-1366.7198473397439,-715.947410460337,-650.673661451668,,CALTVSOZAJMIGE-VXUIKNBNSA-N__IUHPSLZZALBBDU-UHFFFAOYSA-N
61.176,-1366.729204204022,-601.410191412252,-765.221522053447,,IUHPSLZZALBBDU-UHFFFAOYSA-N__CALTVSOZAJMIGE-VXUIKNBNSA-N
51.536,-3141.090453381461,-690.5023959544,-2450.505930040657,,VNQMMVYBOYFHGI-UHFFFAOYSA-N__HOIPYUGIKCCZOY-QBMZZYIRSA-N
65.433,-1561.792712414319,-1058.12398420764,-503.564454636701,,VAHSFBLNASSYTB-UHFFFAOYSA-N__LJFJNOKWISOUSV-UHFFFAOYSA-N
46.035,-2594.676981911363,-1711.17679694507,-883.426823190834,,QJGQAZDHMYBFHD-UHFFFAOYSA-N__CQBXGINKSXJDAO-UHFFFAOYSA-N
48.228,-3141.076856178568,-2449.293533127062,-691.706466531135,,HOIPYUGIKCCZOY-QBMZZYIRSA-N__VNQMMVYBOYFHGI-UHFFFAOYSA-N
62.505,-1561.7898993565718,-502.366223870871,-1059.32406704715,,LJFJNOKWISOUSV-UHFFFAOYSA-N__VAHSFBLNASSYTB-UHFFFAOYSA-N
49.11,-2594.680882239947,-882.229210964139,-1712.373409331102,,CQBXGINKSXJDAO-UHFFFAOYSA-N__QJGQAZDHMYBFHD-UHFFFAOYSA-N
49.718,-2827.273379059239,-1089.530237696857,-1737.663910844797,,RXRGXFGHUGFVNR-UHFFFAOYSA-N__XLMNFXVMZOGVBI-UHFFFAOYSA-N
46.815,-3317.2122861514663,-1350.123565391213,-1967.014116640053,,UWDFTRRDGGNTRC-UHFFFAOYSA-N__FZPBGGWKHYHKAW-UHFFFAOYSA-N
61.365,-3317.2292793059623,-1965.813809192738,-1351.317678149928,,FZPBGGWKHYHKAW-UHFFFAOYSA-N__UWDFTRRDGGNTRC-UHFFFAOYSA-N
