id,error,dE_r2_single,dE_r2_boltz,dE_wb_single,nconf_ald,nconf_prod,std_ald_kcal,std_prod_kcal,dG_orca_kcal,dG_gxtb_kcal,dG_gxtb_corrected_final,boltz_corr,func_shift,dG_boltz,dG_wb97x
129876,,-12.068468493378314,-11.974039635124448,-13.00022460546946,5,5,0.02030393933581,0.7018695339580335,2.2175328381534536,5.3521,2.174429988789511,0.09442885825386504,-0.9317561120911471,2.3119616964073186,1.2857767260623065
162833,,-12.34337817762927,-13.050709176211628,-12.67518699962578,5,5,0.2945461702657746,1.147013399588861,5.288629372721787,3.0189,4.23604116881554,-0.707330998582357,-0.33180882199650874,4.58129837413943,4.956820550725278
12398,,-6.290424435570587,-5.346312909563672,,5,5,1.1204714984975088,1.0510688085579758,10.379910479778,12.5046,10.093632121507344,0.9441115260069157,,11.324022005784915,
61115,,-24.48307615152108,-24.0672203256973,-21.901454844418733,5,5,1.1052704307903338,2.418772213274931,-8.093194295904997,3.5405,-3.8916099035369824,0.41585582582377967,2.5816213071023455,-7.677338470081217,-5.5115729888026515
58677,,-13.139363009708074,-13.184668247753692,,5,5,4.541754369924761,5.446212260728222,4.254255112959698,2.6525,4.03472596557232,-0.04530523804561781,,4.20894987491408,
33389,,-12.142871809765827,-11.09408804335529,-13.403180880353355,5,5,1.1470545060589057,3.5035062923256723,6.385963189326289,7.7302,6.585478290608952,1.048783766410537,-1.2603090705875282,7.434746955736826,5.125654118738761
107094,,-8.622266264891252,-8.642527033430197,-9.85222156781414,5,5,0.0125271017353141,2.4423804674579515,11.50751898592284,9.4297,10.90184039623445,-0.020260768538944873,-1.229955302922889,11.487258217383895,10.27756368299995
46149,,-22.043902684819887,-22.118710777777057,,5,5,0.0470402920956696,2.974338434483693,0.3362803736874771,-7.9672,-0.0054889273237908,-0.07480809295716995,,0.26147228073030715,
15757,,-13.218214667888082,-13.090935750715238,-14.769225019960052,5,5,0.2534103793883687,3.111906471721994,8.73469633317419,6.1358,8.327611022309226,0.12727891717284479,-1.5510103520719696,8.861975250347035,7.1836859811022205
63112,,-10.046676888180707,-9.98457442103419,,5,5,0.111282811160519,0.4775873417834524,8.160330419751103,2.5657,7.566619998623009,0.062102467146518237,,8.222432886897622,
183618,,-6.413685168426649,-6.455838470561433,-8.611454336991287,5,5,1.6993869329872353,1.417039551545564,9.03174557999886,6.2733,8.67678554978723,-0.04215330213478463,-2.197769168564638,8.989592277864077,6.8339764114342225
220472,,-29.807439549289555,-30.53629558738423,,5,5,0.8350588796635061,4.466745318251917,3.414179945887221,-4.2824,5.032798994154345,-0.7288560380946763,,2.6853239077925446,
46945,,-15.134023118757872,-14.7318048516309,,5,5,1.418717138165466,2.580465531814978,7.8569008166694365,5.0117,7.047528759554542,0.4022182671269725,,8.25911908379641,
156954,,-8.428199703827582,-6.759191196810279,,5,5,2.1869441274885206,3.2460228817640826,12.45636916005836,0.7054,10.51446311437121,1.6690085070173035,,14.125377667075664,
162924,,-16.082977218568114,-16.460617536725913,,5,5,0.4289002194797184,2.795153533057818,10.655620266843458,2.6986,8.1819638392985,-0.3776403181577983,,10.27797994868566,
