id,ald_smiles,smiles,cls,error,struct_cluster,ald_sulfonyl,ald_sulfonyl_F,ald_nitro,ald_nitrile,ald_imine,ald_has_B,ald_has_Si,ald_has_P,ald_soft_S_thioether,ald_furan_O,ald_thiophene_S,ald_azine_N,ald_halogen,ald_ester,ald_amide,prod_sulfonyl,prod_sulfonyl_F,prod_nitro,prod_nitrile,prod_imine,prod_has_B,prod_has_Si,prod_has_P,prod_soft_S_thioether,prod_furan_O,prod_thiophene_S,prod_azine_N,prod_halogen,prod_ester,prod_amide
118582,CCOC(=O)C1(C(C1(C#N)C(=O)OCC)C2=CC=CC=C2C=O)C#N,CCOC(=O)C1(C#N)C(c2ccccc2C(=O)C(O)c2ccccc2C2C(C#N)(C(=O)OCC)C2(C#N)C(=O)OCC)C1(C#N)C(=O)OCC,aromatic,2.7492823327664846,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
56364,CC1=C(C(=C(C(=C1Cl)O)CCCCCCCCCCCC(=O)OF)O)C=O,Cc1c(Cl)c(O)c(CCCCCCCCCCCC(=O)OF)c(O)c1C(=O)C(O)c1c(C)c(Cl)c(O)c(CCCCCCCCCCCC(=O)OF)c1O,aromatic,3.067706377147722,3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
118189,C1=CC=C(C=C1)COC(=O)NCC(=O)OC[C@H]([C@H]([C@@H]([C@@H](C=O)O)O)O)O,O=C(CNC(=O)OCc1ccccc1)OCC(O)C(O)C(O)C(O)C(=O)C(O)C(O)C(O)C(O)C(O)COC(=O)CNC(=O)OCc1ccccc1,aliphatic,2.211428255900522,5,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
3830,C1=CC(=NC(=C1N)C=O)NNC(=S)N,NC(=S)NNc1ccc(N)c(C(=O)C(O)c2nc(NNC(N)=S)ccc2N)n1,aromatic,11.108665283468005,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1711,C1=CC(=C(C=C1S(=O)(=O)NCC2=CSC(=C2)C(=O)N[C@@H](CC(=O)O)C=O)C(=O)O)O,O=C(O)CC(NC(=O)c1cc(CNS(=O)(=O)c2ccc(O)c(C(=O)O)c2)cs1)C(=O)C(O)C(CC(=O)O)NC(=O)c1cc(CNS(=O)(=O)c2ccc(O)c(C(=O)O)c2)cs1,aliphatic,5.918842643311802,4,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True
25313,C[C@H]([C@H]([C@@H]([C@H](C=O)NC(=O)C)O)NC(=O)C)O,CC(=O)NC(C(=O)C(O)C(NC(C)=O)C(O)C(NC(C)=O)C(C)O)C(O)C(NC(C)=O)C(C)O,aliphatic,3.586336833411244,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
125954,C[C@@H]1CC[C@@H]2[C@](CCCC2(C)C)(C(C1=O)C3=CC(=C(C(=C3O)C=O)O)O)C,CC1CCC2C(C)(C)CCCC2(C)C(c2cc(O)c(O)c(C(=O)C(O)c3c(O)c(O)cc(C4C(=O)C(C)CCC5C(C)(C)CCCC45C)c3O)c2O)C1=O,aromatic,3.573368555331605,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
58899,CCC(CC)(C1=C(C=C(C=C1)C=O)Br)P(=O)(OF)OF,CCC(CC)(c1ccc(C(=O)C(O)c2ccc(C(CC)(CC)P(=O)(OF)OF)c(Br)c2)cc1Br)P(=O)(OF)OF,aromatic,7.747662263551145,2,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
39683,CC1=C(OC=C1)C(=O)NC2=C(C=CC(=C2)OC3=CC(=NC=C3)C4=CC(=CN4)C(=O)NCCC=O)F,Cc1ccoc1C(=O)Nc1cc(Oc2ccnc(-c3cc(C(=O)NCCC(=O)C(O)CCNC(=O)c4c[nH]c(-c5cc(Oc6ccc(F)c(NC(=O)c7occc7C)c6)ccn5)c4)c[nH]3)c2)ccc1F,aliphatic,3.341389536261815,2,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True
50825,CCCOC1=C2C(=C(C3=CC=CC=C31)OCC4=CC=CC=C4)C(=O)N(C2=O)C5=CC(=C(C=C5)CC=O)F,CCCOc1c2c(c(OCc3ccccc3)c3ccccc13)C(=O)N(c1ccc(CC(=O)C(O)Cc3ccc(N4C(=O)c5c(c(OCc6ccccc6)c6ccccc6c5OCCC)C4=O)cc3F)c(F)c1)C2=O,aliphatic,1.050999646397166,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
8957,CC(C)C[C@@H](C(=O)N[C@H](C=O)C(C)(C)C)NC(=O)OCC1=CC=CC=C1,CC(C)CC(NC(=O)OCc1ccccc1)C(=O)NC(C(=O)C(O)C(NC(=O)C(CC(C)C)NC(=O)OCc1ccccc1)C(C)(C)C)C(C)(C)C,aliphatic,1.374258182174362,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
182923,C1C[C@@H](N(C1)CCCC=O)COC2=CC=C(C=C2)OC3=CC=C(C=C3)C(F)(F)F,O=C(CCCN1CCCC1COc1ccc(Oc2ccc(C(F)(F)F)cc2)cc1)C(O)CCCN1CCCC1COc1ccc(Oc2ccc(C(F)(F)F)cc2)cc1,aliphatic,0.065007914825979,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
106149,C[C@H](CCCC=O)OC1=C(C=CC(=C1)F)S(=O)(=O)N2CCC[C@H]2C(=O)OC,COC(=O)C1CCCN1S(=O)(=O)c1ccc(F)cc1OC(C)CCCC(=O)C(O)CCCC(C)Oc1cc(F)ccc1S(=O)(=O)N1CCCC1C(=O)OC,aliphatic,0.3575155086103585,1,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False
97950,CCC1CC(N(N=C1C2=CC(=C(C=C2)OC)OC(F)F)C(C3=CC=C(C=C3)C(=O)C(C)C)N)C=O,CCC1CC(C(=O)C(O)C2CC(CC)C(c3ccc(OC)c(OC(F)F)c3)=NN2C(N)c2ccc(C(=O)C(C)C)cc2)N(C(N)c2ccc(C(=O)C(C)C)cc2)N=C1c1ccc(OC)c(OC(F)F)c1,aliphatic,1.1794994050103096,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
29499,CC1=C(C(=C(C(=C1O)O)O)C=O)CO,Cc1c(O)c(O)c(O)c(C(=O)C(O)c2c(O)c(O)c(O)c(C)c2CO)c1CO,aromatic,3.747007829099665,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
219520,C=CC(=O)C1=C(C(=CC=C1)C(=O)OCC=O)C(=O)O,C=CC(=O)c1cccc(C(=O)OCC(=O)C(O)COC(=O)c2cccc(C(=O)C=C)c2C(=O)O)c1C(=O)O,aliphatic,1.553591543191163,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
14264,CC(=O)O[C@@H]1C[C@@H](C[C@@]2([C@]1([C@H]3CC[C@@]4([C@H](CC[C@@]4([C@@H]3CC2)O)C5=COC(=O)C=C5)C)C=O)O)O,CC(=O)OC1CC(O)CC2(O)CCC3C(CCC4(C)C(c5ccc(=O)oc5)CCC34O)C12C(=O)C(O)C12C(OC(C)=O)CC(O)CC1(O)CCC1C2CCC2(C)C(c3ccc(=O)oc3)CCC12O,aliphatic,6.323838960257731,1,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
53835,C(C=O)P1(=NP(=NP(=N1)(F)F)(F)F)F,O=C(CP1(F)=NP(F)(F)=NP(F)(F)=N1)C(O)CP1(F)=NP(F)(F)=NP(F)(F)=N1,aliphatic,14.46830384718358,5,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
171579,CC(C)(C)C1=CC(=NO1)CC(C=O)C(F)(F)F,CC(C)(C)c1cc(CC(C(=O)C(O)C(Cc2cc(C(C)(C)C)on2)C(F)(F)F)C(F)(F)F)no1,aliphatic,0.2944042328375795,2,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
3503,CC(C)C1=CC=C(C=C1)OC2=CC=CC=C2S(=O)(=O)N[C@@H](CC(=O)O)C=O,CC(C)c1ccc(Oc2ccccc2S(=O)(=O)NC(CC(=O)O)C(=O)C(O)C(CC(=O)O)NS(=O)(=O)c2ccccc2Oc2ccc(C(C)C)cc2)cc1,aliphatic,0.5264246700098436,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
63911,CN1C2=C(C3=C(C=C(C(=C3)C#CC(CCN(C)C)(C=O)O)F)C4CC2C4)N=C1C(=O)N,CN(C)CCC(O)(C#Cc1cc2c(cc1F)C1CC(C1)c1c-2nc(C(N)=O)n1C)C(=O)C(O)C(O)(C#Cc1cc2c(cc1F)C1CC(C1)c1c-2nc(C(N)=O)n1C)CCN(C)C,aliphatic,4.577269345494666,1,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True
93831,C1=CC(=CC=C1CC2=NC(=CO2)C=O)C3=NOC(=N3)C(F)(F)F,O=C(c1coc(Cc2ccc(-c3noc(C(F)(F)F)n3)cc2)n1)C(O)c1coc(Cc2ccc(-c3noc(C(F)(F)F)n3)cc2)n1,aromatic,1.1502847433018264,2,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
103810,C[C@@H]1CC(CCN1C(=O)O)(CC2=C(C(=CC(=N2)Cl)C=O)F)C(=O)O,CC1CC(Cc2nc(Cl)cc(C(=O)C(O)c3cc(Cl)nc(CC4(C(=O)O)CCN(C(=O)O)C(C)C4)c3F)c2F)(C(=O)O)CCN1C(=O)O,aromatic,1.9515332786716917,0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True
79241,C1=CN=C(C=C1C(F)(F)F)CNC(=O)C2=CN(N=N2)CC(CCN3C=C(N=N3)C=O)F,O=C(NCc1cc(C(F)(F)F)ccn1)c1cn(CC(F)CCn2cc(C(=O)C(O)c3cn(CCC(F)Cn4cc(C(=O)NCc5cc(C(F)(F)F)ccn5)nn4)nn3)nn2)nn1,aromatic,6.060414494082174,2,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True
177498,C[C@@]1([C@H]([C@@H]([C@@]([C@@H]([C@]1(C(=O)OC)F)C2=CC=CC=C2)(C)[N+](=O)[O-])C3=CC=CC=C3)C=O)O,COC(=O)C1(F)C(c2ccccc2)C(C)([N+](=O)[O-])C(c2ccccc2)C(C(=O)C(O)C2C(c3ccccc3)C(C)([N+](=O)[O-])C(c3ccccc3)C(F)(C(=O)OC)C2(C)O)C1(C)O,aliphatic,1.6894846719220702,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
52633,C[C@@H](C=O)NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)C2=C(C=C(C=C2)NC(=O)C)F,CC(=O)Nc1ccc(C(=O)NCC(=O)N2CCCC2C(=O)NC(C)C(=O)C(O)C(C)NC(=O)C2CCCN2C(=O)CNC(=O)c2ccc(NC(C)=O)cc2F)c(F)c1,aliphatic,8.22766575282198,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
77936,CC(C)C(C1=CC(=C(C=C1)F)OCC2CC2)NSCCCCCN(CC=O)C(=O)NC,CNC(=O)N(CCCCCSNC(c1ccc(F)c(OCC2CC2)c1)C(C)C)CC(=O)C(O)CN(CCCCCSNC(c1ccc(F)c(OCC2CC2)c1)C(C)C)C(=O)NC,aliphatic,5.923486903425173,1,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
14938,C[C@H]([C@@H]([C@H]([C@H](C=O)O)O)O)O,CC(O)C(O)C(O)C(O)C(=O)C(O)C(O)C(O)C(O)C(C)O,aliphatic,0.976592338051896,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
123196,C1C(=O)C(C(=O)N1)[Se]C[C@@H](C=O)N,NC(C[Se]C1C(=O)CNC1=O)C(=O)C(O)C(N)C[Se]C1C(=O)CNC1=O,aliphatic,1.4866345000066064,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
29955,C1=C(C=C(C(=C1Cl)N2C(=C(C(=N2)C#N)SC(F)(F)F)C=O)Cl)C(F)(F)F,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(C(=O)C(O)c2c(SC(F)(F)F)c(C#N)nn2-c2c(Cl)cc(C(F)(F)F)cc2Cl)c1SC(F)(F)F,aromatic,2.6030592338052934,2,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False
108720,CCCCCCCCCCCCCCCCOC(=O)C(CC)(CC)C(=O)OC1=CC=CC=C1C=O,CCCCCCCCCCCCCCCCOC(=O)C(CC)(CC)C(=O)Oc1ccccc1C(=O)C(O)c1ccccc1OC(=O)C(CC)(CC)C(=O)OCCCCCCCCCCCCCCCC,aromatic,5.273384672376686,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
214241,CC(C)N(C1=CC=C(C=C1)Cl)C(=O)N2C(=O)N(N=N2)CC=O,CC(C)N(C(=O)n1nnn(CC(=O)C(O)Cn2nnn(C(=O)N(c3ccc(Cl)cc3)C(C)C)c2=O)c1=O)c1ccc(Cl)cc1,aliphatic,1.1671223774189945,2,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True
79692,CC(C=O)(F)S(=O)(=O)O,CC(F)(C(=O)C(O)C(C)(F)S(=O)(=O)O)S(=O)(=O)O,aliphatic,3.983340696128881,5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
37106,CS(=O)(=O)NC1=C(C(=C(C=C1)F)C=O)F,CS(=O)(=O)Nc1ccc(F)c(C(=O)C(O)c2c(F)ccc(NS(C)(=O)=O)c2F)c1F,aromatic,2.917122565581179,3,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
55910,CC1=C(C=CC(=C1)C2=CN=C3N2N=C(C=C3NCCC(F)(F)F)C=O)C(=O)NC4CC4,Cc1cc(-c2cnc3c(NCCC(F)(F)F)cc(C(=O)C(O)c4cc(NCCC(F)(F)F)c5ncc(-c6ccc(C(=O)NC7CC7)c(C)c6)n5n4)nn23)ccc1C(=O)NC1CC1,aromatic,6.487676864820261,1,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True
125689,C1CC(=O)N(C1=O)OC(=O)C2=CC(=C(C=C2)OC/C=C/S(=O)(=O)C3=CC=CC=C3)C=O,O=C(ON1C(=O)CCC1=O)c1ccc(OCC=CS(=O)(=O)c2ccccc2)c(C(=O)C(O)c2cc(C(=O)ON3C(=O)CCC3=O)ccc2OCC=CS(=O)(=O)c2ccccc2)c1,aromatic,3.8987480326590926,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
54178,CC1=C(C(=C(C=C1)F)C=O)S(=O)(=O)O,Cc1ccc(F)c(C(=O)C(O)c2c(F)ccc(C)c2S(=O)(=O)O)c1S(=O)(=O)O,aromatic,7.019507722697572,3,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
14029,CC(C)(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O)NC(=O)OCC2=CN=CC=C2,CC(C)(C)CC(NC(=O)OCc1cccnc1)C(=O)NC(CC1CCNC1=O)C(=O)C(O)C(CC1CCNC1=O)NC(=O)C(CC(C)(C)C)NC(=O)OCc1cccnc1,aliphatic,5.696947225434068,4,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True
93609,CC1=C(C=C2C3=C1SCC(C3=C4CN5C(=CC(=C(C5=O)COC)C(C=O)O)C4=N2)NC(=O)CO)F,COCc1c(C(O)C(=O)C(O)C(O)c2cc3n(c(=O)c2COC)Cc2c-3nc3cc(F)c(C)c4c3c2C(NC(=O)CO)CS4)cc2n(c1=O)Cc1c-2nc2cc(F)c(C)c3c2c1C(NC(=O)CO)CS3,aliphatic,2.6031589878754424,1,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True
216666,C[C@@H]([C@H]([C@H]([C@@H](C=O)OC(=O)C)OC(=O)C)OC(=O)C)O,CC(=O)OC(C(=O)C(O)C(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C(C)O)C(OC(C)=O)C(OC(C)=O)C(C)O,aliphatic,3.94679646790716,5,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
203550,CC1=CC=C(C=C1)S(=O)(=O)[C@@]23CN([C@@H]([C@H]2CCOC3O)C=O)C(=O)OC(C)(C)C,Cc1ccc(S(=O)(=O)C23CN(C(=O)OC(C)(C)C)C(C(=O)C(O)C4C5CCOC(O)C5(S(=O)(=O)c5ccc(C)cc5)CN4C(=O)OC(C)(C)C)C2CCOC3O)cc1,aliphatic,2.7738176345920977,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
35124,CC(=O)C(C(C=O)C1=CC=C(C=C1)OC(F)(F)F)C(=O)OC,COC(=O)C(C(C)=O)C(C(=O)C(O)C(c1ccc(OC(F)(F)F)cc1)C(C(C)=O)C(=O)OC)c1ccc(OC(F)(F)F)cc1,aliphatic,0.2993066204804773,2,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
46728,CC1=C(C(=NN1C2CNCCN2CC=O)C(F)(F)F)Cl,Cc1c(Cl)c(C(F)(F)F)nn1C1CNCCN1CC(=O)C(O)CN1CCNCC1n1nc(C(F)(F)F)c(Cl)c1C,aliphatic,4.6368568479100825,1,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
96925,C[C@@H](C(C1=CC(=CC=C1)F)C2=CC(=CC=C2)F)OC[C@@](C)(C=O)NC(=O)OC(C)(C)C,CC(OCC(C)(NC(=O)OC(C)(C)C)C(=O)C(O)C(C)(COC(C)C(c1cccc(F)c1)c1cccc(F)c1)NC(=O)OC(C)(C)C)C(c1cccc(F)c1)c1cccc(F)c1,aliphatic,1.6362019560409635,2,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
123119,CO[C@]12CCCC[C@@H]1C(=O)[C@H](OCCO2)[C@H](C3=CC=C(C=C3)C=O)O,COC12CCCCC1C(=O)C(C(O)c1ccc(C(=O)C(O)c3ccc(C(O)C4OCCOC5(OC)CCCCC5C4=O)cc3)cc1)OCCO2,aromatic,2.905645533664486,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45808,CC(C=O)(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CC(C(=O)C(O)C(C)(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,aliphatic,6.351584102359141,5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
335,C1C[C@H](N(C1)C(=O)CCC(=O)NCC2=CC=C(C=C2)Cl)C=O,O=C(CCC(=O)N1CCCC1C(=O)C(O)C1CCCN1C(=O)CCC(=O)NCc1ccc(Cl)cc1)NCc1ccc(Cl)cc1,aliphatic,4.350839947499878,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
101994,C1CC(CCC1NC2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)OCCC=O,O=C(CCOC1CCC(Nc2ccc([N+](=O)[O-])c(C(F)(F)F)c2)CC1)C(O)CCOC1CCC(Nc2ccc([N+](=O)[O-])c(C(F)(F)F)c2)CC1,aliphatic,0.430048685343686,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
186187,CC(C)(C)OC(=O)N(C)C(C)(C=O)C1=C(C=CC(=C1)F)C(F)(F)F,CN(C(=O)OC(C)(C)C)C(C)(C(=O)C(O)C(C)(c1cc(F)ccc1C(F)(F)F)N(C)C(=O)OC(C)(C)C)c1cc(F)ccc1C(F)(F)F,aliphatic,0.6590022865163689,2,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
203900,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC=C3OOC[C@H]([C@H]([C@@H]([C@H](C=O)O)O)O)O,Cc1cc(O)c2c(c1)C(=O)c1cccc(OOCC(O)C(O)C(O)C(O)C(=O)C(O)C(O)C(O)C(O)C(O)COOc3cccc4c3C(=O)c3c(O)cc(C)cc3C4=O)c1C2=O,aliphatic,1.048046301579621,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
77939,CC(C1=CC(=C(C=C1)F)OCC2CCC2)NSCC/C=C/CC(CC=O)C(=O)NC,CNC(=O)C(CC=CCCSNC(C)c1ccc(F)c(OCC2CCC2)c1)CC(=O)C(O)CC(CC=CCCSNC(C)c1ccc(F)c(OCC2CCC2)c1)C(=O)NC,aliphatic,5.5505161376786045,1,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
59806,C1CCN(C(C1)N2N=CC(=N2)COC3=C(C=C(C=C3)N4C=NN=N4)F)C5=CC(=O)NC(=C5)C=O,O=C(c1cc(N2CCCCC2n2ncc(COc3ccc(-n4cnnn4)cc3F)n2)cc(=O)[nH]1)C(O)c1cc(N2CCCCC2n2ncc(COc3ccc(-n4cnnn4)cc3F)n2)cc(=O)[nH]1,aromatic,13.72885054198395,1,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
19009,CO[C@@](C=O)([C@@H]1NC(=C(CS1)COC(=O)N)C(=O)O)NC(=O)CC2=CC=CS2,COC(NC(=O)Cc1cccs1)(C(=O)C(O)C(NC(=O)Cc1cccs1)(OC)C1NC(C(=O)O)=C(COC(N)=O)CS1)C1NC(C(=O)O)=C(COC(N)=O)CS1,aliphatic,1.173632068534454,1,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True
49474,CC(CC(C=O)N)CN1CCCC(C1)N(CC=C(C)C)C2=CC=C(C=C2)CCC3=CC=C(C=C3)F,CC(C)=CCN(c1ccc(CCc2ccc(F)cc2)cc1)C1CCCN(CC(C)CC(N)C(=O)C(O)C(N)CC(C)CN2CCCC(N(CC=C(C)C)c3ccc(CCc4ccc(F)cc4)cc3)C2)C1,aliphatic,2.240916101826116,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
65071,C1CN2C(CC(=CCC(C=O)(F)F)CC2=O)CN1,O=C1CC(=CCC(F)(F)C(=O)C(O)C(F)(F)CC=C2CC(=O)N3CCNCC3C2)CC2CNCCN12,aliphatic,4.123669677724837,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
112643,CCOC(=O)C1=C(C=CC(=C1OC)OC)C(=O)NCCC2=CC3=C(C=C2C=O)OCO3,CCOC(=O)c1c(C(=O)NCCc2cc3c(cc2C(=O)C(O)c2cc4c(cc2CCNC(=O)c2ccc(OC)c(OC)c2C(=O)OCC)OCO4)OCO3)ccc(OC)c1OC,aromatic,4.639987755950359,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
211012,C1=CC=C(C=C1)S(=O)(=O)C2=C(SC(=C2C#N)N)C=O,N#Cc1c(N)sc(C(=O)C(O)c2sc(N)c(C#N)c2S(=O)(=O)c2ccccc2)c1S(=O)(=O)c1ccccc1,aromatic,7.421830879186839,2,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False
207286,CCCCCCCCCC(C1=C(C=C(C(=C1O)C=O)C)O)O,CCCCCCCCCC(O)c1c(O)cc(C)c(C(=O)C(O)c2c(C)cc(O)c(C(O)CCCCCCCCC)c2O)c1O,aromatic,2.025805933802985,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1999,CC1=CC=C(C=C1)S(=O)(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C=O,Cc1ccc(S(=O)(=O)NC(C(=O)NC(CC(C)C)C(=O)C(O)C(CC(C)C)NC(=O)C(NS(=O)(=O)c2ccc(C)cc2)C(C)C)C(C)C)cc1,aliphatic,2.7148840915353816,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
199902,C1=CC(=CN=C1)C2=NC(=C(S2)C=O)OCC3=CN=NN3C4=CC5=C(C=C(C=C5)N)OC4=O,Nc1ccc2cc(-n3nncc3COc3nc(-c4cccnc4)sc3C(=O)C(O)c3sc(-c4cccnc4)nc3OCc3cnnn3-c3cc4ccc(N)cc4oc3=O)c(=O)oc2c1,aromatic,5.140705006445329,2,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False
