id,error,cluster
13188,3.528528770259829,1
97554,3.501690983482977,1
109933,4.355241094448289,0
191826,3.8231574571349967,0
200669,3.729176994111814,2
147202,7.521803378873019,1
190687,4.56750288713434,0
49685,6.031802948085103,1
51424,3.9874641925462946,3
134511,3.578536632409632,0
141115,5.442843360226359,0
216265,8.060147307289308,2
42325,3.4182360956949323,1
186863,5.184002384020236,1
56451,7.958146567503759,1
108015,4.965936227002228,3
131348,5.5101149437019075,1
219076,3.375482652715635,0
149010,3.289336742507114,0
74196,4.252289320900003,2
64685,3.54706667347302,3
37510,3.870407904084842,1
53036,4.003376756978991,0
71744,4.0271935012082345,2
52281,5.160350086168066,3
33360,3.3230866022776464,1
201095,5.412257464456776,3
192956,3.885715141808865,0
116694,3.2832494411072037,0
82565,8.408657504733343,0
187620,5.395796554099533,1
89095,10.958380064541178,2
34267,3.915568877357585,0
212777,3.6060409189688087,0
142135,3.452498609273206,1
49956,5.406686945670565,2
163717,3.38098177916485,1
39597,4.85853149109669,3
50507,4.837124563332225,1
61715,10.304462765610163,3
32289,3.5907749442843686,1
100314,4.24656282663742,3
173257,4.964299899949527,0
93128,5.60112765310347,2
217320,3.6227555019086624,2
104126,4.076128276644825,0
100748,6.6020882666107745,2
116779,7.071513045526665,0
114900,3.4644984053444388,2
191094,5.023763528237751,1
117176,3.757805562572044,0
110862,6.848338300521103,0
192638,13.287836948323566,1
83846,3.8879708498280383,3
24005,7.849486533941947,0
86728,5.714130289217305,2
205984,4.269647800890752,0
70928,3.794792063752637,2
108464,3.538584254047432,0
136343,3.3160405678498046,1
207897,3.1966179663915995,1
164619,4.781186118198612,0
177894,3.2555107567387322,1
54997,4.862433499581586,1
8763,5.727377883397491,3
207303,3.496362758605013,0
105061,5.598310601029951,3
80102,4.130927066015268,1
199794,3.216642419228311,1
92038,6.854146032061146,0
25393,8.898922259941394,0
61184,7.128861784090214,2
80731,6.099440759506268,3
4493,3.8304150645572785,0
205595,3.4239970788339686,0
969,3.7980400706544786,2
210130,3.9199538842383586,3
206613,4.184135385183293,0
84921,9.825992709076964,3
149073,3.9815933454129553,3
44550,3.537301462760539,2
123369,9.156837824306201,3
70320,5.45266936277979,0
101636,6.691356793670808,1
58266,10.028697836154672,3
