id,prod_smiles,ald_smiles,dG_orca_kcal,dG_gxtb_kcal,dG_pred,error
215108,O=C(CCOS(=O)(=O)O)C(O)CCOS(=O)(=O)O,C(COS(=O)(=O)O)C=O,29.3389946561534,15.4198,17.900918620222164,11.438076035931235
96853,O=C(c1cn(C2CCC(F)(COP(=O)(O)O)O2)c(=S)[nH]c1=O)C(O)c1cn(C2CCC(F)(COP(=O)(O)O)O2)c(=S)[nH]c1=O,C1C[C@](O[C@H]1N2C=C(C(=O)NC2=S)C=O)(COP(=O)(O)O)F,21.647765559288025,2.3247,10.278726874280697,11.369038685007329
12864,CC(C)CC(NC(=O)OCc1ccccc1)C(=O)NC(CC(C)C)C(=O)NC(CCCN)C(=O)C(O)C(CCCN)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)OCc1ccccc1,CC(C)C[C@@H](C(=O)N[C@@H](CCCN)C=O)NC(=O)[C@H](CC(C)C)NC(=O)OCC1=CC=CC=C1,6.70247098468939,5.6644,18.06325302031556,11.360782035626167
104471,O=C(CCCCC(=O)OCC(=O)C(O)COC(=O)CCCCC(=O)Nc1ccn(C2OC(CO)C(O)C2(F)F)c(=O)n1)Nc1ccn(C2OC(CO)C(O)C2(F)F)c(=O)n1,C1=CN(C(=O)N=C1NC(=O)CCCCC(=O)OCC=O)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F,16.360549845162822,-10.903,5.078896954877177,11.281652890285644
192638,COc1cc(F)c(C(=O)C(O)c2c(F)cc(OC)cc2S(=O)(=O)Cl)c(S(=O)(=O)Cl)c1,COC1=CC(=C(C(=C1)S(=O)(=O)Cl)C=O)F,26.95652261116536,-6.2449,15.780742403511294,11.175780207654068
44817,CN(N)C(C(=O)C(O)C(N(C)N)N1CCC(c2nc(C3=NOC(c4c(F)cccc4F)C3)cs2)CC1)N1CCC(c2nc(C3=NOC(c4c(F)cccc4F)C3)cs2)CC1,CN(C(C=O)N1CCC(CC1)C2=NC(=CS2)C3=NOC(C3)C4=C(C=CC=C4F)F)N,17.05578948335744,-1.2628,5.939817123373913,11.115972359983529
101977,O=C(C(c1ccnc(NCCNS(=O)(=O)O)n1)c1ccccc1F)C(O)C(c1ccnc(NCCNS(=O)(=O)O)n1)c1ccccc1F,C1=CC=C(C(=C1)C(C=O)C2=NC(=NC=C2)NCCNS(=O)(=O)O)F,-6.705585293544289,-7.057,4.26210143934588,10.967686732890169
70112,CCNC1CC(C)n2c(C(=O)C(O)c3c(O)c(=O)c(C(=O)NCc4cccc(C)c4F)c4n3C(C)CC4NCC)c(O)c(=O)c(C(=O)NCc3cccc(C)c3F)c21,CCNC1C[C@@H](N2C1=C(C(=O)C(=C2C=O)O)C(=O)NCC3=CC=CC(=C3F)C)C,11.279980068014336,-0.3327,0.5490938987574866,10.730886169256848
81520,CC(=NNC(=S)NCC(F)(F)F)C(=NNC(=S)NCC(F)(F)F)c1ccc(C(=O)C(O)c2ccc(C(=NNC(=S)NCC(F)(F)F)C(C)=NNC(=S)NCC(F)(F)F)cc2)cc1,C/C(=N\NC(=S)NCC(F)(F)F)/C(=N/NC(=S)NCC(F)(F)F)/C1=CC=C(C=C1)C=O,26.51312695230705,14.7874,16.07536415402014,10.437762798286917
27674,Cc1ccc(S(=O)(=O)NC2(c3ccccc3)C=C(c3ccccc3)CC(C)C2C(=O)C(O)C2C(C)CC(c3ccccc3)=CC2(NS(=O)(=O)c2ccc(C)cc2)c2ccccc2)cc1,C[C@H]1CC(=C[C@]([C@@H]1C=O)(C2=CC=CC=C2)NS(=O)(=O)C3=CC=C(C=C3)C)C4=CC=CC=C4,27.000526838079285,12.212,16.606992760806676,10.393534077272609
53899,CCCCN(CC(=O)C(O)CN(CCCC)C(=O)OCN(c1ccc(F)cc1Cl)S(=O)(=O)C1CCCC=C1C)C(=O)OCN(c1ccc(F)cc1Cl)S(=O)(=O)C1CCCC=C1C,CCCCN(CC=O)C(=O)OCN(C1=C(C=C(C=C1)F)Cl)S(=O)(=O)C2CCCC=C2C,0.3635669533548646,2.1645,10.747961544974462,10.384394591619598
52129,CC(C)Oc1ccc(S(=O)(=O)N2CCC(c3cn(CC(=O)C(O)Cn4cc(C5CCN(S(=O)(=O)c6ccc(OC(C)C)cc6)C5)c5cc(F)ccc54)c4ccc(F)cc34)C2)cc1,CC(C)OC1=CC=C(C=C1)S(=O)(=O)N2CCC(C2)C3=CN(C4=C3C=C(C=C4)F)CC=O,12.894914793837671,-7.4507,2.5314970318960706,10.3634177619416
15069,COc1c(C)ncc(COP(=O)(O)O)c1C(=O)C(O)c1c(COP(=O)(O)O)cnc(C)c1OC,CC1=NC=C(C(=C1OC)C=O)COP(=O)(O)O,13.783525110445815,-14.0031,3.427172432337734,10.35635267810808
101708,NC(=O)CCC1CN(c2ccc(N3CCOCC3F)cc2)C(C(=O)C(O)C2OC(CCC(N)=O)CN2c2ccc(N3CCOCC3F)cc2)O1,C1COCC(N1C2=CC=C(C=C2)N3C[C@@H](OC3C=O)CCC(=O)N)F,-8.744589501396877,2.0847,1.5472446283758554,10.291834129772733
53175,O=C(CCc1ccc(OCc2cccc3c2N(S(=O)(=O)c2ccccc2)CCC3)cc1F)C(O)CCc1ccc(OCc2cccc3c2N(S(=O)(=O)c2ccccc2)CCC3)cc1F,C1CC2=C(C(=CC=C2)COC3=CC(=C(C=C3)CCC=O)F)N(C1)S(=O)(=O)C4=CC=CC=C4,2.9995827173593,3.347,13.24734556994415,10.247762852584849
92808,CC(=O)N(I)C(C(=O)N1CCCC1C(=O)C(O)C1CCCN1C(=O)C(N(I)C(C)=O)C(F)(F)P)C(F)(F)P,CC(=O)N(C(C(=O)N1CCC[C@H]1C=O)C(F)(F)P)I,26.657561103089545,10.9666,16.44748569083484,10.210075412254708
197334,O=C(c1c[nH]c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cc3)c12)C(O)c1c[nH]c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cc3)c12,C1=CC2=C(C(=C1)NS(=O)(=O)C3=CC=C(C=C3)C(F)(F)F)C(=CN2)C=O,43.33714806330644,21.809,33.14614845400769,10.19099960929875
83034,O=C(Nc1cc2cn(C3CCC(C(=O)C(O)C4CCC(n5cc6cc(NC(=O)c7cnn8cccnc78)c(C(F)F)cc6n5)CC4)CC3)nc2cc1C(F)F)c1cnn2cccnc12,C1CC(CCC1C=O)N2C=C3C=C(C(=CC3=N2)C(F)F)NC(=O)C4=C5N=CC=CN5N=C4,-1.2352408356765183,10.6827,8.933991415947666,10.169232251624184
205370,CC(C)C(NC(=O)c1ccc(N)c(Cl)c1)C(=O)N1CCNCC1C(=O)NC(CC(=O)O)C(=O)C(O)C(CC(=O)O)NC(=O)C1CNCCN1C(=O)C(NC(=O)c1ccc(N)c(Cl)c1)C(C)C,CC(C)[C@@H](C(=O)N1CCNCC1C(=O)N[C@@H](CC(=O)O)C=O)NC(=O)C2=CC(=C(C=C2)N)Cl,23.844734074474,9.7503,13.765559399626394,10.079174674847607
81175,O=C(c1c(Oc2cc(F)cc(Cl)c2)cccc1S(=O)(=O)C(F)(F)F)C(O)c1c(Oc2cc(F)cc(Cl)c2)cccc1S(=O)(=O)C(F)(F)F,C1=CC(=C(C(=C1)S(=O)(=O)C(F)(F)F)C=O)OC2=CC(=CC(=C2)Cl)F,23.132429953461312,-0.7001,13.054825707078235,10.077604246383077
106638,CNC(=O)NC1(C(=O)C(O)C2(NC(=O)NC)CCCC2CNS(=O)c2ccc(-c3cc(F)c(F)c(F)c3)cc2)CCCC1CNS(=O)c1ccc(-c2cc(F)c(F)c(F)c2)cc1,CNC(=O)NC1(CCCC1CNS(=O)C2=CC=C(C=C2)C3=CC(=C(C(=C3)F)F)F)C=O,15.218773352227998,-15.4926,5.161057450664529,10.05771590156347
39930,COc1cc(OC)c(C=CS(=O)(=O)Cc2ccc(OC)c(NC(=O)C(F)(F)C(=O)C(O)C(F)(F)C(=O)Nc3cc(CS(=O)(=O)C=Cc4c(OC)cc(OC)cc4OC)ccc3OC)c2)c(OC)c1,COC1=C(C=C(C=C1)CS(=O)(=O)/C=C/C2=C(C=C(C=C2OC)OC)OC)NC(=O)C(C=O)(F)F,-7.253832909600972,6.006,2.769607185871178,10.02344009547215
71062,CC(C)C(NC(=O)c1cc(C2CC2)c(COc2cc(Cl)cc(OC(F)(F)F)c2)cc1F)C(=O)C(O)C(NC(=O)c1cc(C2CC2)c(COc2cc(Cl)cc(OC(F)(F)F)c2)cc1F)C(C)C,CC(C)C(C=O)NC(=O)C1=C(C=C(C(=C1)C2CC2)COC3=CC(=CC(=C3)Cl)OC(F)(F)F)F,-0.7328077080404127,-6.1513,9.270010377933438,10.002818085973852
129490,O=C(c1ccccc1OCC(O)CN(Cc1cccc(F)c1)C1CCS(=O)(=O)C1)C(O)c1ccccc1OCC(O)CN(Cc1cccc(F)c1)C1CCS(=O)(=O)C1,C1CS(=O)(=O)CC1N(CC2=CC(=CC=C2)F)CC(COC3=CC=CC=C3C=O)O,26.24435462573765,8.79,16.241681145852393,10.002673479885257
138398,CN(c1cn(-c2ccc(F)cc2)nn1)N(C(=O)C1OC1C(=O)O)C(Cc1cscn1)C(=O)C(O)C(Cc1cscn1)N(C(=O)C1OC1C(=O)O)N(C)c1cn(-c2ccc(F)cc2)nn1,CN(C1=CN(N=N1)C2=CC=C(C=C2)F)N([C@@H](CC3=CSC=N3)C=O)C(=O)[C@@H]4[C@H](O4)C(=O)O,-3.755758907309877,-24.7959,-13.739739424359732,9.983980517049854
