scope,n_test,MAE,bias(pred-true),R2,route_to_dft_rate_%
aromatic,14534,1.3273490640138217,0.0019339780787954008,0.8750439254430726,9.681599407626805
aliphatic,7270,1.8696867577201275,0.10388543201352975,0.8418503768301273,26.466036588735975
