std_decile,mean_pred_std,mean_actual_err,n
0,0.24801457092335266,1.2863019743811934,3088
1,0.2881690546122145,1.3949896027915145,3088
2,0.31567755075173975,1.5128261201982796,3088
3,0.342613741286468,1.5921992029162773,3088
4,0.37405910064054465,1.7419734811056946,3088
5,0.4162967084563478,1.8913864881722244,3088
6,0.48859876733381385,2.13055059853872,3088
7,0.7058917532619304,2.5855243124013896,3088
8,0.9162009954284857,2.779002136984083,3088
9,1.3105003575139744,3.74538739787797,3088
