pair_key,abs_orientation_gap
AAYXIIQLADYXSF-LJQANCHMSA-N__MCSIFRRJDAQKML-UHFFFAOYSA-N,0.39604737914313837
ABACDAVPCSQDHD-UHFFFAOYSA-N__HXKSVCAKZSMLBM-UHFFFAOYSA-N,0.7664466311654003
ABAGBPUXYIJNBR-UHFFFAOYSA-N__MKUOKILZGUXPLK-HNNXBMFYSA-N,8.519015806652403
ABBJZGFTGJXEFF-NRFANRHFSA-N__UHIIEVZNTMPDKA-UHFFFAOYSA-N,1.6425221976679685
ABCLQVNKGUCRPI-UHFFFAOYSA-N__MNCZQBUBMPCDBS-UHFFFAOYSA-N,0.18164611762047
ABCLQVNKGUCRPI-UHFFFAOYSA-N__YLEJJHMRAODMMJ-UHFFFAOYSA-N,1.9004511408591624
ABDDBBPBPRBCMB-HNNXBMFYSA-N__DPJQRCYVQPDOQB-UHFFFAOYSA-N,2.0316852957228915
ABDJRKSCTMVOOR-UHFFFAOYSA-N__CNSNWLAAJWUWGJ-UHFFFAOYSA-N,0.7129078046507518
ABEGFTOQWDEXGT-RZHJWEHMSA-N__WAEQSZYTTWLNEC-UHFFFAOYSA-N,0.34154396732593106
ABEIQKKRURMJFW-UHFFFAOYSA-N__STRUYXPOVPTRAD-UHFFFAOYSA-N,0.0434250456464218
ABFKKQZLJNAQPW-UHFFFAOYSA-N__JORMNTPUVVLJKP-UHFFFAOYSA-N,0.665340880701867
ABFOSAMDGDQJQF-UHFFFAOYSA-N__DBXJHIRENAUZKX-UHFFFAOYSA-N,2.2892970792156975
ABFQQMRSABZSCF-UHFFFAOYSA-N__GJEUUXABWUIOGT-UHFFFAOYSA-N,2.1284823678208173
ABHBAGGFTPNKNR-UHFFFAOYSA-N__RBPSPRXJTJTABM-UHFFFAOYSA-N,1.4411521534573641
ABHCVTFYVSEPMO-UHFFFAOYSA-N__XUFFFGGXTVNSJW-UHFFFAOYSA-N,0.4563917752814391
ABHNJAJFVWIUOX-UHFFFAOYSA-N__PLJHSYHHNMQORK-UHFFFAOYSA-N,1.0091274545445081
ABICZYYAZMFGGC-UHFFFAOYSA-N__RBNWKHIEXIBUCM-UHFFFAOYSA-N,2.0874170486294528
ABIDRFSXKBYEIH-VMPITWQZSA-N__YEEHSVICVBAKGC-UHFFFAOYSA-N,2.4444433683709748
ABIKEBGDTTXMMM-UHFFFAOYSA-N__CWCGBPFACPCGHT-UHFFFAOYSA-N,1.2734388404608348
ABIKEBGDTTXMMM-UHFFFAOYSA-N__UURAEBUTDJEOBA-UHFFFAOYSA-N,0.6724446920276879
ABINVHURJSXGOJ-UHFFFAOYSA-N__CFEVRHMKXOYAGW-UHFFFAOYSA-N,0.4108325002523512
ABINVHURJSXGOJ-UHFFFAOYSA-N__OCFOHYSFCASGKY-UHFFFAOYSA-N,0.4927712623146383
ABJBKBOVJHSMHZ-UHFFFAOYSA-N__YSKCDNVTEOVALE-UHFFFAOYSA-N,3.2380253857726196
ABJWROUJBMZZTL-LBPRGKRZSA-N__JOQJLAHOIHWUID-MRVPVSSYSA-N,1.1790829859673575
ABJWROUJBMZZTL-LBPRGKRZSA-N__JVMCXFYYHVLQMZ-UHFFFAOYSA-N,2.6220665112978248
ABKKZLNJZQABSV-UHFFFAOYSA-N__JWAOICVAAKDSBT-QCPYJRRCSA-N,2.6669046846134563
ABKKZLNJZQABSV-UHFFFAOYSA-N__PWJUCWPZJIBVNQ-UHFFFAOYSA-N,0.34112246620752806
ABKYCVDVDLUYCC-UHFFFAOYSA-N__KNMMZWGGJDRXDG-LBPRGKRZSA-N,3.280420623584674
ABLUHBDTSLIOBS-UHFFFAOYSA-N__HCSSTOCEIKJNBZ-QHCPKHFHSA-N,0.012703439710980202
ABLUHBDTSLIOBS-UHFFFAOYSA-N__QHOMRJMTTDZJMZ-UHFFFAOYSA-N,0.41685247783125123
ABMAWPRTPYBBDU-UHFFFAOYSA-N__ADCIHVFLVVBMPF-UHFFFAOYSA-N,0.3014807564937749
ABMAWPRTPYBBDU-UHFFFAOYSA-N__MGXGHUYBTSQJGQ-UHFFFAOYSA-N,5.041078239486884
ABMMDXSWGUTJBP-RTKIROINSA-N__JCAFSHATCSGWGL-UHFFFAOYSA-N,0.06305913679802266
ABNBALMNGGQBBL-UHFFFAOYSA-N__ADSJHOSBGNLJEL-UHFFFAOYSA-N,0.45521708611782463
ABNBALMNGGQBBL-UHFFFAOYSA-N__QZMOOODIEFOOGS-UHFFFAOYSA-N,0.981834744505933
ABNXIJCZTHKHTD-UHFFFAOYSA-N__FUBJXNSFZFRZEX-UHFFFAOYSA-N,0.3123182740816972
ABOOFFHXBNJLLK-UHFFFAOYSA-N__KYGXTJRYFYBULF-UHFFFAOYSA-N,1.6039775174409407
ABOXFOWNDLKGDY-UHFFFAOYSA-N__NVKZNASTWHXBJQ-UHFFFAOYSA-N,1.7761654018578041
ABOXFOWNDLKGDY-UHFFFAOYSA-N__NXGKVVURTBJAHD-UHFFFAOYSA-N,3.4043141139065987
ABPIWHNHSLNGFC-QWRGUYRKSA-N__DXFPKLDFPNEPTH-UHFFFAOYSA-N,1.5525151482191863
ABQIERQXAUMNCS-UHFFFAOYSA-N__LPHSMVIFRNPKCM-UHFFFAOYSA-N,0.24856989200446655
ABQQFDHMYPHSGL-UHFFFAOYSA-N__RNZGXYYOWLCZPH-XCBNKYQSSA-N,1.0378165644670636
ABRZCARSULLJFY-VTFYNWKKSA-N__AQSPFRDDMRLIFF-UHFFFAOYSA-N,2.809940396188347
ABTPCJVAZOVCKS-UHFFFAOYSA-N__GRGMDSNNAOXEPK-UHFFFAOYSA-N,0.5782519165584036
ABTPFJKSCLBYCH-UHFFFAOYSA-N__SRTRCXRXAOZRLI-FQRUVTKNSA-N,3.5923531997822034
ABTSFONOOYTLRY-UHFFFAOYSA-N__PNHAXCIHPMYNGT-UOHPWTHRSA-N,0.3270543989238317
ABTSFONOOYTLRY-UHFFFAOYSA-N__RCYQIDUQCUPGBN-UHFFFAOYSA-N,4.680293225097859
ABUJEYPXSUXJNJ-UHFFFAOYSA-N__CAIHEBHJSATMRT-UHFFFAOYSA-N,2.8037706210010738
ABUNLQHETHDPHV-UHFFFAOYSA-N__GSENCJMBRHNBOI-UHFFFAOYSA-N,3.650989884995217
ABUNLQHETHDPHV-UHFFFAOYSA-N__LUXVUDQPUDMSDN-UHFFFAOYSA-N,0.6614345667309574
ABUOFLMDAODFCK-UHFFFAOYSA-N__FKHOTSHJOZZIGQ-WIOYSNFSSA-N,1.3292452939173804
ABUZJCPYSCQXPA-UHFFFAOYSA-N__PTGUBAWBZSKPAK-UHFFFAOYSA-N,0.9424720538699946
ABWJTLDCTXEGOH-UHFFFAOYSA-N__UKIHGPSECKMEDI-UHFFFAOYSA-N,2.0456421280267785
ABXCABAFMUGXHR-YAVATZFESA-N__VQUNUIXTJSTSPF-UHFFFAOYSA-N,0.7468987668970085
ABXMYMMTPXUNGO-SFHVURJKSA-N__LFDCUJJJTOMAOS-UHFFFAOYSA-N,2.1916001952092152
ABYCPGYHUTUAIB-UHFFFAOYSA-N__LKAISGMGRTWEDW-UHFFFAOYSA-N,0.22130584336779435
ABYCPGYHUTUAIB-UHFFFAOYSA-N__ZWAJDQXQVFJJTE-MRXNPFEDSA-N,0.2083657624790014
ABYMBSROVJFPBI-UHFFFAOYSA-N__IVKHYRHKQDQYFC-UHFFFAOYSA-N,0.1973074355185518
ABZGGDBWPOTKLM-UHFFFAOYSA-N__PHKSIVKLKYAKMO-UHFFFAOYSA-N,0.3031896511762371
ABZYXOYCHFTGCQ-UHFFFAOYSA-N__JIUCFHYHXVNZMU-KNLXMLHCSA-N,2.172119018863085
ACAFJYYFMVTUBU-UHFFFAOYSA-N__UOIRZMZCVZZNJE-UHFFFAOYSA-N,0.8966035896377589
ACALSWRHTCVTTN-GMAHTHKFSA-N__GTXQCQYMTNKKLA-NXHRZFHOSA-N,1.828849616413236
ACAONXZDXPNIAX-UHFFFAOYSA-N__OXOOWXZSVLMKRI-UHFFFAOYSA-N,1.2707567586858188
ACBDAJRWKXDVSW-UHFFFAOYSA-N__ZHSNFVKXVRQGKU-UHFFFAOYSA-N,0.47804576618513517
ACBUKTMFSKGPNK-UHFFFAOYSA-N__GJVXVNGJUZRUBJ-UHFFFAOYSA-N,2.161572837832742
ACCASOPLYAEKLG-UHFFFAOYSA-N__QRDXPJDKBLBYAZ-UHFFFAOYSA-N,1.3690207530085772
ACCHDBFUTDLHCB-UHFFFAOYSA-N__NGVGIIDXNRIPDD-UHFFFAOYSA-N,0.4345953899338806
ACCHDBFUTDLHCB-UHFFFAOYSA-N__YEUQKAAPKZLCJO-UHFFFAOYSA-N,0.2864141654652803
ACCZHYMSOGXQNP-UHFFFAOYSA-N__JBJBZOUBGMLWEA-UHFFFAOYSA-N,0.42286111440857876
ACCZHYMSOGXQNP-UHFFFAOYSA-N__YJAAJMSZVZJPOQ-BDAKNGLRSA-N,0.5580556117479762
ACDFLXLRGXEDPD-WUMKDDEVSA-N__WAPVIPSEMTXBAN-UHFFFAOYSA-N,0.8866857002757107
ACDQAXPYPRYXIJ-UHFFFAOYSA-N__NJCQVOQYIFIQJT-UHFFFAOYSA-N,2.0557424671393196
ACEWBUCHHXLAPU-CQSZACIVSA-N__CDWAODSLFNDDEM-VIFPVBQESA-N,2.778748023127657
ACFCJNZSJSCCHG-UHFFFAOYSA-N__RDPLLISALAFJCW-UHFFFAOYSA-N,0.9162999579330335
ACFWZBLJTDVVTB-UHFFFAOYSA-N__SBKCPJUYLLRHTH-UHFFFAOYSA-N,0.910195506309714
ACGCXIANOSUGIS-UHFFFAOYSA-N__KDDINDBFGJIYFT-UHFFFAOYSA-N,1.3389493304274769
ACGCXIANOSUGIS-UHFFFAOYSA-N__MBYIGERHWALVKZ-UHFFFAOYSA-N,2.8998764032623026
ACGDIBQVMZQLBR-UHFFFAOYSA-N__YDVIJPVBNLIAPA-UHFFFAOYSA-N,0.08585834966210726
ACGZJFDBBISIIV-UHFFFAOYSA-N__VBTVBQZLVVZJPW-UHFFFAOYSA-N,0.07937377708069529
ACHRQUZKSNXNFS-UHFFFAOYSA-N__CGJFUPKHNBCZFP-UHFFFAOYSA-N,0.5364204585647556
ACHWKVVBZRANAV-UHFFFAOYSA-N__PGZBNGCPXDHVGZ-UHFFFAOYSA-N,0.613433929630586
ACHZYQKSEPHLFE-UHFFFAOYSA-N__RMPZPDNSMGBBAE-UHFFFAOYSA-N,4.170351990139245
ACHZYQKSEPHLFE-UHFFFAOYSA-N__XXNPXJBHIXESHD-SFHVURJKSA-N,2.895383243232001
ACIGJOAODOXWNX-UHFFFAOYSA-N__RVJAUWQYXGOTJO-UHFFFAOYSA-N,0.5443829857641749
ACIJNPBYIHEQFP-UHFFFAOYSA-N__QHJYXZBPROYYBQ-UHFFFAOYSA-N,1.2276696013024218
ACINYDOWIONHTG-UHFFFAOYSA-N__TVHHOOSYJUHLTR-UHFFFAOYSA-N,0.3317648231925201
ACJINRWHOBJLNS-UHFFFAOYSA-N__VPFZNMBIEBYLCT-BSYVCWPDSA-N,5.686239809054139
ACKLMSYSJQUZLQ-UHFFFAOYSA-N__WLBDZKYKWLIUBT-UHFFFAOYSA-N,1.3751824072562777
ACLBTJCUYMJBFH-UHFFFAOYSA-N__FAYNOYXSTREXGS-UHFFFAOYSA-N,0.4053712831438816
ACLJTFSOUPNWJP-UHFFFAOYSA-N__LISBROQBHTXNCV-UHFFFAOYSA-N,2.1379189993732415
ACLJTFSOUPNWJP-UHFFFAOYSA-N__YXKNIFJIKZPMRB-UHFFFAOYSA-N,1.2586581080110464
ACMHCEYCNRURST-UHFFFAOYSA-N__MIOWCLFTUUSRGK-DHBOJHSNSA-N,1.9485228203275362
ACMNDOIJSHLOHL-UHFFFAOYSA-N__WIFMIURQPURGNR-UHFFFAOYSA-N,0.3298508002544065
ACNGYLNZSDFJNQ-UHFFFAOYSA-N__YDEXGEHXUJAYOE-UHFFFAOYSA-N,1.6957084764096795
ACNJJWGXZLMAAX-UHFFFAOYSA-N__QTEGOEDAZWDAHU-UHFFFAOYSA-N,0.7963693241004227
ACNMYMYDRARBSS-UHFFFAOYSA-N__RCERKBSPVRUVQL-UHFFFAOYSA-N,1.7085549354614282
ACOHBOYWJJJVIN-DIAVIDTQSA-N__PAFCBKONYJRSJP-SECBINFHSA-N,0.7825605791698367
ACOWOZLZMNLPNA-UHFFFAOYSA-N__HNWOYLKVSXOVCR-UHFFFAOYSA-N,0.8780585371362567
ACOYESLDSKWYBS-UHFFFAOYSA-N__MRHGOAKYYORQGQ-UHFFFAOYSA-N,0.30205259034246024
ACPBSWCRLZZQHU-CQSZACIVSA-N__BXPDTSSMWOBJED-UHFFFAOYSA-N,5.179519808822425
ACPDOIZRMKVOKL-UHFFFAOYSA-N__CDJVEGNQNSKOTD-UHFFFAOYSA-N,0.4068552330233548
ACPDVQWJOBDFHZ-UHFFFAOYSA-N__PVIXQGFNOQMMSD-UHFFFAOYSA-N,1.1942712421496693
ACQGGUOVNFZREX-UHFFFAOYSA-N__LABRQNXFWMNTNO-UHFFFAOYSA-N,2.383311081033108
ACQPJOARSAHVBJ-LCYFTJDESA-N__GUUFGIXAPNRYKD-UHFFFAOYSA-N,0.09861078402009515
ACRHGADKNXBRPM-UHFFFAOYSA-N__KPMLRYKECGYVLU-UHFFFAOYSA-N,3.2674816769856156
ACTMTAXYFOQEHO-UHFFFAOYSA-N__YCLVIXVRCXZJIL-VOTSOKGWSA-N,1.6416991124953588
ACTRFBJHLBZIQS-UHFFFAOYSA-N__OXUXTSIQURESTD-UHFFFAOYSA-N,2.190874162716173
ACUBISZOWPMWTJ-LXGUWJNJSA-N__WBFVRKITCFZXHX-UHFFFAOYSA-N,0.44500034413580547
ACUFKUOHNWDRSW-UHFFFAOYSA-N__MEMVSDNVZCYQQI-UHFFFAOYSA-N,0.5677640627153622
ACUPXNVLUHGAOX-UHFFFAOYSA-N__ICQQXIOUGCNISQ-UHFFFAOYSA-N,1.1006239704190799
ACUUMRNYKDFRNN-UHFFFAOYSA-N__JHVCISCKZSQLRN-UHFFFAOYSA-N,1.370123497260246
ACUUWDZYZLDIFD-HXUWFJFHSA-N__KPKOWHXAXXIABV-UHFFFAOYSA-N,2.1140519360118963
ACUUWDZYZLDIFD-HXUWFJFHSA-N__RYGUDLAKJCRHCE-UHFFFAOYSA-N,0.4632586712783069
ACVIWPZWEJAKIQ-UHFFFAOYSA-N__HCNWEIUNQPINOR-UHFFFAOYSA-N,4.834376665967109
ACVIWPZWEJAKIQ-UHFFFAOYSA-N__YNYJRBPXHOYDFH-UHFFFAOYSA-N,1.209038049502281
ACWASDPGAVYCNI-JKUQZMGJSA-N__ZLGMULQFLDCPSQ-UHFFFAOYSA-N,4.697302478894694
ACYPOTSANLBOMT-UHFFFAOYSA-N__AYSOKEIYCBJOBR-UHFFFAOYSA-N,1.1228237999080886
ACZJGYFKGHTPQP-QMMMGPOBSA-N__NLBKNIIYSVUKEI-UHFFFAOYSA-N,1.3457677902127427
ACZJGYFKGHTPQP-UHFFFAOYSA-N__DPBLBJRALIPQSA-UHFFFAOYSA-N,0.7192746215085546
ADACZSUCPQRGNU-OQMKEHIESA-N__MTUYEWKXSIOKJY-UHFFFAOYSA-N,0.7377646035470748
ADAHSFUNEGDELH-UHFFFAOYSA-N__MLJOIBHBZJHYQG-UHFFFAOYSA-N,1.4822084982825185
ADAKKAZNXXUZJR-UHFFFAOYSA-N__UFEKZZIPLHOYGH-UHFFFAOYSA-N,0.6060502157819051
ADBHRKSAERMERV-UHFFFAOYSA-N__CQRJEENALXPBOZ-UHFFFAOYSA-N,0.7963024009880254
ADBLMNLNYNTAPM-UHFFFAOYSA-N__PSXYCYGJAKFFCZ-UHFFFAOYSA-N,2.055548087572572
ADBSSVVOVMYQBS-UHFFFAOYSA-N__CZPAPCRPTMXBPO-UHFFFAOYSA-N,0.2061699314797414
ADBYFNZZIXXIRW-UHFFFAOYSA-N__NUHACAOFRQIFNA-UHFFFAOYSA-N,0.5652293639293164
ADCWLDJVQOXFEI-UHFFFAOYSA-N__OKLCTRPDBUSJCY-UHFFFAOYSA-N,4.21222563312908
ADDAFJMBEIUENG-UHFFFAOYSA-N__NFZSRVXWQFKKHZ-CMDGGOBGSA-N,1.867971125542017
ADDNDYGTXADGMI-UHFFFAOYSA-N__GSUZNVDPQFSOFE-UHFFFAOYSA-N,1.741446474740803
ADEKXUHMTOMEFI-UHFFFAOYSA-N__FBPYDEFREGPRFX-UHFFFAOYSA-N,3.857905157511272
ADESMZHCRCHKBP-UHFFFAOYSA-N__GFLSQHJUGHWKMJ-UHFFFAOYSA-N,0.6218983788078003
ADESMZHCRCHKBP-UHFFFAOYSA-N__NZTZBLCUWRTXRC-UHFFFAOYSA-N,1.0997675538048757
ADEYWPGYARPRGH-UHFFFAOYSA-N__CLXLHRPEXYUQIC-UHFFFAOYSA-N,1.5383157802508851
ADFHJVYOMKBHCC-UHFFFAOYSA-N__HPBXSVMZTXWASF-UHFFFAOYSA-N,0.7718748265065905
ADFZEYKCEYBOCG-UHFFFAOYSA-N__NDCBRVBIXJHJBS-UHFFFAOYSA-N,0.11886548606826039
ADFZEYKCEYBOCG-UHFFFAOYSA-N__URKOSLXZTAGXBV-UHFFFAOYSA-N,2.419780001928469
ADGANWRKACYJBR-UHFFFAOYSA-N__CQTGEBITGKWDDW-PWRODBHTSA-N,0.48041176644861183
ADGUYMFBYIREQT-UHFFFAOYSA-N__YPRSCENAJKYBIC-UHFFFAOYSA-N,2.238443659898251
ADHBLDNDBXICKQ-UHFFFAOYSA-N__CJSVADUOCSVARA-UHFFFAOYSA-N,0.7847072839505684
ADHJHCGBDBRJMB-UHFFFAOYSA-N__FRRGHLYWKKAGKB-UHFFFAOYSA-N,0.9591270513275392
ADIHVKJNUPTHMC-UHFFFAOYSA-N__NNPMYVSGQGKWAT-UHFFFAOYSA-N,0.7566800576838224
ADIXIWZPJIRSLB-UHFFFAOYSA-N__FXPGXEFCMZHWPO-ZBJKULKASA-N,0.3725944191772977
ADKKXBDPDTXZTC-UHFFFAOYSA-N__CWCVYSVRRZTTPS-UHFFFAOYSA-N,0.40034075311709216
ADKRIPFKSYYVKA-UHFFFAOYSA-N__IHVIFUGAQCYWTG-UHFFFAOYSA-N,2.192851331291925
ADLFMFYZAYNEJH-ZDUSSCGKSA-N__JERJKPJKPOTZBK-UHFFFAOYSA-N,4.086448184711233
ADMCJTXMFWBEBC-UHFFFAOYSA-N__ZHGQYWJQCLXZBB-UHFFFAOYSA-N,0.7329566191726458
ADMULDGSPVYURD-UHFFFAOYSA-N__CBTBZBUZUGINBM-QIUSFHBQSA-N,0.7048327180038871
ADNJIJJJNSTSHZ-UHFFFAOYSA-N__FFIKIAXDPVQEFR-UHFFFAOYSA-N,0.03657792761658207
ADOKPQZLVXUFSL-UHFFFAOYSA-N__QNADEOCUZQFGIJ-UHFFFAOYSA-N,0.19129105341696762
ADONCDFFNZWCJU-UHFFFAOYSA-N__XOTYHJHAEAFDAR-UHFFFAOYSA-N,1.3011406681156426
ADPNCGPHHZFMFA-OZRXBMAMSA-N__GOEQPJQRLUCBRO-UHFFFAOYSA-N,1.4193739610152198
ADPNCGPHHZFMFA-OZRXBMAMSA-N__WYBSUCRXCMYEPR-UHFFFAOYSA-N,2.7766113881083783
ADPXSQASVXLHBQ-UHFFFAOYSA-N__LFQWNPHLSHAJJR-UHFFFAOYSA-N,0.45724530767556804
ADPXSQASVXLHBQ-UHFFFAOYSA-N__ZBBXWPBMMNDNQU-UHFFFAOYSA-N,0.4663121537704864
ADQGLAIXRRVLSO-GOSISDBHSA-N__NZZDDVABHZIMNE-UHFFFAOYSA-N,1.380365159917472
ADQRPMMEDBKEHT-UHFFFAOYSA-N__PSTKEOZTVODBQB-UHFFFAOYSA-N,1.5079886711973494
ADQUOYWHPBPDAM-UHFFFAOYSA-N__DOJZSEYEQKWUSI-UHFFFAOYSA-N,2.6558224552104734
ADRGAMGAOGQURY-UHFFFAOYSA-N__MUCDMOSJKNVFKY-UHFFFAOYSA-N,1.1987743967006201
ADSBLHBLWBPGGV-UHFFFAOYSA-N__OWGHKKWHLGSKLE-UHFFFAOYSA-N,3.7897529580681804
ADSHOHGGBNDKGZ-UHFFFAOYSA-N__BYYJVXIHKXHWIS-YMXDCFFPSA-N,3.157318727028372
ADSVZXUVABNAMI-UHFFFAOYSA-N__PZEIIUHZHUOFLF-UHFFFAOYSA-N,0.879600305264169
ADSVZXUVABNAMI-UHFFFAOYSA-N__UYSYPNSPNXAZDF-UHFFFAOYSA-N,0.5374030841587656
ADTINJBDUWSAIZ-UHFFFAOYSA-N__JRZJFEQKCBDLMY-UHFFFAOYSA-N,0.6738651828605597
ADUPKHCVWOYVGQ-UHFFFAOYSA-N__KXPALOZGRGUSSO-OKILXGFUSA-N,1.4409319030482273
ADVCYEWNLCGTBT-UHFFFAOYSA-N__FNDMFRHOMBPVFE-UHFFFAOYSA-N,0.26265798639607374
ADVFQPBCIIZSAG-UHFFFAOYSA-N__CQYNJFCWUGGPHJ-LRDDRELGSA-N,0.887040501596315
ADVFSLDPOJWURS-UHFFFAOYSA-N__LCGCZSNNKBYREC-UHFFFAOYSA-N,0.6234157945216725
ADVXYBOSLPKGCP-UHFFFAOYSA-N__JOIFAUQPMLGBDT-UHFFFAOYSA-N,2.9283665573528532
ADWLCNLUYCAUHF-LEWJYISDSA-N__HBANGLHDWQPAHZ-UHFFFAOYSA-N,0.27622389305388584
ADWLCNLUYCAUHF-LEWJYISDSA-N__RTHCMFVOZHACHF-UHFFFAOYSA-N,1.2917390694128057
