id,donor_id,acceptor_id,pair_key,reaction_type,donor_smiles,acceptor_smiles,smiles,dG_xtb_kcal,dG_gxtb_kcal,dG_pred_correction_mean,dG_pred_correction_std,dG_pred
TVKPTWJPKVSGJB-IUZACKBSSA-N__ZWKSSXGHRSZDSR-XGHQBKJUSA-N,TVKPTWJPKVSGJB-IUZACKBSSA-N,ZWKSSXGHRSZDSR-XGHQBKJUSA-N,TVKPTWJPKVSGJB-IUZACKBSSA-N__ZWKSSXGHRSZDSR-XGHQBKJUSA-N,carbo-hetero,C[C@]12CC[C@H]3[C@H]([C@]1(CC[C@@H]2C4=COC(=O)C=C4)O)CC[C@]5([C@@]3(CC[C@H](C5)O)C=O)O,CC(=O)N[C@](C)(C1=CC=CC=C1)C(=O)N2CC[C@H]2C(=O)N[C@@H](CCCN=C(N)N)C=O,CC(=O)NC(C)(C(=O)N1CCC1C(=O)NC(CCCN=C(N)N)C(O)C(=O)C12CCC(O)CC1(O)CCC1C2CCC2(C)C(c3ccc(=O)oc3)CCC12O)c1ccccc1,-5.1524,10.3679,35.1787708534906,39.833037701893325,45.546670853490596
BKWWGNDKMSPYIS-UHFFFAOYSA-N__OTBKNZMJMRPCCA-UHFFFAOYSA-N,BKWWGNDKMSPYIS-UHFFFAOYSA-N,OTBKNZMJMRPCCA-UHFFFAOYSA-N,BKWWGNDKMSPYIS-UHFFFAOYSA-N__OTBKNZMJMRPCCA-UHFFFAOYSA-N,carbo-hetero,CC12CCC3C(C1CCC4C2(C5=C(C4)C6=CC=CC=C6N5)C)(C(CC(O3)C(C)(C)O)O)C=O,CN1CCC2=C1C(=CC=C2)C3=CC(=C(C=C3C=O)OC)OC,COc1cc(-c2cccc3c2N(C)CC3)c(C(O)C(=O)C23C(O)CC(C(C)(C)O)OC2CCC2(C)C3CCC3Cc4c([nH]c5ccccc45)C32C)cc1OC,1.7572,12.6831,32.67523075808826,30.238809205831817,45.35833075808826
VJDMRLLIJFINJM-ZDUSSCGKSA-N__ROSHDBRHBLXNQT-UHFFFAOYSA-N,VJDMRLLIJFINJM-ZDUSSCGKSA-N,ROSHDBRHBLXNQT-UHFFFAOYSA-N,ROSHDBRHBLXNQT-UHFFFAOYSA-N__VJDMRLLIJFINJM-ZDUSSCGKSA-N,aliph-hetero,CC(C)[C@H](C=O)N(C1=NC=CC(=N1)NC2=CC=CC(=C2)C(F)(F)F)N,CCCCC=CN1CCOC1(C=O)C(F)(F)F,CCCCC=CN1CCOC1(C(O)C(=O)C(C(C)C)N(N)c1nccc(Nc2cccc(C(F)(F)F)c2)n1)C(F)(F)F,-14.4475,13.4453,7.3999012985927735,18.567899650939026,20.845201298592773
BWHVOUNXEDPVJY-LVOPCWDJSA-N__DARYUQVBVZXSOP-UHFFFAOYSA-N,BWHVOUNXEDPVJY-LVOPCWDJSA-N,DARYUQVBVZXSOP-UHFFFAOYSA-N,BWHVOUNXEDPVJY-LVOPCWDJSA-N__DARYUQVBVZXSOP-UHFFFAOYSA-N,carbo-hetero,CCN(CC)S(=O)(=O)C[C@@]12CC[C@@H](C1(C)C)C[C@H]2OC(=O)[C@@]3(CN3)N4C=CC=C4C=O,CC(=O)C1=C(C(=C(C=C1)OC(F)F)Br)C=O,CCN(CC)S(=O)(=O)CC12CCC(CC1OC(=O)C1(n3cccc3C(=O)C(O)c3c(C(C)=O)ccc(OC(F)F)c3Br)CN1)C2(C)C,-12.5536,-0.5328,15.434669774826721,16.952530943781273,14.901869774826721
LFLJTMIVTFTLOA-UHFFFAOYSA-N__OOVWKCHUDUUBCQ-UHFFFAOYSA-N,LFLJTMIVTFTLOA-UHFFFAOYSA-N,OOVWKCHUDUUBCQ-UHFFFAOYSA-N,LFLJTMIVTFTLOA-UHFFFAOYSA-N__OOVWKCHUDUUBCQ-UHFFFAOYSA-N,carbo-hetero,CC12CCC3C(C14C(O4)CC2C5=COC(=O)C=C5)CCC6C3(CCC(C6)O)C=O,CC(C)(C)OC(=O)NC(C)(CC1=CC=C(C=C1)F)C=O,CC(C)(C)OC(=O)NC(C)(Cc1ccc(F)cc1)C(O)C(=O)C12CCC(O)CC1CCC1C2CCC2(C)C(c3ccc(=O)oc3)CC3OC312,1.0016,11.8102,9.542039628410299,8.372801862792292,21.3522396284103
XJOVCUUVQDSTBG-VABKMULXSA-N__CIVARDKORLTBRQ-PARPOCPVSA-N,XJOVCUUVQDSTBG-VABKMULXSA-N,CIVARDKORLTBRQ-PARPOCPVSA-N,CIVARDKORLTBRQ-PARPOCPVSA-N__XJOVCUUVQDSTBG-VABKMULXSA-N,carbo-hetero,CC(C)C[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)N(CC1=CC=CC=C1)C(=O)O,CC1(O[C@@H]2[C@H](C[C@H]([C@@H]2O1)N3C=CC4=C(N=CN=C43)C=O)CCC5=CC6=NC(=C(C=C6C=C5)F)N)C,CC(C)CC(NC(=O)C(CC(C)C)N(Cc1ccccc1)C(=O)O)C(=O)NC(CC(C)C)C(=O)C(O)c1ncnc2c1ccn2C1CC(CCc2ccc3cc(F)c(N)nc3c2)C2OC(C)(C)OC21,-12.084,-8.8175,5.0262712862055725,7.677304242631193,-3.7912287137944283
UFOMDKFZLDGCST-UHFFFAOYSA-N__QYANVXHHVJWWQL-UHFFFAOYSA-N,UFOMDKFZLDGCST-UHFFFAOYSA-N,QYANVXHHVJWWQL-UHFFFAOYSA-N,QYANVXHHVJWWQL-UHFFFAOYSA-N__UFOMDKFZLDGCST-UHFFFAOYSA-N,hetero-hetero,CC1=CC=CC=C1C2=NC(=C(N2C)CCC34CC5CC(C3)CC(C5)C4)C=O,CCOC1=CC=CC=C1N2C(=C(N=N2)C=O)C3=CC(=CC=C3)F,CCOc1ccccc1-n1nnc(C(O)C(=O)c2nc(-c3ccccc3C)n(C)c2CCC23CC4CC(CC(C4)C2)C3)c1-c1cccc(F)c1,-12.9624,-2.1727,9.073732461922395,7.327014814598235,6.901032461922395
SKLHMRHVVDDIOX-GPHNJDIKSA-N__VLIDBCVTPQOGJR-SHPLCBCASA-N,SKLHMRHVVDDIOX-GPHNJDIKSA-N,VLIDBCVTPQOGJR-SHPLCBCASA-N,SKLHMRHVVDDIOX-GPHNJDIKSA-N__VLIDBCVTPQOGJR-SHPLCBCASA-N,aliph-hetero,C1CC[C@H]2CN([C@@H](C[C@@H]2C1)CN[C@@H](CC3=CN=CN3)C=O)C(=O)C4=CC=C(C=C4)Br,C(=O)[C@@]([C@H]([C@@H]([C@@H](C(=O)O)O)O)O)(O)S(=O)(=O)O,O=C(O)C(O)C(O)C(O)C(O)(C(O)C(=O)C(Cc1cnc[nH]1)NCC1CC2CCCCC2CN1C(=O)c1ccc(Br)cc1)S(=O)(=O)O,-20.5952,-4.7863,11.927586153674977,6.441009737098019,7.141286153674977
MHQSGOLHGGFXAV-UHFFFAOYSA-N__FXQARCXBMQEIFI-UHFFFAOYSA-N,MHQSGOLHGGFXAV-UHFFFAOYSA-N,FXQARCXBMQEIFI-UHFFFAOYSA-N,FXQARCXBMQEIFI-UHFFFAOYSA-N__MHQSGOLHGGFXAV-UHFFFAOYSA-N,carbo-carbo,CS(=O)(=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C(C=O)(C#N)C2CC2,CC(C(C=O)C1=CC(=CC=C1)Br)(F)F,CC(F)(F)C(c1cccc(Br)c1)C(O)C(=O)C(C#N)(C(=O)c1ccc(C(F)(F)F)cc1S(C)(=O)=O)C1CC1,-10.1903,9.2691,4.825394751228478,5.201777670004513,14.094494751228478
NPJOEZALOGQJPK-UHFFFAOYSA-N__NOGYMZTWRJPLOB-UHFFFAOYSA-N,NPJOEZALOGQJPK-UHFFFAOYSA-N,NOGYMZTWRJPLOB-UHFFFAOYSA-N,NOGYMZTWRJPLOB-UHFFFAOYSA-N__NPJOEZALOGQJPK-UHFFFAOYSA-N,carbo-carbo,CC(C)(C=O)OC1=C(C=C(C=C1)C(F)(F)F)[N+](=O)[O-],CCOC(=O)C(CC=O)(C1=CC(=C(C=C1)CN)F)O,CCOC(=O)C(O)(CC(O)C(=O)C(C)(C)Oc1ccc(C(F)(F)F)cc1[N+](=O)[O-])c1ccc(CN)c(F)c1,-10.4366,6.2467,-0.6722640781913177,4.029051346909642,5.574435921808682
