donor_id,acceptor_id,donor_smiles,acceptor_smiles
OTJAIKJQXRCVAK-UHFFFAOYSA-N,OYDMSRQKXDHJHM-UHFFFAOYSA-N,O=Cc1cc(-c2ccc(Cl)cc2F)ccc1OC(F)(F)F,CC(C)(C)C(=O)Cc1ccccc1C=O
OYDMSRQKXDHJHM-UHFFFAOYSA-N,OTJAIKJQXRCVAK-UHFFFAOYSA-N,CC(C)(C)C(=O)Cc1ccccc1C=O,O=Cc1cc(-c2ccc(Cl)cc2F)ccc1OC(F)(F)F
WTGSGKPCVNWYDH-UHFFFAOYSA-N,RIGFHJWYJLPNLV-UHFFFAOYSA-N,O=Cc1c(F)cc(I)cc1F,O=Cc1cc(Cl)cc(Cl)c1OCC#Cc1ccc(Br)cc1
RIGFHJWYJLPNLV-UHFFFAOYSA-N,WTGSGKPCVNWYDH-UHFFFAOYSA-N,O=Cc1cc(Cl)cc(Cl)c1OCC#Cc1ccc(Br)cc1,O=Cc1c(F)cc(I)cc1F
MMZJOBYNCIFEAD-UHFFFAOYSA-N,RFNHOJULDQGFAO-UHFFFAOYSA-N,CN(CC(F)(F)F)c1c(F)cccc1C=O,COC1=C(c2ccc(C=O)cc2)NNC(OC(F)F)=C1
RFNHOJULDQGFAO-UHFFFAOYSA-N,MMZJOBYNCIFEAD-UHFFFAOYSA-N,COC1=C(c2ccc(C=O)cc2)NNC(OC(F)F)=C1,CN(CC(F)(F)F)c1c(F)cccc1C=O
JSHUVUBBZRKPCW-UHFFFAOYSA-N,BMKJDQYHSYUDNB-UHFFFAOYSA-N,NC(=O)c1cccc(-c2cc(F)c(O)c(C=O)c2)c1,O=Cc1cccc(-c2cncc(F)c2)c1F
BMKJDQYHSYUDNB-UHFFFAOYSA-N,JSHUVUBBZRKPCW-UHFFFAOYSA-N,O=Cc1cccc(-c2cncc(F)c2)c1F,NC(=O)c1cccc(-c2cc(F)c(O)c(C=O)c2)c1
CEJNWQOCHOWIBY-UHFFFAOYSA-N,FCFUBURDEDOHDM-UHFFFAOYSA-N,O=Cc1cccc(-c2ccccc2O)c1,CC(C)(C)OC(=O)NCCC=Cc1cc(F)c(O)c(C=O)c1
FCFUBURDEDOHDM-UHFFFAOYSA-N,CEJNWQOCHOWIBY-UHFFFAOYSA-N,CC(C)(C)OC(=O)NCCC=Cc1cc(F)c(O)c(C=O)c1,O=Cc1cccc(-c2ccccc2O)c1
UZJWAVAYEJITTM-UHFFFAOYSA-N,WSFWZJGQECFJEA-LOACHALJSA-N,CC1CN(c2cc(F)cc(C=O)c2)CC(C)N1C,CC1(C)Oc2ccc(C=O)cc2C(N2CCCC2=O)[C@@H]1O
WSFWZJGQECFJEA-LOACHALJSA-N,UZJWAVAYEJITTM-UHFFFAOYSA-N,CC1(C)Oc2ccc(C=O)cc2C(N2CCCC2=O)[C@@H]1O,CC1CN(c2cc(F)cc(C=O)c2)CC(C)N1C
OXZBJFOQEDTMCU-UHFFFAOYSA-N,CVXREWPYJSSKDG-UHFFFAOYSA-N,CC1CN(c2ccc(C=O)cc2F)CC(C)(C)O1,CC(C)(C)OC(=O)NC1CCN(c2c(-c3cc(F)cc(C=O)c3)cnc3ccc(Cl)cc23)CC1
CVXREWPYJSSKDG-UHFFFAOYSA-N,OXZBJFOQEDTMCU-UHFFFAOYSA-N,CC(C)(C)OC(=O)NC1CCN(c2c(-c3cc(F)cc(C=O)c3)cnc3ccc(Cl)cc23)CC1,CC1CN(c2ccc(C=O)cc2F)CC(C)(C)O1
SROSAVUSZUNLKP-UHFFFAOYSA-N,IPVLFKPUGRLUKY-JKSUJKDBSA-N,O=Cc1cc(F)c(F)c(F)c1[N+](=O)[O-],C[C@@H]1CN(Cc2ccc(F)cc2)[C@@H](C)CN1C(=O)COc1ccc(C=O)cc1[N+](=O)[O-]
IPVLFKPUGRLUKY-JKSUJKDBSA-N,SROSAVUSZUNLKP-UHFFFAOYSA-N,C[C@@H]1CN(Cc2ccc(F)cc2)[C@@H](C)CN1C(=O)COc1ccc(C=O)cc1[N+](=O)[O-],O=Cc1cc(F)c(F)c(F)c1[N+](=O)[O-]
YEDYDSOHGCFFFG-UHFFFAOYSA-N,AWCVXOYRIVTIBF-UHFFFAOYSA-N,Cc1ccc(C=O)cc1-c1cc(F)cc(Cl)c1,O=Cc1ccc([N+](=O)[O-])c(F)c1S(=O)(=O)Cl
AWCVXOYRIVTIBF-UHFFFAOYSA-N,YEDYDSOHGCFFFG-UHFFFAOYSA-N,O=Cc1ccc([N+](=O)[O-])c(F)c1S(=O)(=O)Cl,Cc1ccc(C=O)cc1-c1cc(F)cc(Cl)c1
WSIMJJJNMIECRR-UHFFFAOYSA-N,RJOZAWMFODUOCP-DHDCSXOGSA-N,O=Cc1ccc(OCc2ccc(F)cc2Br)cc1,O=Cc1ccccc1O/C(=C\Br)c1ccc(Br)cc1
RJOZAWMFODUOCP-DHDCSXOGSA-N,WSIMJJJNMIECRR-UHFFFAOYSA-N,O=Cc1ccccc1O/C(=C\Br)c1ccc(Br)cc1,O=Cc1ccc(OCc2ccc(F)cc2Br)cc1
FRJFEAXQAIVDAE-UHFFFAOYSA-N,VGLGGJSNUAVGOQ-UHFFFAOYSA-N,O=Cc1ccc(N2CCOCC2)c(OC(F)(F)F)c1[N+](=O)[O-],O=Cc1ccccc1-c1c(F)cc(OCc2ccccc2)cc1F
VGLGGJSNUAVGOQ-UHFFFAOYSA-N,FRJFEAXQAIVDAE-UHFFFAOYSA-N,O=Cc1ccccc1-c1c(F)cc(OCc2ccccc2)cc1F,O=Cc1ccc(N2CCOCC2)c(OC(F)(F)F)c1[N+](=O)[O-]
STNTWZNGGPVYFQ-UHFFFAOYSA-N,FOQBKDPYIFDZTK-UHFFFAOYSA-N,Cc1nn(C(C)C)cc1-c1cc(F)ccc1C=O,COc1c(C=O)cccc1-c1ccc(C#N)cc1OC(F)(F)F
FOQBKDPYIFDZTK-UHFFFAOYSA-N,STNTWZNGGPVYFQ-UHFFFAOYSA-N,COc1c(C=O)cccc1-c1ccc(C#N)cc1OC(F)(F)F,Cc1nn(C(C)C)cc1-c1cc(F)ccc1C=O
WTSKTLQDHLICKB-UHFFFAOYSA-N,OFKMYYHYNNZKBC-IDUWFGFVSA-N,CCOc1cc(C=O)cc(I)c1OCC(=O)OC,CNC/C=C(\F)Cn1c(C)c(-c2ccncc2)c2cc(C=O)ccc21
OFKMYYHYNNZKBC-IDUWFGFVSA-N,WTSKTLQDHLICKB-UHFFFAOYSA-N,CNC/C=C(\F)Cn1c(C)c(-c2ccncc2)c2cc(C=O)ccc21,CCOc1cc(C=O)cc(I)c1OCC(=O)OC
VIFJRLCHBPTDQI-UHFFFAOYSA-N,DIFOCQLCOBYOII-UHFFFAOYSA-N,O=Cc1ccc(Nc2ccccc2NC(=S)Nc2ccccc2)cc1,O=Cc1cc(NCc2ccccc2F)cc(OCC2=CSCC=N2)c1
DIFOCQLCOBYOII-UHFFFAOYSA-N,VIFJRLCHBPTDQI-UHFFFAOYSA-N,O=Cc1cc(NCc2ccccc2F)cc(OCC2=CSCC=N2)c1,O=Cc1ccc(Nc2ccccc2NC(=S)Nc2ccccc2)cc1
RKDRKAVGBBJYJG-UHFFFAOYSA-N,KVAUEULSCCYPPN-UHFFFAOYSA-N,COc1cc(OC)c(C=O)cc1I,CN(CC(C)(C)O)c1ccc(C=O)cc1C(F)(F)F
