frac,n_pairs,n_rows,MAE,RMSE,R2,gxtb_MAE
0.25,3149,6295,2.1570025261526675,2.9435493360397116,0.7519095438853532,4.32104384367268
0.5,6298,12587,2.073580255317289,2.8292966808743336,0.7657123493895559,4.272287831546235
0.75,9448,18882,2.0292272726670064,2.7845022139553803,0.7841098754360257,4.285471537764442
1.0,12597,25176,2.038287750850284,4.146485591782868,0.5231223132894958,4.291958847046688
