id,dG_orca_kcal
RIJFEOICYLBHNO-UHFFFAOYSA-N__NAXMMJARHAXCCD-BQBZGAKWSA-N,6.888456719889048
NAXMMJARHAXCCD-BQBZGAKWSA-N__RIJFEOICYLBHNO-UHFFFAOYSA-N,7.123920930011551
AZILMBHGTWLNPG-UHFFFAOYSA-N__XFAVKRDNHKFRRI-UHFFFAOYSA-N,11.619157824480729
BPSFXGOPWGQITK-OQJHAAMPSA-N__MFRJYRMZPFBRPI-ZETCQYMHSA-N,7.061684069100692
XFAVKRDNHKFRRI-UHFFFAOYSA-N__AZILMBHGTWLNPG-UHFFFAOYSA-N,-7.142132190816662
MFRJYRMZPFBRPI-ZETCQYMHSA-N__BPSFXGOPWGQITK-OQJHAAMPSA-N,5.538375180606813
JDJXXRJSUJZYDJ-OSMVPFSASA-N__FFXUFIFANUIOHE-UHFFFAOYSA-N,-21.68896314057596
FFXUFIFANUIOHE-UHFFFAOYSA-N__JDJXXRJSUJZYDJ-OSMVPFSASA-N,-4.940695274863443
AKYQNKFCBYNIMA-UHFFFAOYSA-N__XJCGMVKVVSVDJW-WXLQGSQKSA-N,4.834830143635758
XJCGMVKVVSVDJW-WXLQGSQKSA-N__AKYQNKFCBYNIMA-UHFFFAOYSA-N,-0.7807943036695809
ZEUCXCWFMMQKDX-UHFFFAOYSA-N__IOKAKXLETSAHHF-UHFFFAOYSA-N,-4.109352257436118
IOKAKXLETSAHHF-UHFFFAOYSA-N__ZEUCXCWFMMQKDX-UHFFFAOYSA-N,-32.5481223128192
FYXDAYQQMWSHPJ-GUBZILKMSA-N__KASGQADLXHJOLZ-UHFFFAOYSA-N,-1.209028827724016
KASGQADLXHJOLZ-UHFFFAOYSA-N__FYXDAYQQMWSHPJ-GUBZILKMSA-N,-4.400437390768193
MUCHYHXTYISUIT-UHFFFAOYSA-N__FUAVSDQKXSFRBB-WPGHDDCOSA-N,-2.258818948634676
FUAVSDQKXSFRBB-WPGHDDCOSA-N__MUCHYHXTYISUIT-UHFFFAOYSA-N,-0.6273812269073233
HCTWZIFNBBCVGM-UHFFFAOYSA-N__CUAKKSHUEAVIJK-UHFFFAOYSA-N,9.599452285633255
CUAKKSHUEAVIJK-UHFFFAOYSA-N__HCTWZIFNBBCVGM-UHFFFAOYSA-N,9.639916198607414
MIUDSQDUKCHNKN-UHFFFAOYSA-N__QHCRWIOGJPWKKP-UHFFFAOYSA-N,-6.688416078248242
QHCRWIOGJPWKKP-UHFFFAOYSA-N__MIUDSQDUKCHNKN-UHFFFAOYSA-N,-5.615424479714702
KERKAMQEFVQYQE-YLWLKBPMSA-N__IBMUVEJDKFTUOV-UHFFFAOYSA-N,-5.8646160427218925
IBMUVEJDKFTUOV-UHFFFAOYSA-N__KERKAMQEFVQYQE-YLWLKBPMSA-N,-9.42409589705275
NUFZJYJSCCWJMI-UHFFFAOYSA-N__RETKJKRUPSHACY-UHFFFAOYSA-N,0.7994203091795136
RETKJKRUPSHACY-UHFFFAOYSA-N__NUFZJYJSCCWJMI-UHFFFAOYSA-N,7.667751174921838
IFVUHHNKRRXIKF-SPIULWCRSA-N__UWQTVOGCRQIRPD-UHFFFAOYSA-N,2.47344730219953
UWQTVOGCRQIRPD-UHFFFAOYSA-N__IFVUHHNKRRXIKF-SPIULWCRSA-N,-4.065848466389619
SRRNMFWZBVFMDV-IHWYPQMZSA-N__XTDLXCIZTFTUBQ-UHFFFAOYSA-N,-2.8517524836221506
XTDLXCIZTFTUBQ-UHFFFAOYSA-N__SRRNMFWZBVFMDV-IHWYPQMZSA-N,15.862450593841777
UORCQYVELURZCK-RNFRBKRXSA-N__KLEFEMBPDKKGQK-UHFFFAOYSA-N,-1.412165198756715
KLEFEMBPDKKGQK-UHFFFAOYSA-N__UORCQYVELURZCK-RNFRBKRXSA-N,9.11927813227869
KCJJYIWXJOBVRL-UHFFFAOYSA-N__GTHHOAZFHXRVFA-UHFFFAOYSA-N,2.518531878334578
GTHHOAZFHXRVFA-UHFFFAOYSA-N__KCJJYIWXJOBVRL-UHFFFAOYSA-N,1.6353168053017662
IWHYBOZMEALTDQ-NNXAEHONSA-N__XEOIFVGQYISCAV-WWJWFVIOSA-N,-1.52383635128521
XEOIFVGQYISCAV-WWJWFVIOSA-N__IWHYBOZMEALTDQ-NNXAEHONSA-N,7.854203644321047
CNHZELMLMWGTAW-UHFFFAOYSA-N__OTUMFFRYZUTOHT-UHFFFAOYSA-N,-1.2120947593631963
OTUMFFRYZUTOHT-UHFFFAOYSA-N__CNHZELMLMWGTAW-UHFFFAOYSA-N,-3.6731712063032873
CVLKAVXRNNJZIS-CZBDKTQLSA-N__GVFHRMOCVJMVDV-UHFFFAOYSA-N,3.4888842232300648
JCQNXPSZZQBECY-UHFFFAOYSA-N__FOKXWOIGWGAQKU-UAMSGPETSA-N,-3.0978228550756257
FOKXWOIGWGAQKU-UAMSGPETSA-N__JCQNXPSZZQBECY-UHFFFAOYSA-N,-2.281715781619788
GVFHRMOCVJMVDV-UHFFFAOYSA-N__CVLKAVXRNNJZIS-CZBDKTQLSA-N,6.675028235003532
XAZNGSUCKGNROG-SSDOTTSWSA-N__YEZZDCIWJYDRBB-RROBTUQGSA-N,1.011138450328929
YEZZDCIWJYDRBB-RROBTUQGSA-N__XAZNGSUCKGNROG-SSDOTTSWSA-N,3.947224304335568
VYKBSFMGCTXENO-UHFFFAOYSA-N__RDBFBINCAIVNEG-UHFFFAOYSA-N,8.498595840310507
RDBFBINCAIVNEG-UHFFFAOYSA-N__VYKBSFMGCTXENO-UHFFFAOYSA-N,4.129959018671638
MBMWLYGEMIPXTN-UHFFFAOYSA-N__BOZHGDPBRDLSNG-UHFFFAOYSA-N,-4.75345467395622
BOZHGDPBRDLSNG-UHFFFAOYSA-N__MBMWLYGEMIPXTN-UHFFFAOYSA-N,2.5307348479777123
UGXGYGSBIVGBIC-UHFFFAOYSA-N__QVUNVCSOVXRXJJ-UHFFFAOYSA-N,7.017389649518629
QVUNVCSOVXRXJJ-UHFFFAOYSA-N__UGXGYGSBIVGBIC-UHFFFAOYSA-N,9.09424616131909
JXTPJKMQGLKTBI-UHFFFAOYSA-N__DFNRQUSPPGOANL-UHFFFAOYSA-N,-10.676682133857648
DFNRQUSPPGOANL-UHFFFAOYSA-N__JXTPJKMQGLKTBI-UHFFFAOYSA-N,-11.571889893098785
CHCHVHDBVPXJFD-UHFFFAOYSA-N__JVINUYVZQMLNPA-UHFFFAOYSA-N,3.722764037483137
JVINUYVZQMLNPA-UHFFFAOYSA-N__CHCHVHDBVPXJFD-UHFFFAOYSA-N,-1.9784211677675885
RDGWWBBBCJPEDA-UHFFFAOYSA-N__WQPLVNZAISHQBA-MVSHAXDASA-N,4.7196718304245895
WQPLVNZAISHQBA-MVSHAXDASA-N__RDGWWBBBCJPEDA-UHFFFAOYSA-N,8.908216444063143
MTJZNPFZACNLKI-UHFFFAOYSA-N__IFSYGEVBWYBDCR-BBBLOLIVSA-N,9.174784038198824
IFSYGEVBWYBDCR-BBBLOLIVSA-N__MTJZNPFZACNLKI-UHFFFAOYSA-N,1.793175634087978
XCPSYCRGCHUZKF-UHFFFAOYSA-N__WKOSVSYCMOSMHY-UHFFFAOYSA-N,1.4277456031201623
WKOSVSYCMOSMHY-UHFFFAOYSA-N__XCPSYCRGCHUZKF-UHFFFAOYSA-N,3.457280040659095
HWUBROROYRQUBB-UHFFFAOYSA-N__NHBCRQBMJKNVMS-UHFFFAOYSA-N,-4.596067829747727
DAUJTULHMYCUKK-UHFFFAOYSA-N__SWOHLMSCOIYBBY-BRFYHDHCSA-N,-1.9289547903232829
SWOHLMSCOIYBBY-BRFYHDHCSA-N__DAUJTULHMYCUKK-UHFFFAOYSA-N,-10.89546630602631
QKXLJTLYQBNHRC-UHFFFAOYSA-N__COCCLBWUKNNXRR-IHWYPQMZSA-N,-6.242439286841019
COCCLBWUKNNXRR-IHWYPQMZSA-N__QKXLJTLYQBNHRC-UHFFFAOYSA-N,-14.466368878446923
KVEYWSBOFZPRSO-UHFFFAOYSA-N__JZJCHBSWRURIBZ-UHFFFAOYSA-N,1.7044248523929162
JZJCHBSWRURIBZ-UHFFFAOYSA-N__KVEYWSBOFZPRSO-UHFFFAOYSA-N,-0.8890475602431617
OZKJIHZUCXCVOT-UHFFFAOYSA-N__LGIVJWHJMTWMAD-UHFFFAOYSA-N,-39.77967669653133
LGIVJWHJMTWMAD-UHFFFAOYSA-N__OZKJIHZUCXCVOT-UHFFFAOYSA-N,-30.93357733131988
ZECCDBWBFLSYOA-UHFFFAOYSA-N__QIFGODLLUKZIGH-VQVTYTSYSA-N,1.701107687265604
QIFGODLLUKZIGH-VQVTYTSYSA-N__ZECCDBWBFLSYOA-UHFFFAOYSA-N,3.368789392455609
ZIVWFWFIOJOCGW-UHFFFAOYSA-N__XTHAPSCVTBOJFU-FTYOSLGDSA-N,4.573111796906433
XTHAPSCVTBOJFU-FTYOSLGDSA-N__ZIVWFWFIOJOCGW-UHFFFAOYSA-N,13.889889970280455
VVXXFWRJFOPQCY-HUDPQJTASA-N__RAEMDBDLZWVXAY-UHFFFAOYSA-N,8.928896602442224
RAEMDBDLZWVXAY-UHFFFAOYSA-N__VVXXFWRJFOPQCY-HUDPQJTASA-N,8.964890003140612
IJIMLODXDFZQRB-UHFFFAOYSA-N__SAUXNXJPLASOMO-UHFFFAOYSA-N,13.395962570703034
SAUXNXJPLASOMO-UHFFFAOYSA-N__IJIMLODXDFZQRB-UHFFFAOYSA-N,5.048951183842153
QMNITDNTKXPFOP-JVCRWLNRSA-N__OXFGYVZAYGFDQQ-UHFFFAOYSA-N,1.7178313423738434
OXFGYVZAYGFDQQ-UHFFFAOYSA-N__QMNITDNTKXPFOP-JVCRWLNRSA-N,-4.986511978948316
KHEGTDKRMLKOHF-UHFFFAOYSA-N__AHKMMLAIEVJUES-CRCLSJGQSA-N,-4.037344221246285
