id,donor_id,acceptor_id,donor_smiles,acceptor_smiles,smiles,reaction_type,is_homo,xtb_optimized,error,xyz_file,xtb_energy,xtb_HOMO,xtb_LUMO,xtb_gap,xtb_IP,xtb_EA,xtb_mu,xtb_eta,xtb_omega,xtb_dipole,mulliken_ketC,mulliken_ketO,mulliken_carbC,mulliken_hydO,mulliken_hydH,wbo_CO_ket,wbo_CC_new,wbo_CO_carb,fukui_plus_ketC,fukui_minus_ketC,fukui_0_ketC,dual_ketC,fukui_plus_carbC,fukui_minus_carbC,fukui_0_carbC,dual_carbC,pa_ketO,vbur_ketC,vbur_carbC,sterimol_L,sterimol_B1,sterimol_B5,SASA_total,P_int,hb_dist,hb_angle,dih_core,adch_ketC,adch_ketO,adch_carbC,adch_hydO,adch_hydH,adch_fukui_plus_ketC,adch_fukui_minus_ketC,adch_fukui_plus_carbC,adch_fukui_minus_carbC,qtaim_rho_CO_ket,qtaim_lap_CO_ket,qtaim_ell_CO_ket,qtaim_rho_CC_new,qtaim_lap_CC_new,qtaim_ell_CC_new,qtaim_rho_HB,G_donor,G_acceptor,G_xtb,dG_xtb_kcal,G_donor_gxtb,G_acceptor_gxtb,G_gxtb,dG_gxtb_kcal
YRCISTVRBQNBMU-UHFFFAOYSA-N__QBZUUNTVVUCABT-UHFFFAOYSA-N,YRCISTVRBQNBMU-UHFFFAOYSA-N,QBZUUNTVVUCABT-UHFFFAOYSA-N,C=CCC1=COC(C=O)(CC=C)CC1,O=CC(CCNc1ccc(S(=O)O)cc1)OC1=CCCC(C(F)(F)F)=C1Cl,C=CCC1=COC(CC=C)(C(=O)C(O)C(CCNc2ccc(S(=O)O)cc2)OC2=CCCC(C(F)(F)F)=C2Cl)CC1,aliph-carbo,False,True,,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0010/xyz_prod/prod_YRCISTVRBQNBMU-UHFFFAOYSA-N__QBZUUNTVVUCABT-UHFFFAOYSA-N.xyz,-128.171565062845,-9.8458,-8.0051,1.8407,6.8816,1.0337,-3.95765,2.92395,2.678396,7.55,0.212939,-0.3385,0.095037,-0.430109,0.324175,1.859982,0.959882,1.02257,0.043376,-0.000316,0.02153,0.043692,-0.002567,-0.002558,-0.002562,-9e-06,46.108,79.8372,75.0518,12.3605,3.8163,9.5506,862.3568,20.9933,2.0716,113.5635,14.3656,,,,,,,,,,,,,,,,,-41.714131453,-86.012706143461,-127.74465896256,-11.1831,-617.06744684975,-2171.416235439466,-2788.4788988816667,3.0016
QBZUUNTVVUCABT-UHFFFAOYSA-N__YRCISTVRBQNBMU-UHFFFAOYSA-N,QBZUUNTVVUCABT-UHFFFAOYSA-N,YRCISTVRBQNBMU-UHFFFAOYSA-N,O=CC(CCNc1ccc(S(=O)O)cc1)OC1=CCCC(C(F)(F)F)=C1Cl,C=CCC1=COC(C=O)(CC=C)CC1,C=CCC1=COC(CC=C)(C(O)C(=O)C(CCNc2ccc(S(=O)O)cc2)OC2=CCCC(C(F)(F)F)=C2Cl)CC1,aliph-carbo,False,True,,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0010/xyz_prod/prod_QBZUUNTVVUCABT-UHFFFAOYSA-N__YRCISTVRBQNBMU-UHFFFAOYSA-N.xyz,-128.170864290796,-9.6994,-7.9739,1.7255,6.8383,0.9853,-3.9118,2.9265,2.614416,12.038,0.208728,-0.329447,0.082554,-0.442828,0.311832,1.878621,0.95864,1.008696,0.045967,0.000103,0.023035,0.045864,-0.002741,-0.002297,-0.002519,-0.000444,58.1159,79.712,78.468,8.0745,4.8954,11.5153,864.9171,20.7878,3.966,58.1599,-166.5675,,,,,,,,,,,,,,,,,-86.012706143461,-41.714131453,-127.744525915853,-11.0996,-2171.416235439466,-617.06744684975,-2788.479681771289,2.5104
FOHPBABQIGOBJO-HXFLIBJXSA-N__FBPNUZLMODFKHD-UHFFFAOYSA-N,FOHPBABQIGOBJO-HXFLIBJXSA-N,FBPNUZLMODFKHD-UHFFFAOYSA-N,C[C@](O)(C=O)[C@@](C)(O)[C@H](O)[C@](C)(O)CO,Cc1c(C=O)c(C)c(OS(=O)(=O)F)c(C)c1CS(=O)(=O)Cl,Cc1c(CS(=O)(=O)Cl)c(C)c(C(O)C(=O)C(C)(O)C(C)(O)C(O)C(C)(O)CO)c(C)c1OS(=O)(=O)F,aliph-carbo,False,True,,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0010/xyz_prod/prod_FOHPBABQIGOBJO-HXFLIBJXSA-N__FBPNUZLMODFKHD-UHFFFAOYSA-N.xyz,-122.789460951163,-10.9836,-7.966,3.0176,7.9147,0.9997,-4.4572,3.4575,2.872976,5.644,0.211846,-0.360484,0.100318,-0.436452,0.326938,1.83519,0.946849,1.003577,0.051931,0.010327,0.031129,0.041604,-0.003311,0.004352,0.00052,-0.007663,47.6674,84.453,78.4971,7.7064,3.7083,9.2676,701.2309,21.2338,3.8302,63.1925,139.1419,,,,,,,,,,,,,,,,,-52.634357558145,-69.771842183835,-122.427036563886,-13.0753,-804.936956103252,-2234.031079121955,-3038.967867516891,0.1052
FBPNUZLMODFKHD-UHFFFAOYSA-N__FOHPBABQIGOBJO-HXFLIBJXSA-N,FBPNUZLMODFKHD-UHFFFAOYSA-N,FOHPBABQIGOBJO-HXFLIBJXSA-N,Cc1c(C=O)c(C)c(OS(=O)(=O)F)c(C)c1CS(=O)(=O)Cl,C[C@](O)(C=O)[C@@](C)(O)[C@H](O)[C@](C)(O)CO,Cc1c(CS(=O)(=O)Cl)c(C)c(C(=O)C(O)C(C)(O)C(C)(O)C(O)C(C)(O)CO)c(C)c1OS(=O)(=O)F,aliph-carbo,False,True,,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0010/xyz_prod/prod_FBPNUZLMODFKHD-UHFFFAOYSA-N__FOHPBABQIGOBJO-HXFLIBJXSA-N.xyz,-122.79697547715,-10.7668,-8.2187,2.5481,7.8833,1.2654,-4.57435,3.30895,3.16183,2.923,0.235859,-0.348476,0.06907,-0.445634,0.323976,1.83645,0.969025,1.00232,0.042851,0.004115,0.023483,0.038736,-0.001803,0.003137,0.000667,-0.00494,48.1842,78.4203,85.0179,8.4355,2.6577,8.109,656.972,21.999,2.174,111.3276,22.126,,,,,,,,,,,,,,,,,-69.771842183835,-52.634357558145,-122.42535283485,-12.0187,-2234.031079121955,-804.936956103252,-3038.967896315933,0.0872
BOZHGDPBRDLSNG-UHFFFAOYSA-N__NHKHRHHQGUBSGS-OYUWMTPXSA-N,BOZHGDPBRDLSNG-UHFFFAOYSA-N,NHKHRHHQGUBSGS-OYUWMTPXSA-N,CN(CCCN)CCN(C)CCCNCC=O,Cc1ccc(-c2ccc(CO[C@@H]3CC[C@@H](N4CCCCC4)[C@@H]3CCC=O)cc2)cc1,Cc1ccc(-c2ccc(COC3CCC(N4CCCCC4)C3CCC(O)C(=O)CNCCCN(C)CCN(C)CCCN)cc2)cc1,aliph-carbo,False,True,,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0010/xyz_prod/prod_BOZHGDPBRDLSNG-UHFFFAOYSA-N__NHKHRHHQGUBSGS-OYUWMTPXSA-N.xyz,-142.471629394856,-9.0435,-7.0672,1.9763,5.7947,0.2181,-3.0064,2.7883,1.62078,4.459,0.20833,-0.364654,0.086164,-0.443822,0.293038,1.852803,0.957928,0.995382,0.065353,0.002383,0.033868,0.06297,-0.002346,0.00014,-0.001103,-0.002486,56.769,68.6498,64.0229,8.4022,4.9785,16.6371,1122.5408,19.5603,3.9804,57.9648,-164.6645,,,,,,,,,,,,,,,,,-55.367398693887,-86.278387257437,-141.660247054194,-9.0745,-767.905596312871,-1254.607464700258,-2022.501372270473,7.3348
NHKHRHHQGUBSGS-OYUWMTPXSA-N__BOZHGDPBRDLSNG-UHFFFAOYSA-N,NHKHRHHQGUBSGS-OYUWMTPXSA-N,BOZHGDPBRDLSNG-UHFFFAOYSA-N,Cc1ccc(-c2ccc(CO[C@@H]3CC[C@@H](N4CCCCC4)[C@@H]3CCC=O)cc2)cc1,CN(CCCN)CCN(C)CCCNCC=O,Cc1ccc(-c2ccc(COC3CCC(N4CCCCC4)C3CCC(=O)C(O)CNCCCN(C)CCN(C)CCCN)cc2)cc1,aliph-carbo,False,True,,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0010/xyz_prod/prod_NHKHRHHQGUBSGS-OYUWMTPXSA-N__BOZHGDPBRDLSNG-UHFFFAOYSA-N.xyz,-142.474134863785,-8.986,-6.9919,1.9941,5.8654,0.1914,-3.0284,2.837,1.616356,5.884,0.227943,-0.370424,0.089938,-0.447733,0.313221,1.833474,0.966433,1.009643,0.06487,-0.001839,0.031516,0.066709,-0.002529,-0.001425,-0.001977,-0.001104,60.164,69.1862,68.004,5.469,2.1296,15.7903,1116.6202,19.8194,2.0147,117.5377,-6.009,,,,,,,,,,,,,,,,,-86.278387257437,-55.367398693887,-141.663540087194,-11.1409,-1254.607464700258,-767.905596312871,-2022.505511162793,4.7376
AKYQNKFCBYNIMA-UHFFFAOYSA-N__GOTVZLCAAOTCQW-UHFFFAOYSA-N,AKYQNKFCBYNIMA-UHFFFAOYSA-N,GOTVZLCAAOTCQW-UHFFFAOYSA-N,O=CC(C(=O)O)N(CCN(CC(=O)O)CC(=O)O)CC(=O)O,CC(C=O)c1ccccc1C1(C(C)C)OOC(c2ccccc2)(C(F)(F)F)O1,CC(c1ccccc1C1(C(C)C)OOC(c2ccccc2)(C(F)(F)F)O1)C(O)C(=O)C(C(=O)O)N(CCN(CC(=O)O)CC(=O)O)CC(=O)O,aliph-carbo,False,True,,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0010/xyz_prod/prod_AKYQNKFCBYNIMA-UHFFFAOYSA-N__GOTVZLCAAOTCQW-UHFFFAOYSA-N.xyz,-160.29508962265,-9.9173,-7.5832,2.3341,7.0835,0.7831,-3.9333,3.1502,2.455534,3.039,0.22203,-0.345194,0.085019,-0.438458,0.312868,1.864139,0.964805,1.003263,0.044945,0.00052,0.022732,0.044425,-0.001587,0.004363,0.001388,-0.00595,52.2985,76.7873,80.5191,9.2226,3.6197,11.3244,898.4604,21.0866,2.1682,112.7153,34.8618,,,,,,,,,,,,,,,,,-74.012411514727,-85.78790297948,-159.81465872482,-9.0011,-1215.268975246432,-1412.996326712298,-2628.258076482224,4.5341
GOTVZLCAAOTCQW-UHFFFAOYSA-N__AKYQNKFCBYNIMA-UHFFFAOYSA-N,GOTVZLCAAOTCQW-UHFFFAOYSA-N,AKYQNKFCBYNIMA-UHFFFAOYSA-N,CC(C=O)c1ccccc1C1(C(C)C)OOC(c2ccccc2)(C(F)(F)F)O1,O=CC(C(=O)O)N(CCN(CC(=O)O)CC(=O)O)CC(=O)O,CC(C(=O)C(O)C(C(=O)O)N(CCN(CC(=O)O)CC(=O)O)CC(=O)O)c1ccccc1C1(C(C)C)OOC(c2ccccc2)(C(F)(F)F)O1,aliph-carbo,False,True,,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0010/xyz_prod/prod_GOTVZLCAAOTCQW-UHFFFAOYSA-N__AKYQNKFCBYNIMA-UHFFFAOYSA-N.xyz,-160.298525268959,-9.9214,-7.2013,2.7201,7.0663,0.6455,-3.8559,3.2104,2.315594,6.707,0.229332,-0.349326,0.089647,-0.44446,0.316807,1.855293,0.958625,1.006347,0.036648,0.004867,0.020757,0.031781,-0.002826,0.002375,-0.000226,-0.005201,71.3755,76.4757,77.4949,11.421,3.733,11.8274,931.2511,20.7482,4.1473,43.8474,154.5322,,,,,,,,,,,,,,,,,-85.78790297948,-74.012411514727,-159.818192499063,-11.2186,-1412.996326712298,-1215.268975246432,-2628.261244004417,2.5464
JCCIWHOBMXZBSS-UHFFFAOYSA-N__HFFLGKNGCAIQMO-UHFFFAOYSA-N,JCCIWHOBMXZBSS-UHFFFAOYSA-N,HFFLGKNGCAIQMO-UHFFFAOYSA-N,NNC(=O)C1=Cc2ccc(F)cc2/S1=C(/CC=O)C(F)(F)F,O=CC(Cl)(Cl)Cl,NNC(=O)C1=Cc2ccc(F)cc2S1=C(CC(=O)C(O)C(Cl)(Cl)Cl)C(F)(F)F,aliph-carbo,False,True,,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0011/xyz_prod/prod_JCCIWHOBMXZBSS-UHFFFAOYSA-N__HFFLGKNGCAIQMO-UHFFFAOYSA-N.xyz,-91.493729034071,-10.0581,-8.5297,1.5284,7.4951,1.6861,-4.5906,2.9045,3.627751,3.68,0.232471,-0.352032,0.096741,-0.409964,0.323504,1.798924,0.936997,1.031211,0.039629,0.010361,0.024995,0.029268,-0.012115,-0.005472,-0.008794,-0.006643,37.2176,76.7931,70.7271,5.9724,3.9679,6.8439,586.6963,20.9039,4.2942,32.2851,174.5033,,,,,,,,,,,,,,,,,-68.852945726302,-22.48109419672,-91.360272382258,-16.4611,-1558.812213949786,-1532.618198530385,-3091.426467080125,2.4758
HFFLGKNGCAIQMO-UHFFFAOYSA-N__JCCIWHOBMXZBSS-UHFFFAOYSA-N,HFFLGKNGCAIQMO-UHFFFAOYSA-N,JCCIWHOBMXZBSS-UHFFFAOYSA-N,O=CC(Cl)(Cl)Cl,NNC(=O)C1=Cc2ccc(F)cc2/S1=C(/CC=O)C(F)(F)F,NNC(=O)C1=Cc2ccc(F)cc2S1=C(CC(O)C(=O)C(Cl)(Cl)Cl)C(F)(F)F,aliph-carbo,False,True,,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0011/xyz_prod/prod_HFFLGKNGCAIQMO-UHFFFAOYSA-N__JCCIWHOBMXZBSS-UHFFFAOYSA-N.xyz,-91.49378473389,-10.4688,-8.7312,1.7376,7.7749,1.9921,-4.8835,2.8914,4.124053,3.953,0.210736,-0.307723,0.086551,-0.414907,0.32326,1.84765,0.992442,1.010698,0.048034,0.009977,0.029006,0.038057,-0.008776,0.002405,-0.003186,-0.011181,50.0576,71.6863,78.8075,10.0418,3.033,7.1861,580.7656,20.8277,2.1843,109.3912,16.9316,,,,,,,,,,,,,,,,,-22.48109419672,-68.852945726302,-91.357994601168,-15.0318,-1532.618198530385,-1558.812213949786,-3091.424982620028,3.4073
MFTXIWJAKACWDM-UHFFFAOYSA-N__AKFKKUJDPAUTAW-UHFFFAOYSA-N,MFTXIWJAKACWDM-UHFFFAOYSA-N,AKFKKUJDPAUTAW-UHFFFAOYSA-N,O=Cc1ccc(C=C2SC(=S)N(c3ccc(Cl)c(C(F)(F)F)c3)C2=O)cc1,O=CC12C=CC=C([N+](=O)[O-])C1(F)O2,O=C(c1ccc(C=C2SC(=S)N(c3ccc(Cl)c(C(F)(F)F)c3)C2=O)cc1)C(O)C12C=CC=C([N+](=O)[O-])C1(F)O2,aliph-carbo,False,True,,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0011/xyz_prod/prod_MFTXIWJAKACWDM-UHFFFAOYSA-N__AKFKKUJDPAUTAW-UHFFFAOYSA-N.xyz,-120.250435833361,-10.6563,-9.6693,0.987,8.0197,3.2389,-5.6293,2.3904,6.628392,9.524,0.212018,-0.357511,0.090851,-0.43683,0.32806,1.797966,0.941037,1.023436,0.011608,0.005925,0.008766,0.005683,-0.002506,0.002368,-6.9e-05,-0.004874,41.4636,68.552,70.8029,8.0514,2.0991,15.0613,787.9934,21.2076,1.9989,117.1846,10.5055,,,,,,,,,,,,,,,,,-79.296907365051,-40.72865452477,-120.049429607468,-14.9772,-2452.614562768117,-724.5102917651,-3177.12160450163,2.0394
AKFKKUJDPAUTAW-UHFFFAOYSA-N__MFTXIWJAKACWDM-UHFFFAOYSA-N,AKFKKUJDPAUTAW-UHFFFAOYSA-N,MFTXIWJAKACWDM-UHFFFAOYSA-N,O=CC12C=CC=C([N+](=O)[O-])C1(F)O2,O=Cc1ccc(C=C2SC(=S)N(c3ccc(Cl)c(C(F)(F)F)c3)C2=O)cc1,O=C1C(=Cc2ccc(C(O)C(=O)C34C=CC=C([N+](=O)[O-])C3(F)O4)cc2)SC(=S)N1c1ccc(Cl)c(C(F)(F)F)c1,aliph-carbo,False,True,,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0011/xyz_prod/prod_AKFKKUJDPAUTAW-UHFFFAOYSA-N__MFTXIWJAKACWDM-UHFFFAOYSA-N.xyz,-120.245290488292,-10.5269,-10.0141,0.5128,7.9191,3.2127,-5.5659,2.3532,6.582365,3.049,0.211392,-0.33679,0.099236,-0.423619,0.317514,1.834022,0.971809,1.011725,0.004876,0.003304,0.00409,0.001572,-0.002059,0.000407,-0.000826,-0.002466,36.3205,72.126,69.814,8.4265,2.3004,16.063,788.5032,21.1997,2.1233,113.5812,-9.7481,,,,,,,,,,,,,,,,,-40.72865452477,-79.296907365051,-120.043706894918,-11.3862,-724.5102917651,-2452.614562768117,-3177.116653822312,5.146
LSAXXPJBSLNBBZ-UHFFFAOYSA-N__WWKMSEXGFDPZSX-UHFFFAOYSA-N,LSAXXPJBSLNBBZ-UHFFFAOYSA-N,WWKMSEXGFDPZSX-UHFFFAOYSA-N,NC1NC(=O)C2NC(C=O)CN=C2N1,O=CC1CCC(C2CCC(C3CC=C(c4cc(F)c(F)c(F)c4)CC3)CC2)OC1,NC1NC(=O)C2NC(C(=O)C(O)C3CCC(C4CCC(C5CC=C(c6cc(F)c(F)c(F)c6)CC5)CC4)OC3)CN=C2N1,aliph-carbo,False,True,,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0011/xyz_prod/prod_LSAXXPJBSLNBBZ-UHFFFAOYSA-N__WWKMSEXGFDPZSX-UHFFFAOYSA-N.xyz,-131.913775823198,-9.2987,-7.3235,1.9752,6.5694,0.7261,-3.64775,2.92165,2.277152,13.282,0.220139,-0.361575,0.089459,-0.442275,0.298331,1.829262,0.962777,0.996096,0.044748,0.00467,0.024709,0.040078,-0.002372,-0.002199,-0.002286,-0.000173,56.2585,73.2092,70.4331,11.1765,2.163,18.3724,888.9151,19.69,4.3016,33.1234,169.0691,,,,,,,,,,,,,,,,,-43.218159114508,-88.146989734236,-131.375262986992,-6.3467,-697.476093553258,-1381.598351909249,-2079.0620377272194,7.786
WWKMSEXGFDPZSX-UHFFFAOYSA-N__LSAXXPJBSLNBBZ-UHFFFAOYSA-N,WWKMSEXGFDPZSX-UHFFFAOYSA-N,LSAXXPJBSLNBBZ-UHFFFAOYSA-N,O=CC1CCC(C2CCC(C3CC=C(c4cc(F)c(F)c(F)c4)CC3)CC2)OC1,NC1NC(=O)C2NC(C=O)CN=C2N1,NC1NC(=O)C2NC(C(O)C(=O)C3CCC(C4CCC(C5CC=C(c6cc(F)c(F)c(F)c6)CC5)CC4)OC3)CN=C2N1,aliph-carbo,False,True,,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0011/xyz_prod/prod_WWKMSEXGFDPZSX-UHFFFAOYSA-N__LSAXXPJBSLNBBZ-UHFFFAOYSA-N.xyz,-131.917883774828,-9.9522,-7.3634,2.5888,6.9085,0.7895,-3.849,3.0595,2.421115,8.73,0.20435,-0.368548,0.086151,-0.44692,0.316952,1.820142,0.980784,1.013755,0.05445,0.003857,0.029153,0.050593,-0.00285,0.001585,-0.000633,-0.004435,51.3796,73.533,76.6737,8.9948,2.807,16.9091,879.0153,19.7732,2.0694,115.3989,-16.2861,,,,,,,,,,,,,,,,,-88.146989734236,-43.218159114508,-131.374325956962,-5.7587,-1381.598351909249,-697.476093553258,-2079.069884638076,2.862
HQQFMTARTALSCK-UHFFFAOYSA-N__VASFSHSYJIDJMO-ONGXEEELSA-N,HQQFMTARTALSCK-UHFFFAOYSA-N,VASFSHSYJIDJMO-ONGXEEELSA-N,CN1CCNc2cc(C(C)(F)F)c(C3=CNC(C=O)C=C3)cc21,CC(C)=CC1=C[C@H](C)C[C@H]1C=O,CC(C)=CC1=CC(C)CC1C(O)C(=O)C1C=CC(c2cc3c(cc2C(C)(F)F)NCCN3C)=CN1,aliph-carbo,False,True,,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0011/xyz_prod/prod_HQQFMTARTALSCK-UHFFFAOYSA-N__VASFSHSYJIDJMO-ONGXEEELSA-N.xyz,-104.168246753192,-8.9616,-7.1706,1.791,5.9951,0.004,-2.99955,2.99555,1.501778,7.72,0.205145,-0.379935,0.092255,-0.445425,0.311056,1.819552,0.972815,1.007741,0.04712,0.005627,0.026374,0.041493,-0.002082,0.000267,-0.000908,-0.002349,82.7659,79.1453,72.2768,5.4402,2.8366,8.3929,734.1691,20.4247,2.0427,116.3069,-7.539,,,,,,,,,,,,,,,,,-68.134132071518,-35.55605539945,-103.709616207094,-12.1917,-1098.159042935408,-503.765336596052,-1601.924017225168,0.2274
VASFSHSYJIDJMO-ONGXEEELSA-N__HQQFMTARTALSCK-UHFFFAOYSA-N,VASFSHSYJIDJMO-ONGXEEELSA-N,HQQFMTARTALSCK-UHFFFAOYSA-N,CC(C)=CC1=C[C@H](C)C[C@H]1C=O,CN1CCNc2cc(C(C)(F)F)c(C3=CNC(C=O)C=C3)cc21,CC(C)=CC1=CC(C)CC1C(=O)C(O)C1C=CC(c2cc3c(cc2C(C)(F)F)NCCN3C)=CN1,aliph-carbo,False,True,,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0011/xyz_prod/prod_VASFSHSYJIDJMO-ONGXEEELSA-N__HQQFMTARTALSCK-UHFFFAOYSA-N.xyz,-104.1738894898,-8.8755,-6.6216,2.2539,5.8599,-0.2731,-2.7934,3.0665,1.272311,7.844,0.215999,-0.392019,0.07693,-0.449742,0.309312,1.789385,0.994428,1.004026,0.037794,0.003109,0.020452,0.034685,-0.003144,0.006629,0.001743,-0.009773,86.6767,78.627,76.488,10.564,2.6212,9.6476,720.3001,20.6459,2.1121,114.6781,25.5951,,,,,,,,,,,,,,,,,-35.55605539945,-68.134132071518,-103.71180247427,-13.5636,-503.765336596052,-1098.159042935408,-1601.923368901321,0.6342
YRVQPOVHEZAYEH-UHFFFAOYSA-N__AOQXFHPQRITEKN-UHFFFAOYSA-N,YRVQPOVHEZAYEH-UHFFFAOYSA-N,AOQXFHPQRITEKN-UHFFFAOYSA-N,CS(C)(F)CC(CC#N)C(C#N)C=O,CN(C=O)C(C=O)CN1c2ccccc2Sc2ccccc21,CN(C=O)C(CN1c2ccccc2Sc2ccccc21)C(O)C(=O)C(C#N)C(CC#N)CS(C)(C)F,aliph-carbo,False,True,,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0011/xyz_prod/prod_YRVQPOVHEZAYEH-UHFFFAOYSA-N__AOQXFHPQRITEKN-UHFFFAOYSA-N.xyz,-105.476352326909,-9.0338,-7.4804,1.5534,6.1442,0.5008,-3.3225,2.8217,1.956091,12.556,0.287293,-0.547153,0.098456,-0.450836,0.324566,1.536654,0.931076,1.011161,-0.001487,0.000304,-0.000592,-0.001791,-0.000786,0.005554,0.002384,-0.00634,90.5929,82.0193,78.1099,9.8256,2.7339,8.4039,700.9902,21.9436,2.0198,119.6799,-35.4143,,,,,,,,,,,,,,,,,-43.529999969393,-61.572573840108,-105.120697160561,-11.3726,-1033.34992212936,-1315.359627831681,-2348.721347859055,-7.4033
AOQXFHPQRITEKN-UHFFFAOYSA-N__YRVQPOVHEZAYEH-UHFFFAOYSA-N,AOQXFHPQRITEKN-UHFFFAOYSA-N,YRVQPOVHEZAYEH-UHFFFAOYSA-N,CN(C=O)C(C=O)CN1c2ccccc2Sc2ccccc21,CS(C)(F)CC(CC#N)C(C#N)C=O,CN(C=O)C(CN1c2ccccc2Sc2ccccc21)C(=O)C(O)C(C#N)C(CC#N)CS(C)(C)F,aliph-carbo,False,True,,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0011/xyz_prod/prod_AOQXFHPQRITEKN-UHFFFAOYSA-N__YRVQPOVHEZAYEH-UHFFFAOYSA-N.xyz,-105.479521585891,-9.2696,-8.1072,1.1624,6.4228,0.5685,-3.49565,2.92715,2.087281,8.865,0.213833,-0.342632,0.095129,-0.419897,0.304381,1.872638,0.936999,0.998188,0.069502,0.000335,0.034918,0.069167,-0.003276,-0.001148,-0.002212,-0.002128,44.309,77.1507,81.3624,6.9719,2.9068,8.3065,679.5597,22.3131,2.6399,98.9145,-71.2001,,,,,,,,,,,,,,,,,-61.572573840108,-43.529999969393,-105.107406210515,-3.0324,-1315.359627831681,-1033.34992212936,-2348.709350872174,0.1249
CZZNMNMZPLJFSO-UHFFFAOYSA-N__YDWBNYBLXSTQDZ-PHSHQRSZSA-N,CZZNMNMZPLJFSO-UHFFFAOYSA-N,YDWBNYBLXSTQDZ-PHSHQRSZSA-N,COc1cc2cc3c(c(-c4cc5c(cc4C=O)OCO5)c2cc1OC)COC3=O,C=CC(C=O)/C=C\C(F)=C(/C)[N+](=O)[O-],C=CC(C=CC(F)=C(C)[N+](=O)[O-])C(O)C(=O)c1cc2c(cc1-c1c3c(cc4cc(OC)c(OC)cc14)C(=O)OC3)OCO2,aliph-carbo,False,True,,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0011/xyz_prod/prod_CZZNMNMZPLJFSO-UHFFFAOYSA-N__YDWBNYBLXSTQDZ-PHSHQRSZSA-N.xyz,-127.843135454732,-10.7592,-9.0991,1.6601,7.5444,2.2286,-4.8865,2.6579,4.49187,11.521,0.215044,-0.361133,0.097775,-0.433493,0.3207,1.80918,0.954666,1.024673,0.020927,-0.001176,0.009876,0.022103,-0.000587,0.001644,0.000529,-0.002231,48.5691,78.9269,79.0923,9.8976,3.5607,8.1589,808.6225,21.4899,2.096,112.613,23.1765,,,,,,,,,,,,,,,,,-83.527316515887,-43.924586973841,-127.475878283283,-15.0444,-1374.360499401172,-728.99795342771,-2103.358393698992,0.0371
YDWBNYBLXSTQDZ-PHSHQRSZSA-N__CZZNMNMZPLJFSO-UHFFFAOYSA-N,YDWBNYBLXSTQDZ-PHSHQRSZSA-N,CZZNMNMZPLJFSO-UHFFFAOYSA-N,C=CC(C=O)/C=C\C(F)=C(/C)[N+](=O)[O-],COc1cc2cc3c(c(-c4cc5c(cc4C=O)OCO5)c2cc1OC)COC3=O,C=CC(C=CC(F)=C(C)[N+](=O)[O-])C(=O)C(O)c1cc2c(cc1-c1c3c(cc4cc(OC)c(OC)cc14)C(=O)OC3)OCO2,aliph-carbo,False,True,,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0011/xyz_prod/prod_YDWBNYBLXSTQDZ-PHSHQRSZSA-N__CZZNMNMZPLJFSO-UHFFFAOYSA-N.xyz,-127.854965305354,-10.5549,-9.4494,1.1055,7.3904,2.2868,-4.8386,2.5518,4.58736,7.496,0.228743,-0.334943,0.092826,-0.43531,0.317951,1.863478,0.958443,1.004467,0.011787,-0.000805,0.005491,0.012592,-0.000872,-0.00065,-0.000761,-0.000222,40.3111,74.7933,77.5467,8.2799,2.6806,10.3416,729.0446,22.5815,2.1215,114.0944,6.3545,,,,,,,,,,,,,,,,,-43.924586973841,-83.527316515887,-127.477519073678,-16.074,-728.99795342771,-1374.360499401172,-2103.365344825481,-4.3248
