id,donor_id,acceptor_id,pair_key,reaction_type,round,donor_smiles,acceptor_smiles,smiles,dG_xtb_kcal,dG_gxtb_kcal,dG_orca_kcal,donor_G_xtb,donor_G_gxtb,donor_xtb_energy,donor_xtb_HOMO,donor_xtb_LUMO,donor_xtb_gap,donor_xtb_IP,donor_xtb_EA,donor_xtb_mu,donor_xtb_eta,donor_xtb_omega,donor_xtb_dipole,donor_mulliken_CHO_C,donor_mulliken_CHO_O,donor_fukui_plus_CHO_C,donor_fukui_minus_CHO_C,donor_fukui_0_CHO_C,donor_dual_descriptor_CHO_C,donor_wbo_CO,donor_pa_CHO_O,donor_vbur_CHO_C,donor_sterimol_L,donor_sterimol_B1,donor_sterimol_B5,donor_SASA_total,donor_P_int,donor_bde_gxtb_kcal,acceptor_G_xtb,acceptor_G_gxtb,acceptor_xtb_energy,acceptor_xtb_HOMO,acceptor_xtb_LUMO,acceptor_xtb_gap,acceptor_xtb_IP,acceptor_xtb_EA,acceptor_xtb_mu,acceptor_xtb_eta,acceptor_xtb_omega,acceptor_xtb_dipole,acceptor_mulliken_CHO_C,acceptor_mulliken_CHO_O,acceptor_fukui_plus_CHO_C,acceptor_fukui_minus_CHO_C,acceptor_fukui_0_CHO_C,acceptor_dual_descriptor_CHO_C,acceptor_wbo_CO,acceptor_pa_CHO_O,acceptor_vbur_CHO_C,acceptor_sterimol_L,acceptor_sterimol_B1,acceptor_sterimol_B5,acceptor_SASA_total,acceptor_P_int,acceptor_bde_gxtb_kcal,xtb_energy,xtb_HOMO,xtb_LUMO,xtb_gap,xtb_IP,xtb_EA,xtb_mu,xtb_eta,xtb_omega,xtb_dipole,mulliken_ketC,mulliken_ketO,mulliken_carbC,mulliken_hydO,mulliken_hydH,wbo_CO_ket,wbo_CC_new,wbo_CO_carb,fukui_plus_ketC,fukui_minus_ketC,fukui_0_ketC,dual_ketC,fukui_plus_carbC,fukui_minus_carbC,fukui_0_carbC,dual_carbC,pa_ketO,vbur_ketC,vbur_carbC,sterimol_L,sterimol_B1,sterimol_B5,SASA_total,P_int,hb_dist,hb_angle,dih_core,bde_gxtb_kcal,donor_MW,donor_LogP,donor_TPSA,donor_HBD,donor_HBA,donor_RotBonds,donor_ArRings,donor_ArHetRings,donor_AlRings,donor_Rings,donor_Heteroatoms,donor_FractionCSP3,donor_BertzCT,donor_Kappa2,donor_NumStereocenters,donor_n_CHO,acceptor_MW,acceptor_LogP,acceptor_TPSA,acceptor_HBD,acceptor_HBA,acceptor_RotBonds,acceptor_ArRings,acceptor_ArHetRings,acceptor_AlRings,acceptor_Rings,acceptor_Heteroatoms,acceptor_FractionCSP3,acceptor_BertzCT,acceptor_Kappa2,acceptor_NumStereocenters,acceptor_n_CHO,product_MW,product_LogP,product_TPSA,product_HBD,product_HBA,product_RotBonds,product_ArRings,product_ArHetRings,product_AlRings,product_Rings,product_Heteroatoms,product_FractionCSP3,product_BertzCT,product_Kappa2,product_NumStereocenters,product_n_CHO,interaction_gap_HOMOd_LUMOa,interaction_fukui_match,interaction_absdiff_xtb_gap,interaction_absdiff_xtb_dipole,interaction_absdiff_sterimol_L,interaction_absdiff_sterimol_B1,interaction_absdiff_sterimol_B5,interaction_absdiff_SASA_total,interaction_absdiff_MW,interaction_absdiff_TPSA
HVLHVNIQXNNWNH-UHFFFAOYSA-N__USUMJKDFXOSIPG-UHFFFAOYSA-N,HVLHVNIQXNNWNH-UHFFFAOYSA-N,USUMJKDFXOSIPG-UHFFFAOYSA-N,HVLHVNIQXNNWNH-UHFFFAOYSA-N__USUMJKDFXOSIPG-UHFFFAOYSA-N,aliph-carbo,round2,O=CC(OP(=O)(O)O)C(O)(O)OP(=O)(O)O,CC1=C=CN2C(=C1)CCC(C)C=CC2=NC(C=O)C(=O)c1ccccc1OC(F)(F)F,CC1=C=CN2C(=C1)CCC(C)C=CC2=NC(C(=O)c1ccccc1OC(F)(F)F)C(O)C(=O)C(OP(=O)(O)O)C(O)(O)OP(=O)(O)O,-8.4672,-15.6922,-3.649246442485269,-60.56541516361,-1629.625735686791,-60.598228018443,-11.3497,-7.7285,3.6212,9.1239,-1.3072,-3.90835,5.21555,1.46439,3.54,0.202905,-0.261384,0.157685,0.01303,0.085358,0.144655,1.964267,41.4755,49.7129,7.7254,2.1204,5.0117,376.6708,18.9879,65.07,-91.798389658499,-1523.442971688103,-92.088656292389,-9.059,-8.3044,0.7546,6.7733,1.4714,-4.12235,2.65095,3.205223,8.087,0.206446,-0.311589,0.00552,-3.2e-05,0.002744,0.005552,1.928956,57.6186,53.5455,8.8133,2.6817,8.9884,660.5381,20.0329,79.901,-152.752701304871,-9.1565,-8.3885,0.768,6.7826,1.7338,-4.2582,2.5244,3.591401,8.566,0.211227,-0.343365,0.090563,-0.437112,0.319216,1.821229,0.98327,1.032983,0.032346,0.001632,0.016989,0.030714,-0.000689,4e-05,-0.000325,-0.000729,54.7624,79.7999,78.097,9.7589,3.3364,9.9663,770.6407,22.9487,3.79,69.425,174.185,53.748,282.034,-2.5891,191.05,6,7,6,0,0,0,0,13,0.666667,335.138838,4.982228,1,1,430.426,4.9784,58.97,0,4,5,1,0,2,3,8,0.304348,1030.747448,9.18322,2,1,712.46,1.9351,253.18,7,11,12,1,0,2,3,21,0.384615,1638.646386,14.455705,4,0,-3.045300000000001,7.19256e-05,2.8666,4.547,1.0879000000000003,0.5613000000000001,3.9767,283.8673,148.392,132.08
USUMJKDFXOSIPG-UHFFFAOYSA-N__HVLHVNIQXNNWNH-UHFFFAOYSA-N,USUMJKDFXOSIPG-UHFFFAOYSA-N,HVLHVNIQXNNWNH-UHFFFAOYSA-N,HVLHVNIQXNNWNH-UHFFFAOYSA-N__USUMJKDFXOSIPG-UHFFFAOYSA-N,aliph-carbo,round2,CC1=C=CN2C(=C1)CCC(C)C=CC2=NC(C=O)C(=O)c1ccccc1OC(F)(F)F,O=CC(OP(=O)(O)O)C(O)(O)OP(=O)(O)O,CC1=C=CN2C(=C1)CCC(C)C=CC2=NC(C(=O)c1ccccc1OC(F)(F)F)C(=O)C(O)C(OP(=O)(O)O)C(O)(O)OP(=O)(O)O,-11.9057,-7.9305,-3.121394584270376,-91.798389658499,-1523.442971688103,-92.088656292389,-9.059,-8.3044,0.7546,6.7733,1.4714,-4.12235,2.65095,3.205223,8.087,0.206446,-0.311589,0.00552,-3.2e-05,0.002744,0.005552,1.928956,57.6186,53.5455,8.8133,2.6817,8.9884,660.5381,20.0329,79.901,-60.56541516361,-1629.625735686791,-60.598228018443,-11.3497,-7.7285,3.6212,9.1239,-1.3072,-3.90835,5.21555,1.46439,3.54,0.202905,-0.261384,0.157685,0.01303,0.085358,0.144655,1.964267,41.4755,49.7129,7.7254,2.1204,5.0117,376.6708,18.9879,65.07,-152.760590099523,-8.6803,-7.851,0.8293,6.4492,1.0898,-3.7695,2.6797,2.651254,6.494,0.230964,-0.324604,0.085636,-0.424787,0.353254,1.876503,0.944824,1.014111,0.014178,0.007145,0.010662,0.007033,-0.004575,0.000267,-0.002154,-0.004842,67.1017,90.0578,78.924,6.9737,3.7212,7.9487,768.8435,22.8995,4.2252,35.397,147.8876,36.685,430.426,4.9784,58.97,0,4,5,1,0,2,3,8,0.304348,1030.747448,9.18322,2,1,282.034,-2.5891,191.05,6,7,6,0,0,0,0,13,0.666667,335.138838,4.982228,1,1,712.46,1.9351,253.18,7,11,12,1,0,2,3,21,0.384615,1638.646386,14.455705,4,0,-1.330499999999999,-5.045919999999999e-06,2.8666,4.547,1.0879000000000003,0.5613000000000001,3.9767,283.8673,148.392,132.08
YEGNNABIUSELRC-UHFFFAOYSA-N__NUTGHHDRGPVBHX-UHFFFAOYSA-N,YEGNNABIUSELRC-UHFFFAOYSA-N,NUTGHHDRGPVBHX-UHFFFAOYSA-N,NUTGHHDRGPVBHX-UHFFFAOYSA-N__YEGNNABIUSELRC-UHFFFAOYSA-N,aliph-carbo,round2,O=CC12C=C(F)C=C3COCOC3C1C2,O=Cc1ccc(C2C=C(c3ccccc3)N=C(N3SCC(=O)C34C(=O)Nc3ccccc34)S2)cc1,O=C(C(O)c1ccc(C2C=C(c3ccccc3)N=C(N3SCC(=O)C34C(=O)Nc3ccccc34)S2)cc1)C12C=C(F)C=C3COCOC3C1C2,-12.5901,0.6359,4.147899256891902,-45.89036326389,-751.116871397753,-46.027602420642,-10.9278,-7.6753,3.2525,8.384,0.2406,-4.3123,4.0717,2.283559,1.419,0.206033,-0.3335,0.04211,0.000155,0.021133,0.041955,1.880615,38.4312,48.745,8.1655,2.1999,5.7272,371.2974,17.4278,93.683,-94.676219658637,-2226.370979266361,-94.959633453365,-10.0331,-8.0969,1.9362,7.0684,1.4563,-4.26235,2.80605,3.237224,6.757,0.206425,-0.338823,0.022054,0.002701,0.012377,0.019353,1.861943,59.4192,43.5077,12.1559,2.5226,8.7334,668.5497,22.8693,74.007,-141.04960261598,-9.9844,-7.9567,2.0277,6.9448,1.3022,-4.1235,2.8213,3.013372,4.398,0.214782,-0.372874,0.093753,-0.437143,0.316185,1.79714,0.960649,1.005311,0.021628,0.002624,0.012126,0.019004,-0.002266,0.00045,-0.000908,-0.002716,47.6259,73.8807,69.1909,6.8647,1.9175,13.7513,783.3174,24.1334,2.0427,116.4613,9.4119,52.133,210.204,1.3579,35.53,0,3,1,0,0,3,3,4,0.545455,374.029324,2.9952,3,1,497.601,5.0646,78.84,1,7,3,3,0,3,6,8,0.111111,1419.09872,8.550381,2,1,707.805,6.0272,117.53,2,10,5,3,0,6,9,12,0.263158,2084.726884,11.882921,6,0,-2.8308999999999997,3.41837e-06,1.3163,5.337999999999999,3.990400000000001,0.3227000000000002,3.0061999999999998,297.25230000000005,287.397,43.31
NUTGHHDRGPVBHX-UHFFFAOYSA-N__YEGNNABIUSELRC-UHFFFAOYSA-N,NUTGHHDRGPVBHX-UHFFFAOYSA-N,YEGNNABIUSELRC-UHFFFAOYSA-N,NUTGHHDRGPVBHX-UHFFFAOYSA-N__YEGNNABIUSELRC-UHFFFAOYSA-N,aliph-carbo,round2,O=Cc1ccc(C2C=C(c3ccccc3)N=C(N3SCC(=O)C34C(=O)Nc3ccccc34)S2)cc1,O=CC12C=C(F)C=C3COCOC3C1C2,O=C(c1ccc(C2C=C(c3ccccc3)N=C(N3SCC(=O)C34C(=O)Nc3ccccc34)S2)cc1)C(O)C12C=C(F)C=C3COCOC3C1C2,-7.1969,6.0289,6.473355677565164,-94.676219658637,-2226.370979266361,-94.959633453365,-10.0331,-8.0969,1.9362,7.0684,1.4563,-4.26235,2.80605,3.237224,6.757,0.206425,-0.338823,0.022054,0.002701,0.012377,0.019353,1.861943,59.4192,43.5077,12.1559,2.5226,8.7334,668.5497,22.8693,74.007,-45.89036326389,-751.116871397753,-46.027602420642,-10.9278,-7.6753,3.2525,8.384,0.2406,-4.3123,4.0717,2.283559,1.419,0.206033,-0.3335,0.04211,0.000155,0.021133,0.041955,1.880615,38.4312,48.745,8.1655,2.1999,5.7272,371.2974,17.4278,93.683,-141.038288715171,-9.9783,-8.0509,1.9274,6.8444,1.5368,-4.1906,2.6538,3.308676,6.868,0.21198,-0.37236,0.092849,-0.439489,0.315558,1.792062,0.956399,1.011171,0.029119,0.001655,0.015387,0.027464,-0.002266,-0.000808,-0.001537,-0.001458,57.1245,70.284,71.8371,6.4754,2.4287,13.2756,817.5787,24.0787,2.0686,114.5949,21.0206,59.974,497.601,5.0646,78.84,1,7,3,3,0,3,6,8,0.111111,1419.09872,8.550381,2,1,210.204,1.3579,35.53,0,3,1,0,0,3,3,4,0.545455,374.029324,2.9952,3,1,707.805,5.9683,117.53,2,10,5,3,0,6,9,12,0.263158,2084.726884,11.882921,6,0,-2.3577999999999992,0.00011373911,1.3163,5.337999999999999,3.990400000000001,0.3227000000000002,3.0061999999999998,297.25230000000005,287.397,43.31
KHEGTDKRMLKOHF-UHFFFAOYSA-N__MQPBRWATJRQKFZ-JLOHTSLTSA-N,KHEGTDKRMLKOHF-UHFFFAOYSA-N,MQPBRWATJRQKFZ-JLOHTSLTSA-N,KHEGTDKRMLKOHF-UHFFFAOYSA-N__MQPBRWATJRQKFZ-JLOHTSLTSA-N,aliph-carbo,round2,O=CC1(O)C=NC=N1,NS(=O)(=O)c1ccc(C2=CC=CC(C=O)[C@H]2O)cc1,NS(=O)(=O)c1ccc(C2=CC=CC(C(O)C(=O)C3(O)C=NC=N3)C2O)cc1,-14.9075,3.9941,0.852596291783399,-24.478809132144,-414.722416087548,-24.507148491879,-11.1979,-8.7305,2.4674,9.5447,0.6149,-5.0798,4.4649,2.889692,2.357,0.208402,-0.264807,0.050402,0.008644,0.029523,0.041758,1.973898,46.4609,49.4578,4.3079,2.3682,4.1707,250.9976,15.23,92.738,-56.671226286213,-1256.8651585044508,-56.817691749617,-10.785,-8.2496,2.5354,8.0696,1.1705,-4.62005,3.44955,3.093862,7.549,0.215069,-0.307262,0.023257,0.004545,0.013901,0.018712,1.928563,50.7385,50.6476,5.4705,2.1076,10.7548,469.8557,19.4227,78.818,-81.379183572483,-10.7253,-8.796,1.9293,7.8043,1.6488,-4.72655,3.07775,3.629319,6.537,0.22499,-0.304663,0.101964,-0.429245,0.325123,1.902206,0.95196,1.0216,0.029822,0.001601,0.015711,0.028221,-0.00145,0.002795,0.000673,-0.004245,38.0834,74.8864,74.1998,12.4358,3.4245,5.5814,582.8952,20.0164,3.8577,60.2056,140.2616,42.678,112.088,-1.0134,62.02,1,4,1,0,0,1,1,4,0.25,149.421246,1.483532,1,1,279.317,0.4632,97.46,2,4,3,1,0,1,2,6,0.153846,643.725719,5.083253,2,1,391.405,-1.0044,162.64,4,8,5,1,0,2,3,10,0.235294,966.426046,6.907751,4,0,-2.9483000000000015,0.00020103350800000001,0.06800000000000006,5.192,1.1626000000000003,0.2605999999999997,6.584099999999999,218.8581,167.229,35.43999999999999
MQPBRWATJRQKFZ-JLOHTSLTSA-N__KHEGTDKRMLKOHF-UHFFFAOYSA-N,MQPBRWATJRQKFZ-JLOHTSLTSA-N,KHEGTDKRMLKOHF-UHFFFAOYSA-N,KHEGTDKRMLKOHF-UHFFFAOYSA-N__MQPBRWATJRQKFZ-JLOHTSLTSA-N,aliph-carbo,round2,NS(=O)(=O)c1ccc(C2=CC=CC(C=O)[C@H]2O)cc1,O=CC1(O)C=NC=N1,NS(=O)(=O)c1ccc(C2=CC=CC(C(=O)C(O)C3(O)C=NC=N3)C2O)cc1,-15.9884,-0.4654,-2.9707969979207363,-56.671226286213,-1256.8651585044508,-56.817691749617,-10.785,-8.2496,2.5354,8.0696,1.1705,-4.62005,3.44955,3.093862,7.549,0.215069,-0.307262,0.023257,0.004545,0.013901,0.018712,1.928563,50.7385,50.6476,5.4705,2.1076,10.7548,469.8557,19.4227,78.818,-24.478809132144,-414.722416087548,-24.507148491879,-11.1979,-8.7305,2.4674,9.5447,0.6149,-5.0798,4.4649,2.889692,2.357,0.208402,-0.264807,0.050402,0.008644,0.029523,0.041758,1.973898,46.4609,49.4578,4.3079,2.3682,4.1707,250.9976,15.23,92.738,-81.380026840386,-10.5606,-8.6689,1.8917,7.7553,1.4521,-4.6037,3.1516,3.362428,6.923,0.221554,-0.346766,0.100033,-0.419388,0.325715,1.853419,0.965069,1.035514,-0.001997,0.004942,0.001473,-0.006939,0.005908,-0.001624,0.002142,0.007532,41.1037,79.5174,71.2658,5.3671,3.4947,10.3068,574.5651,20.0817,4.2714,34.7373,-165.9866,50.364,279.317,0.4632,97.46,2,4,3,1,0,1,2,6,0.153846,643.725719,5.083253,2,1,112.088,-1.0134,62.02,1,4,1,0,0,1,1,4,0.25,149.421246,1.483532,1,1,391.405,-1.0044,162.64,4,8,5,1,0,2,3,10,0.235294,966.426046,6.907751,4,0,-2.054500000000001,0.00022907709000000002,0.06800000000000006,5.192,1.1626000000000003,0.2605999999999997,6.584099999999999,218.8581,167.229,35.43999999999999
AWEIMGNZOWXDBS-BGPJRJDNSA-N__NFQUTFRPWQDRIQ-BJLQDIEVSA-N,AWEIMGNZOWXDBS-BGPJRJDNSA-N,NFQUTFRPWQDRIQ-BJLQDIEVSA-N,AWEIMGNZOWXDBS-BGPJRJDNSA-N__NFQUTFRPWQDRIQ-BJLQDIEVSA-N,aliph-carbo,round2,C[C@H](O)[C@@H](O)[C@@]1(O)OS(=O)(=O)O[C@@]1(O)C=O,CC(C)C[C@H](NC(=O)OCC(C)(C)Sc1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,CC(C)CC(NC(=O)OCC(C)(C)Sc1ccccc1)C(=O)NC(CC1CCNC1=O)C(O)C(=O)C1(O)OS(=O)(=O)OC1(O)C(O)C(C)O,-17.0212,-12.9823,0.9608307479553332,-57.732306186022,-1309.8024871552238,-57.829212966826,-11.7521,-7.6814,4.0707,9.5299,-0.6806,-4.42465,5.10525,1.917392,6.599,0.201397,-0.339659,0.111036,0.000959,0.055997,0.110077,1.833725,44.7022,63.2221,6.2039,2.4007,5.8065,363.2821,18.1423,80.45,-101.233754517589,-1873.798906569033,-101.666165423331,-9.6474,-6.7654,2.882,6.9735,0.0898,-3.53165,3.44185,1.811896,11.33,0.225352,-0.360791,0.017025,-0.001213,0.007906,0.018238,1.840076,101.7792,54.4942,7.6933,2.4886,12.6059,771.7981,19.9019,55.495,-159.563815900592,-9.2611,-7.2531,2.008,6.8864,0.3888,-3.6376,3.2488,2.036465,9.448,0.210027,-0.372129,0.086225,-0.434404,0.320042,1.769352,0.949238,1.005716,0.047697,-0.000783,0.023457,0.04848,-0.001167,0.000964,-0.000102,-0.002131,95.2239,82.3303,82.3594,9.2595,2.7538,10.9748,914.7754,21.6648,2.2094,107.8391,-33.7558,43.817,258.204,-3.4042,150.59,4,9,3,0,0,1,1,10,0.833333,388.803391,3.699317,4,1,477.627,2.9081,113.6,3,6,12,1,0,1,2,9,0.583333,815.577532,12.626131,3,1,735.831,-0.9503,267.35,8,15,16,1,0,2,3,19,0.666667,1460.600738,15.987085,8,0,-4.986700000000001,1.6326975e-05,1.1887000000000003,4.731,1.4893999999999998,0.08789999999999987,6.7994,408.51599999999996,219.423,36.99000000000001
NFQUTFRPWQDRIQ-BJLQDIEVSA-N__AWEIMGNZOWXDBS-BGPJRJDNSA-N,NFQUTFRPWQDRIQ-BJLQDIEVSA-N,AWEIMGNZOWXDBS-BGPJRJDNSA-N,AWEIMGNZOWXDBS-BGPJRJDNSA-N__NFQUTFRPWQDRIQ-BJLQDIEVSA-N,aliph-carbo,round2,CC(C)C[C@H](NC(=O)OCC(C)(C)Sc1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,C[C@H](O)[C@@H](O)[C@@]1(O)OS(=O)(=O)O[C@@]1(O)C=O,CC(C)CC(NC(=O)OCC(C)(C)Sc1ccccc1)C(=O)NC(CC1CCNC1=O)C(=O)C(O)C1(O)OS(=O)(=O)OC1(O)C(O)C(C)O,-18.3335,-15.6971,8.204406992406042,-101.233754517589,-1873.798906569033,-101.666165423331,-9.6474,-6.7654,2.882,6.9735,0.0898,-3.53165,3.44185,1.811896,11.33,0.225352,-0.360791,0.017025,-0.001213,0.007906,0.018238,1.840076,101.7792,54.4942,7.6933,2.4886,12.6059,771.7981,19.9019,55.495,-57.732306186022,-1309.8024871552238,-57.829212966826,-11.7521,-7.6814,4.0707,9.5299,-0.6806,-4.42465,5.10525,1.917392,6.599,0.201397,-0.339659,0.111036,0.000959,0.055997,0.110077,1.833725,44.7022,63.2221,6.2039,2.4007,5.8065,363.2821,18.1423,80.45,-159.574724369802,-9.3429,-7.5553,1.7876,6.7556,0.3227,-3.53915,3.21645,1.947113,8.138,0.221081,-0.320062,0.08899,-0.472634,0.360378,1.889542,0.945882,1.013722,0.071342,0.003392,0.037367,0.06795,-0.001882,-0.000903,-0.001393,-0.000979,97.6863,81.1988,83.1212,8.74,3.5069,11.8257,899.0846,21.5788,3.703,72.0367,-155.7489,45.12,477.627,2.9081,113.6,3,6,12,1,0,1,2,9,0.583333,815.577532,12.626131,3,1,258.204,-3.4042,150.59,4,9,3,0,0,1,1,10,0.833333,388.803391,3.699317,4,1,735.831,-0.9503,267.35,8,15,16,1,0,2,3,19,0.666667,1460.600738,15.987085,8,0,-1.9659999999999993,-0.000134686668,1.1887000000000003,4.731,1.4893999999999998,0.08789999999999987,6.7994,408.51599999999996,219.423,36.99000000000001
WDUPXMRYAWAEOV-UHFFFAOYSA-N__JVINUYVZQMLNPA-UHFFFAOYSA-N,WDUPXMRYAWAEOV-UHFFFAOYSA-N,JVINUYVZQMLNPA-UHFFFAOYSA-N,JVINUYVZQMLNPA-UHFFFAOYSA-N__WDUPXMRYAWAEOV-UHFFFAOYSA-N,aliph-carbo,round2,CN1c2cc(S(C)(=O)=O)ccc2N(CC=O)S1(=O)=O,CCCCC(C=O)(CC)OCS(C)(=O)=O,CCCCC(CC)(OCS(C)(=O)=O)C(O)C(=O)CN1c2ccc(S(C)(=O)=O)cc2N(C)S1(=O)=O,-16.3205,2.5457,10.87833030600497,-60.060907356339,-1670.149857619346,-60.187013025973,-10.9069,-7.985,2.9219,8.268,0.4959,-4.38195,3.88605,2.470566,6.55,0.205793,-0.28207,0.053527,0.002156,0.027841,0.051371,1.955467,57.6178,51.6143,5.9661,2.0238,9.4372,465.4639,19.9826,75.718,-50.871504275541,-1091.918551033923,-51.084221441198,-10.9016,-7.573,3.3286,8.3791,-1.2367,-3.5712,4.8079,1.326304,6.483,0.187877,-0.314802,0.130197,0.003208,0.066702,0.126989,1.931622,36.3246,65.0059,5.6529,2.841,7.1025,446.6365,17.8767,86.243,-111.343367246303,-10.6347,-7.6337,3.001,7.5979,0.3473,-3.9726,3.6253,2.176585,3.878,0.206965,-0.373937,0.074699,-0.447271,0.327893,1.827898,0.974443,1.021975,0.070801,0.007655,0.039228,0.063146,-0.003519,0.004446,0.000464,-0.007965,42.273,81.5948,78.8937,8.6842,3.1899,7.1039,732.1939,21.1034,3.8525,65.9309,176.9057,51.951,304.349,-0.21,91.83,0,5,3,1,0,1,2,9,0.3,739.183559,4.203343,0,1,236.333,1.543,60.44,0,4,8,0,0,0,0,5,0.9,283.797514,6.225434,1,1,540.682,0.8788,155.43,1,9,12,1,0,1,2,14,0.65,1243.831494,10.090774,2,0,-3.3339,0.000280704732,0.40669999999999984,0.06700000000000017,0.31320000000000014,0.8172000000000001,2.3347000000000007,18.82740000000001,68.01599999999999,31.39
JVINUYVZQMLNPA-UHFFFAOYSA-N__WDUPXMRYAWAEOV-UHFFFAOYSA-N,JVINUYVZQMLNPA-UHFFFAOYSA-N,WDUPXMRYAWAEOV-UHFFFAOYSA-N,JVINUYVZQMLNPA-UHFFFAOYSA-N__WDUPXMRYAWAEOV-UHFFFAOYSA-N,aliph-carbo,round2,CCCCC(C=O)(CC)OCS(C)(=O)=O,CN1c2cc(S(C)(=O)=O)ccc2N(CC=O)S1(=O)=O,CCCCC(CC)(OCS(C)(=O)=O)C(=O)C(O)CN1c2ccc(S(C)(=O)=O)cc2N(C)S1(=O)=O,-16.1538,7.3634,15.94746866449002,-50.871504275541,-1091.918551033923,-51.084221441198,-10.9016,-7.573,3.3286,8.3791,-1.2367,-3.5712,4.8079,1.326304,6.483,0.187877,-0.314802,0.130197,0.003208,0.066702,0.126989,1.931622,36.3246,65.0059,5.6529,2.841,7.1025,446.6365,17.8767,86.243,-60.060907356339,-1670.149857619346,-60.187013025973,-10.9069,-7.985,2.9219,8.268,0.4959,-4.38195,3.88605,2.470566,6.55,0.205793,-0.28207,0.053527,0.002156,0.027841,0.051371,1.955467,57.6178,51.6143,5.9661,2.0238,9.4372,465.4639,19.9826,75.718,-111.346537017143,-10.3993,-7.6988,2.7005,7.4901,0.2219,-3.856,3.6341,2.045725,10.497,0.209445,-0.342601,0.073406,-0.421129,0.30425,1.873327,0.939683,0.987705,0.079402,0.006138,0.04277,0.073264,-0.001592,0.00635,0.002379,-0.007942,73.5463,85.7808,80.9629,9.0881,2.6435,8.3168,658.645,22.1853,2.7737,94.2115,-82.0885,54.67,236.333,1.543,60.44,0,4,8,0,0,0,0,5,0.9,283.797514,6.225434,1,1,304.349,-0.21,91.83,0,5,3,1,0,1,2,9,0.3,739.183559,4.203343,0,1,540.682,0.8788,155.43,1,9,12,1,0,1,2,14,0.65,1243.831494,10.090774,2,0,-2.9166,0.00017171461599999998,0.40669999999999984,0.06700000000000017,0.31320000000000014,0.8172000000000001,2.3347000000000007,18.82740000000001,68.01599999999999,31.39
QFCDRBBFRKLMHQ-UHFFFAOYSA-N__VDZCKTBKFZKPJL-HNFBQXRUSA-N,QFCDRBBFRKLMHQ-UHFFFAOYSA-N,VDZCKTBKFZKPJL-HNFBQXRUSA-N,QFCDRBBFRKLMHQ-UHFFFAOYSA-N__VDZCKTBKFZKPJL-HNFBQXRUSA-N,aliph-carbo,round2,CN1c2c(C=O)c(C(F)(F)F)c3c(c2=CCC1CC(F)(F)F)=CC=N3,C=C/C(=C\C(OC)=C(/C)C(F)(F)F)N=CC(Br)C=O,C=CC(=CC(OC)=C(C)C(F)(F)F)N=CC(Br)C(O)C(=O)c1c(C(F)(F)F)c2c(c3c1N(C)C(CC(F)(F)F)CC=3)=CC=N2,-12.5613,3.8738,4.917262423546659,-78.507553568576,-1400.644554982337,-78.67888723599,-10.4564,-9.3883,1.0681,8.1782,2.2046,-5.1914,2.9868,4.511623,8.021,0.194448,-0.388615,0.003895,0.00346,0.003678,0.000435,1.767568,52.737,60.3027,7.5175,2.9845,7.6997,495.2967,19.1011,67.349,-61.419380665427,-3543.6697025959184,-61.561354423215,-10.7052,-8.7635,1.9417,8.1262,1.6155,-4.87085,3.25535,3.644029,5.565,0.21837,-0.291862,0.026768,-0.001408,0.01268,0.028176,1.945935,34.6367,47.101,8.2528,2.0021,9.7959,507.509,18.459,70.723,-140.292974815637,-10.4106,-9.3834,1.0272,7.263,2.4386,-4.8508,2.4122,4.877344,3.61,0.208786,-0.363033,0.103096,-0.441285,0.32686,1.795294,0.932739,1.020978,0.004454,0.001605,0.00303,0.002849,-0.003744,-0.003346,-0.003545,-0.000398,52.4426,82.0164,78.6445,11.6345,3.4318,8.8982,827.6562,20.9558,2.0328,114.9858,-21.6408,21.184,362.273,2.9557,32.67,0,3,2,1,0,2,3,9,0.375,882.09207,5.602714,1,1,340.139,3.5722,38.66,0,3,6,0,0,0,0,7,0.333333,425.180658,7.933067,1,1,702.412,6.0737,74.49,1,6,9,1,0,2,3,16,0.392857,1571.900961,12.911491,3,0,-1.6928999999999998,9.261728e-05,0.8735999999999999,2.4560000000000004,0.7353000000000005,0.9824000000000002,2.0961999999999996,12.212300000000027,22.134000000000015,5.989999999999995
