id,donor_id,acceptor_id,pair_key,reaction_type,round,donor_smiles,acceptor_smiles,smiles,dG_xtb_kcal,dG_gxtb_kcal,dG_orca_kcal,donor_G_xtb,donor_G_gxtb,donor_xtb_energy,donor_xtb_HOMO,donor_xtb_LUMO,donor_xtb_gap,donor_xtb_IP,donor_xtb_EA,donor_xtb_mu,donor_xtb_eta,donor_xtb_omega,donor_xtb_dipole,donor_mulliken_CHO_C,donor_mulliken_CHO_O,donor_fukui_plus_CHO_C,donor_fukui_minus_CHO_C,donor_fukui_0_CHO_C,donor_dual_descriptor_CHO_C,donor_wbo_CO,donor_pa_CHO_O,donor_vbur_CHO_C,donor_sterimol_L,donor_sterimol_B1,donor_sterimol_B5,donor_SASA_total,donor_P_int,donor_bde_gxtb_kcal,acceptor_G_xtb,acceptor_G_gxtb,acceptor_xtb_energy,acceptor_xtb_HOMO,acceptor_xtb_LUMO,acceptor_xtb_gap,acceptor_xtb_IP,acceptor_xtb_EA,acceptor_xtb_mu,acceptor_xtb_eta,acceptor_xtb_omega,acceptor_xtb_dipole,acceptor_mulliken_CHO_C,acceptor_mulliken_CHO_O,acceptor_fukui_plus_CHO_C,acceptor_fukui_minus_CHO_C,acceptor_fukui_0_CHO_C,acceptor_dual_descriptor_CHO_C,acceptor_wbo_CO,acceptor_pa_CHO_O,acceptor_vbur_CHO_C,acceptor_sterimol_L,acceptor_sterimol_B1,acceptor_sterimol_B5,acceptor_SASA_total,acceptor_P_int,acceptor_bde_gxtb_kcal,xtb_energy,xtb_HOMO,xtb_LUMO,xtb_gap,xtb_IP,xtb_EA,xtb_mu,xtb_eta,xtb_omega,xtb_dipole,mulliken_ketC,mulliken_ketO,mulliken_carbC,mulliken_hydO,mulliken_hydH,wbo_CO_ket,wbo_CC_new,wbo_CO_carb,fukui_plus_ketC,fukui_minus_ketC,fukui_0_ketC,dual_ketC,fukui_plus_carbC,fukui_minus_carbC,fukui_0_carbC,dual_carbC,pa_ketO,vbur_ketC,vbur_carbC,sterimol_L,sterimol_B1,sterimol_B5,SASA_total,P_int,hb_dist,hb_angle,dih_core,bde_gxtb_kcal,donor_MW,donor_LogP,donor_TPSA,donor_HBD,donor_HBA,donor_RotBonds,donor_ArRings,donor_ArHetRings,donor_AlRings,donor_Rings,donor_Heteroatoms,donor_FractionCSP3,donor_BertzCT,donor_Kappa2,donor_NumStereocenters,donor_n_CHO,acceptor_MW,acceptor_LogP,acceptor_TPSA,acceptor_HBD,acceptor_HBA,acceptor_RotBonds,acceptor_ArRings,acceptor_ArHetRings,acceptor_AlRings,acceptor_Rings,acceptor_Heteroatoms,acceptor_FractionCSP3,acceptor_BertzCT,acceptor_Kappa2,acceptor_NumStereocenters,acceptor_n_CHO,product_MW,product_LogP,product_TPSA,product_HBD,product_HBA,product_RotBonds,product_ArRings,product_ArHetRings,product_AlRings,product_Rings,product_Heteroatoms,product_FractionCSP3,product_BertzCT,product_Kappa2,product_NumStereocenters,product_n_CHO,interaction_gap_HOMOd_LUMOa,interaction_fukui_match,interaction_absdiff_xtb_gap,interaction_absdiff_xtb_dipole,interaction_absdiff_sterimol_L,interaction_absdiff_sterimol_B1,interaction_absdiff_sterimol_B5,interaction_absdiff_SASA_total,interaction_absdiff_MW,interaction_absdiff_TPSA
BIRGRKHUTYCUGY-UHFFFAOYSA-N__ULQBUIWZJOUOEJ-UHFFFAOYSA-N,BIRGRKHUTYCUGY-UHFFFAOYSA-N,ULQBUIWZJOUOEJ-UHFFFAOYSA-N,BIRGRKHUTYCUGY-UHFFFAOYSA-N__ULQBUIWZJOUOEJ-UHFFFAOYSA-N,hetero-hetero,round2,CC(=O)Nc1c(C(C)=O)[se]c(NC=O)c1C=O,O=CC1c2ccc([nH]2)C=c2ccc([nH]2)=CC2C=C3CCC(C3=N2)c2ccc1[nH]2,CC(=O)Nc1c(C(C)=O)[se]c(NC=O)c1C(=O)C(O)C1c2ccc([nH]2)C=c2ccc([nH]2)=CC2C=C3CCC(C3=N2)c2ccc1[nH]2,-11.2913,-0.4496,0.9039178207293204,-51.690508765118,-3198.877209603443,-51.798397788501,-10.6641,-8.3023,2.3618,8.029,1.2134,-4.6212,3.4078,3.133325,1.777,0.245783,-0.321886,0.020797,0.002227,0.011512,0.01857,1.696682,73.6414,41.7822,9.7358,1.9535,8.06,426.9762,19.4229,88.934,-74.881371279843,-1182.378564764877,-75.176205149212,-8.9902,-7.4286,1.5616,6.1919,0.6641,-3.428,2.7639,2.125834,2.761,0.210834,-0.361168,0.030851,0.003964,0.017407,0.026887,1.84476,79.6123,52.7546,5.8485,1.9993,9.678,557.8923,21.2742,82.184,-127.026161070888,-9.195,-8.2039,0.9911,6.2687,1.5204,-3.89455,2.37415,3.194305,8.382,0.213273,-0.398362,0.096638,-0.450278,0.309703,1.728769,0.96625,0.980356,0.03346,0.002074,0.017767,0.031386,-0.003953,-0.000368,-0.002161,-0.003585,63.6711,71.8651,73.5126,10.3799,1.9118,9.8521,750.6395,23.4386,4.179,39.2381,141.1981,58.544,301.16,0.2854,92.34,2,4,5,1,1,0,1,7,0.2,492.740493,5.560995,0,2,368.44,2.2516,76.8,3,2,1,3,3,3,6,5,0.217391,1265.668226,5.827238,3,1,669.6,2.0828,172.3,6,6,7,4,4,3,7,12,0.242424,2073.804962,11.300295,4,1,-3.235499999999999,6.8705177e-05,0.8002,0.9840000000000002,3.8872999999999998,0.04580000000000006,1.6180000000000003,130.91609999999997,67.27999999999997,15.540000000000006
ULQBUIWZJOUOEJ-UHFFFAOYSA-N__BIRGRKHUTYCUGY-UHFFFAOYSA-N,ULQBUIWZJOUOEJ-UHFFFAOYSA-N,BIRGRKHUTYCUGY-UHFFFAOYSA-N,BIRGRKHUTYCUGY-UHFFFAOYSA-N__ULQBUIWZJOUOEJ-UHFFFAOYSA-N,hetero-hetero,round2,O=CC1c2ccc([nH]2)C=c2ccc([nH]2)=CC2C=C3CCC(C3=N2)c2ccc1[nH]2,CC(=O)Nc1c(C(C)=O)[se]c(NC=O)c1C=O,CC(=O)Nc1c(C(C)=O)[se]c(NC=O)c1C(O)C(=O)C1c2ccc([nH]2)C=c2ccc([nH]2)=CC2C=C3CCC(C3=N2)c2ccc1[nH]2,-13.883,-0.6463,0.6544698536848068,-74.881371279843,-1182.378564764877,-75.176205149212,-8.9902,-7.4286,1.5616,6.1919,0.6641,-3.428,2.7639,2.125834,2.761,0.210834,-0.361168,0.030851,0.003964,0.017407,0.026887,1.84476,79.6123,52.7546,5.8485,1.9993,9.678,557.8923,21.2742,82.184,-51.690508765118,-3198.877209603443,-51.798397788501,-10.6641,-8.3023,2.3618,8.029,1.2134,-4.6212,3.4078,3.133325,1.777,0.245783,-0.321886,0.020797,0.002227,0.011512,0.01857,1.696682,73.6414,41.7822,9.7358,1.9535,8.06,426.9762,19.4229,88.934,-127.03354094766,-8.8058,-8.134,0.6718,6.0028,1.408,-3.7054,2.2974,2.988158,3.762,0.22891,-0.361017,0.085051,-0.44632,0.308362,1.852468,0.941429,0.983087,0.006958,0.0035,0.005229,0.003458,-0.002138,0.000793,-0.000673,-0.002931,82.7071,77.9503,75.937,4.8277,3.644,9.3476,781.82,23.3208,4.2541,38.9778,-176.1868,43.905,368.44,2.2516,76.8,3,2,1,3,3,3,6,5,0.217391,1265.668226,5.827238,3,1,301.16,0.2854,92.34,2,4,5,1,1,0,1,7,0.2,492.740493,5.560995,0,2,669.6,2.1417,172.3,6,6,7,4,4,3,7,12,0.242424,2073.804962,11.300295,4,1,-0.6878999999999991,8.243930799999999e-05,0.8002,0.9840000000000002,3.8872999999999998,0.04580000000000006,1.6180000000000003,130.91609999999997,67.27999999999997,15.540000000000006
AKUXLHVHLSLMSF-UHFFFAOYSA-N__BDEYISXIYLHTHA-SLBVQIDZSA-N,AKUXLHVHLSLMSF-UHFFFAOYSA-N,BDEYISXIYLHTHA-SLBVQIDZSA-N,AKUXLHVHLSLMSF-UHFFFAOYSA-N__BDEYISXIYLHTHA-SLBVQIDZSA-N,hetero-hetero,round2,CSC1=CCC=C(Nc2c(C=O)cc(Cc3ccnc(N)c3F)c(F)c2F)C(F)=C1,O=C[C@H](O)[C@](O)(C(=O)Cc1cc2ccccc2[nH]1)[C@H](O)[C@H](O)CO,CSC1=CCC=C(Nc2c(C(=O)C(O)C(O)C(O)(C(=O)Cc3cc4ccccc4[nH]3)C(O)C(O)CO)cc(Cc3ccnc(N)c3F)c(F)c2F)C(F)=C1,-8.1361,-5.3384,-1.12803796121121,-88.369760472698,-1847.3057022875207,-88.601702368519,-9.8471,-8.1793,1.6678,6.8539,1.1054,-3.97965,2.87425,2.755086,2.56,0.200421,-0.373437,0.033594,0.001495,0.017545,0.032099,1.769717,55.5889,46.2484,8.5954,2.7648,9.4273,635.2991,20.3315,77.893,-75.082922155339,-1202.251542566302,-75.313946470265,-9.9738,-7.8554,2.1184,7.444,0.2376,-3.8408,3.6032,2.047034,4.389,0.215493,-0.381839,0.021226,-0.00045,0.010388,0.021676,1.803084,76.4361,58.2522,5.4524,1.853,10.5511,514.7463,19.205,55.292,-163.961802195144,-9.7435,-8.3786,1.3649,6.3911,1.5137,-3.9524,2.4387,3.202826,5.442,0.211419,-0.403435,0.078479,-0.458548,0.327714,1.697696,0.96469,1.007216,0.041892,0.001578,0.021735,0.040314,-0.003474,-0.000868,-0.002171,-0.002606,80.5972,69.5292,76.0838,10.2931,2.7099,11.002,1012.5367,21.6094,1.9407,118.9519,7.4265,44.162,435.446,5.2842,68.01,2,5,6,2,1,1,3,9,0.142857,1096.144442,9.166369,0,1,337.328,-1.7155,151.08,6,7,8,2,1,0,2,8,0.375,695.039155,7.201999,4,1,772.774,3.1145,222.25,9,12,15,4,2,1,5,17,0.27027,2143.767658,16.643869,5,0,-1.991699999999999,3.173287e-05,0.4505999999999999,1.8290000000000002,3.143,0.9118000000000002,1.1237999999999992,120.55279999999993,98.11800000000005,83.07000000000001
YWPLOINWLYTNIT-SNAWJCMRSA-N__ZGVNAFNBDRSNHW-UHFFFAOYSA-N,YWPLOINWLYTNIT-SNAWJCMRSA-N,ZGVNAFNBDRSNHW-UHFFFAOYSA-N,YWPLOINWLYTNIT-SNAWJCMRSA-N__ZGVNAFNBDRSNHW-UHFFFAOYSA-N,hetero-hetero,round2,CCOC(/C=C/c1ncc(F)cn1)OC(C)C(C=O)Cc1ncc(F)cn1,O=CC1(Cc2ccccc2)C=C(c2cn(-c3ccc(Cl)cc3)nn2)C=CC1,CCOC(C=Cc1ncc(F)cn1)OC(C)C(Cc1ncc(F)cn1)C(=O)C(O)C1(Cc2ccccc2)C=C(c2cn(-c3ccc(Cl)cc3)nn2)C=CC1,-8.9418,3.9074,6.977802303220228,-81.794893690434,-1342.048809207085,-82.054634659692,-10.4459,-8.0481,2.3978,7.5279,1.3007,-4.4143,3.1136,3.129182,3.601,0.22427,-0.313633,0.006454,-0.003541,0.001456,0.009995,1.940679,85.31,59.7984,5.6256,2.9277,9.1653,632.2583,18.9842,81.174,-73.357713981568,-1548.532670603667,-73.610351835346,-10.1559,-7.6147,2.5412,7.2464,0.9073,-4.07685,3.16955,2.621935,3.77,0.212975,-0.3222,0.025686,-0.00089,0.012398,0.026576,1.922548,68.4855,53.0173,9.18,3.165,12.2535,595.3813,20.6282,84.341,-155.721970877626,-9.7542,-8.0685,1.6857,6.5807,1.5924,-4.08655,2.49415,3.347812,0.575,0.231074,-0.356418,0.084587,-0.445293,0.311255,1.861467,0.958746,1.005544,-0.0002,0.003192,0.001496,-0.003392,-0.002465,0.000388,-0.001039,-0.002853,81.678,85.6877,82.6017,7.6992,5.178,13.7468,1012.702,22.0497,3.5429,80.8305,152.0231,56.413,378.379,2.3835,87.09,0,7,10,2,2,0,2,9,0.388889,741.276885,10.486976,3,1,375.859,4.692,47.78,0,3,5,3,1,1,4,5,0.136364,1005.551861,7.331037,1,1,754.238,6.6213,138.03,1,10,16,5,3,1,6,14,0.275,2095.660911,17.656551,5,0,-2.8312,-9.0954126e-05,0.14339999999999975,0.16900000000000004,3.5543999999999993,0.23729999999999984,3.0882000000000005,36.87699999999995,2.5200000000000387,39.31
BDEYISXIYLHTHA-SLBVQIDZSA-N__AKUXLHVHLSLMSF-UHFFFAOYSA-N,BDEYISXIYLHTHA-SLBVQIDZSA-N,AKUXLHVHLSLMSF-UHFFFAOYSA-N,AKUXLHVHLSLMSF-UHFFFAOYSA-N__BDEYISXIYLHTHA-SLBVQIDZSA-N,hetero-hetero,round2,O=C[C@H](O)[C@](O)(C(=O)Cc1cc2ccccc2[nH]1)[C@H](O)[C@H](O)CO,CSC1=CCC=C(Nc2c(C=O)cc(Cc3ccnc(N)c3F)c(F)c2F)C(F)=C1,CSC1=CCC=C(Nc2c(C(O)C(=O)C(O)C(O)(C(=O)Cc3cc4ccccc4[nH]3)C(O)C(O)CO)cc(Cc3ccnc(N)c3F)c(F)c2F)C(F)=C1,-4.3244,1.0434,8.416601406211916,-75.082922155339,-1202.251542566302,-75.313946470265,-9.9738,-7.8554,2.1184,7.444,0.2376,-3.8408,3.6032,2.047034,4.389,0.215493,-0.381839,0.021226,-0.00045,0.010388,0.021676,1.803084,76.4361,58.2522,5.4524,1.853,10.5511,514.7463,19.205,55.292,-88.369760472698,-1847.3057022875207,-88.601702368519,-9.8471,-8.1793,1.6678,6.8539,1.1054,-3.97965,2.87425,2.755086,2.56,0.200421,-0.373437,0.033594,0.001495,0.017545,0.032099,1.769717,55.5889,46.2484,8.5954,2.7648,9.4273,635.2991,20.3315,77.893,-163.96117588066,-9.5067,-7.9421,1.5646,6.2812,1.0102,-3.6457,2.6355,2.521557,12.154,0.205243,-0.325884,0.102654,-0.460806,0.32439,1.869552,0.943618,0.997393,0.02502,-0.002233,0.011394,0.027253,-0.001669,-0.002385,-0.002027,0.000716,81.371,79.0352,77.2608,9.3753,5.9255,10.3917,925.3969,22.654,3.9102,59.4992,-145.0039,31.734,337.328,-1.7155,151.08,6,7,8,2,1,0,2,8,0.375,695.039155,7.201999,4,1,435.446,5.2842,68.01,2,5,6,2,1,1,3,9,0.142857,1096.144442,9.166369,0,1,772.774,3.1734,222.25,9,12,15,4,2,1,5,17,0.27027,2143.767658,16.643869,5,0,-1.794500000000001,-1.5117299999999998e-05,0.4505999999999999,1.8290000000000002,3.143,0.9118000000000002,1.1237999999999992,120.55279999999993,98.11800000000005,83.07000000000001
ZGVNAFNBDRSNHW-UHFFFAOYSA-N__YWPLOINWLYTNIT-SNAWJCMRSA-N,ZGVNAFNBDRSNHW-UHFFFAOYSA-N,YWPLOINWLYTNIT-SNAWJCMRSA-N,YWPLOINWLYTNIT-SNAWJCMRSA-N__ZGVNAFNBDRSNHW-UHFFFAOYSA-N,hetero-hetero,round2,O=CC1(Cc2ccccc2)C=C(c2cn(-c3ccc(Cl)cc3)nn2)C=CC1,CCOC(/C=C/c1ncc(F)cn1)OC(C)C(C=O)Cc1ncc(F)cn1,CCOC(C=Cc1ncc(F)cn1)OC(C)C(Cc1ncc(F)cn1)C(O)C(=O)C1(Cc2ccccc2)C=C(c2cn(-c3ccc(Cl)cc3)nn2)C=CC1,-6.845,5.8035,10.15081188672976,-73.357713981568,-1548.532670603667,-73.610351835346,-10.1559,-7.6147,2.5412,7.2464,0.9073,-4.07685,3.16955,2.621935,3.77,0.212975,-0.3222,0.025686,-0.00089,0.012398,0.026576,1.922548,68.4855,53.0173,9.18,3.165,12.2535,595.3813,20.6282,84.341,-81.794893690434,-1342.048809207085,-82.054634659692,-10.4459,-8.0481,2.3978,7.5279,1.3007,-4.4143,3.1136,3.129182,3.601,0.22427,-0.313633,0.006454,-0.003541,0.001456,0.009995,1.940679,85.31,59.7984,5.6256,2.9277,9.1653,632.2583,18.9842,81.174,-155.72181018141,-9.9553,-8.0734,1.8819,6.7399,1.5934,-4.16665,2.57325,3.373355,3.842,0.226467,-0.357757,0.093007,-0.450049,0.318454,1.860389,0.959002,1.004176,0.003511,0.002092,0.002802,0.001419,-0.001051,-0.001112,-0.001081,6.1e-05,65.1693,81.9069,84.8921,10.3729,2.9614,8.724,966.4715,22.5927,4.2289,32.0001,-138.6011,42.098,375.859,4.692,47.78,0,3,5,3,1,1,4,5,0.136364,1005.551861,7.331037,1,1,378.379,2.3835,87.09,0,7,10,2,2,0,2,9,0.388889,741.276885,10.486976,3,1,754.238,6.6213,138.03,1,10,16,5,3,1,6,14,0.275,2095.660911,17.656551,5,0,-2.107800000000001,-5.7440599999999995e-06,0.14339999999999975,0.16900000000000004,3.5543999999999993,0.23729999999999984,3.0882000000000005,36.87699999999995,2.5200000000000387,39.31
FUNLRYKSFWHEJI-UHFFFAOYSA-N__IUZCOUMHKGNOMY-UHFFFAOYSA-N,FUNLRYKSFWHEJI-UHFFFAOYSA-N,IUZCOUMHKGNOMY-UHFFFAOYSA-N,FUNLRYKSFWHEJI-UHFFFAOYSA-N__IUZCOUMHKGNOMY-UHFFFAOYSA-N,hetero-hetero,round2,NNC(=O)c1c(C=O)c(=O)c2cc(O)c(O)cc2n1CC(=O)O,CC(C)(C)c1cc2cnn(C3(C=O)C=C(Cl)C=CN3)c(=O)c2c(F)n1,CC(C)(C)c1cc2cnn(C3(C(O)C(=O)c4c(C(=O)NN)n(CC(=O)O)c5cc(O)c(O)cc5c4=O)C=C(Cl)C=CN3)c(=O)c2c(F)n1,-8.3307,6.3489,11.976860448922574,-70.552114825302,-1192.810413892239,-70.673608772615,-10.2342,-7.9173,2.3169,7.5941,0.8045,-4.1993,3.3948,2.597225,8.242,0.208792,-0.365907,0.023413,0.005946,0.014679,0.017467,1.813031,60.9805,50.5946,9.607,2.0972,5.9958,477.033,19.4473,46.435,-73.449268293422,-1586.722515655344,-73.66237907908,-10.0595,-8.5828,1.4767,7.3862,1.34,-4.3631,3.0231,3.14853,8.034,0.218298,-0.386147,-0.004827,-0.002046,-0.003436,-0.002781,1.793229,82.3874,57.4363,6.2607,3.1193,10.79,555.9595,19.7776,63.029,-144.389344509864,-9.9468,-7.8334,2.1134,6.772,1.2241,-3.99805,2.77395,2.881163,4.197,0.226515,-0.34394,0.085037,-0.467679,0.346074,1.849095,0.932157,1.027326,0.011174,0.000395,0.005784,0.010779,-0.004532,-9.9e-05,-0.002315,-0.004433,84.2162,78.8931,80.3269,8.0625,3.3439,11.176,838.3939,22.1616,3.8559,66.4133,179.8802,-10.398,321.245,-1.0867,171.95,5,7,4,2,1,0,2,10,0.076923,900.801894,5.769845,0,1,362.792,2.3194,76.88,1,5,2,2,2,1,3,8,0.294118,990.531016,5.769349,1,1,684.037,0.7785,251.99,7,12,7,4,3,1,5,18,0.233333,2258.459557,11.85758,2,0,-1.6513999999999989,-2.8701341999999997e-05,0.8402000000000001,0.20800000000000018,3.3462999999999994,1.0221,4.794199999999999,78.92650000000003,41.54699999999997,95.07
IUZCOUMHKGNOMY-UHFFFAOYSA-N__FUNLRYKSFWHEJI-UHFFFAOYSA-N,IUZCOUMHKGNOMY-UHFFFAOYSA-N,FUNLRYKSFWHEJI-UHFFFAOYSA-N,FUNLRYKSFWHEJI-UHFFFAOYSA-N__IUZCOUMHKGNOMY-UHFFFAOYSA-N,hetero-hetero,round2,CC(C)(C)c1cc2cnn(C3(C=O)C=C(Cl)C=CN3)c(=O)c2c(F)n1,NNC(=O)c1c(C=O)c(=O)c2cc(O)c(O)cc2n1CC(=O)O,CC(C)(C)c1cc2cnn(C3(C(=O)C(O)c4c(C(=O)NN)n(CC(=O)O)c5cc(O)c(O)cc5c4=O)C=C(Cl)C=CN3)c(=O)c2c(F)n1,-10.4371,1.2593,2.3478825510526864,-73.449268293422,-1586.722515655344,-73.66237907908,-10.0595,-8.5828,1.4767,7.3862,1.34,-4.3631,3.0231,3.14853,8.034,0.218298,-0.386147,-0.004827,-0.002046,-0.003436,-0.002781,1.793229,82.3874,57.4363,6.2607,3.1193,10.79,555.9595,19.7776,63.029,-70.552114825302,-1192.810413892239,-70.673608772615,-10.2342,-7.9173,2.3169,7.5941,0.8045,-4.1993,3.3948,2.597225,8.242,0.208792,-0.365907,0.023413,0.005946,0.014679,0.017467,1.813031,60.9805,50.5946,9.607,2.0972,5.9958,477.033,19.4473,46.435,-144.389559943553,-9.6569,-7.9609,1.696,6.7057,1.4301,-4.0679,2.6378,3.136669,7.755,0.230087,-0.333175,0.104885,-0.430287,0.324465,1.85961,0.955162,1.007032,-0.002831,0.0033,0.000234,-0.006131,-0.002416,0.000629,-0.000894,-0.003045,89.6456,82.0222,77.549,8.9488,2.9454,9.2575,839.4331,22.1459,2.1745,110.2666,5.4251,9.234,362.792,2.3194,76.88,1,5,2,2,2,1,3,8,0.294118,990.531016,5.769349,1,1,321.245,-1.0867,171.95,5,7,4,2,1,0,2,10,0.076923,900.801894,5.769845,0,1,684.037,0.8374,251.99,7,12,7,4,3,1,5,18,0.233333,2258.459557,11.85758,2,0,-2.1422,-4.7902998e-05,0.8402000000000001,0.20800000000000018,3.3462999999999994,1.0221,4.794199999999999,78.92650000000003,41.54699999999997,95.07
BIVVDLOPGBAPFO-NXCFDTQHSA-N__RTSFIEXZIAALMT-UHFFFAOYSA-N,BIVVDLOPGBAPFO-NXCFDTQHSA-N,RTSFIEXZIAALMT-UHFFFAOYSA-N,BIVVDLOPGBAPFO-NXCFDTQHSA-N__RTSFIEXZIAALMT-UHFFFAOYSA-N,hetero-hetero,round2,O=Cc1cccc([C@@H]([C@H](Nc2ccccn2)c2ccccc2)[C@@H](O)c2ccccc2)n1,CCCc1c(S(=O)(=O)Nc2ccc(C#N)cc2F)c[nH]c1CC=O,CCCc1c(S(=O)(=O)Nc2ccc(C#N)cc2F)c[nH]c1CC(O)C(=O)c1cccc(C(C(O)c2ccccc2)C(Nc2ccccn2)c2ccccc2)n1,-12.8488,0.3594,6.2346180691401605,-83.943970050117,-1318.994174854437,-84.266887014267,-9.6364,-8.3235,1.3129,7.0748,0.8662,-3.9705,3.1043,2.539199,5.464,0.202275,-0.320893,0.041734,0.000669,0.021202,0.041065,1.888766,52.9131,44.736,8.5472,2.3071,9.5396,647.8418,21.393,78.297,-71.125197262942,-1507.1031810308111,-71.32278042909,-10.8997,-8.1585,2.7412,8.0731,0.8684,-4.47075,3.60235,2.774245,7.965,0.214928,-0.325884,0.06208,-0.00022,0.03093,0.0623,1.90648,26.3271,43.1857,8.0859,1.9528,10.8127,546.5871,20.165,73.73,-155.653571875309,-10.336,-8.6515,1.6845,7.0019,1.6319,-4.3169,2.685,3.470321,16.979,0.207645,-0.360955,0.096584,-0.434423,0.315596,1.804784,0.973662,1.020184,0.045571,0.001336,0.023453,0.044235,-0.003303,0.002764,-0.000269,-0.006067,49.4486,68.6423,75.6191,13.6463,2.7748,10.7891,937.7389,23.7198,2.0681,115.2953,-13.1934,57.741,409.489,4.9597,75.11,2,5,8,4,2,0,4,5,0.115385,1105.06734,9.781567,3,1,349.387,2.52018,102.82,2,4,7,2,1,0,2,8,0.25,897.776837,7.274177,0,1,758.876,7.02568,181.09,5,9,16,6,3,0,6,13,0.190476,2388.541762,17.296587,4,0,-1.4779,4.153152e-05,1.4283000000000001,2.5009999999999994,0.4612999999999996,0.35430000000000006,1.2730999999999995,101.25470000000007,60.101999999999975,27.709999999999994
RTSFIEXZIAALMT-UHFFFAOYSA-N__BIVVDLOPGBAPFO-NXCFDTQHSA-N,RTSFIEXZIAALMT-UHFFFAOYSA-N,BIVVDLOPGBAPFO-NXCFDTQHSA-N,BIVVDLOPGBAPFO-NXCFDTQHSA-N__RTSFIEXZIAALMT-UHFFFAOYSA-N,hetero-hetero,round2,CCCc1c(S(=O)(=O)Nc2ccc(C#N)cc2F)c[nH]c1CC=O,O=Cc1cccc([C@@H]([C@H](Nc2ccccn2)c2ccccc2)[C@@H](O)c2ccccc2)n1,CCCc1c(S(=O)(=O)Nc2ccc(C#N)cc2F)c[nH]c1CC(=O)C(O)c1cccc(C(C(O)c2ccccc2)C(Nc2ccccn2)c2ccccc2)n1,-14.4889,0.8428,7.029125172351269,-71.125197262942,-1507.1031810308111,-71.32278042909,-10.8997,-8.1585,2.7412,8.0731,0.8684,-4.47075,3.60235,2.774245,7.965,0.214928,-0.325884,0.06208,-0.00022,0.03093,0.0623,1.90648,26.3271,43.1857,8.0859,1.9528,10.8127,546.5871,20.165,73.73,-83.943970050117,-1318.994174854437,-84.266887014267,-9.6364,-8.3235,1.3129,7.0748,0.8662,-3.9705,3.1043,2.539199,5.464,0.202275,-0.320893,0.041734,0.000669,0.021202,0.041065,1.888766,52.9131,44.736,8.5472,2.3071,9.5396,647.8418,21.393,78.297,-155.649078860126,-10.438,-7.764,2.674,7.1122,1.1805,-4.14635,2.96585,2.898363,15.124,0.224939,-0.352709,0.08544,-0.432895,0.315441,1.846047,0.949565,1.008959,0.032219,1e-05,0.016115,0.032209,-0.000967,0.00169,0.000362,-0.002657,62.0354,73.699,70.3824,9.3946,2.949,10.4431,1020.0599,22.938,2.1226,114.3008,-24.0916,36.86,349.387,2.52018,102.82,2,4,7,2,1,0,2,8,0.25,897.776837,7.274177,0,1,409.489,4.9597,75.11,2,5,8,4,2,0,4,5,0.115385,1105.06734,9.781567,3,1,758.876,7.08458,181.09,5,9,16,6,3,0,6,13,0.190476,2388.541762,17.296587,4,0,-2.5762,-9.18148e-06,1.4283000000000001,2.5009999999999994,0.4612999999999996,0.35430000000000006,1.2730999999999995,101.25470000000007,60.101999999999975,27.709999999999994
DHNOWBPNXOYPKT-UHFFFAOYSA-N__MAHPHXZAHSKLNE-RUZDIDTESA-N,DHNOWBPNXOYPKT-UHFFFAOYSA-N,MAHPHXZAHSKLNE-RUZDIDTESA-N,DHNOWBPNXOYPKT-UHFFFAOYSA-N__MAHPHXZAHSKLNE-RUZDIDTESA-N,hetero-hetero,round2,N#CC(C=O)C(=O)N(c1ccccc1)c1nn(-c2ccccc2)c2c1sc1ccccc12,C=C(c1ccc(-c2cncnc2)cc1)N1CC[C@](CCC=O)(c2ccc(F)cc2)OC1=O,C=C(c1ccc(-c2cncnc2)cc1)N1CCC(CCC(O)C(=O)C(C#N)C(=O)N(c2ccccc2)c2nn(-c3ccccc3)c3c2sc2ccccc23)(c2ccc(F)cc2)OC1=O,-10.1851,8.7944,7.490707753522387,-84.48004472646,-1729.704159717068,-84.726073936626,-10.3445,-7.7444,2.6001,7.3902,1.054,-4.2221,3.1681,2.813378,7.425,0.229193,-0.296895,0.030019,-0.000963,0.014528,0.030982,1.954049,68.7201,47.4946,12.5945,3.567,7.9564,644.8809,21.9613,78.315,-90.143577205895,-1455.398332905039,-90.450523826374,-9.9785,-7.4655,2.513,7.243,0.8706,-4.0568,3.1862,2.582642,9.193,0.221449,-0.317567,0.021197,0.002907,0.012052,0.01829,1.931747,60.1537,53.2624,6.2953,1.9138,11.0673,662.5598,20.6722,74.782,-175.231151247266,-9.8735,-7.9776,1.8959,6.6991,1.6348,-4.16695,2.53215,3.428603,13.348,0.236565,-0.43893,0.094448,-0.448235,0.316827,1.692396,0.946062,1.011,0.007729,-0.001066,0.003331,0.008795,-0.001181,-0.001069,-0.001125,-0.000112,79.1188,85.1408,80.7631,6.8924,4.8155,16.6188,1124.2218,23.1214,2.0551,116.4756,26.5854,22.033,436.496,5.24358,78.99,0,5,5,5,2,0,5,7,0.04,1482.75569,8.097906,1,1,431.467,4.9703,72.39,0,5,7,3,1,1,4,7,0.2,1117.433783,9.0949,1,1,867.963,9.75968,154.54,1,10,13,8,3,1,9,14,0.14,3065.399976,17.486183,3,0,-2.8790000000000004,-2.0412711e-05,0.08709999999999996,1.7679999999999998,6.2992,1.6532000000000002,3.110899999999999,17.6789,5.028999999999996,6.599999999999994
