id,nconf_ok,error,dG_std_kcal,dG_range_kcal,single_minus_boltz_kcal
66530,5,,1.552061619537317,4.00004112534225,-0.15211322032955116
166465,5,,2.6826358488040287,7.3300451308023185,-0.21405099466443078
