pid,grp,new_scaffold_split,label_stored,gxtb_stored,dG_r2scan_kcal,dG_b973c_kcal,dG_gxtb_kcal,resid_gxtb,resid_b973c,repro_r2scan,repro_gxtb,gxtb_mode,error
explore_11005_93915,cross_explore_20260920,,,,4.906927415928615,10.007535147089316,5.513194919813724,-0.6062675038851095,-5.100607731160703,,,cosmo,
explore_136979_77214,cross_explore_20260920,,,,0.2349547019072768,5.446670986059348,1.18110006177611,-0.9461453598688332,-5.211716284152072,,,cosmo,
explore_209582_133344,cross_explore_20260920,,,,9.633080698506504,14.20585028810676,9.960981813033198,-0.3279011145266945,-4.572769589600258,,,cosmo,
explore_101604_184407,cross_explore_20260920,,,,-4.750211428913212,-1.1465590923048123,-6.37471061589263,1.624499186979418,-3.6036523366083992,,,cosmo,
explore_109860_89997,cross_explore_20260920,,,,0.0033284546849131,5.487126889736167,0.2651332235670706,-0.2618047688821575,-5.483798435051253,,,cosmo,
explore_116902_50852,cross_explore_20260920,,,,-4.039806026547596,1.174870812426407,-0.1544800764085484,-3.885325950139048,-5.214676838974002,,,cosmo,
explore_91580_17162,cross_explore_20260920,,,,67.52000948886955,70.40769219621933,66.84967905201302,0.6703304368565313,-2.887682707349782,,,cosmo,
explore_162216_165488,cross_explore_20260920,,,,-2.777506057139266,2.601955274746203,-0.5535345414290246,-2.2239715157102413,-5.379461331885469,,,cosmo,
explore_205853_204176,cross_explore_20260920,,,,-8.534656889964644,-7.020322825149629,-14.538087953111775,6.003431063147133,-1.5143340648150154,,,cosmo,
explore_25383_29232,cross_explore_20260920,,,,-4.260151913218061,0.0875675941953648,-1.5490018623405568,-2.711150050877504,-4.347719507413426,,,cosmo,
explore_214303_204829,cross_explore_20260920,,,,5.684869436046313,10.461698707944215,4.761193483633325,0.9236759524129878,-4.776829271897903,,,cosmo,
explore_192426_213774,cross_explore_20260920,,,,1.9696975844510052,5.936004920993577,-2.6997159829490287,4.669413567400034,-3.966307336542572,,,cosmo,
explore_190742_26334,cross_explore_20260920,,,,6.656535528590067,11.093011675880913,7.334131972473826,-0.6775964438837594,-4.436476147290846,,,cosmo,
explore_216704_182733,cross_explore_20260920,,,,3.025585004584617,7.791088788660256,3.363299588908112,-0.337714584323495,-4.765503784075639,,,cosmo,
explore_79580_32855,cross_explore_20260920,,,,7.201554160734854,12.943663727066587,5.563070458851924,1.6384837018829297,-5.742109566331734,,,cosmo,
explore_214812_81104,cross_explore_20260920,,,,1.3246618232281335,7.973490654384787,6.590029315512978,-5.265367492284844,-6.648828831156654,,,cosmo,
explore_181628_84772,cross_explore_20260920,,,,6.156718257231672,11.245849832829837,5.91077041186723,0.2459478453644417,-5.089131575598165,,,cosmo,
explore_72186_106009,cross_explore_20260920,,,,1.308893842316496,6.238835508808443,3.2339963632037736,-1.9251025208872776,-4.929941666491947,,,cosmo,
explore_177102_197156,cross_explore_20260920,,,,6.006393972032121,10.644632818921968,5.904682351512116,0.101711620520005,-4.638238846889848,,,cosmo,
explore_214447_203969,cross_explore_20260920,,,,-2.7262770990993297,2.2714947113681263,1.2208183865181454,-3.947095485617475,-4.997771810467456,,,cosmo,
explore_94179_119028,cross_explore_20260920,,,,-0.5752743937966288,4.4817814488286825,1.593517216136402,-2.168791609933031,-5.057055842625311,,,cosmo,
explore_97785_32854,cross_explore_20260920,,,,2.52365139094518,8.39558144813802,2.215632093168616,0.3080192977765641,-5.8719300571928414,,,cosmo,
explore_152840_8947,cross_explore_20260920,,,,8.908368490828899,13.7607789007995,5.910505369107657,2.9978631217212417,-4.852410409970602,,,cosmo,
explore_161669_40477,cross_explore_20260920,,,,-2.464704205107186,2.5880752683144137,0.1049791457922615,-2.569683350899448,-5.0527794734216,,,cosmo,
explore_110798_6264,cross_explore_20260920,,,,0.7075557740082787,5.353532388710796,2.0532950041821945,-1.3457392301739155,-4.645976614702517,,,cosmo,
explore_68514_158845,cross_explore_20260920,,,,1.19407640391082,5.635957390519034,0.0923854160222671,1.1016909878885528,-4.441880986608214,,,cosmo,
explore_167400_20159,cross_explore_20260920,,,,0.1359096534125432,4.8174804934663324,3.077348348171815,-2.941438694759272,-4.681570840053789,,,cosmo,
explore_113246_198487,cross_explore_20260920,,,,2.7798527252786185,7.580981051096896,3.3955488389000523,-0.6156961136214338,-4.8011283258182775,,,cosmo,
explore_14594_59174,cross_explore_20260920,,,,9.50535276802546,15.806363048772512,7.7913954283090066,1.7139573397164538,-6.301010280747052,,,cosmo,
explore_137960_185811,cross_explore_20260920,,,,2.0328401097288054,5.611074344975961,-0.6709319623895348,2.70377207211834,-3.578234235247156,,,cosmo,
explore_76043_143595,cross_explore_20260920,,,,3.99148073976217,9.52110288800622,5.82851922167882,-1.8370384819166503,-5.529622148244051,,,cosmo,
explore_95034_192874,cross_explore_20260920,,,,2.124572000165094,6.362202841526995,0.2617483736697473,1.8628236264953464,-4.2376308413619,,,cosmo,
explore_31153_124173,cross_explore_20260920,,,,3.123905566382039,7.893575995054493,0.8357243497375666,2.288181216644473,-4.769670428672454,,,cosmo,
explore_60218_57172,cross_explore_20260920,,,,-1.1916760697969004,2.900169387746665,1.3423175151625957,-2.533993584959496,-4.091845457543566,,,cosmo,
explore_196148_46295,cross_explore_20260920,,,,-1.431458077270536,3.923953832752048,0.1133238083678164,-1.5447818856383524,-5.355411910022584,,,cosmo,
explore_27705_49885,cross_explore_20260920,,,,14.503600424039334,19.493459680258766,14.93865926977013,-0.4350588457307953,-4.989859256219432,,,cosmo,
explore_171931_63680,cross_explore_20260920,,,,-4.682878615750397,-0.2211221312229252,-2.5646822896831494,-2.118196326067248,-4.461756484527472,,,cosmo,
explore_129449_189585,cross_explore_20260920,,,,-6.1039846493665175,0.4913540133147129,-5.272111445700833,-0.8318732036656842,-6.595338662681231,,,cosmo,
explore_178831_168772,cross_explore_20260920,,,,-4.286644751801879,1.621989190538044,-0.7046339970211648,-3.5820107547807147,-5.908633942339924,,,cosmo,
explore_100414_123785,cross_explore_20260920,,,,2.498137466133869,7.87640920459208,5.057159832315697,-2.559022366181828,-5.378271738458211,,,cosmo,
explore_91191_99925,cross_explore_20260920,,,,-14.958687043280838,-8.913838319779082,-17.82905639003002,2.8703693467491807,-6.044848723501756,,,cosmo,
explore_180688_182317,cross_explore_20260920,,,,1.247204814788705,5.668859717157053,4.477666331517535,-3.230461516728829,-4.421654902368348,,,cosmo,
explore_156872_211820,cross_explore_20260920,,,,-1.618037411944494,2.707248028208153,-1.645114816505871,0.027077404561377,-4.325285440152647,,,cosmo,
explore_81585_18129,cross_explore_20260920,,,,0.8659382404492822,6.178329390475771,1.3866888166789622,-0.5207505762296799,-5.312391150026488,,,cosmo,
explore_131173_51121,cross_explore_20260920,,,,-0.1347993804531472,4.363126031637821,-0.922741100169043,0.7879417197158958,-4.497925412090968,,,cosmo,
explore_208614_187351,cross_explore_20260920,,,,7.762662158543945,12.764406089583314,7.577867135037971,0.1847950235059734,-5.001743931039369,,,cosmo,
explore_89781_180916,cross_explore_20260920,,,,4.428119612384429,9.88577881747326,6.544440427065651,-2.116320814681222,-5.45765920508883,,,cosmo,
explore_207809_200971,cross_explore_20260920,,,,0.8473508098506396,5.166433689998648,1.982376025891335,-1.1350252160406953,-4.319082880148009,,,cosmo,
explore_131049_181702,cross_explore_20260920,,,,-0.5249703296033675,5.270538187222198,5.160369941240804,-5.685340270844171,-5.795508516825565,,,cosmo,
explore_91740_189920,cross_explore_20260920,,,,-6.544016718686865,-0.6633215118778633,-2.4576071482252813,-4.086409570461584,-5.880695206809001,,,cosmo,
explore_2198_25037,cross_explore_20260920,,,,-0.4035141540489462,4.154468645036137,-0.0643233556379148,-0.3391907984110313,-4.557982799085083,,,cosmo,
explore_24225_80623,cross_explore_20260920,,,,1.4133585484982492,6.817039595501962,3.929918401461824,-2.5165598529635744,-5.403681047003713,,,cosmo,
explore_57148_144135,cross_explore_20260920,,,,1.674293669644055,6.857036182368152,1.7928757093810848,-0.11858203973703,-5.182742512724097,,,cosmo,
explore_60481_209918,cross_explore_20260920,,,,1.1339389206667143,5.051820519390053,1.6505731010731828,-0.5166341804064682,-3.9178815987233375,,,cosmo,
explore_140115_208447,cross_explore_20260920,,,,-6.193995417442928,-0.8350776401479082,-6.735868902564164,0.5418734851212363,-5.358917777295019,,,cosmo,
