,mean_abs_shap
P_int,1.9269651962159964
acceptor_wbo_CO,0.5430882964789766
acceptor_mulliken_CHO_O,0.5189486457751062
xtb_dipole,0.49100526531933175
acceptor_xtb_dipole,0.362245172426793
donor_P_int,0.3597669260946944
donor_ald_mordred_Mor02se,0.32166878221896317
product_mordred_Mor02m,0.31959925329202676
donor_xtb_dipole,0.31611277889691686
acceptor_P_int,0.28944467882556557
donor_bde_gxtb_kcal,0.2694628072182443
donor_mulliken_CHO_O,0.23819093708337952
product_mordred_Mor03m,0.22419699614687727
acceptor_ald_mordred_Mor02m,0.21820731938804547
acceptor_ald_mordred_Mor02se,0.21525346173714788
acceptor_bde_gxtb_kcal,0.19045614586975904
vbur_ketC,0.18769334907887256
product_mordred_GeomRadius,0.18540046872429705
donor_ald_mordred_Mor02m,0.16192286267427758
wbo_CO_ket,0.16065104481037296
pa_ketO,0.15657232982068747
product_mordred_PPSA3,0.15272739434713722
product_mordred_PBF,0.15015318398298758
product_mordred_PNSA1,0.14680273010417585
product_mordred_Mor04m,0.14606314201142856
donor_wbo_CO,0.14127701509550977
acceptor_TPSA,0.13802214312113842
product_mordred_GeomDiameter,0.13207230006597936
acceptor_ald_mordred_WPSA3,0.12901622725903983
product_mordred_Mor02v,0.12040633038819085
acceptor_pa_CHO_O,0.10798161619646712
acceptor_mulliken_CHO_C,0.09861367517053969
donor_ald_mordred_DPSA4,0.09523400412697691
hb_dist,0.0947356103609784
product_mordred_TopoPSA(NO),0.09381770095077799
product_mordred_DPSA3,0.09205697189176065
donor_ald_mordred_Mor04se,0.09107366649869285
acceptor_vbur_CHO_C,0.08968895127026595
bde_gxtb_kcal,0.08923341707006967
product_mordred_RPCS,0.08705786841841683
product_mordred_Mor09,0.0868419301462581
mulliken_hydH,0.08479873066223798
donor_dual_descriptor_CHO_C,0.07910912948090394
product_mordred_Mor03p,0.07603140630907045
product_mordred_Mor04v,0.07514128286097342
donor_fukui_plus_CHO_C,0.07365245865493711
donor_ald_mordred_GeomDiameter,0.07130630012854958
product_mordred_WNSA1,0.07037474627797924
product_mordred_Mor03v,0.0685091024479485
donor_ald_mordred_Mor03m,0.06454256515012234
acceptor_ald_mordred_PNSA3,0.06405367066373549
product_AlRings,0.06346109567586242
donor_xtb_IP,0.06248690889276064
donor_pa_CHO_O,0.05924433326599781
product_TPSA,0.0587739064359555
wbo_CO_carb,0.0577662409083855
donor_ald_mordred_WNSA3,0.05744226073568397
fukui_0_ketC,0.05509726570533442
donor_ald_mordred_TPSA,0.05465316754010119
product_mordred_WPSA3,0.054583427012014143
donor_ald_mordred_Mor03v,0.05387649301638675
acceptor_ald_mordred_Mor03m,0.05382208173936325
product_mordred_FPSA2,0.051723875677759004
acceptor_ald_mordred_Mor03v,0.05153543306106511
xtb_energy,0.050316552221761304
product_mordred_Mor01m,0.049306412682453775
donor_sterimol_B5,0.04773840151273749
acceptor_ald_mordred_DPSA4,0.045224774713784395
product_mordred_TopoPSA,0.0446095540213781
acceptor_ald_mordred_Mor03se,0.04458868732637951
product_mordred_MW,0.0443424385233415
donor_ald_mordred_Mor16,0.0440763581720119
product_mordred_PNSA3,0.043237522369294554
dual_ketC,0.0428231087851843
acceptor_ald_mordred_Mor04se,0.04241961120201645
fukui_plus_ketC,0.03974671759269552
mulliken_carbC,0.03938180242451646
acceptor_sterimol_B1,0.03729475086850257
acceptor_ald_mordred_GeomDiameter,0.03713106907194689
donor_ald_mordred_Mor03se,0.035246145124688454
sterimol_L,0.03509872338264388
product_mordred_PNSA4,0.033583723637768376
acceptor_fukui_plus_CHO_C,0.03288130896208871
acceptor_dual_descriptor_CHO_C,0.03206015747901225
acceptor_fukui_minus_CHO_C,0.03191366809566551
donor_TPSA,0.03189371082460232
vbur_carbC,0.030916529756061954
product_mordred_WNSA5,0.030822561727549692
donor_ald_mordred_Mor07,0.0302368396096296
donor_ald_mordred_RNCS,0.030034166420948822
donor_fukui_0_CHO_C,0.03001278339233624
product_mordred_WNSA4,0.02994804589599557
donor_ald_mordred_WNSA1,0.027872240824376393
SASA_total,0.027723370745473385
product_Kappa2,0.026999146877476447
product_mordred_Mor20m,0.025962513738386334
product_mordred_FPSA1,0.025588399618511407
donor_ald_mordred_PNSA3,0.02538789383141815
acceptor_SASA_total,0.025255709835418583
donor_mulliken_CHO_C,0.024547499726745716
xtb_eta,0.02446754548692302
donor_ald_mordred_Mor04v,0.023238829161759424
acceptor_ald_mordred_Mor27se,0.022734691956631525
donor_ald_mordred_FPSA3,0.02225251528244904
acceptor_xtb_LUMO,0.02193210847515751
acceptor_ald_mordred_Mor13v,0.021906081809516555
donor_ald_mordred_Mor12m,0.020617218449883543
product_mordred_FPSA5,0.019798602153730364
acceptor_ald_mordred_Mor18m,0.019791626159614297
donor_xtb_LUMO,0.01972473555041995
product_mordred_DPSA4,0.019334055612374616
acceptor_ald_mordred_PPSA5,0.019312931301551227
donor_ald_mordred_Mor06m,0.01920848419926205
product_mordred_FPSA4,0.018926628603840624
product_mordred_FPSA3,0.018877640516158197
acceptor_ald_mordred_Mor13m,0.01858977115108154
product_mordred_Mor17se,0.01821592877323311
acceptor_Rings,0.01816670457790734
product_RotBonds,0.018065730685485785
product_mordred_Mor13,0.017931688588456406
acceptor_ald_mordred_WNSA1,0.017680856358323727
donor_SASA_total,0.017510612646018085
mulliken_ketO,0.017356820492433308
acceptor_ald_mordred_Mor04v,0.016680465072975496
acceptor_ald_mordred_Mor08p,0.016230093341815917
acceptor_ald_mordred_Mor21m,0.015548116947370454
product_mordred_Mor02p,0.015521344617940313
wbo_CC_new,0.015491463240023675
donor_xtb_eta,0.014815974587062918
hb_angle,0.01431668101139455
donor_ald_mordred_Mor21m,0.01430744074530979
product_mordred_Mor17,0.01411829290792216
product_HBD,0.01362145404361212
xtb_gap,0.013459057053152682
product_mordred_Mor01p,0.013005990568385051
donor_xtb_HOMO,0.012752892913753467
product_NumStereocenters,0.012744598346186027
mulliken_ketC,0.01270742256021419
product_mordred_Mor04p,0.012647407856876266
acceptor_fukui_0_CHO_C,0.012625052009668455
xtb_IP,0.012342959605839983
acceptor_xtb_HOMO,0.01225309068698309
product_LogP,0.0121355274220559
product_mordred_Mor09m,0.01190584230313538
donor_ald_mordred_GeomShapeIndex,0.01167907176680781
acceptor_sterimol_B5,0.011376191132674828
product_mordred_bpol,0.011174867596952107
