id,mordred_PNSA1,mordred_PNSA2,mordred_PNSA3,mordred_PNSA4,mordred_PNSA5,mordred_PPSA1,mordred_PPSA2,mordred_PPSA3,mordred_PPSA4,mordred_PPSA5,mordred_DPSA1,mordred_DPSA2,mordred_DPSA3,mordred_DPSA4,mordred_DPSA5,mordred_FNSA1,mordred_FNSA2,mordred_FNSA3,mordred_FNSA4,mordred_FNSA5,mordred_FPSA1,mordred_FPSA2,mordred_FPSA3,mordred_FPSA4,mordred_FPSA5,mordred_WNSA1,mordred_WNSA2,mordred_WNSA3,mordred_WNSA4,mordred_WNSA5,mordred_WPSA1,mordred_WPSA2,mordred_WPSA3,mordred_WPSA4,mordred_WPSA5,mordred_RNCG,mordred_RPCG,mordred_RNCS,mordred_RPCS,mordred_TASA,mordred_TPSA,mordred_RASA,mordred_RPSA,mordred_GeomDiameter,mordred_GeomRadius,mordred_GeomShapeIndex,mordred_GeomPetitjeanIndex,mordred_VMcGowan,mordred_Mor01,mordred_Mor02,mordred_Mor03,mordred_Mor04,mordred_Mor05,mordred_Mor06,mordred_Mor07,mordred_Mor08,mordred_Mor09,mordred_Mor10,mordred_Mor11,mordred_Mor12,mordred_Mor13,mordred_Mor14,mordred_Mor15,mordred_Mor16,mordred_Mor17,mordred_Mor18,mordred_Mor19,mordred_Mor20,mordred_Mor21,mordred_Mor22,mordred_Mor23,mordred_Mor24,mordred_Mor25,mordred_Mor26,mordred_Mor27,mordred_Mor28,mordred_Mor29,mordred_Mor30,mordred_Mor31,mordred_Mor32,mordred_Mor01m,mordred_Mor02m,mordred_Mor03m,mordred_Mor04m,mordred_Mor05m,mordred_Mor06m,mordred_Mor07m,mordred_Mor08m,mordred_Mor09m,mordred_Mor10m,mordred_Mor11m,mordred_Mor12m,mordred_Mor13m,mordred_Mor14m,mordred_Mor15m,mordred_Mor16m,mordred_Mor17m,mordred_Mor18m,mordred_Mor19m,mordred_Mor20m,mordred_Mor21m,mordred_Mor22m,mordred_Mor23m,mordred_Mor24m,mordred_Mor25m,mordred_Mor26m,mordred_Mor27m,mordred_Mor28m,mordred_Mor29m,mordred_Mor30m,mordred_Mor31m,mordred_Mor32m,mordred_Mor01v,mordred_Mor02v,mordred_Mor03v,mordred_Mor04v,mordred_Mor05v,mordred_Mor06v,mordred_Mor07v,mordred_Mor08v,mordred_Mor09v,mordred_Mor10v,mordred_Mor11v,mordred_Mor12v,mordred_Mor13v,mordred_Mor14v,mordred_Mor15v,mordred_Mor16v,mordred_Mor17v,mordred_Mor18v,mordred_Mor19v,mordred_Mor20v,mordred_Mor21v,mordred_Mor22v,mordred_Mor23v,mordred_Mor24v,mordred_Mor25v,mordred_Mor26v,mordred_Mor27v,mordred_Mor28v,mordred_Mor29v,mordred_Mor30v,mordred_Mor31v,mordred_Mor32v,mordred_Mor01se,mordred_Mor02se,mordred_Mor03se,mordred_Mor04se,mordred_Mor05se,mordred_Mor06se,mordred_Mor07se,mordred_Mor08se,mordred_Mor09se,mordred_Mor10se,mordred_Mor11se,mordred_Mor12se,mordred_Mor13se,mordred_Mor14se,mordred_Mor15se,mordred_Mor16se,mordred_Mor17se,mordred_Mor18se,mordred_Mor19se,mordred_Mor20se,mordred_Mor21se,mordred_Mor22se,mordred_Mor23se,mordred_Mor24se,mordred_Mor25se,mordred_Mor26se,mordred_Mor27se,mordred_Mor28se,mordred_Mor29se,mordred_Mor30se,mordred_Mor31se,mordred_Mor32se,mordred_Mor01p,mordred_Mor02p,mordred_Mor03p,mordred_Mor04p,mordred_Mor05p,mordred_Mor06p,mordred_Mor07p,mordred_Mor08p,mordred_Mor09p,mordred_Mor10p,mordred_Mor11p,mordred_Mor12p,mordred_Mor13p,mordred_Mor14p,mordred_Mor15p,mordred_Mor16p,mordred_Mor17p,mordred_Mor18p,mordred_Mor19p,mordred_Mor20p,mordred_Mor21p,mordred_Mor22p,mordred_Mor23p,mordred_Mor24p,mordred_Mor25p,mordred_Mor26p,mordred_Mor27p,mordred_Mor28p,mordred_Mor29p,mordred_Mor30p,mordred_Mor31p,mordred_Mor32p,mordred_MOMI-X,mordred_MOMI-Y,mordred_MOMI-Z,mordred_PBF,mordred_apol,mordred_bpol,mordred_TopoPSA(NO),mordred_TopoPSA,mordred_Vabc,mordred_MW,mordred_AMW
DFGATMLFZICVHD-UHFFFAOYSA-N__COPITHNTSGBMEJ-UHFFFAOYSA-N,314.5918742209666,-1046.5966165926986,-57.446440999394696,-20.521502286131348,-52.329830829634936,312.9719252434782,1041.2073066396347,26.21563117767031,20.415829541953617,33.587332472246274,-1.6199489774883773,2087.8039232323335,83.662072177065,40.937331828084965,85.9171633018812,0.5012906647729449,-1.6677134938086795,-0.09153880617145027,-0.03270026458448391,-0.08338567469043398,0.4987093352270552,1.6591258251801462,0.04177365106152141,0.0325318789251009,0.05352018790903697,197.42647186675052,-656.8061492155467,-36.051306779290194,-12.878551945402878,-32.84030746077734,196.40985053149933,653.4240133849103,16.451981107217335,12.812235556566867,21.078193980158392,0.14931760748967846,0.1258700057617287,122.54284048360147,0.0,503.28264064691706,124.28115881752773,0.8019625113437268,0.19803748865627327,13.610314688682907,7.264915767671712,0.8734304875560577,0.46621985355617446,301.61000000000007,1275.0,18.698148401220337,-7.6447256723896,1.7841832465119953,-8.237705001107408,-2.3238812745225075,5.498731597039895,-0.8127162034508938,-1.602173521800572,0.9501490319178761,-0.36739295020588336,-0.3332056965193362,-0.8542663351836545,0.04694543727137971,1.571515704452382,-0.12877301935241542,-0.5928764406392171,-2.395471634923181,0.29816469403743645,2.8027608648614963,-0.8840443887163831,-0.10835268143810697,-1.1232715424991757,-0.46419820140851764,1.3259833487480601,0.792568872453643,-0.9612133460738229,-0.11291683371420079,0.05397960726019283,-0.183205218305448,1.0885908819813794,-0.681943351032819,735.0898010593894,13.034596214867276,-7.486238019075092,1.4081280541951307,-7.796244508290412,3.1086559434977366,4.67301956393336,-2.514388538416024,-2.9696768685784467,2.433916874164878,-0.10625145660410243,2.280972375555643,-1.9694791800837552,-1.9703641776431682,2.1318063867263546,-0.23289215352157194,0.583609597333912,-1.9148915185153565,-0.35959230920887925,1.8414521890641038,-0.33679262979779023,-0.33591812509940094,-0.5431729844526952,-0.2689409074496466,1.2579361538749783,0.3653061970088811,-0.9966785673368425,-0.06218165660381854,0.39422197443771767,0.2211971372359956,0.4124765159149623,-0.9245465969119265,588.4460932619719,12.65223054959942,-4.743041226646953,0.3985135515938466,-6.102458058238592,1.6875763636181995,3.8394048907735407,-2.1284542551124,-1.7895992402262944,1.3299652454348558,0.02951927721232797,0.9738301420020068,-1.552179517532402,-0.9694846949107225,1.5682590603032998,-0.0488371906687087,-0.008797649894803238,-1.4754517458102097,-0.06537302368824793,1.7539486960612383,-0.4169212212962026,-0.290904875437262,-0.6413593266405649,-0.10496114812924619,0.9710446425309157,0.22151479027443202,-0.738515454539013,-0.06269693075297049,0.22596265449779168,0.15115499445340566,0.3480304790321332,-0.6579703612047596,1416.0087092183085,18.958379516024298,-9.456692715809393,2.6347206279461073,-9.013768582740292,-2.0821487592579353,5.891698039759085,-0.7857285029271086,-2.2356530635932077,1.4464376264057288,-0.28903119258767135,0.0678018286506458,-1.1259131538462248,-0.29979254741770534,1.836482950057237,-0.28135853267188105,-0.27596424129961394,-2.592421884977173,0.14034306062864885,2.819229702114582,-0.7965619452153845,-0.10840791089244106,-1.0767618264025474,-0.5431081218280107,1.4685481291021294,0.8690450124669425,-1.1211989141373828,-0.06819649683672946,0.1745678355670644,-0.18801760213797922,1.1446824212187996,-0.784527722446827,578.9692610935845,13.353574354202102,-4.071932862269467,0.1402065402500621,-5.758026427883918,0.974312608787187,3.5732631804347723,-1.7992096673742888,-1.375659690534438,0.9323173041952739,0.07384930588700278,0.3750125289001856,-1.275411090005371,-0.5261983561197396,1.3139915781325349,0.03962720097919072,-0.2700336789635841,-1.4399985331295293,0.11683954656431016,1.8083641235471182,-0.5214784195964574,-0.25272585566577377,-0.7247126487200397,-0.09431955803420713,0.9285148424985673,0.24032874024948814,-0.6858563675779829,-0.04637639462432459,0.1252333370868066,0.08365584372885687,0.41593350184966665,-0.5755858786464038,,,,1.3302121555539286,57.505274,27.392726,81.78,81.78,386.72561594853744,467.11559915600054,9.159129395215697
COPITHNTSGBMEJ-UHFFFAOYSA-N__DFGATMLFZICVHD-UHFFFAOYSA-N,277.31751185018,-921.3679816273748,-49.20986009154928,-18.066038855438723,-46.06839908136873,295.77079592729484,982.6777236306615,25.813273310515996,19.26819065942473,31.69928140744068,18.45328407711486,1904.0457052580364,75.02313340206527,37.33422951486345,77.76768048880942,0.48390013910013313,-1.6077242706286967,-0.08586784867831755,-0.03152400530644504,-0.08038621353143482,0.5160998608998668,1.714705587768206,0.04504240090087314,0.03362167819153344,0.055313083476393715,158.92742358327948,-528.0252174311797,-28.20159544583227,-10.353435635905486,-26.401260871558982,169.50278492797023,563.1611137261168,14.793285119721068,11.042374778943463,18.166487539552147,0.14951577874804953,0.12603329826502488,15.70058076423892,0.0,459.409006220963,113.67930155651185,0.8016373741816899,0.19836262581831024,9.966564386423634,5.603483618029634,0.7786371953253252,0.43777179369225266,301.61000000000007,1275.0,15.100579471893012,-3.85889192053754,0.6470894064563943,-7.2768754603850425,-4.03634264685838,5.58967554483564,-1.101652496711349,-1.6637743916139598,-1.0870079840726246,0.2372403935208448,-0.4563477578031466,-0.7979161593404619,-0.58995097499726,1.9085998383181706,0.07705378101422142,0.1499132216595385,-2.265349533233491,0.1707220422751942,3.1142292690116125,-0.6847108633279388,-0.23980475007393165,-1.1294362755142289,-0.31020552095069637,1.0817041659697473,0.4589927128307369,-0.8814935857488184,-0.11265607352773255,0.19542069495096678,-0.38315900077103004,0.5560262276847012,-0.7199399566883963,735.0898010593894,3.335564902014098,-5.4322056551920195,-0.394682869505543,-7.0473814380051545,1.3621287965803992,6.281406190998979,-3.312802790615308,-3.0883083918812027,0.8976973997658397,0.08335572434644127,1.7184918870364934,-1.5714019966939006,-1.918225773192154,2.3184399406178957,-0.48115721768852415,0.963038404079069,-1.635731578371054,-0.307624989648147,1.9499532781373559,-0.05473733899627494,-0.39321712802538455,-0.44254960512847535,-0.27933202417183545,1.0499327446293634,-0.023089214735997243,-0.7974673507558148,0.18758846309969446,0.6630145865945792,0.2268561680343311,0.1570519816609758,-1.0017644389893146,588.4460932619719,6.306935197919768,-2.688163216415114,-0.7237480320332124,-5.8608404727708185,0.7529515533390343,5.040579904173882,-2.5054418740008146,-2.2483383748057024,0.28531145437138733,0.510320975165883,0.6655369179956316,-1.1789561883273827,-1.067595410542507,1.7740174075355615,-0.26046248691251345,0.2638509275447631,-1.3250606596962917,-0.12466283992417275,1.7792088087474283,-0.2789106841687419,-0.3016219421770478,-0.558456844218716,-0.04202221459734497,0.7623229661845948,-0.013138738132930957,-0.6316458763746271,0.05650107830238798,0.3402893554504846,0.14057312573464104,0.10718988258862451,-0.6542645324906108,1416.0087092183085,14.140252688635313,-5.317596451763715,1.2182361899358656,-7.878319663925001,-4.3249273616848685,6.19519240983925,-1.3568597174911103,-2.183805681974029,-0.9523406629192448,0.15607394701905689,-0.12484036336922354,-1.066735422177259,-0.8848966243347021,2.250624558580109,-0.012439785339189127,0.5293798575884596,-2.367505091871987,-0.03231873418410298,3.2794869173682595,-0.5251181796887671,-0.28380839069809477,-1.1035702290819507,-0.4565222641333508,1.1910941476075916,0.44395897741142865,-1.017546429069036,-0.023887845706577444,0.3751070038596039,-0.42354446657203215,0.5823589383575146,-0.9246401075956835,578.9692610935845,8.061702786544542,-1.9584768456162072,-0.7772757520002362,-5.583862568012673,0.24651716861892836,4.548111775292311,-1.9669930817449288,-1.9135192266407837,-0.004323642695843632,0.6501422987405683,0.15249657401502845,-0.937702845772194,-0.7014231131973684,1.531148395588936,-0.15083510830840763,0.026169715915044127,-1.3493681553548709,0.06399687144570933,1.7942227621461877,-0.4065235888877538,-0.2634983720668808,-0.643924722355889,-0.020738363654724562,0.721023239080587,0.03140674497378347,-0.5935210765779448,0.015441251513366122,0.20430850852746493,0.06091039051094941,0.16307805374419954,-0.5352911112190816,,,,1.5668761449667699,57.505274,27.392726,81.78,81.78,386.72561594853744,467.11559915600054,9.159129395215697
NDTSPWRLEBXMHQ-CMJOXMDJSA-N__IXTRHVKNNCAPDT-UHFFFAOYSA-N,397.1112369287915,-1983.9072385231902,-58.99948499307576,-20.24395141350194,-61.997101203849695,605.1463842096812,3023.219139515312,42.308823169302855,30.849174893013384,45.80635059871685,208.03514728088965,5007.126378038502,101.30830816237861,51.09312630651532,107.80345180256654,0.39621672966448446,-1.9794384165117684,-0.05886658654294667,-0.020198351188895593,-0.061857450515992764,0.6037832703355155,3.016409230274759,0.042213521031891896,0.03077968602321183,0.04570317015567817,398.00776365160704,-1988.3861494416492,-59.13268347755513,-20.289654586139278,-62.13706717005154,606.5125754785433,3030.044422950917,42.40434046283377,30.91882064235629,45.9097639841048,0.0986417584062736,0.052157713938353834,22.52318383453224,42.57471133432825,821.574112882154,180.68350825631865,0.8197234878083753,0.18027651219162472,19.394783179267858,10.831562443297518,0.7905803784817019,0.44152185960624885,564.8400000000003,4753.0,48.469955663920146,-11.908932099034,7.611702384889058,-17.50420366600906,-5.683640622824791,8.606564294310203,1.3489538729595596,-0.9595952916384282,0.26823666017955194,0.4632587474680521,-1.96101327451418,-0.12364547038473156,1.1617564427975593,2.41244023663684,0.4117624856469102,-1.1780488918046712,-3.762785672854213,1.7702960353451545,5.20023809743083,-2.5637939163988595,-0.27366323006626053,-2.1200930446638386,-0.0979734070606416,1.5600435481133925,0.9641174996891745,-0.5378123973211211,-1.0601058865610917,-0.805726244315723,0.515192567787984,1.2222116556444442,-0.24932686103078855,2258.231344046565,39.51165133809498,-9.629016903969859,0.8611310179594235,-11.583414393608386,7.88861612496342,5.957050216200807,-4.166920484145577,-3.9617002671227413,3.950393996606728,1.1304607216037383,4.480684943433439,-4.22942692341164,-2.489885333053154,3.844946620644701,-0.30457853923279676,1.034329803414849,-1.6690867768588078,0.12891640976653965,1.7115063470980867,-1.1398062427701143,-0.52060036925055,-1.2229757950973694,0.5910720732049409,0.31326616981815497,-0.17617083663826424,-0.4545284521953539,0.19255286740463032,-0.2467990660914458,0.5474192506329478,-0.2700159354320522,-0.7684655551926104,1982.044294312525,34.61304955731498,-6.363633987235703,1.2624154293844503,-10.58732369141511,2.3089467466072464,6.4816767074284325,-2.740947548857781,-2.6017451012787194,2.0505534813085338,0.9135500043307214,1.4505400468731613,-2.5227591639487272,-0.39389824762480524,2.2413650019026696,-0.23214395555754516,0.03696626156739567,-2.062165478226809,0.39452257947703184,2.3563400092449784,-1.3021787879868534,-0.225065852375182,-1.1288041865206628,0.21547470847741532,0.9462530239630568,0.017429414886651035,-0.5310112687996168,-0.19779823581437092,-0.11714331411394008,0.4276024092198233,0.2501029692259669,-0.6073497859811187,4884.006825262356,50.999814609642016,-13.067509919603213,7.920330868647364,-18.258564439224667,-5.21027251881792,9.484308792477291,1.1442983263906472,-1.9229213180342535,0.6970805584340617,0.8660965345022682,-1.4565945257299697,-0.705410210946865,0.8187455461401875,2.7211334710236676,0.41008660557728527,-0.8857878618945036,-3.605757483954691,1.5719432789203924,5.163992155429812,-2.44939813837266,-0.2844018569572557,-2.131908093609776,-0.003625847639523977,1.5001704578846222,0.900251900632913,-0.5716169512967191,-0.9396311482366627,-0.6774077130064212,0.5097901722873484,1.0711921242150826,-0.31419788589728437,2215.8780318360814,35.47874931189088,-6.333541723732459,2.0479588398419417,-11.051861184502986,1.1434477962652043,5.744610078712669,-1.7682256602982442,-1.891123053738308,1.4637888818262033,0.9361795726480806,0.5065518893700421,-1.9878454446320648,0.13096668987826593,2.0916108257893176,-0.19563435992980166,-0.2909630705640634,-2.219166464910833,0.651465090668919,2.656884347003822,-1.445552854891304,-0.2865818354239775,-1.3095860826202734,0.1295950626784853,1.0475210361658907,0.24453266592232323,-0.5118593903602289,-0.3680105228814959,-0.29515677673495694,0.3988845816524765,0.4617583776237934,-0.44709950630789413,,,,1.177614584089249,111.86309899999999,58.002900999999994,146.32000000000002,146.32000000000002,688.7363261849221,815.2329890360012,8.318703969755115
ARZZZYIWZZPTKD-UHFFFAOYSA-N__BRGLXBOKVIVUHH-UHFFFAOYSA-N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRGLXBOKVIVUHH-UHFFFAOYSA-N__ARZZZYIWZZPTKD-UHFFFAOYSA-N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HMGYKXSHMZADER-UHFFFAOYSA-N__UTIOXIXWTMRAJY-UHFFFAOYSA-N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAYGZDZFBQXWAF-UHFFFAOYSA-N__PCOBZJQJHKMFSO-UHFFFAOYSA-N,424.14261123129484,-1495.0127148233098,-57.193121823466804,-25.339198556327286,-57.50048903166577,334.07760191739425,1177.5526659636255,23.18030249264924,19.958519762095342,35.68341412010985,-90.06500931390059,2672.5653807869353,80.37342431611604,45.297718318422625,93.18390315177562,0.5593923821549707,-1.9717394615673924,-0.07543075327147876,-0.033419312907921904,-0.07583613313720741,0.4406076178450293,1.55304836977843,0.030571992266451905,0.026322853725058132,0.047062071811467564,321.59350109323395,-1133.5488592933305,-43.36498101962794,-19.21269253039543,-43.598033049743485,253.30439053400957,892.8442333807473,17.575773896827595,15.132953108148255,27.055885860022634,0.13979135808068205,0.1514501213737963,28.03793368397869,0.31196277616668383,693.4924418504687,64.72777129822043,0.914631962883945,0.085368037116055,14.941152404184487,8.027532404354721,0.8612385041360048,0.4627233437424483,371.2100000000001,1711.0,28.81934557897163,-6.448721497900375,5.627215610047262,-10.564601707268023,-2.6900031465010144,6.264160197783791,-0.1456830328903587,-1.077990629526122,-0.1604660522631663,1.1429591203113223,-0.6991821347489319,-1.0056002450701116,1.0563530387302364,1.4361751767321513,1.0297581741792723,-0.8808245470641048,-2.4769962397836203,0.6006713952845163,2.693851537333239,-1.3110507375892333,0.4308521398993627,-1.1601061162538697,-0.8101502494817603,1.9223236457738615,0.49804299954946873,-0.8617323902808927,-0.14126014299298723,-0.04095913977007776,0.1870928310986046,0.6022298444239323,-0.6494503845416989,1138.309236760714,18.44732983649566,-10.466336381202776,2.9352938558318145,-9.992624662510844,4.97077587496262,5.189480787726407,-3.4325111692047257,-3.0872263498878882,1.7071420990823984,1.5579896749328308,1.5058161877594514,-2.28589658197338,-0.2482964528273624,1.6647923211139515,1.162060018922049,0.1925506301637486,-1.6026376808758038,-0.25603929477964177,1.4982133173362424,-0.4308038901269266,-0.08679476896659193,-0.3451086542640516,-0.6329463325515771,1.575228592673888,-0.43614962609352964,-0.9082452017617096,0.442239911900435,0.2510785462043067,0.5392860559403607,-0.3265052699185587,-0.7151785430561554,848.9729391277709,15.724020188038129,-4.739299303704195,1.4999198560581433,-7.127443581210882,1.9926911445915758,4.776001865209374,-2.1211359663854017,-1.9032955841046204,1.070630049168909,1.0381151155922204,0.9019275918985336,-1.5258365459006886,-0.4058874410399285,1.7221382147652342,0.6247760826162452,0.06346433636873289,-1.5673311328491188,0.006036083953550742,1.6272317340507652,-0.5965213024052564,-0.06236649774956317,-0.6339072060430624,-0.2758550053099988,1.197464990500994,-0.030097660934159186,-0.7659982675224035,0.1575642098913316,0.21001287974303895,0.3819039234076444,-0.011712378083135288,-0.669189194015701,1882.963670258109,28.954746451898647,-8.905007313663228,6.972106382406954,-11.538781544302672,-2.3627157339175557,6.399903814523586,-0.1921378913923747,-1.6953752824666306,0.08605520551131385,1.2454867494454287,-0.4523751041268559,-1.3283062653843791,1.2908755207913247,1.3446080185243057,1.1747792819533958,-0.7816721978964759,-2.563980494158838,0.48343284191171465,2.623632275117577,-1.224367370739134,0.5229997290915056,-1.090027634029722,-0.9036566583343546,1.998124961483631,0.4110732591563977,-0.8728844686897063,-0.08184530669806907,-0.01767334245520825,0.1535829851160508,0.5412323083335093,-0.7393974762071701,880.016803478543,16.79053143995175,-3.960979050965917,1.4707114248733157,-6.848669318589839,1.7083577580597948,4.524801610943733,-1.6783300960942442,-1.5397492292719823,0.8096629661823681,1.1512544193401308,0.2947487056360708,-1.2645944165786585,-0.19652955638355105,1.7033111325336647,0.6641403148142476,-0.15686548920703763,-1.6692025809868705,0.17966979332806027,1.7547923307412165,-0.7403826482735109,-0.0009476002484609981,-0.7229897408917355,-0.3496682808895305,1.2399397397994392,0.05726604813216667,-0.7907082001986478,0.15220809409007677,0.1699659502205742,0.34017155902011526,0.13138419898259648,-0.6295341989254786,,,,1.3921119130242918,70.79086,36.64514,99.13,107.50999999999999,464.33907485409776,580.0570363200005,9.831475191864415
PCOBZJQJHKMFSO-UHFFFAOYSA-N__RAYGZDZFBQXWAF-UHFFFAOYSA-N,432.65557928915507,-1532.1189548895584,-62.89277614936899,-25.96811787948404,-56.745146477391046,338.443702824922,1198.4960718939915,24.6500893164286,20.31349274396596,37.453002246687234,-94.21187646423306,2730.61502678355,87.54286546579759,46.28161062345,94.19814872407828,0.5610893296424411,-1.9869282599888292,-0.08156248826602407,-0.03367675016930219,-0.07358993555514182,0.43891067035755893,1.5542694691767136,0.03196746500508588,0.02634355032502905,0.0485709209117723,333.6204065925176,-1181.4158262287085,-48.496574538939775,-20.023997054723875,-43.75614171217438,260.9736962843274,924.159460653998,19.00766617594597,15.663719672101664,28.87998314543744,0.13913978381799688,0.150748362027262,26.512218195066804,0.3134150161180948,694.5709434796365,76.52833863444059,0.9007542343644422,0.09924576563555784,16.362931322896607,8.551341206684386,0.9134929746583006,0.47739552052519363,371.2100000000001,1711.0,42.84352369548522,-6.962548768822683,2.550767550120805,-9.706108346628533,-3.064330183220804,5.9722573478803875,0.7385669105723347,-1.56642145115762,-0.6421982424969023,1.5301138920209059,-1.4902104652530226,-0.1309595716223027,0.04555814765763416,1.1890321250332831,0.33951531227897574,-0.7240183523031153,-2.1231902105213063,0.3605573646480059,2.9834635002701924,-1.1891233125428635,0.3722420619542578,-1.359623694001527,-0.390733175615296,1.9801579760578303,0.35659560412899677,-0.810461000038776,-0.17967839060223606,-0.18906130804700033,0.28191094669201816,0.5065406036117802,-0.7090234864146586,1138.309236760714,37.98208270268317,-8.423853589971632,0.7209034909872752,-9.482518322543417,6.21655080790854,4.635742983319745,-2.9528142142158895,-2.824814660048922,1.000913883914875,2.3051301847488554,0.6055128338675139,-1.6979446119717336,-1.5539893064428016,1.5230700560783326,0.8488117451707944,0.29375033859223776,-1.6149995813101623,-0.5026395287363375,2.082046081770735,-0.2558991295413189,-0.4196274439248227,-0.6685454957533596,-0.3042803036180557,1.7901984143182692,-0.6619460675278589,-0.8709587610353081,0.36171981597950015,0.008829910690040984,0.6291816273786276,-0.5892135122995894,-0.9437032582472656,848.9729391277709,27.431214127737974,-3.998372589469147,-0.19528624807407205,-7.175348825677637,1.926164235573815,4.693483945944165,-1.5898878967940475,-1.9601380789933722,0.5598875224154612,1.0546942848598027,0.5744990946330584,-1.2122796097930553,-0.9519760496627656,1.5095258409928851,0.22679897326082107,0.07582221214492554,-1.4643506962316934,-0.19826934318010636,1.9488877779909117,-0.38699580698595987,-0.04915192777752967,-0.7986103349397313,-0.026527869762871092,1.3437138805138744,-0.18317849838768646,-0.7090456457273596,0.07317281893199554,0.06938533028244748,0.40986726244544336,-0.0850776753208624,-0.7881442622842338,1882.963670258109,46.08775453651687,-8.59353951976429,3.8835887870725334,-10.50233587423443,-2.247700020945423,6.010983114441329,0.5572988571441431,-2.1365245838107785,-0.46431846859659265,2.0945409103025634,-1.478401878439792,-0.40322520118407296,-0.07756119041473353,1.2933094265113043,0.3634781958531705,-0.5058209328088169,-2.275720759842248,0.2312825855195259,3.0623819618943218,-1.1299358813859288,0.3588646573609631,-1.3261154608846146,-0.4519363022536836,2.088992375978695,0.21506994635166132,-0.9073646550363144,-0.10814974206659192,-0.19814828362513245,0.3697172807886829,0.33524047920958916,-0.7869907657839794,880.016803478543,27.91494638596225,-3.820434587515499,-0.3258822869102041,-6.854764791105517,1.166461484453103,4.420535123684557,-1.0188928871847296,-1.6059365217641892,0.3073196769346356,0.9881220466393829,0.08849239771958714,-0.8499749303681096,-0.6744216393184328,1.371254538479814,0.2758657164743364,-0.23496289015348,-1.4487792688039045,-0.06736517792392108,2.054642535240271,-0.5126675950957242,-0.014112583067964734,-0.8868464367373743,-0.06684931351731443,1.3837109030893375,-0.054388681033446344,-0.6768300744419126,0.05534926936696434,0.02554835460704429,0.31789268925500463,0.10737280096345428,-0.7164500604209373,,,,1.2365349288953824,70.79086,36.64514,99.13,107.50999999999999,464.33907485409776,580.0570363200005,9.831475191864415
UTIOXIXWTMRAJY-UHFFFAOYSA-N__HMGYKXSHMZADER-UHFFFAOYSA-N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FZCBUYRTQCSWOP-UHFFFAOYSA-N__BAEVCMDJHIOZFX-UHFFFAOYSA-N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
