id,donor_id,acceptor_id,pair_key,reaction_type,donor_smiles,acceptor_smiles,smiles,dG_xtb_kcal,dG_gxtb_kcal,dG_pred_correction_mean,dG_pred_correction_std,dG_pred
HSQFNQGNNXJIHM-UHFFFAOYSA-N__WPJOMIZMKHOMNH-UHFFFAOYSA-N,HSQFNQGNNXJIHM-UHFFFAOYSA-N,WPJOMIZMKHOMNH-UHFFFAOYSA-N,HSQFNQGNNXJIHM-UHFFFAOYSA-N__WPJOMIZMKHOMNH-UHFFFAOYSA-N,aliph-carbo,C1CC1CC(CC2CC2)(C=O)C3=CC=CC=C3Br,C1CCC(CC1)(C=O)NS(=O)(=O)C(F)(F)F,O=C(C(O)C1(NS(=O)(=O)C(F)(F)F)CCCCC1)C(CC1CC1)(CC1CC1)c1ccccc1Br,-6.7388,-2.583,23.289854977160566,11.841355027203106,20.706854977160567
IPXSTKBAAGQAKJ-DYESRHJHSA-N__SNFCIOPOFRGYST-UHFFFAOYSA-N,IPXSTKBAAGQAKJ-DYESRHJHSA-N,SNFCIOPOFRGYST-UHFFFAOYSA-N,IPXSTKBAAGQAKJ-DYESRHJHSA-N__SNFCIOPOFRGYST-UHFFFAOYSA-N,aliph-carbo,CCCCC[C@H](C=O)[C@@H](C1=CC=C(C=C1)[N+](=O)[O-])NC2=CC=C(C=C2)OC,COP(=O)(OC)OC(C=O)C(=O)C(F)(F)F,CCCCCC(C(=O)C(O)C(OP(=O)(OC)OC)C(=O)C(F)(F)F)C(Nc1ccc(OC)cc1)c1ccc([N+](=O)[O-])cc1,-19.8352,-10.6306,13.897869272151928,8.787720198955572,3.2672692721519283
HCLRJNYJVILTMM-UHFFFAOYSA-N__RLOWJLAPSJNDTA-UHFFFAOYSA-N,HCLRJNYJVILTMM-UHFFFAOYSA-N,RLOWJLAPSJNDTA-UHFFFAOYSA-N,HCLRJNYJVILTMM-UHFFFAOYSA-N__RLOWJLAPSJNDTA-UHFFFAOYSA-N,carbo-carbo,C1=CC(=C(C=C1F)C=O)OC2=C(C=C(C=C2Br)[N+](=O)[O-])Br,C1=CC(=C(C(=C1C(=O)N)C=O)C(F)(F)F)F,NC(=O)c1ccc(F)c(C(F)(F)F)c1C(O)C(=O)c1cc(F)ccc1Oc1c(Br)cc([N+](=O)[O-])cc1Br,-9.7399,4.8291,10.874196101182035,6.05177252573692,15.703296101182035
FDQUIPUSRQTPJN-LJQANCHMSA-N__YHZNQWFNGNKWFE-UHFFFAOYSA-N,FDQUIPUSRQTPJN-LJQANCHMSA-N,YHZNQWFNGNKWFE-UHFFFAOYSA-N,FDQUIPUSRQTPJN-LJQANCHMSA-N__YHZNQWFNGNKWFE-UHFFFAOYSA-N,carbo-carbo,CC(C)(C)[C@](C=O)(NC)NC(=O)C1=CC(=C(C=C1)C2CC2)OCCF,C1=CC(=C(C(=C1F)C=O)C(F)(F)F)F,CNC(NC(=O)c1ccc(C2CC2)c(OCCF)c1)(C(=O)C(O)c1c(F)ccc(F)c1C(F)(F)F)C(C)(C)C,-11.1443,20.4417,0.8141671008923742,6.023895442735588,21.255867100892374
OGINCWQHOWZVOM-DWZYQQQCSA-N__MCHJJNLJSGFBFO-UHFFFAOYSA-N,OGINCWQHOWZVOM-DWZYQQQCSA-N,MCHJJNLJSGFBFO-UHFFFAOYSA-N,MCHJJNLJSGFBFO-UHFFFAOYSA-N__OGINCWQHOWZVOM-DWZYQQQCSA-N,carbo-hetero,CC(C)[C@@](COC[C@@]1(C[C@H]([C@@H](O1)N2C=C(C(=O)NC2=O)F)O)F)(C=O)N,CN(C1=CC(=C(C=C1)[N+](=O)[O-])C=O)C2=CC=CC=C2F,CC(C)C(N)(COCC1(F)CC(O)C(n2cc(F)c(=O)[nH]c2=O)O1)C(=O)C(O)c1cc(N(C)c2ccccc2F)ccc1[N+](=O)[O-],-13.6655,1.7823,11.86047716822537,5.983312335698568,13.642777168225368
YCSIGVSHBWAUNH-JPXWGHGXSA-N__LTUSQXXSNQKQCI-FKBYEOEOSA-N,YCSIGVSHBWAUNH-JPXWGHGXSA-N,LTUSQXXSNQKQCI-FKBYEOEOSA-N,LTUSQXXSNQKQCI-FKBYEOEOSA-N__YCSIGVSHBWAUNH-JPXWGHGXSA-N,carbo-hetero,C[C@@H]1CC[C@@]2([C@@H]([C@]1(CC(=O)C3=COC=C3)C=O)CC[C@H]([C@]2(C)O)O)C,CC(C)C[C@@H](C(=O)N[C@@H](CCCN)C=O)NC(=O)[C@H](CC(C)C)NC(=O)OCC1=CC=CC=C1,CC(C)CC(NC(=O)OCc1ccccc1)C(=O)NC(CC(C)C)C(=O)NC(CCCN)C(O)C(=O)C1(CC(=O)c2ccoc2)C(C)CCC2(C)C1CCC(O)C2(C)O,-3.2691,8.2502,12.698861537843202,5.966780641926417,20.9490615378432
UKTYBVSONRGKRL-UHFFFAOYSA-N__GIUGOIUNPCPXAQ-IFUGULHKSA-N,UKTYBVSONRGKRL-UHFFFAOYSA-N,GIUGOIUNPCPXAQ-IFUGULHKSA-N,GIUGOIUNPCPXAQ-IFUGULHKSA-N__UKTYBVSONRGKRL-UHFFFAOYSA-N,carbo-hetero,C1=NC(=C(S1)C(F)(F)F)C(C=O)(Br)Br,COC1=CC2=C(C=C1)OC(=O)[C@H]3[C@H]2CC=C[C@@H]3CC=O,COc1ccc2c(c1)C1CC=CC(CC(O)C(=O)C(Br)(Br)c3ncsc3C(F)(F)F)C1C(=O)O2,-14.6996,3.3767,6.9007924247962125,5.533268902346903,10.277492424796213
HBLFXCOKMCXOCP-UHFFFAOYSA-N__LLQVTCUCCPQBIX-UHFFFAOYSA-N,HBLFXCOKMCXOCP-UHFFFAOYSA-N,LLQVTCUCCPQBIX-UHFFFAOYSA-N,HBLFXCOKMCXOCP-UHFFFAOYSA-N__LLQVTCUCCPQBIX-UHFFFAOYSA-N,carbo-hetero,C1=CC=C2C(=C1)C(=C(C(=N2)Br)Br)C=O,C1=CC(=C(C=C1C(F)(F)F)[N+](=O)[O-])CC=O,O=C(c1c(Br)c(Br)nc2ccccc12)C(O)Cc1ccc(C(F)(F)F)cc1[N+](=O)[O-],-10.1906,0.9254,3.8617453394466574,5.48198789824147,4.787145339446657
CBBNTQXWPKSXCA-UHFFFAOYSA-N__IANKQTQZMFBVBE-UHFFFAOYSA-N,CBBNTQXWPKSXCA-UHFFFAOYSA-N,IANKQTQZMFBVBE-UHFFFAOYSA-N,CBBNTQXWPKSXCA-UHFFFAOYSA-N__IANKQTQZMFBVBE-UHFFFAOYSA-N,aliph-carbo,C1CCC(C1)(C=O)C2(C(O2)(C(=O)OC=O)N)N3CCN(CC3)C4=CC=C(C=C4)F,C(C=O)P(=O)(OCC(F)(F)F)OCC(F)(F)F,NC1(C(=O)OC=O)OC1(N1CCN(c2ccc(F)cc2)CC1)C1(C(=O)C(O)CP(=O)(OCC(F)(F)F)OCC(F)(F)F)CCCC1,-13.4731,20.189,2.689845449574306,4.933656636307681,22.878845449574307
PPBHOASGMLCIRC-VQTJNVASSA-N__GKGMMGLQXLSTRE-UHFFFAOYSA-N,PPBHOASGMLCIRC-VQTJNVASSA-N,GKGMMGLQXLSTRE-UHFFFAOYSA-N,GKGMMGLQXLSTRE-UHFFFAOYSA-N__PPBHOASGMLCIRC-VQTJNVASSA-N,carbo-hetero,CC(C)(C)OC(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](C=O)OCC2=CC=CC=C2,C1=C(C(=C(N=C1C(F)F)I)Cl)C=O,CC(C)(C)OC(=O)NC(Cc1ccccc1)C(OCc1ccccc1)C(=O)C(O)c1cc(C(F)F)nc(I)c1Cl,-17.435,-4.8915,5.638345369362216,4.664322199081684,0.7468453693622159
