name,SMILES,molecular_formula,MW,InChIKey,PubChem_CID,cho_class,xtb_risk
"trans-(1R,2R)-2-[[(2,4-dimethylpyrimidin-5-yl)-methylamino]methyl]-2-(5-fluorocyclohexa-2,4-dien-1-yl)cyclopropane-1-carbaldehyde",CC1=NC(=NC=C1N(C)C[C@]2(C[C@H]2C=O)C3CC(=CC=C3)F)C,C18H22FN3O,315.4,AWRLQKAJIKTAHS-JGNLYWJMSA-N,87413806,aliphatic,
5-ethenyl-1-fluoro-6-(methylamino)-2H-isoquinoline-1-carbaldehyde,CNC1=C(C2=C(C=C1)C(NC=C2)(C=O)F)C=C,C13H13FN2O,232.25,GQFPOIXCTJPJGZ-UHFFFAOYSA-N,174507755,aliphatic,
"N-[3-formyl-1,5-bis(methylamino)-2,4-dioxopentan-3-yl]-N-methyl-2-methyliminoacetamide",CNCC(=O)C(C=O)(C(=O)CNC)N(C)C(=O)C=NC,C12H20N4O4,284.31,WKGNSKVQALALCL-UHFFFAOYSA-N,193593,aliphatic,
"6-(ethoxymethoxy)-2,5,7,8-tetramethyl-3,4-dihydrochromene-2-carbaldehyde",CCOCOC1=C(C2=C(C(=C1C)C)OC(CC2)(C)C=O)C,C17H24O4,292.4,IOGFTCFKUMWQLN-UHFFFAOYSA-N,18935270,aliphatic,
2-[2-[3-(difluoromethyl)-5-methylpyrazol-1-yl]-6-[6-[(6-methylpyridazin-3-yl)amino]benzimidazol-1-yl]-3-pyridinyl]acetaldehyde,CC1=NN=C(C=C1)NC2=CC3=C(C=C2)N=CN3C4=NC(=C(C=C4)CC=O)N5C(=CC(=N5)C(F)F)C,C24H20F2N8O,474.5,ABDLHPYIANZRIU-UHFFFAOYSA-N,169749707,aliphatic,
"2-[(2R)-2-amino-3-[5-[5-(difluoromethyl)-1,3,4-oxadiazol-2-yl]-3-oxo-1H-isoindol-2-yl]cyclohexyl]-1-(trifluoromethyl)cyclopropane-1-carbaldehyde",C1CC([C@H](C(C1)N2CC3=C(C2=O)C=C(C=C3)C4=NN=C(O4)C(F)F)N)C5CC5(C=O)C(F)(F)F,C22H21F5N4O3,484.4,PRPAJPAUSORPRF-HXJLYOJCSA-N,137472307,aliphatic,
"(Z)-5-(5,6-dihydro-4H-oxazin-3-yl)-3-hydroxy-2,2-dimethylpent-4-enal",CC(C)(C=O)C(/C=C\C1=NOCCC1)O,C11H17NO3,211.26,BSCXKYCLUNWCEW-WAYWQWQTSA-N,134839054,aliphatic,
3-(5-fluoro-4-nitro-1H-indol-3-yl)-2-[(3-hydroxy-4-methylphenyl)methyl-methylamino]-N-methyl-N-(2-oxoethyl)propanamide,CC1=C(C=C(C=C1)CN(C)C(CC2=CNC3=C2C(=C(C=C3)F)[N+](=O)[O-])C(=O)N(C)CC=O)O,C23H25FN4O5,456.5,FHYFOEYJVAVBOF-UHFFFAOYSA-N,153365950,aliphatic,nitro
"6-amino-6-[hydroxymethoxymethyl(2,2,2-trifluoroethyl)amino]-4-(hydroxymethyl)-5-(2,2,2-trifluoroethyl)-1,2-dihydro-1,3,5-triazine-2-carbaldehyde",C(C1=NC(NC(N1CC(F)(F)F)(N)N(CC(F)(F)F)COCO)C=O)O,C11H17F6N5O4,397.27,ZSYDCDMDJMYUQK-UHFFFAOYSA-N,57083388,aliphatic,
"N-[(E)-1,3-diamino-2-fluoroprop-2-enylidene]-2-[(5R)-2-formyl-1,3-oxathiolan-5-yl]acetamide",C1[C@H](OC(S1)C=O)CC(=O)N=C(/C(=C\N)/F)N,C9H12FN3O3S,261.28,FOKXWOIGWGAQKU-UAMSGPETSA-N,144736925,aliphatic,
5-(2-hydroxyethylimino)pentanal,C(CC=NCCO)CC=O,C7H13NO2,143.18,KVMHBLZTEJWOHY-UHFFFAOYSA-N,139212286,aliphatic,
"(2S,3S,4R,5S)-3,4,5,6-tetrahydroxy-2-[[2-oxo-3-thiophen-2-yl-4-(trifluoromethyl)-1H-quinolin-7-yl]amino]hexanal",C1=CSC(=C1)C2=C(C3=C(C=C(C=C3)N[C@H](C=O)[C@@H]([C@H]([C@H](CO)O)O)O)NC2=O)C(F)(F)F,C20H19F3N2O6S,472.4,VWSGOIFODYXZOQ-QISBLDNZSA-N,126563888,aliphatic,
"3-[4-[3-[(1E,3E,5Z)-1,5-difluoroocta-1,3,5-trien-3-yl]-6-(3-methoxypropyl)pyrazin-2-yl]phenyl]propanal",CC/C=C(/C=C(\C=C\F)/C1=NC=C(N=C1C2=CC=C(C=C2)CCC=O)CCCOC)\F,C25H28F2N2O2,426.5,ODZLFKCPPXUQBS-GFCLDMCLSA-N,169648815,aliphatic,
"(2S)-2-[[(1S,4aR,8aS)-1-[[methyl(prop-2-enyl)amino]methyl]-3,4,4a,5,6,7,8,8a-octahydro-1H-isochromen-3-yl]methylamino]-3-(1H-imidazol-5-yl)propanal",CN(CC=C)C[C@@H]1[C@H]2CCCC[C@@H]2CC(O1)CN[C@@H](CC3=CN=CN3)C=O,C21H34N4O2,374.5,JNWHGARTELWOGE-NCGGNKEFSA-N,156009898,aliphatic,
"5-[4-[3-chloro-4-[(3-fluorophenyl)methoxy]anilino]-8a-methyl-8H-quinazolin-6-yl]-2,3-dihydrofuran-2-carbaldehyde",CC12CC=C(C=C1C(=NC=N2)NC3=CC(=C(C=C3)OCC4=CC(=CC=C4)F)Cl)C5=CCC(O5)C=O,C27H23ClFN3O3,491.9,ODGPWRYCWCWQLH-UHFFFAOYSA-N,143247974,aliphatic,
"2-[8-(1,3,4-oxadiazol-2-yl)-4-(trifluoromethyl)imidazo[1,2-a][1,8]naphthyridin-2-yl]oxyacetaldehyde",C1=CC2=NC(=CN2C3=C1C(=CC(=N3)OCC=O)C(F)(F)F)C4=NN=CO4,C15H8F3N5O3,363.25,PMJGUQMLEKGACD-UHFFFAOYSA-N,142297920,aliphatic,
"2,2,2-trifluoro-N-(2,2,2-trifluoroacetyl)-N-[(2R)-1,1,1-trifluoro-3-oxopropan-2-yl]acetamide",C(=O)[C@H](C(F)(F)F)N(C(=O)C(F)(F)F)C(=O)C(F)(F)F,C7H2F9NO3,319.08,QOATYUYZRFZXRN-UWTATZPHSA-N,167138181,aliphatic,
"4-chloro-6,7-dihydro-5H-indole-5-carbaldehyde",C1CC2=NC=CC2=C(C1C=O)Cl,C9H8ClNO,181.62,YVNSBOIBFLVSML-UHFFFAOYSA-N,129795322,aliphatic,
"2-[6-(1,2,3,3a,4,6-hexahydropyrazolo[4,3-c]pyridin-5-yl)-8-[5-(trifluoromethyl)-2-pyridinyl]-3,8-diazabicyclo[3.2.1]octan-3-yl]acetaldehyde",C1C=C2C(CNN2)CN1C3CC4CN(CC3N4C5=NC=C(C=C5)C(F)(F)F)CC=O,C20H25F3N6O,422.4,WHUSDWRLXIOMEM-UHFFFAOYSA-N,87352557,aliphatic,
"(Z)-7-[(1R,2R,3R)-2-[(E)-4-[1-[(5-chlorothiophen-2-yl)methyl]cyclobutyl]-4-hydroxybut-1-enyl]-5-fluoro-3-hydroxycyclopentyl]hept-5-enal",C1CC(C1)(CC2=CC=C(S2)Cl)C(C/C=C/[C@H]3[C@@H](CC([C@@H]3C/C=C\CCCC=O)F)O)O,C25H34ClFO3S,469.1,VHNXZRFPVKBNOM-LNJZKSAHSA-N,89193960,aliphatic,
"5,5-dimethyl-7-oxo-3-(2,3,4,5,6-pentafluorophenyl)-3-[(2-sulfanylidene-3H-1,3,4-thiadiazol-5-yl)amino]heptanamide",CC(C)(CC=O)CC(CC(=O)N)(C1=C(C(=C(C(=C1F)F)F)F)F)NC2=NNC(=S)S2,C17H17F5N4O2S2,468.5,NKZRGPXGOOZBFH-UHFFFAOYSA-N,88351900,aliphatic,
2-[(2E)-2-(1-benzofuran-2-ylmethylidene)hydrazinyl]-2-(dimethylamino)acetaldehyde,CN(C)C(C=O)N/N=C/C1=CC2=CC=CC=C2O1,C13H15N3O2,245.28,NGRHHIVXMADQRI-RIYZIHGNSA-N,9570793,aliphatic,
"(3Z,5Z)-7-chloro-3-fluoro-2-[(2R)-3-hydroxy-2-(methylamino)propyl]octa-3,5,7-trienal",CN[C@H](CC(C=O)/C(=C/C=C\C(=C)Cl)/F)CO,C12H17ClFNO2,261.72,DTNGNMONWHWWTD-ABXWURQFSA-N,138646783,aliphatic,
2-butyl-2-(4-methylphenyl)sulfanyloct-3-ynal,CCCCC#CC(CCCC)(C=O)SC1=CC=C(C=C1)C,C19H26OS,302.5,OGOKCZAWELYORX-UHFFFAOYSA-N,129857629,aliphatic,
"2-[(1R,3R,4S,7R)-3-methoxy-5,8-dimethylidene-2,6-dioxabicyclo[2.2.2]octan-7-yl]acetaldehyde",CO[C@H]1[C@H]2C(=C)[C@H]([C@@H](O1)OC2=C)CC=O,C11H14O4,210.23,CYOFTWCHTLXBCQ-LMLFDSFASA-N,18598565,aliphatic,
"(3S)-3-amino-N-[[2-butan-2-yl-5-methyl-6-(trifluoromethyl)pyrimidin-4-yl]methyl]-4-[(2,2-difluoro-5-oxopentyl)amino]-N-ethylbutanamide",CCC(C)C1=NC(=C(C(=N1)C(F)(F)F)C)CN(CC)C(=O)C[C@@H](CNCC(CCC=O)(F)F)N,C22H34F5N5O2,495.5,OGKOSDQMTOTFOA-WMCAAGNKSA-N,88270967,aliphatic,
"3-(2,3,4,5,6-pentafluorophenyl)-1,4,2-dioxazole-5-carbaldehyde",C(=O)C1OC(=NO1)C2=C(C(=C(C(=C2F)F)F)F)F,C9H2F5NO3,267.11,GWIURZUSHJIUNA-UHFFFAOYSA-N,175195102,aliphatic,
"2-[(1S,2R,5S)-5-methyl-2-propan-2-ylcyclohexyl]oxyacetaldehyde",C[C@H]1CC[C@@H]([C@H](C1)OCC=O)C(C)C,C12H22O2,198.3,HMKVDFLBZALYJQ-TUAOUCFPSA-N,12742025,aliphatic,
"2-[(3Z)-3-[[5-[2-(dimethylamino)ethyl]-3-methyl-4-oxo-1,6,7,8-tetrahydropyrrolo[3,2-c]azepin-2-yl]methylidene]-5-fluoro-2-oxo-1H-indol-7-yl]acetaldehyde",CC1=C(NC2=C1C(=O)N(CCC2)CCN(C)C)/C=C\3/C4=CC(=CC(=C4NC3=O)CC=O)F,C24H27FN4O3,438.5,NIIRRBOPLCRTCX-AQTBWJFISA-N,59250045,aliphatic,
"2-(2,4,4,6,6-pentafluoro-1,3,5-triaza-2lambda5,4lambda5,6lambda5-triphosphacyclohexa-1,3,5-trien-2-yl)acetaldehyde",C(C=O)P1(=NP(=NP(=N1)(F)F)(F)F)F,C2H3F5N3OP3,272.98,UTSNJEZTAWEIOV-UHFFFAOYSA-N,89151707,aliphatic,phosphorus
"1-[2-[4-[(3-fluoro-3-phosphanylcyclobutyl)amino]-6-(1,1,1-trifluoropropan-2-ylamino)-1,3,5-triazin-2-yl]ethynyl]cyclopropane-1-carbaldehyde",CC(C(F)(F)F)NC1=NC(=NC(=N1)NC2CC(C2)(F)P)C#CC3(CC3)C=O,C16H18F4N5OP,403.31,CMFWOGCLGYYLMT-UHFFFAOYSA-N,167061026,aliphatic,phosphorus
"2-[(5S)-5-ethyl-18-fluoro-5-hydroxy-6,10,21-tris(oxomethylidene)-7-oxa-11,14-diazapentacyclo[11.8.0.02,11.04,9.015,20]henicosa-1(13),2,4(9),15(20),16,18-hexaen-14-yl]acetaldehyde",CC[C@@]1(C2=C(COC1=C=O)C(=C=O)N3CC4=C(C3=C2)C(=C=O)C5=C(N4CC=O)C=CC(=C5)F)O,C25H17FN2O6,460.4,TWAMEUQEPSDFQJ-VWLOTQADSA-N,176347085,aliphatic,
"(10bS)-10b-(4-chlorophenyl)sulfonyl-7,10-difluoro-2,4,4a,5-tetrahydro-1H-pyrano[3,4-c]chromene-4-carbaldehyde",C1COC(C2[C@@]1(C3=C(C=CC(=C3OC2)F)F)S(=O)(=O)C4=CC=C(C=C4)Cl)C=O,C19H15ClF2O5S,428.8,KEEWULDPQBSTHU-ZVYVSMAVSA-N,134947316,aliphatic,
"4-bromo-6,6-dichloro-2,2-dimethylhexanal",CC(C)(CC(CC(Cl)Cl)Br)C=O,C8H13BrCl2O,275.99,RWIYIILDBJBOFC-UHFFFAOYSA-N,551608,aliphatic,
"[(3S,3aR,7aR)-6,6-difluoro-3-formyl-2-hydroxy-3,3a,4,5,7,7a-hexahydro-1H-inden-2-yl]methylcarbamic acid",C1CC(C[C@@H]2[C@@H]1[C@@H](C(C2)(CNC(=O)O)O)C=O)(F)F,C12H17F2NO4,277.26,QOVYBVWBIMRQLK-OEJXEDHQSA-N,117898899,aliphatic,
"1,2,2,3,3,4,4,5,5,6-decafluorocyclohexane-1-carbaldehyde",C(=O)C1(C(C(C(C(C1(F)F)(F)F)(F)F)(F)F)F)F,C7H2F10O,292.07,MATRBOYDPUMVJB-UHFFFAOYSA-N,141077480,aliphatic,
(2S)-2-[(5-formyl-2-methyl-3-oxo-1-phosphonopiperidin-4-yl)methylamino]-3-hydroxypropanoic acid,CC1C(=O)C(C(CN1P(=O)(O)O)C=O)CN[C@@H](CO)C(=O)O,C11H19N2O8P,338.25,MBOQCBCXUHTLAT-BCZLUZIISA-N,91287659,aliphatic,phosphorus
"7-[2-(4-fluoro-3-methylphenyl)-1-methyl-2H-pyridin-3-yl]-2,3-dihydroimidazo[1,5-a]pyridine-3-carbaldehyde",CC1=C(C=CC(=C1)C2C(=CC=CN2C)C3=CC4=CNC(N4C=C3)C=O)F,C21H20FN3O,349.4,ZMDIJZVLNHUALG-UHFFFAOYSA-N,144602488,aliphatic,
"(Z)-4-[(1,6-dimethyl-2-pyridinylidene)amino]-5-[ethyl-[(3E,5E)-6-fluorohepta-1,3,5-trien-3-yl]amino]pent-3-enal",CCN(C/C(=C/CC=O)/N=C1C=CC=C(N1C)C)/C(=C/C=C(\C)/F)/C=C,C21H28FN3O,357.5,HBLGVCFWHSLPIV-KOSUTJMVSA-N,146186586,aliphatic,
"7-formyl-2,3-dihydroxy-6,9-dioxo-7,8-dihydro-5H-xanthene-1-carboxylic acid",C1C(C(=O)CC2=C1C(=O)C3=C(O2)C=C(C(=C3C(=O)O)O)O)C=O,C15H10O8,318.23,QUVATIRTMUVGQH-UHFFFAOYSA-N,123476072,aliphatic,
(2S)-2-amino-3-(4-fluoroimidazol-4-yl)propanal,C1=NC=NC1(C[C@@H](C=O)N)F,C6H8FN3O,157.15,QEANDTXYSGVUCR-ZBHICJROSA-N,54341648,aliphatic,
"5-[[5-[[(2S)-1-carboxy-3-oxopropan-2-yl]carbamoyl]-1,3-thiazol-2-yl]methylsulfamoyl]-2-hydroxybenzoic acid",C1=CC(=C(C=C1S(=O)(=O)NCC2=NC=C(S2)C(=O)N[C@@H](CC(=O)O)C=O)C(=O)O)O,C16H15N3O9S2,457.4,ZCWWDSIBHPKSBQ-QMMMGPOBSA-N,5327313,aliphatic,
"(5R)-2-[2-(2,4-dioxo-1H-pyrimidine-5-carbonyl)oxyethyl]-9-formyl-5-methyl-13-propan-2-yltetracyclo[7.4.0.02,11.04,8]tridec-12-ene-1-carboxylic acid",C[C@@H]1CCC2C1CC3(C4CC2(C3(C(=C4)C(C)C)C(=O)O)C=O)CCOC(=O)C5=CNC(=O)NC5=O,C26H32N2O7,484.5,TYFWWGURZKHSHP-MLUYRPGXSA-N,6320520,aliphatic,
"5-[(1S)-1-aminoprop-2-ynyl]-N-(2-formylcyclobutyl)-2-[8-methoxy-2-(trifluoromethyl)quinolin-5-yl]-1,3-oxazole-4-carboxamide",COC1=C2C(=C(C=C1)C3=NC(=C(O3)[C@H](C#C)N)C(=O)NC4CCC4C=O)C=CC(=N2)C(F)(F)F,C23H19F3N4O4,472.4,KJQWPRXZXQJDNY-WPBUFGDCSA-N,143146589,aliphatic,
"3-[[(4S)-4-[5-[(5-fluoro-2,3-dihydro-1-benzofuran-4-yl)methylamino]-[1,2,4]triazolo[4,3-c]pyrimidin-8-yl]azepan-1-yl]methyl]oxetane-3-carbaldehyde",C1C[C@@H](CCN(C1)CC2(COC2)C=O)C3=CN=C(N4C3=NN=C4)NCC5=C(C=CC6=C5CCO6)F,C25H29FN6O3,480.5,VZSIWTQKQMGJCP-KRWDZBQOSA-N,155030891,aliphatic,
2-[[2-(aminomethyl)-3-[(3-aminosulfanyl-2-fluorophenyl)methylamino]benzoyl]-(2-oxoethyl)boranyl]-N-methylacetamide,B(CC=O)(CC(=O)NC)C(=O)C1=C(C(=CC=C1)NCC2=C(C(=CC=C2)SN)F)CN,C20H24BFN4O3S,430.3,XAUMEGWJDDCGGR-UHFFFAOYSA-N,173976378,aliphatic,boron
"ethyl (1'S,2'R,3S,5'S)-2-oxo-5'-(2-oxoethyl)-2'-propylspiro[1-benzofuran-3,6'-cyclohex-3-ene]-1'-carboxylate",CCC[C@@H]1C=C[C@@H]([C@]2([C@H]1C(=O)OCC)C3=CC=CC=C3OC2=O)CC=O,C21H24O5,356.4,CKCCTJSOEZOEKX-GEPFMOHWSA-N,162398074,aliphatic,
"1'-bromospiro[1,3-dioxolane-2,9'-tricyclo[3.3.1.03,7]nonane]-3'-carbaldehyde",C1COC2(O1)C3CC4CC2(CC4(C3)C=O)Br,C12H15BrO3,287.15,RIJFEOICYLBHNO-UHFFFAOYSA-N,597413,aliphatic,
"[(1R,4'R,5R,6S,9S,12R)-4'-formyl-5',5'-dimethyl-10-methylidene-2,11-dioxospiro[3-oxatricyclo[7.2.1.01,6]dodecane-5,3'-cyclohexene]-12-yl] (E)-3-thiophen-3-ylprop-2-enoate",CC1(CC=C[C@@]2([C@@H]1C=O)COC(=O)[C@]34[C@H]2CC[C@H]([C@H]3OC(=O)/C=C/C5=CSC=C5)C(=C)C4=O)C,C27H28O6S,480.6,ZKONNJXLVNHNRJ-GQGMFIFISA-N,172460702,aliphatic,
"5,6-dichloro-2-(4,6-dimethoxypyrimidin-2-yl)sulfanylhexanal",COC1=CC(=NC(=N1)SC(CCC(CCl)Cl)C=O)OC,C12H16Cl2N2O3S,339.2,PYGFQXTUJSQFJP-UHFFFAOYSA-N,18966259,aliphatic,
"2-[ethyl-[4-[2-(ethylamino)-1-oxopropan-2-yl]oxy-4-fluorocyclohexa-1,5-dien-1-yl]amino]-5-methylthieno[2,3-d]pyrimidine-6-carboxylic acid",CCNC(C)(C=O)OC1(CC=C(C=C1)N(CC)C2=NC=C3C(=C(SC3=N2)C(=O)O)C)F,C21H25FN4O4S,448.5,HYJBPRJTKVNBTC-UHFFFAOYSA-N,118597126,aliphatic,
8-amino-7-formyl-2-oxonon-5-en-3-ynediamide,C(=CC(C=O)C(C(=O)N)N)C#CC(=O)C(=O)N,C10H11N3O4,237.21,JXHKKHYKXAWCMG-UHFFFAOYSA-N,129669058,aliphatic,
"(2R)-2-[(6R,9S)-5-iodo-4,9-dimethyl-6,7,8,9-tetrahydrobenzo[g][1,3]benzoxazol-6-yl]propanal",C[C@H]1CC[C@@H](C2=C(C(=C3C(=C12)OC=N3)C)I)[C@@H](C)C=O,C16H18INO2,383.22,OOGQSELMRWRISA-ATZCPNFKSA-N,134954504,aliphatic,
"[4-[amino(cyclopentylmethyl)amino]-5-fluoro-2-methylsulfanyl-6-[methyl(1,3-thiazol-2-ylmethyl)amino]-4H-pyrimidin-3-yl]-(3-oxopropyl)carbamic acid",CN(CC1=NC=CS1)C2=C(C(N(C(=N2)SC)N(CCC=O)C(=O)O)N(CC3CCCC3)N)F,C20H30FN7O3S2,499.6,BIZRDMKNTVSYRK-UHFFFAOYSA-N,87210220,aliphatic,
"6-[1-[[(Z)-but-2-enylidene]amino]ethyl]-7-ethyl-2-methyl-3-(3,4,5-trifluorophenyl)-5,7-dihydro-4H-pyrazolo[3,4-c]pyridine-5-carbaldehyde",CCC1C2=NN(C(=C2CC(N1C(C)N=C/C=C\C)C=O)C3=CC(=C(C(=C3)F)F)F)C,C22H25F3N4O,418.5,SHWQJPICPNUDQT-WGSHBMEQSA-N,173852956,aliphatic,
"2-[(2,2-difluoro-1-formylcyclopropyl)amino]-5,5,7,7-tetramethyl-4H-thieno[2,3-c]pyran-3-carboxamide",CC1(CC2=C(C(O1)(C)C)SC(=C2C(=O)N)NC3(CC3(F)F)C=O)C,C16H20F2N2O3S,358.4,ISUBNVASZHJMIT-UHFFFAOYSA-N,146389923,aliphatic,
"1-[4-[4-morpholin-4-yl-7-(2-oxoethyl)pyrrolo[2,3-d]pyrimidin-2-yl]phenyl]-3-pyridin-4-ylurea",C1COCCN1C2=NC(=NC3=C2C=CN3CC=O)C4=CC=C(C=C4)NC(=O)NC5=CC=NC=C5,C24H23N7O3,457.5,OGAYOZJQEPKLSG-UHFFFAOYSA-N,44545849,aliphatic,
"(1S,2S,5R,7R,8R,11R,15S,16R)-8-hydroxy-16-methyl-14-oxo-15-(6-oxopyran-3-yl)-6-oxapentacyclo[9.7.0.02,8.05,7.012,16]octadec-12-ene-2-carbaldehyde",C[C@]12CC[C@H]3[C@H](C1=CC(=O)[C@@H]2C4=COC(=O)C=C4)CC[C@]5([C@@]3(CC[C@@H]6[C@H]5O6)C=O)O,C24H26O6,410.5,HSQFCRZMISXFOQ-UKVKCERXSA-N,178914,aliphatic,
"2-[[3-amino-1-(3,7-dichloro-4-fluoro-6-methoxy-1-benzothiophene-2-carbonyl)azetidin-3-yl]methoxy]acetaldehyde",COC1=CC(=C2C(=C1Cl)SC(=C2Cl)C(=O)N3CC(C3)(COCC=O)N)F,C16H15Cl2FN2O4S,421.3,HPUFMASZDGXBDO-UHFFFAOYSA-N,137468316,aliphatic,
CID_59070075,[CH][C@@H](CCS(=O)(=O)C1=CC=CC=C1OC(F)F)C=O,C12H12F2O4S,290.28,FVFJZRLLBHIWQH-VIFPVBQESA-N,59070075,aliphatic,
"(2Z,5Z)-6-amino-N-[2-(5-fluoro-2-formyl-1,3-dihydroinden-2-yl)ethyl]-5-methanimidoyl-N'-methoxy-N-methyl-4-methylidenehexa-2,5-dienimidamide",CN(CCC1(CC2=C(C1)C=C(C=C2)F)C=O)/C(=N/OC)/C=C\C(=C)/C(=C/N)/C=N,C22H27FN4O2,398.5,CXQFSGKKCVPMKE-WFRPKPIWSA-N,145438932,aliphatic,
"1-[6-fluoro-1-(1,2,6,8-tetrazacyclododec-5-yl)-1,2,3,4,9,10-hexahydrochrysen-2-yl]cyclopropane-1-carbaldehyde",C1CCNNCCC(NCNC1)C2C(CCC3=C2C=CC4=C5CCC=CC5=C(C=C34)F)C6(CC6)C=O,C30H39FN4O,490.7,FDLTUSGZTSVHRE-UHFFFAOYSA-N,175296971,aliphatic,
"2-chloro-2-(2,4,5-trichloro-3,6-dioxocyclohexa-1,4-dien-1-yl)acetaldehyde",C(=O)C(C1=C(C(=O)C(=C(C1=O)Cl)Cl)Cl)Cl,C8H2Cl4O3,287.9,RUUYSDTWYQEVBU-UHFFFAOYSA-N,14613555,aliphatic,
2-[diphosphanyl(methyl)amino]butanal,CCC(C=O)N(C)PP,C5H13NOP2,165.11,BAECGIGWPJVBHY-UHFFFAOYSA-N,18716180,aliphatic,phosphorus
"2-[3-fluoro-5-[2-[(5-methylidene-6,7-dihydro-1H-triazino[1,6-a]azepin-8-yl)oxy]ethyl]phenyl]cyclopropane-1-carbaldehyde",C=C1CCC(=CN2C1=CC=NN2)OCCC3=CC(=CC(=C3)F)C4CC4C=O,C21H22FN3O2,367.4,TZYMMXVMXBGZCS-UHFFFAOYSA-N,154931282,aliphatic,
"(8E)-8-[[3-ethoxy-4-(4-methylimidazol-1-yl)cyclohexa-1,5-dien-1-yl]methylidene]-3-(4-fluorophenyl)spiro[5,7-dihydro-[1,2,4]oxadiazolo[4,3-a]pyridine-6,1'-cyclopropane]-3-carbaldehyde",CCOC1C=C(C=CC1N2C=C(N=C2)C)/C=C/3\CC4(CC4)CN5C3=NOC5(C=O)C6=CC=C(C=C6)F,C28H29FN4O3,488.6,SZDSIADFCKXBDK-CIAFOILYSA-N,88585730,aliphatic,
2-[1-oxopropan-2-yl(piperidin-3-yl)amino]guanidine,CC(C=O)N(C1CCCNC1)N=C(N)N,C9H19N5O,213.28,MQMLJHGWZQBHBG-UHFFFAOYSA-N,18517446,aliphatic,
"(1R,2R,9S,10R,11S,12S,13S)-9-(4-fluorophenyl)-12-formyl-N-methyl-6-oxo-N-phenyl-3,7-dithia-5-azatetracyclo[9.2.1.02,10.04,8]tetradec-4(8)-ene-13-carboxamide",CN(C1=CC=CC=C1)C(=O)[C@@H]2[C@H]3C[C@@H]([C@@H]2C=O)[C@H]4[C@@H]3SC5=C([C@@H]4C6=CC=C(C=C6)F)SC(=O)N5,C26H23FN2O3S2,494.6,QDCJDJXTBIDGBN-XWTNZUCXSA-N,138624098,aliphatic,
"2-[4-[(15-fluoro-11-oxo-3,5,10-triazatetracyclo[11.4.0.02,6.07,12]heptadeca-1(13),2(6),4,7(12),8,14,16-heptaen-4-yl)oxy]piperidin-1-yl]-3-oxopropanenitrile",C1CN(CCC1OC2=NC3=C(N2)C4=C(C=C(C=C4)F)C5=C3C=CNC5=O)C(C=O)C#N,C22H18FN5O3,419.4,FYSQATOZWCZMLS-UHFFFAOYSA-N,89906145,aliphatic,
"1-[[[6-[(8-chloro-1',1'-difluoro-1,5-dioxospiro[2H-imidazo[1,5-a]pyridine-3,3'-cyclobutane]-6-yl)amino]pyrimidin-4-yl]amino]methyl]cyclopropane-1-carbaldehyde",C1CC1(CNC2=CC(=NC=N2)NC3=CC(=C4C(=O)NC5(N4C3=O)CC(C5)(F)F)Cl)C=O,C19H17ClF2N6O3,450.8,HEVLWYVVKLUPTN-UHFFFAOYSA-N,170352926,aliphatic,
"7,23,24,25-tetrazahexacyclo[18.2.1.15,8.110,13.115,18.02,6]hexacosa-1(22),5(26),6,9,11,13,15,17,20-nonaene-19-carbaldehyde",C1CC2=CC3C=C4C=CC(=CC5=CC=C(N5)C(C6=CC=C(C1C2=N3)N6)C=O)N4,C23H20N4O,368.4,ULQBUIWZJOUOEJ-UHFFFAOYSA-N,56627729,aliphatic,
[8-(1H-azepin-2-yl)-4-formyl-3-methyl-4H-chromen-7-yl] trifluoromethanesulfonate,CC1=COC2=C(C1C=O)C=CC(=C2C3=CC=CC=CN3)OS(=O)(=O)C(F)(F)F,C18H14F3NO5S,413.4,BREDGOZDNRORPK-UHFFFAOYSA-N,174523250,aliphatic,
3-(aminomethyl)-4-[N-fluoro-4-(2-oxopiperidin-1-yl)anilino]butanal,C1CCN(C(=O)C1)C2=CC=C(C=C2)N(CC(CC=O)CN)F,C16H22FN3O2,307.36,VQIPMQVWESEFSJ-UHFFFAOYSA-N,142966403,aliphatic,
"2-(1,3-dioxolan-2-yl)-6-(1H-imidazol-2-yl)-1H-pyridine-2-carbaldehyde",C1COC(O1)C2(C=CC=C(N2)C3=NC=CN3)C=O,C12H13N3O3,247.25,BHWWLKDVZYJHGF-UHFFFAOYSA-N,19361751,aliphatic,
"2-[2-chloro-4-(3-methylmorpholin-4-yl)-6,8-dihydro-5H-pyrido[3,4-d]pyrimidin-7-yl]-2,2-difluoroacetaldehyde",CC1COCCN1C2=NC(=NC3=C2CCN(C3)C(C=O)(F)F)Cl,C14H17ClF2N4O2,346.76,BENSYRCIEXMHLV-UHFFFAOYSA-N,87298750,aliphatic,
2-bromo-2-[6-fluoro-2-methyl-3-(propan-2-ylamino)quinoxalin-5-yl]acetaldehyde,CC1=C(N=C2C(=N1)C=CC(=C2C(C=O)Br)F)NC(C)C,C14H15BrFN3O,340.19,FBDDXVIBPPZQPT-UHFFFAOYSA-N,89782087,aliphatic,
