name,SMILES,molecular_formula,MW,InChIKey,PubChem_CID,cho_class,xtb_risk
"N-[1-(5-fluoro-7-formyl-2,3-dimethyl-2,3-dihydro-1H-indol-4-yl)piperidin-3-yl]but-2-ynamide",CC#CC(=O)NC1CCCN(C1)C2=C(C=C(C3=C2C(C(N3)C)C)C=O)F,C20H24FN3O2,357.4,JVBWTHJZIGIEIW-UHFFFAOYSA-N,154695691,aromatic_carbo,
"4-amino-2,3-bis(5-methyl-2-propan-2-ylcyclohexyl)benzaldehyde",CC1CCC(C(C1)C2=C(C=CC(=C2C3CC(CCC3C(C)C)C)N)C=O)C(C)C,C27H43NO,397.6,NJPVWMKVYHYCLV-UHFFFAOYSA-N,129641029,aromatic_carbo,
"[4-[(5,5-difluoro-6,7-dihydro-4H-1,2-benzoxazol-3-yl)methylcarbamoyl]-2-formylphenyl]boronic acid",B(C1=C(C=C(C=C1)C(=O)NCC2=NOC3=C2CC(CC3)(F)F)C=O)(O)O,C16H15BF2N2O5,364.1,YMPGDRGWPLVFJZ-UHFFFAOYSA-N,166432415,aromatic_carbo,boron
"3-[(6aR,9S,10aR)-3-formyl-5-methyl-7-propyl-6,6a,8,9,10,10a-hexahydro-4H-indolo[4,3-fg]quinolin-9-yl]-1,1-diethylurea",CCCN1C[C@H](C[C@H]2[C@H]1CC3=C(NC4=C(C=CC2=C34)C=O)C)NC(=O)N(CC)CC,C24H34N4O2,410.6,GQDPLLGUUPSZLN-IOMROCGXSA-N,9866285,aromatic_carbo,
"2-fluoro-5-methoxy-3-[2-(1-methylpyrazol-4-yl)-1-oxo-10-propan-2-yl-9,11-dihydro-8H-pyrimido[5,4-g][1,4]benzodiazepin-7-yl]benzaldehyde",CC(C)N1CCN(C2=C(C1)C3=C(C=C2)N=CN(C3=O)C4=CN(N=C4)C)C5=CC(=CC(=C5F)C=O)OC,C26H27FN6O3,490.5,NQCKNITZLSOZFQ-UHFFFAOYSA-N,155053177,aromatic_carbo,
"3-[acetyl(2,2,2-trifluoroethyl)amino]-8-formyl-4-hydroxy-N-(2-hydroxyethyl)-6-methoxy-3,4,4a,9b-tetrahydrodibenzofuran-1-carboxamide",CC(=O)N(CC(F)(F)F)C1C=C(C2C(C1O)OC3=C2C=C(C=C3OC)C=O)C(=O)NCCO,C21H23F3N2O7,472.4,LKLBOHVNOUOVJS-UHFFFAOYSA-N,4381255,aromatic_carbo,
"N-[(1E,3Z,5E,7Z)-5-(cyclooctatetraenyl)cycloocta-1,3,5,7-tetraen-1-yl]-3-fluoro-5-formyl-4-hydroxybenzamide",C\1=C\C=C/C(=C\C=C1)/C/2=C/C=C\C(=C/C=C2)\NC(=O)C3=CC(=C(C(=C3)F)O)C=O,C24H18FNO3,387.4,QKJCDIWYFHFBAJ-PFNLMQEDSA-N,163230431,aromatic_carbo,
3-bromo-4-hydroxy-5-(piperidin-1-ylmethyl)benzaldehyde,C1CCN(CC1)CC2=C(C(=CC(=C2)C=O)Br)O,C13H16BrNO2,298.18,AFOXJOYYTBTGQH-UHFFFAOYSA-N,12823120,aromatic_carbo,
3-amino-2-(4-formylphenyl)-N-(4-pyrazolidin-4-ylphenyl)propanamide,C1C(CNN1)C2=CC=C(C=C2)NC(=O)C(CN)C3=CC=C(C=C3)C=O,C19H22N4O2,338.4,VXZVWLBDTRMBFY-UHFFFAOYSA-N,168058833,aromatic_carbo,
"(11Z,14S)-2-hydroxy-11,15-dimethyl-14-(3-methylbut-2-enyl)-17,18-dioxo-9-oxatricyclo[12.3.1.03,8]octadeca-1,3,5,7,11,15-hexaene-4-carbaldehyde",C/C/1=C/C[C@]2(C(=CC(=O)C(=C(C3=C(C=CC=C3OC1)C=O)O)C2=O)C)CC=C(C)C,C25H26O5,406.5,QUJTZZOLLMVPJC-WVWOERFASA-N,101204013,aromatic_carbo,
(2R)-3-diphenylphosphoryl-2-(3-formylphenyl)propanenitrile,C1=CC=C(C=C1)P(=O)(C[C@@H](C#N)C2=CC=CC(=C2)C=O)C3=CC=CC=C3,C22H18NO2P,359.4,AITJBYQHPWWZDT-HXUWFJFHSA-N,162407000,aromatic_carbo,phosphorus
"4-[[(6S)-2-nitro-6,7-dihydro-5H-imidazo[2,1-b][1,3]oxazin-6-yl]oxymethyl]benzaldehyde",C1[C@@H](COC2=NC(=CN21)[N+](=O)[O-])OCC3=CC=C(C=C3)C=O,C14H13N3O5,303.27,FCUVCDKWEBNPHD-LBPRGKRZSA-N,71540423,aromatic_carbo,nitro
"(8R,9S,13S,14S,17R)-17-benzyl-3,17-dihydroxy-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthrene-2-carbaldehyde",C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(CC4=CC=CC=C4)O)CCC5=CC(=C(C=C35)C=O)O,C26H30O3,390.5,PXGXXXLWILIVFC-SCKNTPHJSA-N,56661655,aromatic_carbo,
"4-[hydroxy-[1-(trifluoromethyl)cyclopropyl]methyl]-2-(2-methoxy-7-methylquinoxalin-5-yl)-1,3-benzothiazole-6-carbaldehyde",CC1=CC(=C2C(=C1)N=C(C=N2)OC)C3=NC4=C(C=C(C=C4S3)C=O)C(C5(CC5)C(F)(F)F)O,C23H18F3N3O3S,473.5,SDHHKHNDXVKPCO-UHFFFAOYSA-N,139522551,aromatic_carbo,
"(E)-3-amino-2-[[4-(4-formylphenyl)-2-methylphenyl]iminomethyl]-N-[[3-(1,1,1-trifluoro-2-methylpropan-2-yl)-1H-1,2,4-triazol-5-yl]methyl]prop-2-enamide",CC1=C(C=CC(=C1)C2=CC=C(C=C2)C=O)N=C/C(=C\N)/C(=O)NCC3=NC(=NN3)C(C)(C)C(F)(F)F,C25H25F3N6O2,498.5,UDJYNYOGZFTINJ-KYCVCKGBSA-N,177033861,aromatic_carbo,
"9-bromo-7-fluoro-2,2,3-trimethyl-1,5-dihydrochromeno[3,4-f]quinoline-8-carbaldehyde",CC1=CC2=C(C=CC3=C2COC4=C(C(=C(C=C34)Br)C=O)F)NC1(C)C,C20H17BrFNO2,402.3,SWETVMMWKXIMIG-UHFFFAOYSA-N,101338101,aromatic_carbo,
"3-[5-formyl-7-(1,3-thiazol-2-yl)-4-(trifluoromethyl)-1,3-benzoxazol-2-yl]-3,8-diazabicyclo[3.2.1]octane-8-carboxylic acid",C1CC2CN(CC1N2C(=O)O)C3=NC4=C(C(=CC(=C4O3)C5=NC=CS5)C=O)C(F)(F)F,C19H15F3N4O4S,452.4,GNGMVQFRSPMQCG-UHFFFAOYSA-N,146191846,aromatic_carbo,
"4-[(3R)-3-aminopiperidin-1-yl]-7-methoxy-1-methyl-2-[1-(2,2,2-trifluoroethyl)pyrrolo[2,3-b]pyridin-2-yl]benzimidazole-5-carbaldehyde",CN1C2=C(C=C(C(=C2N=C1C3=CC4=C(N3CC(F)(F)F)N=CC=C4)N5CCC[C@H](C5)N)C=O)OC,C24H25F3N6O2,486.5,OKIPJSYGZGAAHI-MRXNPFEDSA-N,129072965,aromatic_carbo,
"(1S,9R)-5,6,12,13,14-pentahydroxy-4,11-dimethyl-16-oxo-8,17-dioxatetracyclo[7.7.1.02,7.010,15]heptadeca-2(7),3,5,10,12,14-hexaene-3-carbaldehyde",CC1=C(C2=C(C(=C1O)O)O[C@@H]3C4=C(C(=C(C(=C4C(=O)[C@H]2O3)O)O)O)C)C=O,C18H14O9,374.3,AHNFXMBOWJVAPB-FUHWJXTLSA-N,73891099,aromatic_carbo,
"[(R)-acetyloxy-[(1S,8S,11S,12S)-11-acetyloxy-4-formyl-12-hydroxy-1-tricyclo[6.2.2.02,7]dodeca-2(7),3,5,9-tetraenyl]methyl] benzoate",CC(=O)O[C@@H]1[C@H]([C@H]2C=C[C@@]1(C3=C2C=CC(=C3)C=O)[C@H](OC(=O)C)OC(=O)C4=CC=CC=C4)O,C25H22O8,450.4,YXBSFFUFEBAOCR-WVXYYFGRSA-N,137656914,aromatic_carbo,
7-hydroxy-10-[(E)-3-(4-hydroxyphenyl)-3-oxoprop-1-enyl]-4-methyl-2-oxobenzo[h]chromene-8-carbaldehyde,CC1=CC(=O)OC2=C1C=CC3=C2C(=CC(=C3O)C=O)/C=C/C(=O)C4=CC=C(C=C4)O,C24H16O6,400.4,VKXOJPPQYYUJNA-RUDMXATFSA-N,52944837,aromatic_carbo,
"4-amino-2-[2-[4-[4-(cyclopropylmethyl)piperazin-1-yl]anilino]-1,3-thiazol-5-yl]-3-(difluoromethoxy)benzaldehyde",C1CC1CN2CCN(CC2)C3=CC=C(C=C3)NC4=NC=C(S4)C5=C(C=CC(=C5OC(F)F)N)C=O,C25H27F2N5O2S,499.6,LDEJRIAUENQVNE-UHFFFAOYSA-N,87889235,aromatic_carbo,
"4-(5-fluoro-8-oxo-3,10,12-triazatricyclo[7.5.0.01,6]tetradeca-2,4,6,13-tetraen-2-yl)benzaldehyde",C1NC=CC23C(N1)C(=O)C=C2C(=CN=C3C4=CC=C(C=C4)C=O)F,C18H14FN3O2,323.3,MLCCKTFFJNTXJX-UHFFFAOYSA-N,88149646,aromatic_carbo,
"5-[[(3aR,7S,7aS)-3-[(3-tert-butylphenyl)methyl]-2,5,5-trioxo-4,6,7,7a-tetrahydro-3aH-thiopyrano[3,4-d][1,3]oxazol-7-yl]methyl]-2-amino-3-fluorobenzaldehyde",CC(C)(C)C1=CC=CC(=C1)CN2[C@H]3CS(=O)(=O)C[C@H]([C@@H]3OC2=O)CC4=CC(=C(C(=C4)F)N)C=O,C25H29FN2O5S,488.6,BTLKCMVNVDLUMJ-JZWVFAODSA-N,131729366,aromatic_carbo,
"5-amino-4-methanimidoyl-2-[(1E,3Z)-6,6,6-trifluoro-5-iminohexa-1,3-dienyl]benzaldehyde",C1=C(C(=CC(=C1C=N)N)C=O)/C=C/C=C\C(=N)C(F)(F)F,C14H12F3N3O,295.26,HBUIUBMVJOJUCU-ZUPSKIMOSA-N,132078203,aromatic_carbo,
"1-N'-(4-fluorophenyl)-1-N'-[4-(6-formyl-7-methoxyquinolin-4-yl)oxyphenyl]cyclopropane-1,1-dicarboxamide",COC1=CC2=NC=CC(=C2C=C1C=O)OC3=CC=C(C=C3)N(C4=CC=C(C=C4)F)C(=O)C5(CC5)C(=O)N,C28H22FN3O5,499.5,VEUAWGJDIMHCCF-UHFFFAOYSA-N,139350348,aromatic_carbo,
"N-[4-[6-amino-5-[(Z)-N-amino-N-[(3Z,5Z)-3,4-difluorohepta-3,5-dien-2-yl]carbamohydrazonoyl]-3-pyridinyl]-2-formylphenyl]acetamide",C/C=C\C(=C(/C(C)N(/C(=N\N)/C1=C(N=CC(=C1)C2=CC(=C(C=C2)NC(=O)C)C=O)N)N)\F)\F,C22H25F2N7O2,457.5,ZGNGYBZIWPLPKE-ZGJWOHIRSA-N,143549017,aromatic_carbo,
"5-[(2-fluoro-4-pyrazol-1-ylphenyl)methyl]-2-[[(2-hydroxy-2-methylpropyl)-methylamino]methyl]-3,4-dimethylbenzaldehyde",CC1=C(C(=C(C=C1CC2=C(C=C(C=C2)N3C=CC=N3)F)C=O)CN(C)CC(C)(C)O)C,C25H30FN3O2,423.5,ZQGPLLYNEURKFB-UHFFFAOYSA-N,146615321,aromatic_carbo,
"3-[1-ethyl-4,4,6-tris(methylamino)-2-oxo-3,1-benzoxazin-7-yl]-4-(trifluoromethoxy)benzaldehyde",CCN1C2=C(C=C(C(=C2)C3=C(C=CC(=C3)C=O)OC(F)(F)F)NC)C(OC1=O)(NC)NC,C21H23F3N4O4,452.4,WBZLLPYUKITPGV-UHFFFAOYSA-N,174568478,aromatic_carbo,
"N-(1,3-benzothiazol-2-ylamino)-N'-(4-formylphenyl)ethanimidamide",CC(=NC1=CC=C(C=C1)C=O)NNC2=NC3=CC=CC=C3S2,C16H14N4OS,310.4,JJXKBSJNDUKHDQ-UHFFFAOYSA-N,504039,aromatic_carbo,
"5-chloro-3-methyl-2-(6-morpholin-4-yl-4-oxo-5,6,7,7a-tetrahydro-1H-pyrazolo[3,4-d]pyrimidin-2-yl)benzaldehyde",CC1=CC(=CC(=C1N2C=C3C(N2)NC(NC3=O)N4CCOCC4)C=O)Cl,C17H20ClN5O3,377.8,UDCTUROYUUENFP-UHFFFAOYSA-N,172637518,aromatic_carbo,
"1-O-(2,4-dichloro-6-formylphenyl) 3-O-(2-methylhexan-3-yl) 2,2-diethylpropanedioate",CCCC(C(C)C)OC(=O)C(CC)(CC)C(=O)OC1=C(C=C(C=C1Cl)Cl)C=O,C21H28Cl2O5,431.3,RCILYYMVCXRLGZ-UHFFFAOYSA-N,91693318,aromatic_carbo,
2-[(E)-3-(2-bromophenyl)-3-hydroxyprop-1-enyl]benzaldehyde,C1=CC=C(C(=C1)/C=C/C(C2=CC=CC=C2Br)O)C=O,C16H13BrO2,317.18,LDQBFJALWWWWQF-MDZDMXLPSA-N,135041852,aromatic_carbo,
"(4-formyl-2-methoxyphenyl) (2Z,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenoate",CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C\C(=O)OC2=C(C=C(C=C2)C=O)OC)/C)/C,C28H34O4,434.6,MQWCZUTVBDNBHR-OWJQEKPGSA-N,139206982,aromatic_carbo,
3-amino-5-formylbenzenesulfonyl fluoride,C1=C(C=C(C=C1N)S(=O)(=O)F)C=O,C7H6FNO3S,203.19,BRUXYIJRFWNMDT-UHFFFAOYSA-N,165830223,aromatic_carbo,
4-[[4-(3-chlorophenyl)-2-oxo-1H-quinolin-6-yl]-hydroxy-(3-methylimidazol-4-yl)methyl]benzaldehyde,CN1C=NC=C1C(C2=CC=C(C=C2)C=O)(C3=CC4=C(C=C3)NC(=O)C=C4C5=CC(=CC=C5)Cl)O,C27H20ClN3O3,469.9,NJBCGSQSCGVUSL-UHFFFAOYSA-N,9956334,aromatic_carbo,
"4,5-dichloro-6-formyl-1,3-benzodioxole-2-carboxylic acid",C1=C(C(=C(C2=C1OC(O2)C(=O)O)Cl)Cl)C=O,C9H4Cl2O5,263.03,VSTRVTLVMXJZNM-UHFFFAOYSA-N,14748640,aromatic_carbo,
N-[4-benzyl-1-(ethoxymethoxy)-5-(hydroxyamino)-5-oxopentan-2-yl]-4-formylbenzamide,CCOCOCC(CC(CC1=CC=CC=C1)C(=O)NO)NC(=O)C2=CC=C(C=C2)C=O,C23H28N2O6,428.5,KHUGDMDPVZKQRN-UHFFFAOYSA-N,18468233,aromatic_carbo,
"4-[5-[[(3S,3aS,9bR)-3,6,9-trimethyl-2-oxo-3a,4,5,9b-tetrahydro-3H-benzo[g][1]benzofuran-8-yl]oxymethyl]triazol-1-yl]benzaldehyde",C[C@H]1[C@@H]2CCC3=C([C@@H]2OC1=O)C(=C(C=C3C)OCC4=CN=NN4C5=CC=C(C=C5)C=O)C,C25H25N3O4,431.5,SCXCAKUJMNSZRI-OQHVVPOVSA-N,71574804,aromatic_carbo,
"2-[3-(difluoromethyl)-5-methylpyrazol-1-yl]-4-[6-[(6-methylpyridazin-3-yl)amino]pyrazolo[1,5-a]pyrimidin-3-yl]benzaldehyde",CC1=NN=C(C=C1)NC2=CN3C(=C(C=N3)C4=CC(=C(C=C4)C=O)N5C(=CC(=N5)C(F)F)C)N=C2,C23H18F2N8O,460.4,NVVICTHQXMRKFP-UHFFFAOYSA-N,175970495,aromatic_carbo,
(2S)-2-[[(2S)-2-amino-4-methylsulfanylbutanoyl]amino]-N-(2-formylphenyl)-4-methyl-N-phenylpentanamide,CC(C)C[C@@H](C(=O)N(C1=CC=CC=C1)C2=CC=CC=C2C=O)NC(=O)[C@H](CCSC)N,C24H31N3O3S,441.6,OACLFKUYOSFSIS-SFTDATJTSA-N,54139521,aromatic_carbo,
"2-[2-[(4-fluoro-2,3-dimethyl-1-prop-2-enylpyrrolo[2,3-c]pyridin-7-yl)amino]ethyl]benzaldehyde",CC1=C(N(C2=C1C(=CN=C2NCCC3=CC=CC=C3C=O)F)CC=C)C,C21H22FN3O,351.4,GUEGWVIVLJGKIL-UHFFFAOYSA-N,87285266,aromatic_carbo,
"3-(4,4-dibutyl-7-fluoro-1,3-dioxonaphthalen-2-yl)-2H-1,2,4-benzothiadiazine-7-carbaldehyde",CCCCC1(C2=C(C=C(C=C2)F)C(=O)C(C1=O)C3=NC4=C(C=C(C=C4)C=O)SN3)CCCC,C26H27FN2O3S,466.6,YFMGHTIHFRMDJJ-UHFFFAOYSA-N,91473213,aromatic_carbo,
"2-[5-[(5-chlorothiophen-2-yl)methylamino]-1-(2,2-dimethylpropanoyl)-4-fluoropyrazol-3-yl]-5-hydroxy-5,6,7,8-tetrahydronaphthalene-1-carbaldehyde",CC(C)(C)C(=O)N1C(=C(C(=N1)C2=C(C3=C(C=C2)C(CCC3)O)C=O)F)NCC4=CC=C(S4)Cl,C24H25ClFN3O3S,490.0,BWEZOAWGENOCHE-UHFFFAOYSA-N,146401781,aromatic_carbo,
"4-[3-bromo-1-[(Z)-C-[(2,2-difluorocyclopropyl)methyl]-N-(methylideneamino)carbonimidoyl]-2H-pyridin-4-yl]-3-chlorobenzaldehyde",C=N/N=C(/CC1CC1(F)F)\N2CC(=C(C=C2)C3=C(C=C(C=C3)C=O)Cl)Br,C18H15BrClF2N3O,442.7,CYJFTXRLZJZXGZ-ULJHMMPZSA-N,166839124,aromatic_carbo,
2-[[6-bromo-2-(chloromethyl)benzimidazol-1-yl]methyl]-6-chloro-3-(difluoromethoxy)-4-methylbenzaldehyde,CC1=CC(=C(C(=C1OC(F)F)CN2C3=C(C=CC(=C3)Br)N=C2CCl)C=O)Cl,C18H13BrCl2F2N2O2,478.1,UGCCDFZHHPKXIL-UHFFFAOYSA-N,178170232,aromatic_carbo,
"4-[2-(2',4-dioxospiro[1,2-thiazolidine-3,3'-1H-indole]-2-yl)-4-phenyl-6H-1,3-thiazin-6-yl]benzaldehyde",C1C(=O)C2(C3=CC=CC=C3NC2=O)N(S1)C4=NC(=CC(S4)C5=CC=C(C=C5)C=O)C6=CC=CC=C6,C27H19N3O3S2,497.6,NUTGHHDRGPVBHX-UHFFFAOYSA-N,169489092,aromatic_carbo,
"5-(trifluoromethyl)-6-[4-(trifluoromethyl)cyclohexyl]oxy-3,4-didehydronaphthalene-1-carbaldehyde",C1CC(CCC1C(F)(F)F)OC2=C(C3=C(C=C2)C(=CC#C3)C=O)C(F)(F)F,C19H14F6O2,388.3,KHPNYPSNZZYIJF-UHFFFAOYSA-N,162570350,aromatic_carbo,
"2,3,5-trifluoro-6-formyl-4-(trioxidanylsulfanyl)benzonitrile",C(=O)C1=C(C(=C(C(=C1F)SOOO)F)F)C#N,C8H2F3NO4S,265.17,YZPKZEKFTQNBIC-UHFFFAOYSA-N,59414767,aromatic_carbo,
"O-(2-tert-butyl-4-formyl-5-methylphenyl) N,N-dimethylcarbamothioate",CC1=CC(=C(C=C1C=O)C(C)(C)C)OC(=S)N(C)C,C15H21NO2S,279.4,FHAJBZHRPJSKBP-UHFFFAOYSA-N,9860485,aromatic_carbo,
"2-[2-cyano-5-[(5-fluoro-2,3-dihydro-1-benzofuran-4-yl)methylamino]imidazo[1,2-c]pyrimidin-8-yl]-5-formylbenzamide",C1COC2=C1C(=C(C=C2)F)CNC3=NC=C(C4=NC(=CN43)C#N)C5=C(C=C(C=C5)C=O)C(=O)N,C24H17FN6O3,456.4,PLMVHIRPEGEOLQ-UHFFFAOYSA-N,155676971,aromatic_carbo,
"2-(2-amino-3H-1,3-thiazol-2-yl)-6-hydroxybenzaldehyde",C1=CC(=C(C(=C1)O)C=O)C2(NC=CS2)N,C10H10N2O2S,222.27,BPTJMKRTIFNPFN-UHFFFAOYSA-N,164576929,aromatic_carbo,
"1-[1-(2-chlorophenyl)-6-oxopyridazin-3-yl]-2-(2,4-difluorophenyl)benzimidazole-5-carbaldehyde",C1=CC=C(C(=C1)N2C(=O)C=CC(=N2)N3C4=C(C=C(C=C4)C=O)N=C3C5=C(C=C(C=C5)F)F)Cl,C24H13ClF2N4O2,462.8,WDRPVXXUYZVMMA-UHFFFAOYSA-N,10367111,aromatic_carbo,
"4-[2-[4-[2-(4-ethenylcyclohexyl)ethyl]cyclohexyl]ethyl]-2,3,5,6-tetrafluorobenzaldehyde",C=CC1CCC(CC1)CCC2CCC(CC2)CCC3=C(C(=C(C(=C3F)F)C=O)F)F,C25H32F4O,424.5,LUOMGIJGMNBCIB-UHFFFAOYSA-N,20654420,aromatic_carbo,
"ethyl 6-chloro-7-[(4-formylphenyl)methylidene]-2-(trifluoromethyl)-2,8-dihydrochromene-3-carboxylate",CCOC(=O)C1=CC2=C(CC(=CC3=CC=C(C=C3)C=O)C(=C2)Cl)OC1C(F)(F)F,C21H16ClF3O4,424.8,IIAMUDZJUJKFIH-UHFFFAOYSA-N,87870631,aromatic_carbo,
"4-[C-butan-2-yl-N-[(E)-1-[8-chloro-6-(trifluoromethyl)imidazo[1,2-a]pyridin-2-yl]-2-methoxyethenyl]carbonimidoyl]-3-chlorobenzaldehyde",CCC(C)C(=N/C(=C/OC)/C1=CN2C=C(C=C(C2=N1)Cl)C(F)(F)F)C3=C(C=C(C=C3)C=O)Cl,C23H20Cl2F3N3O2,498.3,ABFVVXPTFOBSNO-VOSUIAOHSA-N,91483309,aromatic_carbo,
4-[2-[[2-chloro-6-(trifluoromethyl)benzoyl]amino]-4-formylbenzenecarboximidoyl]cyclohex-3-ene-1-carboxylic acid,C1CC(=CCC1C(=O)O)C(=N)C2=C(C=C(C=C2)C=O)NC(=O)C3=C(C=CC=C3Cl)C(F)(F)F,C23H18ClF3N2O4,478.8,JUIFFYAAIPIFKF-UHFFFAOYSA-N,139333294,aromatic_carbo,
"3-[2-[[3-(5-fluoro-2-pyridinyl)pyrazol-1-yl]methyl]-1,3-oxazolidin-3-yl]-2-pyrimidin-2-ylbenzaldehyde",C1COC(N1C2=CC=CC(=C2C3=NC=CC=N3)C=O)CN4C=CC(=N4)C5=NC=C(C=C5)F,C23H19FN6O2,430.4,OGVKEFJPQJAVQL-UHFFFAOYSA-N,118020713,aromatic_carbo,
N-[6-[[(4-fluorophenyl)methyl-methylamino]methyl]-7-formyl-8-methylperoxyquinolin-5-yl]-N-methylmethanesulfonamide,CN(CC1=CC=C(C=C1)F)CC2=C(C3=C(C(=C2C=O)OOC)N=CC=C3)N(C)S(=O)(=O)C,C22H24FN3O5S,461.5,QXNQNCBYOQPAME-UHFFFAOYSA-N,143497967,aromatic_carbo,
"N-(6-chloro-7-fluoro-8-formyl-2-hydroxy-3,4-dihydro-1,2-benzoxaborinin-3-yl)-2-methylsulfanylacetamide",B1(C(CC2=CC(=C(C(=C2O1)C=O)F)Cl)NC(=O)CSC)O,C12H12BClFNO4S,331.6,CQGNXKPJPRMRJR-UHFFFAOYSA-N,173888270,aromatic_carbo,boron
"2-(4,4-dimethyl-1,3,2-dioxaborolan-2-yl)-4-phenylmethoxy-3-(2,2,2-trifluoroethyl)benzaldehyde",B1(OCC(O1)(C)C)C2=C(C=CC(=C2CC(F)(F)F)OCC3=CC=CC=C3)C=O,C20H20BF3O4,392.2,ARPZNQJUPACZDR-UHFFFAOYSA-N,153974095,aromatic_carbo,boron
"7-[2-[2-(3-methylphenyl)-1,3-oxazol-4-yl]ethoxy]-1-benzothiophene-4-carbaldehyde",CC1=CC(=CC=C1)C2=NC(=CO2)CCOC3=C4C(=C(C=C3)C=O)C=CS4,C21H17NO3S,363.4,DQMZHOXXVFRFEJ-UHFFFAOYSA-N,18003636,aromatic_carbo,
"2-(6-formyl-1,10-dimethylphenothiazin-4-yl)acetic acid",CC1=C2C(=C(C=C1)CC(=O)O)SC3=C(C=CC=C3N2C)C=O,C17H15NO3S,313.4,GQWYIYZGKCUUBU-UHFFFAOYSA-N,18972527,aromatic_carbo,
"2-[3-[(4-fluoro-6-methylcyclohexa-2,4-dien-1-yl)methyl]-7-formyl-8-methoxyquinolin-5-yl]acetonitrile",CC1C=C(C=CC1CC2=CC3=C(C(=C(C=C3CC#N)C=O)OC)N=C2)F,C21H19FN2O2,350.4,QBABNWRNCGKFNJ-UHFFFAOYSA-N,89191847,aromatic_carbo,
N-(3-formylphenyl)sulfanyl-6-[[[4-(trifluoromethyl)phenyl]methylamino]methyl]-1H-indole-2-carboxamide,C1=CC(=CC(=C1)SNC(=O)C2=CC3=C(N2)C=C(C=C3)CNCC4=CC=C(C=C4)C(F)(F)F)C=O,C25H20F3N3O2S,483.5,GNZWCBQMQJKDEL-UHFFFAOYSA-N,87677787,aromatic_carbo,
"N-[2-[2-[2-(3,5-difluorophenyl)-1-(methylamino)ethyl]-6-(3-hydroxy-3-methylbut-1-ynyl)-3-pyridinyl]-6-formylphenyl]-N'-methylmethanimidamide",CC(C)(C#CC1=NC(=C(C=C1)C2=CC=CC(=C2NC=NC)C=O)C(CC3=CC(=CC(=C3)F)F)NC)O,C28H28F2N4O2,490.5,CKJXSMIUUCFSKN-UHFFFAOYSA-N,135266881,aromatic_carbo,
"[2,7-difluoro-9-(4-formyl-2-methylphenyl)-6-hydroxy-6H-xanthen-3-yl]oxymethyl acetate",CC1=C(C=CC(=C1)C=O)C2=C3C=C(C(C=C3OC4=CC(=C(C=C42)F)OCOC(=O)C)O)F,C24H18F2O6,440.4,GJEUUXABWUIOGT-UHFFFAOYSA-N,153513272,aromatic_carbo,
1-(4-fluorophenyl)sulfanyl-N-[5-formyl-4-(3-methoxypropylamino)naphthalen-1-yl]piperidine-3-carboxamide,COCCCNC1=CC=C(C2=CC=CC(=C21)C=O)NC(=O)C3CCCN(C3)SC4=CC=C(C=C4)F,C27H30FN3O3S,495.6,AZUCXERDFKUALM-UHFFFAOYSA-N,166751298,aromatic_carbo,
N-[(Z)-3-fluoro-2-[[5-(4-methoxypiperidine-1-carbonyl)indol-1-yl]methyl]prop-2-enyl]-2-formyl-N-methylbenzamide,CN(C/C(=C\F)/CN1C=CC2=C1C=CC(=C2)C(=O)N3CCC(CC3)OC)C(=O)C4=CC=CC=C4C=O,C28H30FN3O4,491.6,FRQICGYGNYZRSD-CAPFRKAQSA-N,166788664,aromatic_carbo,
"6-[3-methyl-6-(trifluoromethyl)imidazo[4,5-c]pyridin-2-yl]-2-sulfanylidene-3H-1,3-benzothiazole-5-carbaldehyde",CN1C2=CN=C(C=C2N=C1C3=CC4=C(C=C3C=O)NC(=S)S4)C(F)(F)F,C16H9F3N4OS2,394.4,ZEUPUIVKQMWZAI-UHFFFAOYSA-N,146496985,aromatic_carbo,
"6-(4-methoxycyclohexen-1-yl)-1,3-benzodioxole-5-carbaldehyde",COC1CCC(=CC1)C2=CC3=C(C=C2C=O)OCO3,C15H16O4,260.28,XRDOQJTYXGLNSF-UHFFFAOYSA-N,621308,aromatic_carbo,
"prop-2-enyl (5R,6S)-3-(6-formylnaphthalen-2-yl)-7-oxo-6-[(1R)-1-prop-2-enoxycarbonyloxyethyl]-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylate",C[C@H]([C@@H]1[C@H]2CC(=C(N2C1=O)C(=O)OCC=C)C3=CC4=C(C=C3)C=C(C=C4)C=O)OC(=O)OCC=C,C27H25NO7,475.5,RPUARFGHWYQZJE-ZGNKEGEESA-N,15166602,aromatic_carbo,
"2-chloro-4-fluoro-6-(1-oxo-3,4,6,7,8,9-hexahydropyrido[3,4-b]indolizin-2-yl)benzaldehyde",C1CCN2C(=CC3=C2CCN(C3=O)C4=C(C(=CC(=C4)F)Cl)C=O)C1,C18H16ClFN2O2,346.8,NEKIOIKNCAMQGH-UHFFFAOYSA-N,162417087,aromatic_carbo,
