block,n_feats,MAE,RMSE,R2
2D_only,48,3.4282623632674434,5.416900992807932,0.18614230035837065
aldehydes_only,54,3.0448557347405356,5.061350709719567,0.2894747050622667
product_only,54,2.722399836208739,4.833891115518031,0.35190240770153725
donor+acceptor,102,3.0461078318772095,5.0623858543532965,0.28918404286553945
all_raw_blocks,140,2.304225211302691,4.394766934421986,0.4643040322287151
all+interaction,140,2.304225211302691,4.394766934421986,0.4643040322287151
mordred_only,120,2.7649798418326803,4.80110680623631,0.36066362282761766
all_raw_blocks+mordred,260,2.276013850587088,4.357530862389612,0.473343287032413
