block,n_feats,MAE,RMSE,R2
2D_only,48,4.296866645362366,5.63584536672661,0.5110137801068084
aldehydes_only,54,3.8758383977189266,5.148701039299239,0.5918931979181029
product_only,54,3.525314798479092,4.710540159062355,0.6583983934896709
donor+acceptor,102,3.882308387298523,5.156534190295508,0.5906504790535944
all_raw_blocks,140,2.954826597321104,4.0138287096291645,0.7519746031819725
all+interaction,150,2.9656021523410643,4.0273570153613205,0.7502998840348603
mordred_only,120,3.384171066515572,4.580132396215735,0.6770505513168168
all_raw_blocks+mordred,260,2.8870713334605904,3.9255387492104736,0.7627659514367202
