id,donor_id,acceptor_id,pair_key,reaction_type,donor_smiles,acceptor_smiles,smiles,dG_xtb_kcal,dG_gxtb_kcal,dG_orca_kcal,donor_G_xtb,donor_G_gxtb,donor_xtb_energy,donor_xtb_HOMO,donor_xtb_LUMO,donor_xtb_gap,donor_xtb_IP,donor_xtb_EA,donor_xtb_mu,donor_xtb_eta,donor_xtb_omega,donor_xtb_dipole,donor_mulliken_CHO_C,donor_mulliken_CHO_O,donor_fukui_plus_CHO_C,donor_fukui_minus_CHO_C,donor_fukui_0_CHO_C,donor_dual_descriptor_CHO_C,donor_wbo_CO,donor_pa_CHO_O,donor_vbur_CHO_C,donor_sterimol_L,donor_sterimol_B1,donor_sterimol_B5,donor_SASA_total,donor_P_int,donor_bde_gxtb_kcal,acceptor_G_xtb,acceptor_G_gxtb,acceptor_xtb_energy,acceptor_xtb_HOMO,acceptor_xtb_LUMO,acceptor_xtb_gap,acceptor_xtb_IP,acceptor_xtb_EA,acceptor_xtb_mu,acceptor_xtb_eta,acceptor_xtb_omega,acceptor_xtb_dipole,acceptor_mulliken_CHO_C,acceptor_mulliken_CHO_O,acceptor_fukui_plus_CHO_C,acceptor_fukui_minus_CHO_C,acceptor_fukui_0_CHO_C,acceptor_dual_descriptor_CHO_C,acceptor_wbo_CO,acceptor_pa_CHO_O,acceptor_vbur_CHO_C,acceptor_sterimol_L,acceptor_sterimol_B1,acceptor_sterimol_B5,acceptor_SASA_total,acceptor_P_int,acceptor_bde_gxtb_kcal,xtb_energy,xtb_HOMO,xtb_LUMO,xtb_gap,xtb_IP,xtb_EA,xtb_mu,xtb_eta,xtb_omega,xtb_dipole,mulliken_ketC,mulliken_ketO,mulliken_carbC,mulliken_hydO,mulliken_hydH,wbo_CO_ket,wbo_CC_new,wbo_CO_carb,fukui_plus_ketC,fukui_minus_ketC,fukui_0_ketC,dual_ketC,fukui_plus_carbC,fukui_minus_carbC,fukui_0_carbC,dual_carbC,pa_ketO,vbur_ketC,vbur_carbC,sterimol_L,sterimol_B1,sterimol_B5,SASA_total,P_int,hb_dist,hb_angle,dih_core,bde_gxtb_kcal,donor_MW,donor_LogP,donor_TPSA,donor_HBD,donor_HBA,donor_RotBonds,donor_ArRings,donor_ArHetRings,donor_AlRings,donor_Rings,donor_Heteroatoms,donor_FractionCSP3,donor_BertzCT,donor_Kappa2,donor_NumStereocenters,donor_n_CHO,acceptor_MW,acceptor_LogP,acceptor_TPSA,acceptor_HBD,acceptor_HBA,acceptor_RotBonds,acceptor_ArRings,acceptor_ArHetRings,acceptor_AlRings,acceptor_Rings,acceptor_Heteroatoms,acceptor_FractionCSP3,acceptor_BertzCT,acceptor_Kappa2,acceptor_NumStereocenters,acceptor_n_CHO,product_MW,product_LogP,product_TPSA,product_HBD,product_HBA,product_RotBonds,product_ArRings,product_ArHetRings,product_AlRings,product_Rings,product_Heteroatoms,product_FractionCSP3,product_BertzCT,product_Kappa2,product_NumStereocenters,product_n_CHO,interaction_gap_HOMOd_LUMOa,interaction_fukui_match,interaction_absdiff_xtb_gap,interaction_absdiff_xtb_dipole,interaction_absdiff_sterimol_L,interaction_absdiff_sterimol_B1,interaction_absdiff_sterimol_B5,interaction_absdiff_SASA_total,interaction_absdiff_MW,interaction_absdiff_TPSA
RNDLXPAVFHJQQP-UHFFFAOYSA-N__NLOGCEUABHNOGR-UHFFFAOYSA-N,RNDLXPAVFHJQQP-UHFFFAOYSA-N,NLOGCEUABHNOGR-UHFFFAOYSA-N,NLOGCEUABHNOGR-UHFFFAOYSA-N__RNDLXPAVFHJQQP-UHFFFAOYSA-N,carbo-hetero,N#Cc1ncc(I)c(C(F)F)c1C=O,N#Cc1ccc(C=O)c(OS(=O)(=O)CF)c1,N#Cc1ccc(C(O)C(=O)c2c(C#N)ncc(I)c2C(F)F)c(OS(=O)(=O)CF)c1,-16.2553,1.1762,4.336756034304554,-41.735139131062,-988.758844116092,-41.762683773511,-11.7135,-9.5157,2.1978,9.3416,2.0205,-5.68105,3.66055,4.408399,4.626,0.214118,-0.283397,0.032581,0.008241,0.020411,0.02434,1.924576,24.1171,54.1209,7.3142,2.1425,5.0471,364.6796,19.6369,76.68,-49.362968299836,-1200.195217941411,-49.428197528522,-11.7182,-8.9311,2.7871,9.3225,1.4861,-5.4043,3.9182,3.727025,4.763,0.223097,-0.359757,0.040689,0.005226,0.022958,0.035463,1.852413,51.1212,55.9623,8.7586,1.9842,6.162,393.8364,18.94,88.415,-91.25319113238,-11.5869,-9.075,2.5119,8.7087,2.0779,-5.3933,3.3154,4.386753,3.703,0.231012,-0.312596,0.099653,-0.444346,0.298473,1.88388,0.917869,1.00553,0.01621,0.017175,0.016692,-0.000965,-0.003685,0.008044,0.00218,-0.011729,34.4883,76.9317,75.1689,5.8072,2.5617,8.0197,564.1472,22.2242,3.9235,62.9417,169.8207,32.234,308.025,2.30798,53.75,0,3,2,1,1,0,1,6,0.125,414.537686,4.412593,0,1,243.215,1.00638,84.23,0,5,4,1,0,0,1,7,0.111111,547.11768,4.720369,0,1,551.24,2.91906,141.14,1,8,7,2,1,0,2,13,0.176471,1192.345629,9.375591,1,0,-2.782399999999999,0.00033531804900000005,0.5893000000000002,0.13699999999999957,1.4444,0.1583000000000001,1.1148999999999996,29.156800000000032,64.80999999999997,30.480000000000004
ACCZHYMSOGXQNP-UHFFFAOYSA-N__JBJBZOUBGMLWEA-UHFFFAOYSA-N,ACCZHYMSOGXQNP-UHFFFAOYSA-N,JBJBZOUBGMLWEA-UHFFFAOYSA-N,ACCZHYMSOGXQNP-UHFFFAOYSA-N__JBJBZOUBGMLWEA-UHFFFAOYSA-N,carbo-hetero,O=Cc1cnc(F)c(-c2cccc(Cl)c2Cl)c1,O=Cc1ccccc1OCC(=O)NC(Cc1cccc(F)c1)c1cccc(F)c1,O=C(COc1ccccc1C(O)C(=O)c1cnc(F)c(-c2cccc(Cl)c2Cl)c1)NC(Cc1cccc(F)c1)c1cccc(F)c1,-9.4624,4.1247,5.72318216784822,-49.478809616382,-1611.047870142125,-49.556416171217,-11.1586,-8.7121,2.4465,8.3517,1.2452,-4.79845,3.55325,3.240009,2.267,0.208012,-0.313919,0.040855,0.006226,0.023541,0.034629,1.888214,36.5253,43.2433,9.1314,2.0328,6.7515,423.4194,19.5471,88.679,-83.254836161705,-1367.789797748231,-83.521390384847,-10.8275,-8.2705,2.557,7.7754,0.9311,-4.35325,3.42215,2.768842,5.625,0.211042,-0.364892,0.040041,0.002616,0.021329,0.037425,1.813281,55.1493,51.1246,6.815,2.4783,9.5354,611.2508,20.6234,82.188,-133.129821663867,-10.7629,-8.5942,2.1687,7.511,1.5255,-4.51825,2.99275,3.410673,5.105,0.224697,-0.353829,0.103245,-0.4466,0.320434,1.813946,0.951931,0.994586,0.042225,0.001356,0.021791,0.040869,-0.002705,-0.001681,-0.002193,-0.001024,46.2426,71.1016,75.1246,9.9693,2.3845,10.1874,841.2581,22.7948,1.99,117.7516,13.321,48.258,270.09,4.007,29.96,0,2,2,2,1,0,2,5,0.0,586.713466,4.816813,0,1,395.405,4.2563,55.4,1,3,8,3,0,0,3,6,0.130435,1006.672937,9.593497,1,1,665.495,7.868,88.52,2,5,11,5,1,0,5,11,0.114286,1906.285727,14.597006,2,0,-2.8880999999999997,0.000249295266,0.11050000000000004,3.358,2.316399999999999,0.4455,2.783899999999999,187.83140000000003,125.315,25.439999999999998
JLNYVZJIXMULBB-UHFFFAOYSA-N__YZHASECIFLRNPV-SSAZZLEASA-N,JLNYVZJIXMULBB-UHFFFAOYSA-N,YZHASECIFLRNPV-SSAZZLEASA-N,JLNYVZJIXMULBB-UHFFFAOYSA-N__YZHASECIFLRNPV-SSAZZLEASA-N,carbo-hetero,O=Cc1ccc(N2CCC(C(=O)N(Cc3ccc([N+](=O)[O-])cc3)C3CC3)CC2)cc1,Cc1cc(Oc2c(C=O)c(C(F)(F)F)nn2C)cc(C)c1C1C(=O)[C@@H]2[C@H](C1=O)[C@H]1CC[C@@H]2O1,Cc1cc(Oc2c(C(O)C(=O)c3ccc(N4CCC(C(=O)N(Cc5ccc([N+](=O)[O-])cc5)C5CC5)CC4)cc3)c(C(F)(F)F)nn2C)cc(C)c1C1C(=O)C2C3CCC(O3)C2C1=O,-10.3106,4.6565,5.454647087859949,-86.61255506616,-1356.208148930746,-86.941618805379,-9.9606,-8.9363,1.0243,7.3141,1.73,-4.52205,2.79205,3.661993,7.976,0.201343,-0.368783,0.021701,0.004305,0.013003,0.017396,1.812465,68.3911,43.6009,16.3004,1.9227,9.6755,658.2772,19.9489,,-100.078486051344,-1674.03896356717,-100.37277677071,-10.8382,-7.8752,2.963,7.8232,0.9893,-4.40625,3.41695,2.84099,12.143,0.209382,-0.326975,0.037483,0.002535,0.020009,0.034948,1.852535,55.2634,55.7259,7.1213,2.4189,11.5238,664.0848,19.8465,83.24,-187.363876811598,-9.9547,-8.9623,0.9924,6.7814,1.9674,-4.3744,2.407,3.974943,13.365,0.204072,-0.381324,0.106227,-0.452353,0.325444,1.7584,0.934131,1.006966,0.017038,0.003825,0.010431,0.013213,-0.0007,-0.00113,-0.000915,0.00043,71.2515,73.5901,78.0609,11.7818,3.1834,16.6237,1164.603,21.4674,1.9419,119.9556,-2.2142,,407.47,3.8149,83.76,0,5,7,2,0,2,4,7,0.391304,914.469332,8.649758,0,1,462.424,3.68954,87.49,0,6,4,2,1,3,5,10,0.478261,1150.429382,7.244911,5,1,869.894,7.10914,174.41,1,11,12,4,1,5,9,17,0.456522,2459.974118,16.00093,5,0,-2.085399999999999,0.000161364315,1.9387,4.167000000000001,9.1791,0.49619999999999975,1.8483,5.8075999999999794,54.95399999999995,3.7299999999999898
YMZIYIPABDRYGK-UHFFFAOYSA-N__SUSQSLJQDDGHFT-UHFFFAOYSA-N,YMZIYIPABDRYGK-UHFFFAOYSA-N,SUSQSLJQDDGHFT-UHFFFAOYSA-N,SUSQSLJQDDGHFT-UHFFFAOYSA-N__YMZIYIPABDRYGK-UHFFFAOYSA-N,hetero-hetero,O=Cc1cn(CC(=O)Nc2ccc(F)cc2)cn1,COC(=O)c1ccc(-c2nn(C(=O)c3c(C)cccc3Cl)c3cc(C=O)ccc23)c(F)c1,COC(=O)c1ccc(-c2nn(C(=O)c3c(C)cccc3Cl)c3cc(C(O)C(=O)c4cn(CC(=O)Nc5ccc(F)cc5)cn4)ccc23)c(F)c1,-11.2546,4.5955,3.878858871611325,-52.304767374578,-877.7670183945099,-52.430658256264,-10.9897,-7.95,3.0397,8.2687,0.7164,-4.49255,3.77615,2.672432,2.844,0.202941,-0.347275,0.043218,0.007585,0.025402,0.035633,1.844089,54.0272,40.9022,8.5772,1.7119,9.6135,450.0984,18.4317,94.262,-90.725755230178,-1894.465976733548,-90.957766840836,-11.0423,-8.6052,2.4371,7.9263,1.9122,-4.91925,3.00705,4.023714,8.409,0.206873,-0.32656,0.017192,0.004005,0.010599,0.013187,1.875499,49.9777,43.6085,14.7928,3.0305,7.6344,674.6095,20.7597,70.73,-143.437814707888,-10.8506,-8.242,2.6086,7.4001,1.8506,-4.62535,2.77475,3.855097,4.218,0.213926,-0.375945,0.094693,-0.435458,0.31669,1.775062,0.947126,1.012884,0.019905,0.00487,0.012387,0.015035,-0.001952,0.003206,0.000627,-0.005158,57.9019,65.9587,66.0111,9.0205,2.8865,13.7065,988.7582,21.3845,2.0589,116.7597,-13.5144,39.404,247.229,1.4734,63.99,1,3,4,2,1,0,2,6,0.083333,562.956429,5.22,0,1,450.853,5.09182,78.26,0,5,4,4,1,0,4,8,0.083333,1390.644153,8.35714,0,1,698.082,6.16992,145.41,2,8,9,6,2,0,6,14,0.111111,2298.089281,13.821359,1,0,-2.384499999999999,0.00013040131999999998,0.6025999999999998,5.565000000000001,6.2156,1.3186,1.9790999999999999,224.5111,203.624,14.270000000000003
SUSQSLJQDDGHFT-UHFFFAOYSA-N__YMZIYIPABDRYGK-UHFFFAOYSA-N,SUSQSLJQDDGHFT-UHFFFAOYSA-N,YMZIYIPABDRYGK-UHFFFAOYSA-N,SUSQSLJQDDGHFT-UHFFFAOYSA-N__YMZIYIPABDRYGK-UHFFFAOYSA-N,hetero-hetero,COC(=O)c1ccc(-c2nn(C(=O)c3c(C)cccc3Cl)c3cc(C=O)ccc23)c(F)c1,O=Cc1cn(CC(=O)Nc2ccc(F)cc2)cn1,COC(=O)c1ccc(-c2nn(C(=O)c3c(C)cccc3Cl)c3cc(C(=O)C(O)c4cn(CC(=O)Nc5ccc(F)cc5)cn4)ccc23)c(F)c1,-8.5018,6.5887,9.184648260463238,-90.725755230178,-1894.465976733548,-90.957766840836,-11.0423,-8.6052,2.4371,7.9263,1.9122,-4.91925,3.00705,4.023714,8.409,0.206873,-0.32656,0.017192,0.004005,0.010599,0.013187,1.875499,49.9777,43.6085,14.7928,3.0305,7.6344,674.6095,20.7597,70.73,-52.304767374578,-877.7670183945099,-52.430658256264,-10.9897,-7.95,3.0397,8.2687,0.7164,-4.49255,3.77615,2.672432,2.844,0.202941,-0.347275,0.043218,0.007585,0.025402,0.035633,1.844089,54.0272,40.9022,8.5772,1.7119,9.6135,450.0984,18.4317,94.262,-143.435472896972,-10.8992,-8.5998,2.2994,7.3838,2.0243,-4.70405,2.67975,4.128759,6.434,0.212236,-0.364317,0.093719,-0.448744,0.318176,1.796566,0.945007,1.009459,0.023012,0.004765,0.013889,0.018247,-0.001585,0.002041,0.000228,-0.003626,54.819,65.7671,64.5284,11.9606,2.4584,14.0824,977.7586,21.364,1.9813,118.2722,-11.339,31.88,450.853,5.09182,78.26,0,5,4,4,1,0,4,8,0.083333,1390.644153,8.35714,0,1,247.229,1.4734,63.99,1,3,4,2,1,0,2,6,0.083333,562.956429,5.22,0,1,698.082,6.16992,145.41,2,8,9,6,2,0,6,14,0.111111,2298.089281,13.821359,1,0,-3.092299999999999,0.00017308809,0.6025999999999998,5.565000000000001,6.2156,1.3186,1.9790999999999999,224.5111,203.624,14.270000000000003
YZHASECIFLRNPV-SSAZZLEASA-N__JLNYVZJIXMULBB-UHFFFAOYSA-N,YZHASECIFLRNPV-SSAZZLEASA-N,JLNYVZJIXMULBB-UHFFFAOYSA-N,JLNYVZJIXMULBB-UHFFFAOYSA-N__YZHASECIFLRNPV-SSAZZLEASA-N,carbo-hetero,Cc1cc(Oc2c(C=O)c(C(F)(F)F)nn2C)cc(C)c1C1C(=O)[C@@H]2[C@H](C1=O)[C@H]1CC[C@@H]2O1,O=Cc1ccc(N2CCC(C(=O)N(Cc3ccc([N+](=O)[O-])cc3)C3CC3)CC2)cc1,Cc1cc(Oc2c(C(=O)C(O)c3ccc(N4CCC(C(=O)N(Cc5ccc([N+](=O)[O-])cc5)C5CC5)CC4)cc3)c(C(F)(F)F)nn2C)cc(C)c1C1C(=O)C2C3CCC(O3)C2C1=O,-4.3937,7.9675,15.407876143997346,-100.078486051344,-1674.03896356717,-100.37277677071,-10.8382,-7.8752,2.963,7.8232,0.9893,-4.40625,3.41695,2.84099,12.143,0.209382,-0.326975,0.037483,0.002535,0.020009,0.034948,1.852535,55.2634,55.7259,7.1213,2.4189,11.5238,664.0848,19.8465,83.24,-86.61255506616,-1356.208148930746,-86.941618805379,-9.9606,-8.9363,1.0243,7.3141,1.73,-4.52205,2.79205,3.661993,7.976,0.201343,-0.368783,0.021701,0.004305,0.013003,0.017396,1.812465,68.3911,43.6009,16.3004,1.9227,9.6755,658.2772,19.9489,,-187.358808680351,-9.3887,-8.8586,0.5301,6.6229,2.0537,-4.3383,2.2846,4.119068,7.426,0.219355,-0.370007,0.0949,-0.441097,0.312676,1.781234,0.960643,1.004898,0.020294,0.002528,0.011411,0.017766,-0.000186,-0.000337,-0.000262,0.000151,72.448,74.0216,69.0726,13.1826,2.7017,15.5726,1161.2726,21.4193,2.0815,115.8171,13.6795,,462.424,3.68954,87.49,0,6,4,2,1,3,5,10,0.478261,1150.429382,7.244911,5,1,407.47,3.8149,83.76,0,5,7,2,0,2,4,7,0.391304,914.469332,8.649758,0,1,869.894,7.10914,174.41,1,11,12,4,1,5,9,17,0.456522,2459.974118,16.00093,5,0,-1.9019000000000013,5.5012035000000004e-05,1.9387,4.167000000000001,9.1791,0.49619999999999975,1.8483,5.8075999999999794,54.95399999999995,3.7299999999999898
XXMDTWIPAQQDDV-UHFFFAOYSA-N__YNFCZWUXOROWPC-UHFFFAOYSA-N,XXMDTWIPAQQDDV-UHFFFAOYSA-N,YNFCZWUXOROWPC-UHFFFAOYSA-N,XXMDTWIPAQQDDV-UHFFFAOYSA-N__YNFCZWUXOROWPC-UHFFFAOYSA-N,carbo-hetero,Cc1oc(-c2ccccc2)nc1CCC(=O)c1ccc(C=O)nc1,O=Cc1cc(F)ccc1SCC1CCCO1,Cc1oc(-c2ccccc2)nc1CCC(=O)c1ccc(C(=O)C(O)c2cc(F)ccc2SCC2CCCO2)nc1,-11.4869,0.5287,2.3474195145969494,-66.646397924923,-1068.624826427143,-66.866105565846,-10.4724,-8.6529,1.8195,7.5392,1.414,-4.4766,3.0626,3.271721,4.683,0.203747,-0.315984,0.031198,0.004059,0.017628,0.027139,1.893121,72.4268,41.8264,10.5761,1.8849,9.1008,530.0996,20.0801,77.687,-48.259820936089,-1113.4190382509692,-48.415060882902,-10.5156,-8.2886,2.227,7.964,0.6965,-4.33025,3.63375,2.580126,6.122,0.207253,-0.32611,0.049201,-0.001586,0.023808,0.050787,1.863853,51.2407,47.4457,6.8258,1.7376,8.6924,429.9584,18.4422,86.116,-115.330297999197,-9.9926,-8.8565,1.1361,6.7985,1.8155,-4.307,2.4915,3.722707,4.433,0.211993,-0.360278,0.09852,-0.436119,0.315811,1.796703,0.962842,1.009737,0.03827,0.001303,0.019786,0.036967,-0.003083,-0.001567,-0.002325,-0.001516,53.1359,67.0897,75.4706,8.4554,2.7358,12.2155,824.1501,20.9652,2.056,116.5964,-10.2249,40.84,320.348,3.67302,73.06,0,5,6,3,2,0,3,5,0.157895,852.078231,6.998514,0,1,240.299,2.9093,26.3,0,3,4,1,0,1,2,4,0.416667,375.281552,5.455978,1,1,560.647,6.18702,102.52,1,8,11,4,2,1,5,9,0.290323,1483.613884,12.67511,2,0,-2.1837999999999997,0.00019970685900000003,0.4075,1.439,3.7503,0.1473,0.4084000000000003,100.14120000000003,80.049,46.760000000000005
HZPRHASLIUMXLG-UHFFFAOYSA-N__QRWKLUVIBVRXQB-UHFFFAOYSA-N,HZPRHASLIUMXLG-UHFFFAOYSA-N,QRWKLUVIBVRXQB-UHFFFAOYSA-N,HZPRHASLIUMXLG-UHFFFAOYSA-N__QRWKLUVIBVRXQB-UHFFFAOYSA-N,hetero-hetero,O=Cc1ccccc1-c1cccc(-n2cnc3cc(-c4ccoc4)cnc32)c1,CC(C)(C)OC(=O)n1c(Br)c(C=O)c2ccccc21,CC(C)(C)OC(=O)n1c(Br)c(C(O)C(=O)c2ccccc2-c2cccc(-n3cnc4cc(-c5ccoc5)cnc43)c2)c2ccccc21,-9.6358,1.321,12.268498559713723,-73.569553563731,-1199.9564262469871,-73.799263308991,-10.1516,-8.0696,2.082,7.3226,1.1246,-4.2236,3.099,2.878154,2.938,0.205942,-0.340494,0.030829,0.003503,0.017166,0.027326,1.859981,54.429,50.8654,6.8093,2.109,15.7065,599.3622,20.3949,76.793,-56.18960161577,-3396.2132955296643,-56.363497485536,-10.8994,-8.2618,2.6376,8.2736,0.9757,-4.62465,3.64895,2.930622,4.859,0.209033,-0.341497,0.033045,0.003404,0.018224,0.029641,1.835171,54.1653,48.0048,8.4934,2.3845,7.1517,463.1516,19.6351,83.303,-130.224136325648,-10.181,-7.9448,2.2362,7.1077,1.189,-4.14835,2.95935,2.907532,4.528,0.223046,-0.358044,0.103904,-0.43259,0.310108,1.835619,0.925289,0.988068,0.036134,0.003886,0.02001,0.032248,-0.002605,-0.000401,-0.001503,-0.002204,49.9799,75.7617,75.7623,9.7098,2.7059,13.5474,752.8119,23.7326,2.3226,104.0195,41.7488,47.099,365.392,5.16,60.92,0,4,4,5,3,0,5,5,0.0,1286.472651,6.627919,0,1,324.174,3.9995,48.3,0,3,1,2,1,0,2,5,0.285714,652.490209,4.810628,0,1,689.566,8.7642,112.38,1,7,6,7,4,0,7,10,0.135135,2295.684069,11.798452,1,0,-1.889800000000001,0.00011575663499999999,0.5556000000000001,1.9209999999999998,1.684099999999999,0.2755000000000001,8.5548,136.21060000000006,41.21800000000002,12.620000000000005
YNFCZWUXOROWPC-UHFFFAOYSA-N__XXMDTWIPAQQDDV-UHFFFAOYSA-N,YNFCZWUXOROWPC-UHFFFAOYSA-N,XXMDTWIPAQQDDV-UHFFFAOYSA-N,XXMDTWIPAQQDDV-UHFFFAOYSA-N__YNFCZWUXOROWPC-UHFFFAOYSA-N,carbo-hetero,O=Cc1cc(F)ccc1SCC1CCCO1,Cc1oc(-c2ccccc2)nc1CCC(=O)c1ccc(C=O)nc1,Cc1oc(-c2ccccc2)nc1CCC(=O)c1ccc(C(O)C(=O)c2cc(F)ccc2SCC2CCCO2)nc1,-11.7944,3.6086,2.433554066031206,-48.259820936089,-1113.4190382509692,-48.415060882902,-10.5156,-8.2886,2.227,7.964,0.6965,-4.33025,3.63375,2.580126,6.122,0.207253,-0.32611,0.049201,-0.001586,0.023808,0.050787,1.863853,51.2407,47.4457,6.8258,1.7376,8.6924,429.9584,18.4422,86.116,-66.646397924923,-1068.624826427143,-66.866105565846,-10.4724,-8.6529,1.8195,7.5392,1.414,-4.4766,3.0626,3.271721,4.683,0.203747,-0.315984,0.031198,0.004059,0.017628,0.027139,1.893121,72.4268,41.8264,10.5761,1.8849,9.1008,530.0996,20.0801,77.687,-115.328676197575,-10.2596,-8.1366,2.123,6.8874,1.4159,-4.15165,2.73575,3.150178,3.997,0.230084,-0.340818,0.088448,-0.433801,0.320351,1.845559,0.930025,1.021261,0.033502,-0.005146,0.014178,0.038648,-0.004287,0.000349,-0.001969,-0.004636,54.0792,70.8209,72.971,7.2119,2.3861,14.4189,839.3984,20.9103,2.0382,116.8269,-3.4586,38.585,240.299,2.9093,26.3,0,3,4,1,0,1,2,4,0.416667,375.281552,5.455978,1,1,320.348,3.67302,73.06,0,5,6,3,2,0,3,5,0.157895,852.078231,6.998514,0,1,560.647,6.18702,102.52,1,8,11,4,2,1,5,9,0.290323,1483.613884,12.67511,2,0,-1.8626999999999985,-4.9480028e-05,0.4075,1.439,3.7503,0.1473,0.4084000000000003,100.14120000000003,80.049,46.760000000000005
QRWKLUVIBVRXQB-UHFFFAOYSA-N__HZPRHASLIUMXLG-UHFFFAOYSA-N,QRWKLUVIBVRXQB-UHFFFAOYSA-N,HZPRHASLIUMXLG-UHFFFAOYSA-N,HZPRHASLIUMXLG-UHFFFAOYSA-N__QRWKLUVIBVRXQB-UHFFFAOYSA-N,hetero-hetero,CC(C)(C)OC(=O)n1c(Br)c(C=O)c2ccccc21,O=Cc1ccccc1-c1cccc(-n2cnc3cc(-c4ccoc4)cnc32)c1,CC(C)(C)OC(=O)n1c(Br)c(C(=O)C(O)c2ccccc2-c2cccc(-n3cnc4cc(-c5ccoc5)cnc43)c2)c2ccccc21,-9.8736,-0.3897,9.938514480988683,-56.18960161577,-3396.2132955296643,-56.363497485536,-10.8994,-8.2618,2.6376,8.2736,0.9757,-4.62465,3.64895,2.930622,4.859,0.209033,-0.341497,0.033045,0.003404,0.018224,0.029641,1.835171,54.1653,48.0048,8.4934,2.3845,7.1517,463.1516,19.6351,83.303,-73.569553563731,-1199.9564262469871,-73.799263308991,-10.1516,-8.0696,2.082,7.3226,1.1246,-4.2236,3.099,2.878154,2.938,0.205942,-0.340494,0.030829,0.003503,0.017166,0.027326,1.859981,54.429,50.8654,6.8093,2.109,15.7065,599.3622,20.3949,76.793,-130.221729685919,-10.359,-7.8753,2.4837,7.2562,1.2592,-4.2577,2.9985,3.022846,6.878,0.225353,-0.356177,0.095916,-0.434328,0.31387,1.813378,0.943007,1.013131,0.029431,0.00449,0.01696,0.024941,-0.001054,0.004457,0.001701,-0.005511,58.2505,75.5154,75.4036,5.6963,2.4954,14.879,779.1219,23.6928,2.1442,113.9133,22.4469,50.145,324.174,3.9995,48.3,0,3,1,2,1,0,2,5,0.285714,652.490209,4.810628,0,1,365.392,5.16,60.92,0,4,4,5,3,0,5,5,0.0,1286.472651,6.627919,0,1,689.566,8.7642,112.38,1,7,6,7,4,0,7,10,0.135135,2295.684069,11.798452,1,0,-2.8298000000000005,0.000104941916,0.5556000000000001,1.9209999999999998,1.684099999999999,0.2755000000000001,8.5548,136.21060000000006,41.21800000000002,12.620000000000005
URTDXZBKZYDIRZ-UXBLZVDNSA-N__YAEBEAMNQJFGAS-UHFFFAOYSA-N,URTDXZBKZYDIRZ-UXBLZVDNSA-N,YAEBEAMNQJFGAS-UHFFFAOYSA-N,URTDXZBKZYDIRZ-UXBLZVDNSA-N__YAEBEAMNQJFGAS-UHFFFAOYSA-N,carbo-hetero,NC/C(=C/F)CCc1ccc(C=O)cc1F,CCCCc1nc(Cl)c(C=O)n1Cc1ccccc1,CCCCc1nc(Cl)c(C(O)C(=O)c2ccc(CCC(=CF)CN)c(F)c2)n1Cc1ccccc1,-7.8181,5.1709,6.780926882059522,-48.569390897007,-794.5982732019969,-48.724371315697,-10.5385,-8.1559,2.3826,8.1905,0.5409,-4.3657,3.8248,2.491547,5.267,0.207647,-0.32767,0.04791,0.006987,0.027449,0.040923,1.871686,48.9243,43.5997,9.9179,1.7,5.8038,410.7782,17.9726,87.488,-55.05815551481,-1226.5234831926412,-55.269560508711,-10.8991,-7.9117,2.9874,8.0791,0.446,-4.26255,3.81655,2.380335,4.563,0.200375,-0.369048,0.050877,0.00186,0.026368,0.049017,1.78177,53.2031,49.6413,10.9211,1.999,7.8541,504.1705,18.9368,95.09,-104.038408823515,-10.3554,-8.0626,2.2928,7.3244,0.8109,-4.06765,3.25675,2.540228,7.746,0.218209,-0.357197,0.099643,-0.447695,0.320136,1.803838,0.953076,0.999654,0.055812,-0.002866,0.026473,0.058678,-0.0035,-0.003197,-0.003348,-0.000303,53.4978,71.3672,74.9983,10.333,2.5022,8.1368,739.3085,20.6782,2.0054,117.3183,4.4776,47.094,225.238,2.3829,43.09,1,2,5,1,0,0,1,4,0.25,402.005276,6.124466,0,1,276.767,3.7399,34.89,0,2,6,2,1,0,2,4,0.333333,548.773259,6.525782,0,1,502.005,5.7275,81.14,2,4,12,3,1,0,3,8,0.333333,1178.669521,12.722794,1,0,-2.626800000000001,0.000355477599,0.6048,0.7040000000000006,1.0031999999999996,0.29900000000000015,2.0503,93.39229999999998,51.528999999999996,8.200000000000003
