id,donor_id,acceptor_id,donor_smiles,acceptor_smiles,smiles,reaction_type,is_homo,xtb_optimized,error,xyz_file,xtb_energy,xtb_HOMO,xtb_LUMO,xtb_gap,xtb_IP,xtb_EA,xtb_mu,xtb_eta,xtb_omega,xtb_dipole,mulliken_ketC,mulliken_ketO,mulliken_carbC,mulliken_hydO,mulliken_hydH,wbo_CO_ket,wbo_CC_new,wbo_CO_carb,fukui_plus_ketC,fukui_minus_ketC,fukui_0_ketC,dual_ketC,fukui_plus_carbC,fukui_minus_carbC,fukui_0_carbC,dual_carbC,pa_ketO,vbur_ketC,vbur_carbC,sterimol_L,sterimol_B1,sterimol_B5,SASA_total,P_int,hb_dist,hb_angle,dih_core,adch_ketC,adch_ketO,adch_carbC,adch_hydO,adch_hydH,adch_fukui_plus_ketC,adch_fukui_minus_ketC,adch_fukui_plus_carbC,adch_fukui_minus_carbC,qtaim_rho_CO_ket,qtaim_lap_CO_ket,qtaim_ell_CO_ket,qtaim_rho_CC_new,qtaim_lap_CC_new,qtaim_ell_CC_new,qtaim_rho_HB,G_donor,G_acceptor,G_xtb,dG_xtb_kcal,G_donor_gxtb,G_acceptor_gxtb,G_gxtb,dG_gxtb_kcal
NPHHCAGJTCKHMZ-UHFFFAOYSA-N__VQDJGMNNQPROCJ-UHFFFAOYSA-N,NPHHCAGJTCKHMZ-UHFFFAOYSA-N,VQDJGMNNQPROCJ-UHFFFAOYSA-N,O=Cc1cccc(-c2cccc(F)c2)c1CO,COc1cc(C=O)c2cc(C)n(C(C)=O)c2c1O,COc1cc(C(O)C(=O)c2cccc(-c3cccc(F)c3)c2CO)c2cc(C)n(C(C)=O)c2c1O,carbo-hetero,False,True,,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0000/xyz_prod/prod_NPHHCAGJTCKHMZ-UHFFFAOYSA-N__VQDJGMNNQPROCJ-UHFFFAOYSA-N.xyz,-102.130402756495,-10.0346,-7.9684,2.0662,7.1878,0.9751,-4.08145,3.10635,2.68132,2.731,0.219542,-0.389186,0.100287,-0.435031,0.312669,1.770988,0.956352,1.011763,0.046557,0.005085,0.025821,0.041472,-0.001602,-2.8e-05,-0.000815,-0.001574,58.5406,76.0692,70.3702,6.819,2.1816,8.6227,683.6072,21.2446,2.0838,115.562,-17.6692,,,,,,,,,,,,,,,,,-48.27359850627,-53.511586059993,-101.797251386844,-7.572,-790.270807685324,-858.72254925727,-1648.986272536089,4.4455
VQDJGMNNQPROCJ-UHFFFAOYSA-N__NPHHCAGJTCKHMZ-UHFFFAOYSA-N,VQDJGMNNQPROCJ-UHFFFAOYSA-N,NPHHCAGJTCKHMZ-UHFFFAOYSA-N,COc1cc(C=O)c2cc(C)n(C(C)=O)c2c1O,O=Cc1cccc(-c2cccc(F)c2)c1CO,COc1cc(C(=O)C(O)c2cccc(-c3cccc(F)c3)c2CO)c2cc(C)n(C(C)=O)c2c1O,carbo-hetero,False,True,,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0000/xyz_prod/prod_VQDJGMNNQPROCJ-UHFFFAOYSA-N__NPHHCAGJTCKHMZ-UHFFFAOYSA-N.xyz,-102.131998921466,-10.1347,-7.8222,2.3125,7.2245,1.0034,-4.11395,3.11055,2.720513,5.804,0.210964,-0.390583,0.089581,-0.452534,0.317049,1.74672,0.949493,1.001262,0.03573,0.003221,0.019475,0.032509,-0.002668,-0.002555,-0.002612,-0.000113,63.7587,70.4045,72.8423,9.9269,2.0339,7.1126,673.2482,21.304,1.9427,119.9225,3.2319,,,,,,,,,,,,,,,,,-53.511586059993,-48.27359850627,-101.80207263339,-10.5974,-858.72254925727,-790.270807685324,-1648.987616224428,3.6024
UPMWSCBOBUSVHY-UHFFFAOYSA-N__RLHMVKRLGVMAIE-UHFFFAOYSA-N,UPMWSCBOBUSVHY-UHFFFAOYSA-N,RLHMVKRLGVMAIE-UHFFFAOYSA-N,COc1cccc(C(O)COc2c(F)cccc2C=O)c1,COC(=O)c1ccc(COc2ccc(OC)cc2C=O)nc1,COC(=O)c1ccc(COc2ccc(OC)cc2C(O)C(=O)c2cccc(F)c2OCC(O)c2cccc(OC)c2)nc1,carbo-hetero,False,True,,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0000/xyz_prod/prod_UPMWSCBOBUSVHY-UHFFFAOYSA-N__RLHMVKRLGVMAIE-UHFFFAOYSA-N.xyz,-128.065871491718,-10.0927,-7.8605,2.2322,6.9508,1.2075,-4.07915,2.87165,2.897196,3.253,0.232486,-0.375955,0.09948,-0.441455,0.316875,1.789065,0.96244,1.002123,0.036451,-0.003279,0.016586,0.03973,-0.003132,-0.003323,-0.003227,0.000191,57.3485,81.4265,74.2994,7.8813,3.152,11.524,808.2475,21.428,1.9913,118.9325,9.9559,,,,,,,,,,,,,,,,,-62.67880156257,-64.953630908576,-127.645579020155,-8.2496,-1019.270425288453,-1049.425215007712,-2068.688757607173,4.319
RLHMVKRLGVMAIE-UHFFFAOYSA-N__UPMWSCBOBUSVHY-UHFFFAOYSA-N,RLHMVKRLGVMAIE-UHFFFAOYSA-N,UPMWSCBOBUSVHY-UHFFFAOYSA-N,COC(=O)c1ccc(COc2ccc(OC)cc2C=O)nc1,COc1cccc(C(O)COc2c(F)cccc2C=O)c1,COC(=O)c1ccc(COc2ccc(OC)cc2C(=O)C(O)c2cccc(F)c2OCC(O)c2cccc(OC)c2)nc1,carbo-hetero,False,True,,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0000/xyz_prod/prod_RLHMVKRLGVMAIE-UHFFFAOYSA-N__UPMWSCBOBUSVHY-UHFFFAOYSA-N.xyz,-128.064587708707,-10.224,-7.9916,2.2324,6.9773,1.1556,-4.06645,2.91085,2.84041,2.828,0.228608,-0.374688,0.101266,-0.448497,0.31942,1.784757,0.953184,1.000684,0.030774,-0.000831,0.014972,0.031605,-0.000912,-0.003009,-0.001961,0.002097,60.6049,73.8318,75.6191,7.9727,2.5256,11.6448,818.2172,21.3127,1.9477,119.9469,-9.6549,,,,,,,,,,,,,,,,,-64.953630908576,-62.67880156257,-127.646368504653,-8.745,-1049.425215007712,-1019.270425288453,-2068.6881941006936,4.6726
FHHPVYWDUMVQJX-UHFFFAOYSA-N__OUKTUVAWFXVHNR-MWLCHTKSSA-N,FHHPVYWDUMVQJX-UHFFFAOYSA-N,OUKTUVAWFXVHNR-MWLCHTKSSA-N,O=Cc1cc(F)c(F)cc1C(O)C(=O)O,C[C@@H]1OC[C@H](COc2ccccc2C=O)O1,CC1OCC(COc2ccccc2C(O)C(=O)c2cc(F)c(F)cc2C(O)C(=O)O)O1,carbo-carbo,False,True,,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0000/xyz_prod/prod_FHHPVYWDUMVQJX-UHFFFAOYSA-N__OUKTUVAWFXVHNR-MWLCHTKSSA-N.xyz,-97.165708670547,-10.6848,-7.7112,2.9736,7.8679,0.5371,-4.2025,3.6654,2.409151,1.216,0.237275,-0.348296,0.093795,-0.431719,0.316624,1.842807,0.94546,1.015812,0.039467,0.006976,0.023222,0.032491,-0.002256,0.003048,0.000396,-0.005304,56.6024,77.6172,73.2768,6.0714,2.8492,8.7316,590.254,20.7177,2.0284,117.4991,1.7917,,,,,,,,,,,,,,,,,-47.972817042937,-48.912413989465,-96.89985767162,-9.1784,-847.167049883798,-766.407069329441,-1613.568034087536,3.8185
OUKTUVAWFXVHNR-MWLCHTKSSA-N__FHHPVYWDUMVQJX-UHFFFAOYSA-N,OUKTUVAWFXVHNR-MWLCHTKSSA-N,FHHPVYWDUMVQJX-UHFFFAOYSA-N,C[C@@H]1OC[C@H](COc2ccccc2C=O)O1,O=Cc1cc(F)c(F)cc1C(O)C(=O)O,CC1OCC(COc2ccccc2C(=O)C(O)c2cc(F)c(F)cc2C(O)C(=O)O)O1,carbo-carbo,False,True,,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0000/xyz_prod/prod_OUKTUVAWFXVHNR-MWLCHTKSSA-N__FHHPVYWDUMVQJX-UHFFFAOYSA-N.xyz,-97.168533428713,-11.0348,-8.1176,2.9172,8.0869,0.9792,-4.53305,3.55385,2.891026,3.651,0.214397,-0.377658,0.091848,-0.445803,0.323275,1.770734,0.955993,1.005881,0.04756,0.003124,0.025342,0.044436,-0.002481,-0.000547,-0.001514,-0.001934,49.838,68.8257,73.7281,8.6446,1.8693,9.1306,586.0443,20.8717,1.9668,118.198,-5.8947,,,,,,,,,,,,,,,,,-48.912413989465,-47.972817042937,-96.90131473795,-10.0927,-766.407069329441,-847.167049883798,-1613.565714417963,5.2741
FKMOAZYMWFCEAF-UHFFFAOYSA-N__XAERJJRGAWIBKY-UHFFFAOYSA-N,FKMOAZYMWFCEAF-UHFFFAOYSA-N,XAERJJRGAWIBKY-UHFFFAOYSA-N,O=Cc1cc(C(=O)O)c(Nc2ccc3sccc3c2)c(F)c1F,CCN(c1cccc(F)c1)c1ccc(C=O)cc1C,CCN(c1cccc(F)c1)c1ccc(C(O)C(=O)c2cc(C(=O)O)c(Nc3ccc4sccc4c3)c(F)c2F)cc1C,carbo-hetero,False,True,,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0000/xyz_prod/prod_FKMOAZYMWFCEAF-UHFFFAOYSA-N__XAERJJRGAWIBKY-UHFFFAOYSA-N.xyz,-120.859330212342,-9.6506,-8.2181,1.4325,6.6347,1.3464,-3.99055,2.64415,3.011268,2.618,0.219418,-0.377502,0.094237,-0.441243,0.313916,1.771804,0.959641,1.006981,0.034979,0.001287,0.018133,0.033692,-0.001725,-0.001937,-0.001831,0.000212,59.7871,69.1874,68.2998,7.953,2.2887,12.0097,838.3981,21.5511,2.0195,116.6656,-13.4932,,,,,,,,,,,,,,,,,-66.559315346478,-53.929325063889,-120.499417889898,-6.763,-1493.388446529465,-848.9348365415769,-2342.313789276961,5.9574
XAERJJRGAWIBKY-UHFFFAOYSA-N__FKMOAZYMWFCEAF-UHFFFAOYSA-N,XAERJJRGAWIBKY-UHFFFAOYSA-N,FKMOAZYMWFCEAF-UHFFFAOYSA-N,CCN(c1cccc(F)c1)c1ccc(C=O)cc1C,O=Cc1cc(C(=O)O)c(Nc2ccc3sccc3c2)c(F)c1F,CCN(c1cccc(F)c1)c1ccc(C(=O)C(O)c2cc(C(=O)O)c(Nc3ccc4sccc4c3)c(F)c2F)cc1C,carbo-hetero,False,True,,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0000/xyz_prod/prod_XAERJJRGAWIBKY-UHFFFAOYSA-N__FKMOAZYMWFCEAF-UHFFFAOYSA-N.xyz,-120.861599057307,-10.0989,-8.0825,2.0164,6.7063,1.477,-4.09165,2.61465,3.201499,7.681,0.209237,-0.376935,0.099941,-0.440447,0.318936,1.774607,0.940614,1.010729,0.030427,0.002954,0.016691,0.027473,-0.002482,-0.001345,-0.001913,-0.001137,63.0663,68.1735,68.3493,10.4018,2.444,11.6685,840.2479,21.4062,1.9708,118.5909,9.9099,,,,,,,,,,,,,,,,,-53.929325063889,-66.559315346478,-120.503819091203,-9.5248,-848.9348365415769,-1493.388446529465,-2342.3146951985573,5.389
BPOOBTXCXAIQJQ-UHFFFAOYSA-N__BIOUKTNSVJINJZ-UHFFFAOYSA-N,BPOOBTXCXAIQJQ-UHFFFAOYSA-N,BIOUKTNSVJINJZ-UHFFFAOYSA-N,O=Cc1c(Cl)cccc1Oc1ccccc1F,CC(C)(C)OC(=O)N1CCC(C(F)(F)S(=O)(=O)c2ccccc2C=O)CC1,CC(C)(C)OC(=O)N1CCC(C(F)(F)S(=O)(=O)c2ccccc2C(O)C(=O)c2c(Cl)cccc2Oc2ccccc2F)CC1,carbo-carbo,False,True,,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0000/xyz_prod/prod_BPOOBTXCXAIQJQ-UHFFFAOYSA-N__BIOUKTNSVJINJZ-UHFFFAOYSA-N.xyz,-135.62884316116,-10.6,-7.7457,2.8543,7.2734,0.928,-4.1007,3.1727,2.650068,5.898,0.234603,-0.365212,0.09074,-0.442369,0.314516,1.827238,0.929408,1.00691,0.032654,0.00516,0.018907,0.027494,-0.002824,0.003761,0.000468,-0.006585,65.4467,78.047,76.368,5.8352,3.8565,13.8898,856.0695,21.4017,3.5238,81.9145,147.4265,,,,,,,,,,,,,,,,,-49.196081774535,-85.983939737999,-135.198638020542,-11.682,-1210.584048668495,-1728.277195439165,-2938.851587171107,6.0598
FKVWZXOENWEHFN-UHFFFAOYSA-N__YOUXSCBHQKNTOL-UHFFFAOYSA-N,FKVWZXOENWEHFN-UHFFFAOYSA-N,YOUXSCBHQKNTOL-UHFFFAOYSA-N,CC(Oc1ccc(C=O)cc1)C(=O)Nc1ccc(F)c(F)c1,CC(C)C(CF)c1cccc(C=O)c1,CC(Oc1ccc(C(=O)C(O)c2cccc(C(CF)C(C)C)c2)cc1)C(=O)Nc1ccc(F)c(F)c1,carbo-carbo,False,True,,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0000/xyz_prod/prod_FKVWZXOENWEHFN-UHFFFAOYSA-N__YOUXSCBHQKNTOL-UHFFFAOYSA-N.xyz,-107.637483897086,-10.8226,-7.9841,2.8385,7.6534,1.0676,-4.3605,3.2929,2.887115,6.503,0.213321,-0.378799,0.094119,-0.444675,0.315449,1.777842,0.954018,1.004844,0.045796,0.00534,0.025568,0.040456,-0.002202,0.00319,0.000494,-0.005392,56.1053,67.9912,67.2149,5.7954,2.5018,11.8214,781.4176,20.1015,1.9769,118.5873,-7.1721,,,,,,,,,,,,,,,,,-65.296901039859,-41.950242972227,-107.262268257301,-9.4906,-1097.529910018992,-641.182964627485,-1738.706297333829,4.1273
YOUXSCBHQKNTOL-UHFFFAOYSA-N__FKVWZXOENWEHFN-UHFFFAOYSA-N,YOUXSCBHQKNTOL-UHFFFAOYSA-N,FKVWZXOENWEHFN-UHFFFAOYSA-N,CC(C)C(CF)c1cccc(C=O)c1,CC(Oc1ccc(C=O)cc1)C(=O)Nc1ccc(F)c(F)c1,CC(Oc1ccc(C(O)C(=O)c2cccc(C(CF)C(C)C)c2)cc1)C(=O)Nc1ccc(F)c(F)c1,carbo-carbo,False,True,,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0000/xyz_prod/prod_YOUXSCBHQKNTOL-UHFFFAOYSA-N__FKVWZXOENWEHFN-UHFFFAOYSA-N.xyz,-107.636371525463,-10.7247,-8.1,2.6247,7.6357,1.1948,-4.41525,3.22045,3.026663,8.041,0.213543,-0.373997,0.094275,-0.44359,0.315852,1.790418,0.954843,1.00403,0.045945,0.007488,0.026717,0.038457,-0.002929,0.004347,0.000709,-0.007276,51.8043,68.0919,67.1933,9.2209,2.3691,10.9236,791.4175,19.9622,1.9989,117.6109,9.5322,,,,,,,,,,,,,,,,,-41.950242972227,-65.296901039859,-107.261626654766,-9.088,-641.182964627485,-1097.529910018992,-1738.703994517457,5.5724
BIOUKTNSVJINJZ-UHFFFAOYSA-N__BPOOBTXCXAIQJQ-UHFFFAOYSA-N,BIOUKTNSVJINJZ-UHFFFAOYSA-N,BPOOBTXCXAIQJQ-UHFFFAOYSA-N,CC(C)(C)OC(=O)N1CCC(C(F)(F)S(=O)(=O)c2ccccc2C=O)CC1,O=Cc1c(Cl)cccc1Oc1ccccc1F,CC(C)(C)OC(=O)N1CCC(C(F)(F)S(=O)(=O)c2ccccc2C(=O)C(O)c2c(Cl)cccc2Oc2ccccc2F)CC1,carbo-carbo,False,True,,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0000/xyz_prod/prod_BIOUKTNSVJINJZ-UHFFFAOYSA-N__BPOOBTXCXAIQJQ-UHFFFAOYSA-N.xyz,-135.625569167765,-10.5431,-7.71,2.8331,7.2925,0.7584,-4.02545,3.26705,2.479951,8.293,0.228081,-0.326064,0.102977,-0.4202,0.319347,1.867357,0.934675,1.015704,0.01805,0.003971,0.01101,0.014079,-0.004093,-0.001036,-0.002564,-0.003057,61.8544,78.2415,76.4734,6.9551,5.0658,11.8634,846.1484,21.4132,2.1036,115.4663,15.2026,,,,,,,,,,,,,,,,,-85.983939737999,-49.196081774535,-135.200950775449,-13.1333,-1728.277195439165,-1210.584048668495,-2938.8579342143553,2.077
XCFBJBBVHDDEPN-UHFFFAOYSA-N__AKZGFKKWHLVRIB-UHFFFAOYSA-N,XCFBJBBVHDDEPN-UHFFFAOYSA-N,AKZGFKKWHLVRIB-UHFFFAOYSA-N,COC(=O)COc1ccccc1-c1cc2cc(C=O)ccc2o1,Cc1ccc(-c2ccc(C=O)cc2F)c2ccccc12,COC(=O)COc1ccccc1-c1cc2cc(C(=O)C(O)c3ccc(-c4ccc(C)c5ccccc45)c(F)c3)ccc2o1,carbo-hetero,False,True,,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0000/xyz_prod/prod_XCFBJBBVHDDEPN-UHFFFAOYSA-N__AKZGFKKWHLVRIB-UHFFFAOYSA-N.xyz,-120.001555092336,-10.0911,-7.9179,2.1732,6.8181,1.2562,-4.03715,2.78095,2.930398,5.898,0.212859,-0.375387,0.094364,-0.443665,0.317531,1.784449,0.953517,1.003919,0.030092,0.000858,0.015475,0.029234,-0.002158,-0.002274,-0.002216,0.000116,56.8216,67.9516,67.223,10.045,2.4422,11.1754,877.2207,21.0569,1.973,118.3732,-5.6168,,,,,,,,,,,,,,,,,-65.817231109908,-53.770228574021,-119.602934095208,-9.7103,-1070.297848129991,-868.640479824131,-1938.9287786115478,5.9923
AKZGFKKWHLVRIB-UHFFFAOYSA-N__XCFBJBBVHDDEPN-UHFFFAOYSA-N,AKZGFKKWHLVRIB-UHFFFAOYSA-N,XCFBJBBVHDDEPN-UHFFFAOYSA-N,Cc1ccc(-c2ccc(C=O)cc2F)c2ccccc12,COC(=O)COc1ccccc1-c1cc2cc(C=O)ccc2o1,COC(=O)COc1ccccc1-c1cc2cc(C(O)C(=O)c3ccc(-c4ccc(C)c5ccccc45)c(F)c3)ccc2o1,carbo-hetero,False,True,,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0000/xyz_prod/prod_AKZGFKKWHLVRIB-UHFFFAOYSA-N__XCFBJBBVHDDEPN-UHFFFAOYSA-N.xyz,-120.000509296698,-10.1432,-8.196,1.9472,6.8222,1.4611,-4.14165,2.68055,3.199579,6.058,0.214382,-0.371006,0.094336,-0.441847,0.314865,1.789647,0.958959,1.00482,0.03288,-5.3e-05,0.016414,0.032933,-0.002503,-0.002668,-0.002586,0.000165,57.536,67.9923,67.2719,10.8591,2.266,10.9058,875.5508,21.0611,1.9982,117.7654,5.781,,,,,,,,,,,,,,,,,-53.770228574021,-65.817231109908,-119.601115950247,-8.5694,-868.640479824131,-1070.297848129991,-1938.928447206356,6.2003
RYSJAQSTIILRKM-UHFFFAOYSA-N__BPDFZGCHPUQPJZ-UHFFFAOYSA-N,RYSJAQSTIILRKM-UHFFFAOYSA-N,BPDFZGCHPUQPJZ-UHFFFAOYSA-N,COc1cc(C=O)cc(OC)c1O[Si](C)(C)C,COc1nccn2nc(-c3ccc(F)cc3)c(C=O)c12,COc1cc(C(=O)C(O)c2c(-c3ccc(F)cc3)nn3ccnc(OC)c23)cc(OC)c1O[Si](C)(C)C,carbo-hetero,False,True,,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_RYSJAQSTIILRKM-UHFFFAOYSA-N__BPDFZGCHPUQPJZ-UHFFFAOYSA-N.xyz,-109.628821380628,-10.2511,-7.7161,2.535,6.9569,0.8626,-3.90975,3.04715,2.508269,5.44,0.212821,-0.378561,0.095771,-0.448799,0.306071,1.796532,0.924626,0.990474,0.037665,0.007241,0.022453,0.030424,-0.002381,0.000737,-0.000822,-0.003118,64.3197,73.1475,75.0192,6.474,5.381,9.1948,796.7409,20.7629,3.5011,80.2685,-134.7586,,,,,,,,,,,,,,,,,-52.682455018445,-56.564137755797,-109.255870331592,-5.8218,-1058.31902555284,-953.927162386362,-2012.239997782062,3.8844
GASAFKIJKKCDDQ-UHFFFAOYSA-N__HZNOPWKQZZXRIF-UHFFFAOYSA-N,GASAFKIJKKCDDQ-UHFFFAOYSA-N,HZNOPWKQZZXRIF-UHFFFAOYSA-N,CCCCCc1nc(C=O)ccc1F,CCOc1cc(C=O)ccc1F,CCCCCc1nc(C(=O)C(O)c2ccc(F)c(OCC)c2)ccc1F,carbo-hetero,False,True,,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_GASAFKIJKKCDDQ-UHFFFAOYSA-N__HZNOPWKQZZXRIF-UHFFFAOYSA-N.xyz,-79.14388858572,-10.5497,-8.5316,2.0181,7.7018,1.0882,-4.395,3.3068,2.920652,2.932,0.215501,-0.362706,0.093419,-0.432748,0.313184,1.802253,0.959063,1.012339,0.062385,0.006051,0.034218,0.056334,-0.002692,0.004279,0.000793,-0.006971,44.2819,67.0145,66.2563,5.2042,2.3921,11.0383,629.1582,18.9123,2.0731,116.3978,-14.5588,,,,,,,,,,,,,,,,,-42.234992648016,-36.595346716815,-78.850089554893,-12.3934,-657.2400419923459,-598.563004199574,-1255.797225996479,3.6522
HZNOPWKQZZXRIF-UHFFFAOYSA-N__GASAFKIJKKCDDQ-UHFFFAOYSA-N,HZNOPWKQZZXRIF-UHFFFAOYSA-N,GASAFKIJKKCDDQ-UHFFFAOYSA-N,CCOc1cc(C=O)ccc1F,CCCCCc1nc(C=O)ccc1F,CCCCCc1nc(C(O)C(=O)c2ccc(F)c(OCC)c2)ccc1F,carbo-hetero,False,True,,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_HZNOPWKQZZXRIF-UHFFFAOYSA-N__GASAFKIJKKCDDQ-UHFFFAOYSA-N.xyz,-79.146303181365,-10.604,-8.2619,2.3421,7.8025,0.9725,-4.3875,3.415,2.818471,1.417,0.214041,-0.371396,0.089088,-0.438587,0.318465,1.783582,0.942942,1.01668,0.05533,0.001282,0.028306,0.054048,-0.003619,0.000408,-0.001605,-0.004027,58.6498,66.6238,65.2074,9.5102,1.84,9.2505,636.2783,18.8168,1.9752,118.3521,-11.1685,,,,,,,,,,,,,,,,,-36.595346716815,-42.234992648016,-78.85234009562,-13.8057,-598.563004199574,-657.2400419923459,-1255.8006548068288,1.5006
BPDFZGCHPUQPJZ-UHFFFAOYSA-N__RYSJAQSTIILRKM-UHFFFAOYSA-N,BPDFZGCHPUQPJZ-UHFFFAOYSA-N,RYSJAQSTIILRKM-UHFFFAOYSA-N,COc1nccn2nc(-c3ccc(F)cc3)c(C=O)c12,COc1cc(C=O)cc(OC)c1O[Si](C)(C)C,COc1cc(C(O)C(=O)c2c(-c3ccc(F)cc3)nn3ccnc(OC)c23)cc(OC)c1O[Si](C)(C)C,carbo-hetero,False,True,,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_BPDFZGCHPUQPJZ-UHFFFAOYSA-N__RYSJAQSTIILRKM-UHFFFAOYSA-N.xyz,-109.638365165903,-9.9893,-7.7042,2.2851,7.0378,0.8437,-3.94075,3.09705,2.507146,3.903,0.225765,-0.360746,0.099758,-0.433187,0.314993,1.820943,0.927729,1.018243,0.031646,0.002481,0.017063,0.029165,-0.000228,8.6e-05,-7.1e-05,-0.000314,60.1078,77.7884,72.2466,5.8361,2.9136,10.3475,694.3499,22.2511,2.089,115.7736,-15.5942,,,,,,,,,,,,,,,,,-56.564137755797,-52.682455018445,-109.260585183512,-8.7804,-953.927162386362,-1058.31902555284,-2012.2407042205,3.4411
MAAXWPXWTJJZDU-UHFFFAOYSA-N__RCOMZYINDQPMJG-UHFFFAOYSA-N,MAAXWPXWTJJZDU-UHFFFAOYSA-N,RCOMZYINDQPMJG-UHFFFAOYSA-N,CC(C)N1CCN(Cc2ccc(F)c(C=O)c2)CC1,NCc1nc(F)cc(C(F)F)c1C=O,CC(C)N1CCN(Cc2ccc(F)c(C(=O)C(O)c3c(C(F)F)cc(F)nc3CN)c2)CC1,carbo-hetero,False,True,,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_MAAXWPXWTJJZDU-UHFFFAOYSA-N__RCOMZYINDQPMJG-UHFFFAOYSA-N.xyz,-102.294896017294,-9.4488,-8.5315,0.9173,6.8448,1.2758,-4.0603,2.7845,2.960323,5.457,0.215409,-0.365659,0.096158,-0.451829,0.319866,1.792455,0.950293,0.999028,0.050074,0.001376,0.025725,0.048698,-0.003312,-0.002568,-0.00294,-0.000744,49.1245,73.7729,77.5071,6.9514,3.5167,6.4886,686.0372,19.739,1.9966,115.4884,6.8269,,,,,,,,,,,,,,,,,-57.208838762159,-44.691785979484,-101.917849348221,-10.8086,-868.504128194308,-793.3012177711171,-1661.794769945732,6.6366
RCOMZYINDQPMJG-UHFFFAOYSA-N__MAAXWPXWTJJZDU-UHFFFAOYSA-N,RCOMZYINDQPMJG-UHFFFAOYSA-N,MAAXWPXWTJJZDU-UHFFFAOYSA-N,NCc1nc(F)cc(C(F)F)c1C=O,CC(C)N1CCN(Cc2ccc(F)c(C=O)c2)CC1,CC(C)N1CCN(Cc2ccc(F)c(C(O)C(=O)c3c(C(F)F)cc(F)nc3CN)c2)CC1,carbo-hetero,False,True,,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_RCOMZYINDQPMJG-UHFFFAOYSA-N__MAAXWPXWTJJZDU-UHFFFAOYSA-N.xyz,-102.295181798158,-9.4458,-8.3655,1.0803,7.0052,0.9957,-4.00045,3.00475,2.66305,4.102,0.215903,-0.345747,0.101558,-0.428314,0.31727,1.839899,0.942679,1.020986,0.053554,0.000359,0.026956,0.053195,-0.00183,-0.002017,-0.001924,0.000187,44.8078,76.8991,73.3606,10.7363,2.5627,10.5761,688.4562,19.7314,2.0664,115.367,-9.3032,,,,,,,,,,,,,,,,,-44.691785979484,-57.208838762159,-101.921602365873,-13.1637,-793.3012177711171,-868.504128194308,-1661.805803177323,-0.2869
