pid,grp,label_stored,gxtb_stored,error,dG_r2scan_kcal,dG_b973c_kcal,dG_gxtb_kcal,resid_gxtb,resid_b973c,repro_r2scan,repro_gxtb,gxtb_mode
KKZKJADYHRMRGQ-UHFFFAOYSA-N__SAUXNXJPLASOMO-UHFFFAOYSA-N,hetero_hardtail,11.455839747543116,9.3108,,5.58163496344605,11.547934785617894,9.94086495166905,-4.359229988223,-5.966299822171844,-5.874204784097066,0.6300649516690502,cosmo
PMTZJVFGALVXPB-UHFFFAOYSA-N__NUOMEJFAIBSLLB-KRWDZBQOSA-N,hetero_hardtail,19.990642753857102,8.0149,,9.899489978343537,15.6599771592203,8.121000688804003,1.778489289539534,-5.760487180876764,-10.091152775513564,0.1061006888040019,cosmo
MYEPMFFTEGGJIX-UHFFFAOYSA-N__ZRZNQXAGFQZVGC-UHFFFAOYSA-N,hetero_hardtail,6.162835045937032,2.7463,,0.7699486404222906,5.733290325414504,1.1616369413720955,-0.3916883009498049,-4.963341684992213,-5.392886405514742,-1.584663058627905,cosmo
ZRZNQXAGFQZVGC-UHFFFAOYSA-N__MYEPMFFTEGGJIX-UHFFFAOYSA-N,hetero_hardtail,24.513522547161976,7.938,,7.564868311308581,13.374332886112123,6.327269026600705,1.2375992847078765,-5.809464574803544,-16.948654235853397,-1.6107309733992947,cosmo
JERQKJRGNCNVDS-UHFFFAOYSA-N__SGGBMBZZNKFDFM-UHFFFAOYSA-N,hetero_hardtail,4.8102732955528,-1.6442,,-2.943699766831668,1.1209463927255174,-1.65627490867678,-1.2874248581548875,-4.064646159557185,-7.753973062384468,-0.0120749086767799,cosmo
KHXWBRBPYHSXTH-CKIVDRAYSA-N__VBUQVCNUAFTHCE-RAZAXZTQSA-N,hetero_hardtail,4.917200194327072,-4.122,,3.564822620803746,8.835883403960572,-0.3609601357430103,3.925782756546756,-5.271060783156827,-1.352377573523326,3.7610398642569898,cosmo
NPABCQFFQVXDLG-UHFFFAOYSA-N__WYPHOQDLVAXAIR-VCOUNFBDSA-N,hetero_hardtail,-2.861062608895652,0.8298,,0.1454940335944034,5.210640428681773,0.8354070525281132,-0.6899130189337097,-5.06514639508737,3.006556642490056,0.0056070525281132,cosmo
FVZWSHNUKKVEJF-UHFFFAOYSA-N__BIKRJLPGVGFPDA-UHFFFAOYSA-N,hetero_hardtail,1.6829255277963446,5.9272,,-0.1276901041733818,3.5840532198742534,6.164565644924754,-6.292255749098136,-3.711743324047635,-1.8106156319697264,0.2373656449247541,cosmo
BIKRJLPGVGFPDA-UHFFFAOYSA-N__FVZWSHNUKKVEJF-UHFFFAOYSA-N,hetero_hardtail,9.536547137909697,6.561,,5.769957722084837,9.825835765227255,6.149277823106497,-0.3793201010216602,-4.05587804314242,-3.76658941582486,-0.4117221768935026,cosmo
NUOMEJFAIBSLLB-KRWDZBQOSA-N__PMTZJVFGALVXPB-UHFFFAOYSA-N,hetero_hardtail,4.678914589764993,0.0571,,2.084498376695964,5.697293709017379,-0.3922549288784138,2.476753305574378,-3.612795332321416,-2.5944162130690294,-0.4493549288784138,cosmo
