pid,grp,label_stored,gxtb_stored,error,dG_r2scan_kcal,dG_b973c_kcal,dG_gxtb_kcal,resid_gxtb,resid_b973c,repro_r2scan,repro_gxtb,gxtb_mode
XXMDTWIPAQQDDV-UHFFFAOYSA-N__YNFCZWUXOROWPC-UHFFFAOYSA-N,holdout,2.3474195145969494,0.5287,,2.1456461270959,7.305208443719922,1.5716237253062435,0.5740224017896565,-5.159562316624021,-0.2017733875010492,1.0429237253062438,cosmo
YNFCZWUXOROWPC-UHFFFAOYSA-N__XXMDTWIPAQQDDV-UHFFFAOYSA-N,holdout,2.433554066031206,3.6086,,3.197220095433132,8.167321625086744,4.65101548553302,-1.4537953900998888,-4.970101529653613,0.7636660294019255,1.04241548553302,cosmo
FKVIJRPKBQIPBO-UHFFFAOYSA-N__ORVKHRNDGSSICU-UHFFFAOYSA-N,holdout,3.9636432306966887,3.2582,,3.2314133512855348,8.523235149584814,4.411924209726824,-1.1805108584412896,-5.291821798299279,-0.7322298794111539,1.1537242097268243,cosmo
ORVKHRNDGSSICU-UHFFFAOYSA-N__FKVIJRPKBQIPBO-UHFFFAOYSA-N,holdout,15.866664109177076,0.0174,,9.816884238921531,15.932328037425052,1.1681649150314888,8.648719323890042,-6.11544379850352,-6.049779870255545,1.1507649150314887,cosmo
HTPMQCREKYXQGU-UHFFFAOYSA-N__COPMILBJICBDOE-MHLNXUHPSA-N,holdout,13.75974160146882,-0.4841,,4.581727892451524,7.106830338194556,5.149541922844014,-0.5678140303924897,-2.5251024457430318,-9.178013709017296,5.6336419228440135,cosmo
COPMILBJICBDOE-MHLNXUHPSA-N__HTPMQCREKYXQGU-UHFFFAOYSA-N,holdout,8.200687542243434,-4.7455,,-2.626316025907001,1.2027537599159797,1.0186934000533536,-3.645009425960355,-3.829069785822981,-10.827003568150436,5.764193400053354,cosmo
KBJUYJHOJLRYGD-UHFFFAOYSA-N__SPOMMIQLONEYFA-OEMAIJDKSA-N,holdout,-0.6982396630594949,-1.7151,,-5.396064829758083,0.5757509610854531,-2.946373403328974,-2.4496914264291085,-5.971815790843536,-4.697825166698587,-1.231273403328974,cosmo
SPOMMIQLONEYFA-OEMAIJDKSA-N__KBJUYJHOJLRYGD-UHFFFAOYSA-N,holdout,11.17924526508619,-1.9294,,1.4037779976817062,5.338157092526104,-2.401295506480343,3.805073504162049,-3.934379094844398,-9.775467267404483,-0.4718955064803432,cosmo
IJIMLODXDFZQRB-UHFFFAOYSA-N__SAUXNXJPLASOMO-UHFFFAOYSA-N,holdout,13.395962570703034,5.9262,,6.071531730330488,10.077698039285044,7.694379563834504,-1.6228478335040162,-4.006166308954555,-7.324430840372546,1.7681795638345044,cosmo
SAUXNXJPLASOMO-UHFFFAOYSA-N__IJIMLODXDFZQRB-UHFFFAOYSA-N,holdout,5.048951183842153,1.4644,,0.1607679811508468,4.603496252538434,3.228206485976388,-3.067438504825541,-4.442728271387588,-4.888183202691306,1.7638064859763878,cosmo
GIEADKTXJGDWNU-UHFFFAOYSA-N__FFUBFJLZUYMTMH-UHFFFAOYSA-N,holdout,3.526977956683292,1.9242,,0.3401672283181389,5.21440552625116,1.826632584807284,-1.4864653564891448,-4.874238297933021,-3.186810728365153,-0.0975674151927161,cosmo
FFUBFJLZUYMTMH-UHFFFAOYSA-N__GIEADKTXJGDWNU-UHFFFAOYSA-N,holdout,18.85568299717749,12.3457,,11.339412053163716,15.270484090913149,12.700730031230416,-1.3613179780667028,-3.931072037749432,-7.516270944013774,0.3550300312304166,cosmo
YLYWXJACXNRETH-SECBINFHSA-N__GOYCBKVVHGALFQ-RZAIGCCYSA-N,holdout,6.096656619262066,0.0408,,-0.4834618906475489,5.322707258834869,-1.2423761676104357,0.7589142769628865,-5.806169149482418,-6.580118509909615,-1.2831761676104354,cosmo
GOYCBKVVHGALFQ-RZAIGCCYSA-N__YLYWXJACXNRETH-SECBINFHSA-N,holdout,2.801044030656022,-3.6672,,-3.2975029912960623,4.146757137889067,-4.953378748813458,1.655875757517396,-7.44426012918513,-6.0985470219520845,-1.2861787488134584,cosmo
DWKCIXIGPTUFJU-UHFFFAOYSA-N__JMTVCVJCIPCHEX-WYJDJGQOSA-N,holdout,-1.086993182928172,7.2837,,-3.5189856565716005,1.9927419371729835,1.3000782158898043,-4.819063872461405,-5.511727593744584,-2.4319924736434286,-5.983621784110195,cosmo
JMTVCVJCIPCHEX-WYJDJGQOSA-N__DWKCIXIGPTUFJU-UHFFFAOYSA-N,holdout,9.406697388681293,9.8517,,1.7053665784608594,6.601482812915406,4.083314247134822,-2.3779476686739622,-4.896116234454547,-7.701330810220433,-5.768385752865178,cosmo
GVEXSPLQOBFUPX-UHFFFAOYSA-N__XPXHSUOIQNJEQI-GJMOJQLCSA-N,holdout,-2.861201564248388,-2.044,,2.4612280630351204,7.551188764425068,4.301168546539367,-1.8399404835042468,-5.089960701389948,5.322429627283508,6.345168546539368,cosmo
XPXHSUOIQNJEQI-GJMOJQLCSA-N__GVEXSPLQOBFUPX-UHFFFAOYSA-N,holdout,-2.80785785418802,-2.0881,,0.2956028229336469,3.8751885748772943,4.257108391620282,-3.9615055686866345,-3.579585751943648,3.1034606771216677,6.3452083916202815,cosmo
FYXDAYQQMWSHPJ-GUBZILKMSA-N__GMBOJSOBSILDFR-UHFFFAOYSA-N,holdout,12.412728561194132,-7.154,,4.572892857239355,9.984198711486048,-1.821163985323212,6.394056842562566,-5.411305854246693,-7.839835703954778,5.332836014676788,cosmo
GMBOJSOBSILDFR-UHFFFAOYSA-N__FYXDAYQQMWSHPJ-GUBZILKMSA-N,holdout,8.828896514307969,-4.8518,,1.1028344357444555,6.389766301183007,0.5520469982971034,0.5507874374473524,-5.286931865438552,-7.726062078563514,5.403846998297103,cosmo
