id,error,dE_r2_single,dE_r2_boltz,dE_wb_single,nconf_ald,nconf_prod,std_ald_kcal,std_prod_kcal
61115,,-24.48307615152108,-24.0672203256973,-21.901454844418733,5,5,1.1052704307903338,2.418772213274931
