id,error,dE_r2_single,dE_r2_boltz,dE_wb_single,nconf_ald,nconf_prod,std_ald_kcal,std_prod_kcal
6400,,-16.302499286896616,-15.977234286109427,-18.53459341926186,5,5,0.07043299011722035,1.2723900772619674
