E_acyl_sp_gfn2geom_Eh,E_acyl_opt_dftgeom_Eh,E_parent_opt_dftgeom_Eh,bde_dft_sp_gfn2geom_kcal,bde_dft_opt_dftgeom_kcal,id,sample_group,smiles,bde_gxtb_kcal,bde_alfabet_kcal,E_parent_sp_gfn2geom_Eh,E_h_Eh,Delta_SP,Delta_geom,Delta_tot
-954.789488850085,-954.795207990154,-955.453922760115,102.23629057887085,101.27270938626985,132396.0,nitro,C1=CC=C(C(=C1)C=O)OC2=C(C=CC(=C2)F)[N+](=O)[O-],84.216,90.668434,-955.44973918442,-0.497326434673,-18.020290578870856,0.9635811926009978,-17.05670938626986
-805.640185385201,-805.64263839123,-806.299602608358,100.35546315252836,100.17422089885034,142183.0,control,COC1=CN=CC(=C1)C2=CC(=C(C=C2)C=O)F,85.672,90.93656,-806.297438430245,-0.497326434673,-14.683463152528361,0.18124225367802183,-14.50222089885034
