index,SMILES,PubChem_CID,xtb_optimized,error,xyz_file,MW,ExactMW,LogP,MolMR,TPSA,HBD,HBA,RotBonds,ArRings,ArHetRings,AlRings,Rings,Heteroatoms,FractionCSP3,BertzCT,Chi0v,Chi1v,Kappa1,Kappa2,LabuteASA,NumStereocenters,n_CHO,gasteiger_CHO_C,gasteiger_CHO_O,gasteiger_maxpos,gasteiger_minneg,xtb_energy,xtb_HOMO,xtb_LUMO,xtb_gap,xtb_IP,xtb_EA,xtb_mu,xtb_eta,xtb_omega,xtb_dipole,mulliken_CHO_C,mulliken_CHO_O,fukui_plus_CHO_C,fukui_minus_CHO_C,fukui_0_CHO_C,dual_descriptor_CHO_C,wbo_CO,xtb_alpha0,xtb_C6,pa_CHO_O,vbur_CHO_C,sterimol_L,sterimol_B1,sterimol_B5,SASA_total,P_int,wfn_HOMO,wfn_LUMO,wfn_gap,adch_CHO_C,adch_CHO_O,adch_fukui_plus_CHO_C,adch_fukui_minus_CHO_C,adch_fukui_minus_CHO_O,qtaim_rho_CO,qtaim_lap_CO,qtaim_ell_CO
229669,C1=C(N=C(C(=C1I)OC(F)(F)F)CF)C=O,119021564,True,,/scratch-local/schen3.23693488/sdesc_23693488_001/xyz/000000_229669.xyz,349.021,348.922289,2.8668,53.8365,39.19,0,3,3,1,1,0,1,8,0.25,407.760163,9.672838,4.912682,13.136357,4.934471,100.944925,0,1,0.167972,-0.296159,0.572698,-0.402586,-52.956313415146,-11.745,-9.4301,2.3149,9.4151,1.8294,-5.62225,3.79285,4.167011,3.252,0.207226,-0.285041,0.045962,0.010403,0.028183,0.035559,1.922528,140.3724,8212.05,22.4937,41.6855,9.3426,2.0871,4.8437,391.6882,19.0416,-11.745046,-9.430078,2.314968,0.117578,-0.283824,0.086939,0.045389,0.143776,0.403948,-0.013214,0.153438
224676,CC(CC=O)C1=C(C=C(C=C1)SC)F,117303194,True,,/scratch-local/schen3.23693488/sdesc_23693488_001/xyz/000001_224676.xyz,212.289,212.067114,3.2401,57.277,17.07,0,2,4,1,0,0,1,3,0.363636,325.063612,9.104816,5.682358,11.24593,5.150582,87.706281,1,1,0.120091,-0.303379,0.127295,-0.303379,-42.202668425785,-10.0499,-7.1893,2.8606,7.6774,-0.3917,-3.64285,4.03455,1.644589,5.079,0.217342,-0.320259,0.053115,-4.3e-05,0.026536,0.053158,1.930293,147.7251,8949.83,,48.8201,5.6809,1.9066,9.1802,405.4891,18.2169,-10.049902,-7.189344,2.860558,0.100124,-0.305666,0.089203,0.0167,0.090099,0.403909,0.029634,0.152559
275792,C1=CC(=CC=C1[N+](=O)[O-])SCC=O,12867562,True,,/scratch-local/schen3.23693488/sdesc_23693488_001/xyz/000002_275792.xyz,197.215,197.014664,1.8858,49.8844,60.21,0,4,4,1,0,0,1,5,0.125,309.670107,7.490561,4.532471,9.725911,4.61332,79.098895,0,1,0.129728,-0.302456,0.269002,-0.302456,-38.929578752112,-11.0244,-8.8857,2.1387,8.678,1.581,-5.1295,3.5485,3.70745,4.39,0.215651,-0.291655,0.032231,0.000188,0.01621,0.032043,1.946805,126.6774,6496.48,37.4378,46.6799,4.4624,1.8861,9.1313,365.4762,18.011,-11.024365,-8.885741,2.138624,0.09986,-0.276866,0.041385,0.010338,0.1147,0.405888,0.055555,0.167257
231135,COC1=CC(=NC=C1C=O)F,129917897,True,,/scratch-local/schen3.23693488/sdesc_23693488_001/xyz/000003_231135.xyz,155.128,155.038257,1.0418,36.1345,39.19,0,3,2,1,1,0,1,4,0.142857,275.143126,5.873725,2.923563,7.654712,3.094372,62.821538,0,1,0.154847,-0.297684,0.216056,-0.495779,-33.807344171691,-10.9651,-8.3096,2.6555,9.0227,0.5312,-4.77695,4.24575,2.687305,2.501,0.21049,-0.312882,0.051125,0.011841,0.031483,0.039284,1.879212,93.9302,3724.24,45.1409,44.9578,7.354,1.7728,5.4484,311.9287,16.6111,-10.965051,-8.309629,2.655422,0.1024,-0.30352,0.09607,0.04954,0.190075,0.401985,-0.037222,0.174585
84514,[C-]#[N+]C1=CC(=CC(=C1)F)OC2=C(C=C(C=C2)C=O)F,123349988,True,,/scratch-local/schen3.23693488/sdesc_23693488_001/xyz/000004_84514.xyz,259.211,259.044485,4.12039,64.5235,30.66,0,2,3,2,0,0,2,5,0.0,677.631561,9.561091,5.227888,12.710072,5.272444,107.427071,0,1,0.149658,-0.297895,0.193272,-0.455509,-53.966522064904,-11.3897,-8.5401,2.8496,8.6772,1.3802,-5.0287,3.6485,3.46551,1.777,0.208193,-0.318887,0.035732,0.006576,0.021154,0.029156,1.880218,163.7845,10768.35,42.775,43.3907,11.5562,1.9073,7.3861,454.8606,18.9073,-11.389746,-8.540056,2.84969,0.090154,-0.30904,0.076401,0.117463,0.13692,0.40087,-0.04121,0.165398
219078,C1C(OC2=C1C=C(C=C2)F)CN3C=C(N=C3)C=O,113868931,True,,/scratch-local/schen3.23693488/sdesc_23693488_001/xyz/000005_219078.xyz,246.241,246.080456,1.8384,62.1345,44.12,0,3,3,2,1,1,3,5,0.230769,594.427222,9.544554,5.664376,10.95117,4.251446,103.021817,1,1,0.169494,-0.296097,0.169494,-0.487927,-52.165655847802,-10.597,-7.4727,3.1243,7.9177,0.2187,-4.0682,3.8495,2.149662,6.629,0.205188,-0.347402,0.0483,0.008019,0.02816,0.040281,1.845998,160.6086,10760.55,52.2507,40.7962,9.1469,1.7026,9.2358,443.019,18.2926,-10.596969,-7.472731,3.124238,0.103264,-0.340853,0.083358,0.037567,0.124861,0.398038,-0.08904,0.158795
96226,CC=CCN1C(=CC(=N1)C=O)C(F)(F)F,139674929,True,,/scratch-local/schen3.23693488/sdesc_23693488_001/xyz/000006_96226.xyz,218.178,218.066698,2.2905,47.4305,34.89,0,2,3,1,1,0,1,6,0.333333,379.199443,7.953077,4.201048,11.484571,4.288368,84.196815,0,1,0.169817,-0.296086,0.432566,-0.296086,-47.934127394726,-11.2421,-8.2148,3.0273,8.9424,0.3412,-4.6418,4.3006,2.505035,4.295,0.207236,-0.318201,0.058691,0.010147,0.034419,0.048544,1.878545,124.4486,6730.25,39.7807,41.2091,7.8407,2.1885,5.7967,378.1776,17.2775,-11.242085,-8.214796,3.027289,0.092858,-0.312849,0.09286,0.039647,0.172378,0.400916,-0.052627,0.1637
20148,C1=CC=C(C(=C1)C=O)N=O,542808,True,,/scratch-local/schen3.23693488/sdesc_23693488_001/xyz/000007_20148.xyz,135.122,135.032028,1.897,37.2845,46.5,0,3,2,1,0,0,1,3,0.0,230.537949,5.150462,2.757909,6.607786,2.866951,57.652599,0,1,0.15185,-0.297808,0.15185,-0.297808,-28.490920188754,-10.1825,-8.0791,2.1034,8.2464,0.4287,-4.33755,3.90885,2.406634,4.777,,,,,,,,90.4441,3286.02,,,,,,284.4491,16.9661,-10.182489,-8.079136,2.103353,,,,,,,,
82510,COC1=C(C=C(C=C1)[C@@H](COCC=O)N)F,121428625,True,,/scratch-local/schen3.23693488/sdesc_23693488_001/xyz/000008_82510.xyz,227.235,227.095772,1.0496,56.7634,61.55,1,4,6,1,0,0,1,5,0.363636,357.082954,8.981025,4.790946,12.608776,6.194329,93.150152,1,1,0.145157,-0.300794,0.164879,-0.493687,-50.488701174672,-10.2029,-7.5102,2.6927,7.763,-0.2135,-3.77475,3.98825,1.78634,3.363,0.20982,-0.281682,0.073237,0.001011,0.037124,0.072226,1.95181,147.2244,9309.77,41.0797,40.5668,12.3391,1.8471,6.7472,436.808,17.2546,-10.202901,-7.510176,2.692725,0.091516,-0.276681,0.120422,0.014451,0.067371,0.408773,0.008262,0.173719
256469,CC(=O)C1=CC(=C(C(=C1)OC(F)F)I)C=O,171032053,True,,/scratch-local/schen3.23693488/sdesc_23693488_001/xyz/000009_256469.xyz,340.063,339.940799,2.9077,61.183,43.37,0,3,4,1,0,0,1,6,0.2,432.317473,10.325538,5.277196,13.01689,5.330227,103.92067,0,1,0.150779,-0.297852,0.387068,-0.433655,-50.428294560604,-11.1034,-9.0085,2.0949,8.7268,1.7099,-5.21835,3.50845,3.880799,6.475,0.210328,-0.281552,0.029483,0.002354,0.015918,0.027129,1.890277,156.0459,9842.78,33.9783,47.4393,8.187,2.0077,5.8152,418.0087,19.4006,-11.1034,-9.008523,2.094877,0.110123,-0.308912,0.059321,0.027721,0.106499,0.403375,0.004243,0.167768
