E_acyl_orca_Eh,E_h_orca_Eh,id,bde_gxtb_kcal,bde_alfabet_kcal,bde_dft_kcal
-3728.873826838923,-0.497326434673,97590.0,73.84,89.698044,96.06501256812123
-886.886757762872,-0.497326434673,191342.0,81.287,89.64924,101.7599943256865
-1033.590457532884,-0.497326434673,197081.0,85.263,88.5442,101.64636577109341
-884.260238339924,-0.497326434673,85665.0,88.538,92.35759,106.63140221970623
-425.848011727685,-0.497326434673,218920.0,92.77,85.78867,92.75307346858233
