ald_id,smiles,aldehyde_in_table,category,n_attempts,error_raw
118273,CCOC(C(CN(C)C)C=O)OCC,Y,disk_quota_rerunnable,1,exception:[Errno 122] Disk quota exceeded: '/scratch-local/schen3.24152641/cb_24128375_1182/cb_featurize_3805853/prod_118273/conf/sp091'
118279,COCOC1=CC(=C(C=C1)C=O)OC(=O)C2=CC=CC=C2,Y,disk_quota_rerunnable,1,exception:[Errno 122] Disk quota exceeded: '/scratch-local/schen3.24152641/cb_24128375_1182/cb_featurize_3805853/prod_118279/conf/sp019'
118284,C1=CC=C(C(=C1)C=C([C@H]([C@H]([C@@H]([C@H](C=O)N)O)O)O)O)O,Y,disk_quota_rerunnable,1,exception:[Errno 122] Disk quota exceeded: '/scratch-local/schen3.24152641/cb_24128375_1182/cb_featurize_3805853/prod_118284/conf/ff108'
118287,C1=CC=C2C(=C1)C(=CN2C3=CC=C(C=C3)C=O)CCN,Y,disk_quota_rerunnable,1,exception:[Errno 122] Disk quota exceeded: '/scratch-local/schen3.24152641/cb_24128375_1182/cb_featurize_3805853/prod_118287/conf/sp024/input.xyz'
118314,CO[C@@H](CO)[C@H]([C@@H](C=O)O)OC,Y,disk_quota_rerunnable,1,exception:[Errno 122] Disk quota exceeded: '/scratch-local/schen3.24152641/cb_24128375_1182/cb_featurize_3805853/prod_118314/conf/sp461'
118397,C1=CC=C(C=C1)C(=O)OC[C@H]([C@H](C=O)OC(=O)C2=CC=CC=C2)O,Y,disk_quota_rerunnable,1,exception:[Errno 122] Disk quota exceeded: '/scratch-local/schen3.24152659/cb_24128375_1183/cb_featurize_3297608/prod_118397/conf/sp121'
118399,C1=CC=C(C=C1)C(=O)OC[C@H](C=O)OC(=O)C2=CC=CC=C2,Y,disk_quota_rerunnable,1,exception:[Errno 122] Disk quota exceeded: '/scratch-local/schen3.24152659/cb_24128375_1183/cb_featurize_3297608/prod_118399/conf/sp439'
118407,CCCOC1=C(C=CC(=C1)OC2=CC3=CC=CC=C3C=C2)C=O,Y,disk_quota_rerunnable,1,exception:[Errno 122] Disk quota exceeded: '/scratch-local/schen3.24152659/cb_24128375_1183/cb_featurize_3297608/prod_118407/conf/sp391'
118494,C1=NC2=C(N1)C(=NC=N2)NCCCC=O,Y,disk_quota_rerunnable,1,exception:[Errno 122] Disk quota exceeded: '/scratch-local/schen3.24152660/cb_24128375_1184/cb_featurize_3297609/prod_118494/conf/ff161'
118508,C1CCN(C1)C(CCCCC=O)C(=O)C2=CC=CC=C2,Y,disk_quota_rerunnable,1,exception:[Errno 122] Disk quota exceeded: '/scratch-local/schen3.24152660/cb_24128375_1184/cb_featurize_3297609/prod_118508/conf/ff229'
118568,CCN(CC)C(=O)COC1=C(C=C(C=C1)C=O)OCC(=O)N(CC)CC,Y,disk_quota_rerunnable,1,exception:[Errno 122] Disk quota exceeded: '/scratch-local/schen3.24152664/cb_24128375_1185/cb_featurize_22997/prod_118568/conf/sp261'
118572,COC1=CC(=C(C=C1)CCCCCCC(C=O)O)O,Y,disk_quota_rerunnable,1,exception:[Errno 122] Disk quota exceeded: '/scratch-local/schen3.24152664/cb_24128375_1185/cb_featurize_22997/prod_118572/conf/ff427'
118601,CC1=CC=C(C=C1)SC(C=O)(C#CC2CC2)C3CC3,Y,disk_quota_rerunnable,1,exception:[Errno 122] Disk quota exceeded: '/scratch-local/schen3.24152664/cb_24128375_1185/cb_featurize_22997/prod_118601/conf/ff120'
118611,CCOC(=O)C(C1=CC=CC=C1)C(CCC=O)N,Y,disk_quota_rerunnable,1,exception:[Errno 122] Disk quota exceeded: '/scratch-local/schen3.24152664/cb_24128375_1185/cb_featurize_22997/prod_118611/conf/ff218'
118624,CCC1(CC1(CC)C=O)C=C,Y,disk_quota_rerunnable,1,exception:[Errno 122] Disk quota exceeded: '/scratch-local/schen3.24152664/cb_24128375_1185/cb_featurize_22997/prod_118624/conf/sp368'
118643,CCCCCCCCCCC(=O)C1=C(C=C(C(=C1O)C=O)O)O,Y,disk_quota_rerunnable,1,exception:[Errno 122] Disk quota exceeded: '/scratch-local/schen3.24152664/cb_24128375_1185/cb_featurize_22997/prod_118643/conf/sp270'
118661,CCCCC1=NC(=C(N1CCN2CCNCC2)C=O)Cl,Y,disk_quota_rerunnable,1,exception:[Errno 122] Disk quota exceeded: '/scratch-local/schen3.24152664/cb_24128375_1185/cb_featurize_22997/prod_118661/conf/ff404'
118734,CCOC(CN1C2=CC=CC=C2C(=C1Cl)C=O)OCC,Y,disk_quota_rerunnable,1,exception:[Errno 122] Disk quota exceeded: '/scratch-local/schen3.24152687/cb_24128375_1186/cb_featurize_2279104/prod_118734/conf/ff050'
