bdfe_gxtb_kcal,id,bde_gxtb_kcal
71.532,1253,61.974
69.241,1254,67.099
75.655,1255,77.258
54.664,1256,52.72
70.641,1257,69.828
,1258,
55.474,1259,52.077
76.341,1260,81.248
52.176,1261,48.668
50.83,1262,47.486
74.961,1263,71.331
58.92,1264,55.966
75.253,1265,73.822
68.718,1266,68.536
54.816,1267,51.967
73.22,1268,63.76
64.878,1269,63.189
68.361,1270,69.314
57.724,1271,55.58
60.697,1272,56.987
25.856,1273,19.449
48.522,1274,46.373
,1275,
48.542,1276,45.217
61.744,1277,56.185
75.69,1278,75.261
70.856,1279,70.462
75.141,1280,70.334
61.1,1281,54.451
66.28,1282,59.595
72.965,1283,66.889
71.312,1284,67.265
61.882,1285,53.678
71.1,1286,66.193
76.57,1287,75.494
61.324,1288,60.367
74.651,1289,77.472
57.033,1290,44.997
73.691,1291,74.679
64.704,1292,47.069
,1293,
59.502,1294,52.162
59.061,1295,53.04
57.352,1296,56.503
,1297,
58.077,1298,41.037
67.688,1299,69.34
60.793,1300,53.808
61.868,1301,56.771
,1302,
62.76,1303,49.364
66.203,1304,57.784
76.314,1305,73.183
66.717,1306,63.247
64.316,1307,56.799
58.895,1308,52.441
58.779,1309,53.512
62.424,1310,40.091
57.304,1311,58.451
68.783,1312,67.582
63.218,1313,57.961
57.121,1314,59.954
,1315,
56.426,1316,53.342
73.877,1317,76.377
58.411,1318,52.937
58.612,1319,45.608
,1320,
60.621,1321,49.391
,1322,
62.173,1323,51.621
69.653,1324,70.444
60.678,1325,49.364
61.42,1326,54.252
58.553,1327,52.053
53.743,1328,49.312
73.528,1329,57.785
61.242,1330,58.645
50.781,1331,48.045
67.463,1332,64.625
66.897,1333,66.02
43.476,1334,29.389
60.855,1335,58.573
59.685,1336,58.242
67.694,1337,59.983
54.046,1338,44.709
,1339,
61.791,1340,58.882
60.482,1341,55.897
68.01,1342,62.727
62.698,1343,48.053
62.741,1344,57.802
69.426,1345,59.425
59.969,1346,55.281
54.301,1347,53.798
58.359,1348,57.53
60.782,1349,53.118
,1350,
70.039,1351,55.554
57.875,1352,50.497
54.257,1353,42.309
54.979,1354,44.208
55.058,1355,45.197
51.81,1356,44.733
51.764,1357,46.621
51.903,1358,48.042
51.735,1359,48.17
58.867,1360,55.413
63.185,1361,58.063
67.667,1362,55.111
67.689,1363,61.389
,1364,
59.843,1365,54.02
60.784,1366,44.879
61.533,1367,51.246
64.202,1368,58.952
63.077,1369,53.485
52.677,1370,49.032
66.611,1371,58.645
69.524,1372,50.8
56.333,1373,47.948
56.969,1374,49.587
65.71,1375,58.813
61.834,1376,40.358
54.079,1377,48.757
42.316,1378,27.324
54.285,1379,47.743
52.329,1380,48.511
60.846,1381,39.138
