index,SMILES
126252,C1[C@H]([C@H]1F)C(=O)NC2=CN3C=C(C=CC3=N2)C4=C5C=NNC5=C(C(=C4Cl)F)C(CC=O)C#N
126277,CN1C=C(C2=C(C1=O)CN=C2)C3=C(C=C(C(=C3)OCC(F)F)C=O)OC
126549,CNCCOC1=C(C(=CC(=C1)C2=C3CCC(C3=NC(=N2)N4CCC4)(F)F)F)C=O
126560,CC1=C(CCCC1)N/C(=C(/C)\CC=O)/CN=C2CCC(CN2NC)C3=CC(=C(C=C3)F)OC
126588,CNCC1=C(C=C(C=C1C(F)(F)F)CN(C)CC2(CCC2)O)C=O
126595,CCNC1=NC(=CC(=C1)C2=C(C=NN2C)C3=NN=CN3C)N4CC5=C(C4=O)C=C(C=C5F)C=O
126667,C1CN(CC1C2=C(C=C(C=C2)OS(=O)(=O)C(F)(F)F)C=O)C(=O)C3=NC=C(C=C3)F
126868,C/C=C\C(=C(\CC(F)(F)F)/C=C)\C(=O)NC1=C2CC(CC2=C(C(=C1)CCC=O)NC)(F)F
126952,CC(C)(C)C1=NC(=NO1)C(=O)NCC2=C(C=C(C=C2)C3=NC=NN4C3=CC(=C4)C5=CC=C(C=C5)C=O)F
127002,CCCCC1CN(C2=CC(=C(C=C2SN1C)OCC(C=O)(F)F)SC)C3=CC=CC=C3
127254,C1CC(C2=C([C@]13CN4C=C(C=C(C4=N3)OC(F)F)C(F)(F)F)C=CN=C2C=O)(F)F
127268,CC(C)CC1=CC=CC2=C1CN(C2)C(=O)C[C@@H]3C[C@H](NC3=O)C(=O)N4CC(C[C@H]4C=O)(F)F
127604,CC(C)C1=C(NC2=C1C=C(C=C2)C3CCN(CC3)CC=O)C4=CNCC(=C4)F
127606,COC1=CC(=C(C(=C1)F)[C@@H]2CNC[C@@]2(C=O)NC(=O)NC3(CC3)C4=NC5=CC=CC=C5S4)F
127653,CC(=O)O[C@@H]1[C@@H](SC2=CC=CC=C2C(C1=O)CCN(C)C(F)(F)F)C3=CC=C(C=C3)C=O
127760,CCOCCNC(=O)C1=C(C=C(C=C1)CC2=CC(=C(C3=C2OCC3)F)C=O)F
127778,CNCCN(CCN=CNC1=CC=CC=C1C=O)C(=O)C2=CC3=C(C(=C2)F)N=C(O3)C4=CC=CC=C4
127784,CC[C@@H](C[C@@]1([C@@H]([C@]1(C)F)CC=O)N)OCC2=CN=C(C=C2)Cl
127811,CC(COC)(C=O)C(C1CCNC(C1)C(F)(F)F)O
127843,CCN(CCC=O)CC1CCC(CC1F)N
127852,CC1(CN(CCN1C(=O)C2=CC=C(C=C2)C3=NC4=C(O3)C=C(C=C4)F)C5(CC5O)C=O)C
127861,C1CN(C(C2=C1N=CC(=C2)C3=CC=C4N3N=CN=C4N)C=O)C5CNCC5F
127877,CC(C)(C(F)(F)F)NC(=O)C(=O)N1CCC2(CC1)COC3=C(N(C=C3S(=O)N2)C)C=O
127885,CCC1=NC(=C2C(=N1)N(C(N2)C(=C)/C=C(\C=N)/F)CC3=CC=C(C=C3)C=O)N
127901,CC1=C(C=C(C=C1)F)C2=C(C=CC(=N2)NSC3=CC=CC(=N3)N4CCC(CC4)(C)C=O)Cl
127928,CC1=C(CCC(=C1)F)C(=N)C2CCN(CC2)CCC(=C)C3=CC4=C(C(=C3)CCC=O)N(CCC4)C
127993,C1CN([C@H](CN1C(=O)C(F)(F)F)CC=O)C(=O)O
128076,CC1(CNCCC1(F)F)C2=CC=C(C=C2)N=CC3=C(C(=CC=C3)C=O)N
128114,CC1=C2CN(CC2=NC(=C1Cl)C)[C@H](C=O)C3CN(C3)C4=CC(=NC=C4)C(F)F
128180,CC(C)(CC#N)C1=C(C2=C(N1C3=CC(=C(C=C3)F)F)C=C4C=NNC4=N2)C5CC[C@H](OC5)C=O
128209,CN(C/C(=C\F)/CN1C=CC2=C1C=CC(=C2)C(=O)N3CCOCC3)C(=O)C4=CC=CC=C4C=O
128216,CCN(C)CC1=CN(N=C1C=O)C/C(=C/F)/CN
128223,C1CC2[C@@H](C(N(C23CCN=CC3=C1)C4=C(C=C(C=C4F)C=CC(=O)O)F)C5CCOC5)C=O
128234,CC(C)N1C(=NC(=C1C(=O)NC2CN(C2C(C)(C)C)C(=O)O)F)C=O
128246,CCCS(=O)NC1=C(C(=C(C=C1)F)NC2=C(C3=NC(=CN=C3C=C2)OC)C=O)F
128251,CC(C)(C)C1=CC=CC(=N1)C(=C)NC2=CC3=CN(N=C3C=C2C=O)CCCC(F)(F)F
128283,CCC(=C(/C=C\CC=O)NC1=NC=C(C(=N1)CC2=CC=CC3=C2C(=O)N(CC3)C)C(F)F)CC
128297,CC1=CC(=C(C(=C1C=O)SC2CC3CCC2CC3)NC(=O)CF)CCN4C(=O)C=CC4=O
128300,CC1=CC(=C(C(=C1)OCC(CNC(=O)CNF)N2C(C=CC2=O)O)C=O)C
128330,CCC1=CC(=N/C(=C/C(=C)C2=C(C=C(C=C2)C=O)F)/N1C)C(=O)NCC/C(=C\3/CC=C(N3)C)/C
128359,CCOC1=C(C=CC(=N1)C(CSC)N(C)C(=O)C2=C(C=CC(=C2C=O)NC(=O)C3CC3)F)OC
128386,CCC(C)C(NCCCCCNCN(CNC(C1=CC=CC=C1)NCNCOCC=O)F)O
128393,CC1=CC=C(S1)C2=CN=C3N2C=C(C=C3N=C(C(F)F)NN)C=O
128396,C1=CC=C2C(=C1)C(=NN(C2=O)CC=O)CN=CC3=CC(=C(C=C3N)C#N)OCC(F)F
128456,C1C(CC1(F)F)CC(=O)NCC2=CC3=NC(=CN3N=C2)CNC(=O)C4=NON=C4C=O
128538,C1CC=C(C2=C(C1)C(=C(C=C2)C=O)F)C3CC=C(C=C3)OC4CCN(C4)CCCF
128601,CC1=C(C(=NN1C2=CC(=NC=N2)N3CCNC(C/C=N\NCC3)C4=CC(=CN=C4)F)C)C=O
128693,CC1=C(N(C(=C1C(=O)C(=O)NC2(CC(C2)(F)F)C(=O)NC)C)C)C=O
128707,CCCCCCC(CC)C1=C(C=C(C=C1)C2=C(C3=C(C=C(C=C3N2)C)C=O)CONC)F
128805,C/C(=C\C(=C(/C=C)\N1C=CC=C1C=O)\N(C)CCCC(NC2=CC=CC=C2)O)/F
128814,C1COC(=O)C1NCC(CC2=C(NC3=C(C=CC(=C23)F)F)C4=CC=C(C=C4)F)C=O
128822,CCCC1=C(C=CC(=C1)NC2=C(C=C(N2)C(=O)N3CCCC3F)OCI)C=O
128848,CC1(C[C@H](C(=O)N1)C[C@@H](C#N)NC[C@](CC2(CC2)C)(C=O)NC(=O)C3=CC=C(N3)C(F)(F)F)C
128951,CC1=C(N=C(N1C2=CC(=C(C=C2)N)C(=NC)C)C3=CC(=C(C=C3)C#N)F)C=O
128983,CNC1=CC(=C(C(=C1)F)C2=CN=C(S2)C3CCC3)C=O
129007,CC1=C2C(=O)NC3(N2C(=O)C(=C1)NC4=NC=NC(=C4)NCC5(CC5)C=O)CC6=CC=CC=C6[C@@H]3F
129181,CN(CC#C)C1=C(C=C(C(=C1)N2C(C3=C(C2=O)C=CC(=C3)O)O)F)OC4(CC4)C=O
129274,CN([C@@H]1CC[C@@H](C1)NCC2=CC=C(C=C2)C=O)C3=C4C=C(SC4=NC=N3)CC(F)(F)F
129292,CC1([C@H]2[C@@]1(CN([C@@H]2C(=O)C(=C)[C@@H](C[C@@H]3CCNC3O)C=O)C(=O)COC4=CC(=C(C=C4)F)F)O)C
129315,CCC1=C(N(C(=C)N(C1=O)C2=CC(=C(C=C2F)Cl)SC(C)C=O)C)C(F)(F)F
129329,CC(C)(C=O)N1C2=C(C=CC(=C2)C3=CN(N=C3)C(F)F)C(=N1)C(=O)N
129357,CN1C(=CC(=N1)C2(CC2)F)CCCC3(CCCCC3)C=O
129360,CC(CC1=CC2=C(C1)CCC(C2)C3=C(C=C(C=C3)C4=CC(=S)NC=C4F)N(C)C(C)(C)C)C=O
129378,CC(C)C1=C2C(=CC(=N1)N3CCCC4=CC(=C(C=C43)C(F)F)/C(=C/N)/C=N)C(=CN2)C=O
129526,C1CN(C1)C2=NC3=C(C(=C(C=C3O2)F)C#CC4CN(C4)C5=NC6=C(C(=C(C=C6O5)F)C=O)F)F
129660,CCCC(C[C@@H](CC1=CC=C(C=C1)C2=C(C=CC(=C2)Cl)F)NC(=O)C3=NNN=C3)(CO)C=O
129686,CC1=CC2=C(N=C1)N(C=C2C3=CC=CCC=C3Cl)C4=C(C=C(C(=C4)F)C=O)Cl
129722,C[C@H](C1CC1)NC2=NC(=NC(=N2)C#CC3(CC3)C=O)N[C@H](C)C(F)(F)F
129748,CC(C(C1=NN(C(=C1C(F)(F)F)C/C=C(\CN=C)/C2=CC(=C(C=C2)Cl)C=O)C)(F)F)(F)F
129784,CCS(=O)C1=C2C=CC(=CN2N=C1C3=NC(=C(N3C)C=O)/C=C(/C(F)(F)F)\N(C)C)CC#N
129798,CCCOCC(C(=O)N1CC(CC1C#N)C=O)N(C)C(=O)C2=CC3=C(N2)C=C(C=C3F)F
129814,CN(CC(=O)N1CC(CC1C#N)C(=O)NC2=CC=C(C=C2)C=O)C(=O)C3=CC4=C(N3)C=C(C=C4F)F
129831,CC1=CC(=C(C(=O)N1C2=C[C@@H](N(C=C2C)C)C=O)C)OCC3=C(C=C(C=N3)F)F
129843,CC(CCN/N=C\C=C\C(C/C=C\N)C=O)(F)F
129847,CC1CC=CC(/C=C(\C1=N)/C2CCN(C2)CC=O)C/C=C(\C(=C/CC#C)\OC3=CC=CC=N3)/F
130035,C1C[C@@H]([C@@H](NC1)COC2CCC(CC2)C3=NC=CN=C3OCC=O)NS(=O)(=O)C(F)(F)F
130047,C[C@@H]1CN(C[C@@H](N1CC(C=O)C2=CC(=C(C(=C2)F)C3CC3)F)C)C4=NN=C(C=C4)Cl
130106,CC(C)[C@@H](C(=O)O)NC(=O)C1=C(C(=C(C(=C1F)F)F)F)C=O
130108,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=C(C5=C(C=C(C(=C5)C)F)N=C4C3=C2)C=O)O
130152,CC1=NN(C2=C1C3=C(C=CC4=C3N(CCCCOC2)C(=C4CCCBr)C=O)F)C
130158,CC1=CC(CNC1)C(=C)NCC(C=O)F
130265,CCC1=C(C(=CC=C1)NC2=NC(=NC=C2C)NC3CC=C(C=C3OC(C)F)N4CCN(CC4)C)C=O
130275,C1=CC=C2C(=C1)C=C(C=C2C3=NC=C(C=C3)C#CC4=CC(=CC(=C4)C(=O)O)C(F)F)C=O
130307,COCC1=C(ON=C1C2=CC=CC=C2Cl)C3C=NN(C3C(F)(F)F)C4CC(C4)C=O
130352,CC1=C(SC(=N1)C=O)C2=NC(=NC=C2F)NC3CCN(CC3)SC
130385,C[C@H]1C(CN1C2=NC(=C3CCC(C3=N2)(F)F)C4=CC5=C(C=C4)[C@](CC5)(COCC=O)NC)O
130490,COC1=C(C(=CC(=C1)C2=CN=C3N2C=CC(=C3)OC[C@@H]4CCCNC4)OC(F)F)C=O
130492,CN(C1=C2C(=CC(=C1)O)C=CC(=C2C#C)F)/N=C\C3=C(N=C(C=C3C=O)OC)N4CC5CCC(C4)N5
130496,CC(COCCC=O)(NC1=C(C(=O)NC=C1)C(F)(F)F)SC
130521,CC1=CC(=C(C=C1C#C/C=C/N=C2C(=CC=CN2C)N/C(=C/NC)/C=C)C=O)F
130532,CC1=CC(=CC2=C1OCC(=O)N2)CN3C(COC4=C3C(=CC(=C4)F)F)C(CNC)C=O
130541,COC1=CC(=CC(=C1)C2=NC=C(C=N2)CN3C4=C(C=C(C=C4C=O)C(F)F)C=N3)F
130570,CC1=C(C=CC(=C1F)C2=NN3CCC4=C(C=CC(=C4)N5CCNCC5)NC3=C2C(=O)N)C=O
130625,C[C@H](C1=NC2=C(C=C1)C=C(N2CC(C)(F)F)C=O)NC(=O)[C@@H]3C[C@H]3CC=C
130626,C[C@@H]1C2=NC3=C(C=C2)C=C(N3CC(SC/C=C\C[C@@H]4C[C@H]4C(=O)N1)(F)F)C=O
130634,CN1C=C(NC1C=O)C2=CC(=NN2C)OC3=CCC(=NC=C3)C(F)(F)F
130640,C[C@@H](C1=CC=C(C=C1)C=O)NC(=O)C2=C(N(N=C2C(F)(F)F)C)OC3=CSC(=C3)C(F)(F)F
130833,C1CC1C2=NN=C3N2C4=C(C5=C(S4)CC(C5)C=O)C(=NC3)C6=C(C=CC=C6Cl)F
130918,C[C@H](C1=NC=C(S1)C2=C(C=CC(=C2)Cl)C=O)NC(=O)C3=NN(C(=O)C=C3)C4=CC=CC=C4F
130978,C[C@H]1CN2C(=CC(=N2)C34CCC(CC3)(CO4)C=O)C5=CN=C(N15)[C@](C)(C(F)(F)F)O
130989,CC(C1=CC=CC=C1)(C2=CN=C(N2)C3=C(C=CC(=C3)OC4=C(C=C5C(=C4C=O)C=CN5)F)F)O
131001,C1=CC(=CC(=C1)CC2=CN=C(N2)C3=C(C=CC(=C3)CC4=C(C5=C(C(=C4F)F)NC=C5)F)F)CCC=O
131322,C[C@@H]1CNC2=C(C(=O)N1)SC3=C2C4=C(C=C3)N=C(C=C4)C5=C(N=C(C=C5)N6CCC(CC6)C=O)F
131447,CC1CN(CC2=C1N(N=C2C(=O)NC3=CC=CC(=C3)C=O)CC4=CC=C(C=C4)F)C(=O)C5=CC=CN5
131461,CN/N=C(/CN)\C1=C(C=CC(=C1)C2=C(N(N=C2)C)C3=C(C(=CC(=C3F)Cl)OC4CC4)C#N)C=O
131647,CN1C=NN=C1C2(CC3(C2)COC3)C4=CC(=CC=C4)N(C)CC5=C(C=CC=C5C(F)(F)F)C=O
131655,CCCCC(CC)COC(=O)C1=C(C2=C(SC(=C2S1)C=O)Br)F
131933,CC/C(=C/N(C)C1=NC(=NC(=C1C)C2=CC=C(C=C2)NC(F)(F)F)C=O)/C
132013,CC=NC1=C(C(=CC(=C1)OCCOC)F)C(=C)NC2=CC(C(C=C2)NC3CCOCC3)C=O
132015,CC1CCC2=NC3=C(N12)C=C(C(=C3)C#CC4=C(C(=NN4)NC)C=O)F
132148,C1CC(CCC12CN(C2)C3=C4C=CN(C(=O)C4=CN=C3)CC5=CN6C=C(C=CC6=N5)C=O)(F)F
132189,CC1=NC2=C(N1C)C=CC(=C2N(CCN)CC=O)NC(=O)C3=NN(C(=O)C=C3)C4=C(C=CC=C4F)F
132216,CC1=CC(=C(C=C1NC2=NC(=NN2F)C3=CC(=C(C=C3)C4=NC=C(C=C4)C5CC5)C)C(C)NC)C=O
132484,C1CN(CC2=C1C(=NC(=N2)N3C[C@H]4CNC[C@H]4C3)C5=CNC6=CC=CC=C65)C7CC7(C=O)C(F)(F)F
132538,CC(C1=C(C=NC2=CC(=NN21)Cl)N3CC(CC(=C3)C(F)(F)F)(NC(=O)N)OCC=O)OC
132566,CN(CCC[C@@H]1C2=C(C=CC(=C2F)Cl)NC(=O)O1)C(=O)C3=NC(=CN3SF)C=O
132701,C[C@H]1C[C@]2(CCN1)C3=C(CCO2)C(=C(S3)C(F)(F)F)C=O
132723,C1N2C(S1)C(C(=O)C3=CC4=C(C=C32)OC(O4)(F)F)C=O
132731,CN1CC2=CSC3=C(C(=O)C4=CC(=C(C1=C4N23)F)F)C=O
133026,CCC1C(NC(=O)C1F)COC2=NC=CC3=CC(=C(C=C32)/C(=C\NC)/C)C=O
133201,C1=CC(=CC(=C1)O)C2=CC(=CC(=C2)C=O)C(F)(F)F
133210,C1C(CNC2=NNC(=C21)C=O)CC(F)(F)F
133242,C1CN(CC2(C1=CC(=CC2)NC3=CC=C(C=C3)F)C=O)SC4=CC(=C(C=C4)F)F
133250,C=C1CC2(CCC(N2C1)COC(F)F)C=O
133252,CN(CC(=O)NC1=NC=C(C=N1)C#N)C(=O)C2(CC2)C3=C(C=CC(=C3F)Br)C=O
133284,CNCCNC1=CC(=NC=C1C#N)NC(=O)N2C3CC(C3)(C4=C2N=C(C=C4)C=O)F
133299,CCC1=C(C=CC(=C1)NC2=NC=CN3C2=NC=C3/C(=C/C=C(\CF)/OC)/C(=C)F)C=O
133346,CNCC1=C(C=C(C=C1)F)OCC/C=C/CCCN2CN(C(=O)C3=C(C(=O)C(=CN32)C=O)O)C
133361,CC#CC1=CC2=C(C=C1F)SC3=C2C=C(C=C3)C(C)(C)N=C(C=O)N
133423,C/C=C\N(C)C(C(=N/C=C(\C)/C1=C(C(=C(C=C1)C)F)F)C)NC2=CC(=C(C=C2)C=O)C
133424,CCC1=C(C=CC(=C1)NC(=N/C=C\C)C(=NCC(C)C2=C(C=C(C=C2)NC)C(F)(F)F)C)C=O
133433,CCCSSCC1C(CC(O1)N2C=NC(=C2NF)C=O)C
133497,CC/C=C(/C=C(\C=C\F)/C1=NC=C(N=C1C2=CC=C(C=C2)CCC=O)CCCOC)\F
133606,C1=CC(=CC=C1F)SC2=C(C=CN=C2)C3=CC(NN3)C=O
133609,C=C/C=C(\C(=C/N)\C1=NNC(=C1)C=O)/SC2=CC=C(CC2)F
133617,C[C@@H](C[C@]1(CCNC1)C=O)/C=C(\F)/S(=O)(=O)C
133690,CN(CC1(CCN(CC1)C2=NC(=CN=C2)C3=NN=CS3)CC=O)C4=CN=CC(=C4)C(F)(F)F
133866,C1=CC(=CC=C1C2=NOC(=N2)C(F)(F)F)C(C=O)S(=O)(=O)C3=NN=CS3
133874,CC1=NN=C(C=C1)NC2=CC3=C(C=C2)N(C=N3)C4=NC(=C(C=C4)CC=O)C5=C(NN=C5C(F)F)C
133940,CC(C=O)C1=C(C(=CC(C1(C)Cl)(C(=O)O)OCC#N)N2C(=O)C=C(N(C2=O)N)C(F)(F)F)F
133986,COC1=CC=CC2=C1CC=CC2(CN3C=C(N=C3)C4=NC=CC(=C4)C5=NNN=C5C(F)(F)F)C=O
134026,CC1=NN(C2=C1C=C(C=N2)NC3=CC=CC4=C3C(=O)N(C4)C(C=O)N5CCC[C@H]5C(F)(F)F)C
134038,CC1=C(C=C2CC[C@@]3(CCN(C3)C[C@H](C=O)C4=CC(=NC=C4F)OC)NC2=N1)C5=NC=CC=N5
134058,C1COC2=CCC(C3=C2N(C1(F)F)C=CC3=O)C=O
134065,C1CC2(C1)CNC2C3(C=CC(=C(C3C=O)N4C=C(C(=N4)C5=CC=CC=C5C(F)(F)F)C6CC6)O)F
134068,C1C(N2C=CN=C(C2=N1)NC3=CC(=C(C=C3)C=O)Cl)C4=C(C(C(C=C4)OCC#N)F)F
134096,CC1(CCC(C1)C2=CC=C(C=C2)OC3=C(NN=N3)C=O)F
134156,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=C5CCCC6=C5C(=CC(=C6C)F)N=C4C3=C2)C=O
134172,CCC1CN(C2=CCC=CC3=C2N1C(=C3)C4=NC5=C(N4C)C(=CC(=C5)C=O)F)CCCO
134196,CCS(=O)(=O)C(CC(C=O)C1CC1)C(=O)C2=NC=C(N2C)NC(C(F)(F)F)Cl
134216,C1C[C@@H](C[C@@H](C1)NC2=NC=C(C(=N2)OC3COC3)C(F)(F)F)/C=C(/C=C\C(=N)C=O)\NCN
134339,CC(C=O)C1=C(C=C(C=C1)C2=CC(=CC=C2)C3=C(C4=C(N3)C=CC(=C4)F)C5=C(SC=C5)C#N)SC
134345,CC1(C=C(C2=C(N1CCCCCC=O)C=C3C(=C2)C(=CC(=O)O3)C(F)(F)F)CS(=O)(=O)O)C
134351,C[C@@H]([C@@H]1C[C@H](CN1C)F)OC2=CC(=NC(=N2)C(=O)C3=C([C@](CCC3)(C)CCCCC=O)N)Cl
134363,CCC1CC(N(C1)C2=C(C=CC(=N2)N/C=C\C(NC)OCCC3(CC3)C(F)(F)F)C=O)(C)C
134379,C1=CC2=C(C=C1C3=NC=CC(=N3)NC4=CC(=C(C=C4)C5=CNN=C5)F)NC(=C2)C=O
134394,CCCC1=C(N=C2C=C(C(=C3CCCC1=C2C3)C)F)/C(=C/C(=C(/CC)\C(=O)C)/C(CC)C=O)/C
134434,C1=CC(=C(C=C1S(=O)NC2=C(N=CS2)C=O)F)NC(=O)CN=C(N)N
134437,CC1=C(C=CC(=N1)C2=NN=C(C=C2)C(F)(F)F)[C@H]([C@@H](C=O)C3CC3)N(C)C4=CC5=C(C=C4)N=CN5
134444,CC(/C(=C\1/C2=C(C(=NN2)NCC3=CC(=C(C=C3)F)C=O)SC1=N)/C)NC
134451,CC1=CC(=C(C=C1)COC2=CC(=CC(=N2)C3=CCN(CC3)CC4=NC5=C(N4C)C=C(S5)C=O)F)F
134489,CC1=CC(=C(C=C1)NC2=C(C=C(C3=CN=CN32)CC4=C(C(=NC=C4)NSNC)F)C=O)F
134492,CCCC(C)/C(=C\C=C(/C)\C1=CC(=CC(=C1)CCC(C)C)F)/C(=C)C(C)(C/C=C\C=C/N)C=O
134522,C1C(CN1C(=O)/C=C/CF)C2=NN(C3=C2C(=NC=C3)N4CC(C4)O)C5=CC=C(C=C5)C=O
134560,CN(C)/N=C(\C1=CN(C(=O)C=C1C=O)C2(CC2)CF)/OS(=O)(=O)C(F)(F)F
134565,CC1(CCN(CC1)C2=NC(=NC=C2F)NN)OC3=CC(=CC(=C3)N(C)C)NC4=CN=C(C=C4)C=O
134570,CC(CCNC)(C=O)C1=NN=C(S1)C2=C(N=CC=C2)NC3=CC=C(C=C3)OC(F)(F)Cl
134587,CC(C)(C1=CC=C(C=C1)NC2=C(C=C(C=C2)C=O)C3=NN=C(O3)C4CC4)F
134629,CC(=NC1=C(C(=C(C=C1)CN2CCN(CC2)/C(=C(/C)\F)/C=C\C(=C)C(=C)NC)Cl)NC)C=O
134661,C=NN1C(=CN=C1C(=NCC=O)NCN2CCOCC2)C(F)(F)F
134726,CCSNC1=CC=C(C=C1)C2=C(C(=NN2)N(/C(=C/C=C\CCF)/N)F)C=O
134727,C1=CC(=CC=C1C2=C(C(=NN2)NC3=CC(=NC=C3)OCC(F)F)C=O)N
134731,C1CC1(C2=CC=C(C=C2)F)OC3=C(C=CC(=C3)C4=C(C(=NN4)NC5=NC=CN=C5)C=O)N
134791,CC1=NN=C(O1)CCCCN(C)/C=C\C2=CC(=C(C(=C2C=O)F)F)C3=NC=C(C=N3)C(F)(F)F
134812,C1CC2=C(C1)C(=O)NC3=C2C=CC(=C3F)CNCCNCCCC4=CN=C(C=C4)C=O
134829,CCC(C1=C(C(=CC=C1)C(F)F)F)NC\2=NC(=N/C(=C/C=O)/C2=C\N(C)C3(CC3)C4=CC=NC=C4)C
134831,C/C=C\N1C(=C(N=C1C(C)C2=CC(=C(C(=C2CC(C)C)C=O)F)Cl)C)C(=C)N
134847,CC(C)(C)C1=NC(=C(C(=N1)N(CC2=CC=CC=C2S(=O)(=O)F)N)N)N3CCC(C3)C=O
134907,C/C(=C(\C=C(/C=C)\N=CC(C=O)Br)/OC)/C(F)(F)F
134967,CCC/C(=C(/C=C\1/C/C(=C\2/C(CCC3=C2C(=CC(=C3C)F)N=C)NC)/CN1C)\C(CC=O)C=C)/C=C
134986,CNC1(CC1)CN(CCC2CCC(=C)CC2)C3=C(OC4=CC=C=C(C=C43)CF)C=O
134987,CCCC(CCN(CCNC)C1=C(OC2=C1C=C(C=C2)C(F)(F)F)C=O)CCO
135040,CCC1=CC(=CC2=CC(=NN21)C3=C(C=C(C=C3)C4CC4C=O)F)C(=O)N5CCC6=CC=CC=C6[C@H]5C
135107,CCC1C(N(C(=O)C1F)CO)COC2=NC=CC3=C2N4C=CN=C4C(=C3)C=O
135146,C=C/C=C\C(=C/CC1=C(SC2=CC=CC=C21)C=O)\C(F)(F)F
135208,CC1=CC(=C(C(=C1F)Br)C=O)O
135238,CNC1=C2N=CC(N2N(C(=C1)N3CCC4=C(C=CC=C43)C5=NC=C(C=C5)C=O)[C@@H]6C[C@@H]6F)C(=O)N
135321,C/C=C\C(=C/C=C)\NC1=CC(=CC=C1)N(C)CC2=C(C(=CC(=C2)NC3=CC=NC=C3)F)C=O
135328,CN=C(C1=C(N=C(C=C1)C(F)(F)F)C2(CCC3=CC=CC=C32)C=O)N4CC(C4)C#N
135362,C1CC2=CC(=C(C(=C2C1O)F)C3=C4CC(OC4=CC(=C3Cl)F)(CCCCN)C5=CC=CC=C5)C=O
135373,C/C=C\C(=C(\C)/C(=C)C(F)F)\C1=C2CCCN2C(=C1C)C(=O)C(=C)NC3(CC(C3)(F)F)C=O
135397,CC(C1=NC=NN1C2=NC=CC=N2)N(CC3CC3)C(=O)C4=CC=CC(=C4)C(C(C=O)C(F)(F)F)O
135565,CN(CC1=C(C=CC(=C1F)C2=NC3=C(C(=C2)CN4CCCC4)NN=C3N)C=O)C5CCC(=O)NC5=O
135613,C1N(SC2=C(C(=C(S1)C(=C2F)F)F)F)[C@@H](CS)C=O
135628,CC1=CC=CC=C1C(CCC=O)CN(C(=O)CC2=CC3=C(C=C2)C(C4=CC=CC=C43)(F)F)OC
135632,CC1=CC=CC2=C(C1)C3=C(C2(C)C)C=C(C=C3)CC(=C=C)N4C[C@](CC4C=O)(CF)F
135636,C[C@@H]1C2[C@@]1(CC(N2)C=O)CC(F)(F)F
135661,CNC(=O)C(CCC=O)N1CC=C(C1=O)/C=C\C(=C)CNC(=O)C(C2=CC(=O)N(N=C2)C)(F)F
135865,C(=O)C(S(=O)(=O)OC(ON=O)F)Cl
135921,CC1CCCN2C(=C(C(=N2)C3=C(N=C(C=C3)NC(C)C)F)C=O)O1
135923,CCNC1=CC(=NC2=C1C(=CN2)C(F)(F)F)NC3=C(C=C(C=C3)C=O)OC
135956,C1=CC=C2C(=C1)C(=O)OC23C4=C(C=C(C=C4)OS(=O)(=O)C(F)(F)F)OC5=C3C=CC(=C5C=O)O
136093,CC(C)(C)OC(=O)N1C2CCC1CN(C2)C3=NC(=NC4=C3C=C(C(=C4F)Br)C=O)OC
136114,CCNC1=C2C(CC(=C1)F)C(C(=O)N2)(C)N3CCC[C@H](C3)OC4=CC(=C(C=C4)O)C=O
136178,C1CC2(CCC1(C2)[C@@H](C3=C(C=CC(=C3F)Cl)F)NC(=O)[C@H]4C[C@@H]([C@@H](C4)O)NCC5(CC5)C=O)F
136208,CN1C(NC2=C1C=C(C(=C2)C=O)CCN(C)CCCF)C3=CC(=C(N3CC4CC4)C(=C)O)C=C
136215,CN1C2=C(C=C(C(=N2)CCN(C)CCCF)C=O)N=C1C3=CC(=C(N3CC4CC4)C(=C)O)C=C
136367,C[C@H]1[C@H]2CCC[C@H]([C@@H]2CCN1C(=O)CC3=C(C(=NC(=C3Cl)C)C=O)Cl)[C@@H](C(F)(F)F)O
136506,C1COCC=C1C2=NC=C3C=C(C=C(C3=N2)F)C=O
136510,CC1=NC(=NO1)C2CN(CCO2)C3=NC(=C(C(=N3)C4=C(C=C(C=C4)Cl)F)N=C(C)N(C)C)C=O
136533,C[C@@H]1CC2=C(C=CC3=C2C=NN3)[C@@H](N1CC(F)(F)F)C4=CN=C(C=C4)N5CCC6(CC5)CC(C6)C=O
136594,C1CC1C2=CN(C(=O)C3=C2N=C(N3)C=O)C4=CC=CC(=C4)C5(CC(C5)(F)F)C6=NC=NN6
136636,CN=C(COC1CCCCC1)NC2=C(C(=CC(=C2)CCC3CCNCC3)F)C=O
136642,CNC(C1=C(C=CC(=C1)F)Cl)(C2=C(C3=NN(C(=C3C=C2N)CC(F)F)C)C=O)O
136940,C1=CC(=CC=C1C=O)N2C=CC(=N2)C(F)F
136950,C1COCCN1CCCOC2=C(C(=CC(=C2NCC3=CC=C(C=C3)F)N)C(=O)N)NCCCC=O
137163,CCC(C(=NC1=C(C(=CC=C1)F)C=O)N(C)/C(=C/C=C)/C=C)NC2=NC=NC3=C2NC=N3
137197,C(=O)C(OC(C(OC(=C(F)F)F)(F)F)(F)F)(F)F
137282,CCCN(CC(C)SF)C1=NC(=C(C=C1)C2=NC(=C(S2)C=O)CCN(C)C3=CN=CC=C3)F
