index,SMILES
84434,CC1=NC(N=C2C1C(=NOCCOCC(C)C=O)CC(C2)C3=C(C=C(C=C3)F)C4=CN=CC=C4)N
84471,CCOC(=O)N(C(C)C=O)N1C(=O)C(=C)C(=CC(=CC(=C)N(C(C)C)N=CC)C(F)(F)F)NC1=O
84485,C1C(C(C(=O)C2=C(C=CC(=C21)F)O)C=O)C(C3C(C(C(C(=O)C3=O)C(=O)N)O)N)F
84514,[C-]#[N+]C1=CC(=CC(=C1)F)OC2=C(C=C(C=C2)C=O)F
84561,CN1C(C(C(=N1)C(F)Cl)C=O)F
84577,C1=C(N=NN1C(CNCCCC(=O)N(CC(=O)NC(CCC(=O)O)C(=O)O)O)C=O)CCCF
84611,CCCC(C1CCN(CC1F)COC(C)(C)C)C(C)C2=C(C(=CS2)C=O)C
84614,CC=C(CC(C)C(=CC)C1=C2CCC(C2=C(C=C1)F)OC3=CC(=O)C(CC3)CCC=O)C4=NOC=N4
84658,CN1C(N=CC2=C1N(N=C2)CC3=CC(=CC(=C3)F)N4CCOCC4=O)N=C(CN)CNCC=O
84664,CC1=CC(=CC2=C1NC(N2)C3=C(C=CCC3F)Cl)C=O
84716,CCC1C=C(SC(=N1)C2=CN3C4COCC4NC(C3=C(C2=O)O)C=O)CC5=C(C=C(C=C5)F)F
84734,CC1CC=C(ON=C1CC=O)N2CCC(CC2)C3CC3CCOC4=CC(=C(C=C4)S(=O)(=O)C)F
84737,CCC1CC=C2C(=CC1=NC3=C(C=C(C=C3F)C(C=O)C#N)F)N(C=N2)C
84810,CCC1(CC2=C(C3=C(N2C(=O)C1)C=C(C=C3)F)C4=CC(=C(C(=C4)F)C=O)NC5CCC(CC5)O)CC
84837,CCCCC1CC1NCCN(CC=O)C(=O)C2=NN3C(=CC(=CC3=C2Cl)C4CC4)C(F)(F)F
84841,C#CC(CO)NC(C=O)C1=C(C(=C(C(=C1)C2OCCO2)F)F)F
84951,CC(C)(C)OC(=O)N(C1=NC(=C(C=C1)C=O)F)C2=CC3CCCC3N=C2
84984,C1=CC(=C(C=C1C=CC(C2=CC(=CC(=C2)Cl)Cl)C(F)(F)F)C=O)N=CN=CN
85034,CCC(=NC)C1=C(C=CC(=C1)OC(F)(F)F)C=O
85111,C1CCC2=C(C1)COC3=C(C(=C(C=C3C(CN4C2=CC=N4)(F)F)Cl)O)C=O
85119,C1=CC2=CN=CN2C(=C1)CN3C4=C(C=C(C(=C4)F)C=O)OC3=O
85120,CC1CCC2=CC(=C=CN2C(=NC(C=O)C(=O)C3=CC=CC=C3OC(F)(F)F)C=C1)C
85148,CCCC1C(C(=NN1C2=CC=CC=C2)C3=CC=C(C=C3)F)(CNCCCC(C)(C)CO)C=O
85215,[C-]#[N+]C1=C(SC(=C1C(C(F)(F)F)(F)F)C=O)[N+]#[C-]
85226,CC/C(=C(/CC=O)\CC(C)C)/OC(=O)C1CCCN(N1)C(=O)C(C)CC2=CC(=C(C(=C2)F)F)O
85309,CN1C=C(C=C(C1=O)NC2=NC=NC=C2)C3=C(C(=NC=C3)N4C(=O)C(=C(C=N4)C=C)C(=C)F)C=O
85384,CCC(=O)OC1=CN(C2=C1C=CC=N2)C[C@@H](CC=O)N(C)S(=O)(=O)C3=CC=C(C=C3)F
85507,CC(C#CC1=CC2=C(C=C1F)OCCN3C2=NC(=C3)C(N)O)(C4=NOC(=C4)C=O)O
85529,C1CC(CN(C1)C(C=O)C2=NNN=N2)NC3=NC(=NC=C3)C4=CN=C5N4C=C(C=C5)F
85572,CC(=N)C(C=O)C(=O)N1CCN2C1(CN3C=CC=C3C2=O)C4=NC=C(C=C4)C(F)(F)F
85578,C[C@H]1CCN([C@H](C1)C2=NC=C3N2C4=C(NC=C4)N=C3)C5=C(C=CC(=C5F)C=O)F
85678,C1=CC(=CC=C1C2=CN=C(C=C2)NCC(C=O)(Cl)Cl)C(C(CF)NC(=O)C(Cl)Cl)O
85693,CC(C(=C(C=C)C1=CCNCCC1)C=C)N2C3=C(C=C(C(=C3)F)CC=O)OC2=N
85694,CN1CCN(CC1)S(=O)(=O)C(C(C(CC=O)(F)F)(F)F)(F)F
85698,C1C=C(C=C(C1C23COC(CC2CSC(=N3)NC(=O)C4=CC=CC=C4)C=O)F)F
85709,CC=C(C(=C)F)C1(CCOC1C=O)N
85839,CC(C(C(=O)O)NF)SC1CC(=O)C(C1=O)CCC=O
85874,CC(C1=CC=C(C=CC1)F)N=C(C=O)C2=NN=C(C=C2)SC
85946,CC1=C(C(=NC2=C3CN(CC3=NN12)C4=C(C=CC(=C4OC5CC6CCC(C5F)N6)C=O)F)C)Cl
85948,CC(C1=CC(=C(C(C1)(C2CN(C2)C(=O)O)OC)F)Cl)N3C4=NC=NC(=C4C(=N3)C=O)N
85997,CC1=CC(=CC(=C1)NC2=NN(C=N2)C3=CC(=CC(=C3)F)F)C4CNCCN4C5(CCOCC5)C=O
86059,CC1CC2=C(C=CC(=C2C=O)O)C(N1CC(C)(C)F)C3=C(C=C(C=C3F)/C=C/C(=O)OC)F
86190,C[C@@H]1[C@@]2(CC3=C(CC2(CCN1CC(F)(F)F)C4=C(C=CC(=C4)OC)C)NC(=O)C(=C3)C=O)O
86220,CC(C)(C)C(=O)O[C@@H]1CNC2(C[C@H]1C3=CC(=C(C=C3)F)F)C(NC(=O)N2)C=O
86276,C1=CC(=C(C(=C1N)C=O)F)Cl
86282,CC1=CC=C(C=C1)N(C(=S)N(C)C2=NN(C(=N)C=C2)C(=N)C(F)(F)F)C3(CCC3)C=O
86301,CNC1=NC2=C(N1C(C=O)(C(F)(F)F)NC(=O)CCC3CCCC3)C=CC(=C2Cl)Cl
86404,C1=COC(=C1)C2=C(C3=C(C=C(C=C3)N[C@@H](C=O)[C@H]([C@@H]([C@@H](CO)O)O)O)NC2=O)C(F)(F)F
86450,CC1(CCN(CC1)CC2CC2)C(=NC3=CC(=CC(=C3NC)C=O)F)C=N
86451,CC1(CCS(=O)(=O)CC1)C2=CNN3C2=NC4=CC(=CC(=C43)C=O)F
86514,COC1=C(C=CC(=N1)/C(=N/OC(CC2=CC(=C(C=C2)Cl)C(F)F)C=O)/N)Br
86562,CCC/C=C\1/C(=C(\C=C(/C)\C2=CCC(C=C2)(C)F)/C3=CC(=C(C=C3)OC)OC)/C(=C(S1)C=O)N
86730,CC1C(C(=CC=C1CO/N=C(\C)/C2=CC=C(S2)CNCCC=O)C3CCCCC3)C(F)(F)F
86738,C1COCCN1C2=NC(=CN3C2=NC(N3)C=O)SF
86836,C/C=C(\C1=C(C(=CS1)COC2=CC=CC(=C2)C3C=CC(=CC3C=O)F)C(=C)N)/C(=O)C
86983,C/C=C(\C(=C/C=C/N1CCC2=C(C1)N=CN=C2NC3=NN=C(C=C3)C=O)\C#N)/C(F)(F)F
87066,C1CCC(C1)CN(CC2CC2)C(=O)C3=CC=CC(=C3F)C4=CC(=CC=C4)N5C(=C(C=N5)C=O)C6CC6
87067,CCON1C(=CC(=N1)C(F)(F)F)C=O
87117,CC1=C(C=CC(=C1)Br)NC2=C(C3=C(C=C2C=O)N(C=N3)CCCN4CCCCC4)F
87172,CN(CC[C@]1(CCC2C=C(C=CC2C1)C(=O)NO)C=O)C3=C(C(=CC=C3)F)F
87196,CN1C2=C(C=C(C(=C2N=C1C3=CC4=C(N3CC(F)(F)F)N=CC=C4)N5CCC[C@H](C5)N)C=O)OC
87301,CN(C1=C(C=C(C=C1Cl)C#CC2=CN=CC=C2)F)C(=O)N(C3COC3)C4=CC=CC=C4C=O
87323,CC(=C)NC(=O)C1=C(C=CC(=C1)C2=CC3=C(C=C2CC(=O)OC)OC(=C3C=O)C4=CC=C(C=C4)F)F
87331,CNC(=O)C1=C(OC2=C1C=C(C(=C2)CCC(F)(F)F)C3=CC=CC(=C3)C=O)C4=CC=C(C=C4)F
87513,C1CCOC(C1)OCCCCCCC2=CC=C(C=C2)C(=O)OC3=C(C(=C(C=C3)O)C=O)F
87551,CC1=CC2=CC(=C(C=C2C(=C1[C@H](C=O)OC(C)(C)C)C3=C4C5=C(C=C3)OCCC5=CCN4)F)F
87560,C1CC1(C#N)N[C@](CC2=CC=CC=C2Cl)(C=O)NC(=O)C3=NN(N=C3)C4=CC=C(C=C4)F
87591,C1CC1(CN2CC(C2)CN3C(=NC4(C3=O)CC4)C5=CC(=C(C=C5)C6=CC7=C(C=C6)C=CN7)F)C=O
87616,CC1(C(CCN1C2=C(C(=C(C=C2)C=O)F)F)CN3C4=C(C=C(C=C4)C5=CNN=C5)C=N3)C
87687,CC1=CC=C(S1)CCCN(C)C(CC(C=O)(F)F)/C=C/CCCC#CC2=CC=CC=C2
87815,CCC(CC(C)/C(=C(\CC)/C1=C(C=CC(=C1)C/C=C/F)C)/O)C=O
87847,C1CN(C1)N([C@H]2C[C@H](CN(C2)C3=C4C=CC=NC4=C(C=C3)C#N)C(F)(F)F)C(=O)CCC=O
87877,CC(C1=C(C=CC(=C1)F)C(=O)OC)OC2=C(N=CC(=C2)/C(=C(\C)/N)/C(=NC)C=O)N
87890,C1=CC2=C(C=CC3=C2C(=C1)C(=O)N(C3=O)OSC(F)(F)F)SCCC(=O)SCCC=O
87895,CCCCCC(=O)C#CC1=C2C=CC=C(C2=C(C=C1)C=O)C(=O)N(C)OSC(F)(F)F
87912,C1CC1CN2[C@H]([C@H]([C@@H]([C@@]23C4=C(NC3=O)N=C(C=C4)Cl)C5=C(C(=CC=C5)Cl)F)N)CC=O
87921,C[C@H]1[C@H](OC(=O)N1CC(CC2=CN=CC3=CC=CC=C32)C=O)C4=CC(=CC(=C4)F)C(F)(F)F
87970,C1=CC=C2C(=C1)N=NN2OC[C@@H](C[C@@H](C=O)F)Br
88169,C1CN(C2=C1C=C(C=C2C#N)C3=NC(=NC=C3)NC4=CC=C(C=C4)C=O)C(=O)CC5=CC=CC=C5F
88214,C1[C@H]2C[C@@H]([C@@H]1NC3=NC4=CC=CC=C4O3)N(C2)C5=C(C(=C(C=C5)F)N6N=CC=N6)C=O
88224,C1=C(C=C(C(=C1C=O)Cl)Cl)C(C(F)(F)F)Br
88237,CC1(CCC2=C(C1)C(=C(S2)C3=CC=CC=C3CN(CCCC(F)(F)F)S)C=O)C
88239,CCNCCN=CNC1=C(C(=C(C=C1)C=O)N/C(=C/C)/C(=C\C(C)Br)/Cl)F
88334,CCCC/C(=C(/C(C1=CC=C(C=C1)Cl)N(C)C2=CN(C(=O)C(=C2)C)C)\C(=N)C=O)/C(F)(F)F
88420,C/C=C(/CC=O)\C1=C(C(=C(C=C1C)OCC2=CC=C(N=C(C2)C)C(C)(F)F)O)C
88439,CCCCC(C(CO)C#N)N1C=C(C(=N1)NC2=CC=C(C=C2)C(C)C(F)(F)F)C=O
88450,CC(C=O)C(C1=C(C=CC(=C1)/C(=C/C(C2=CC(=C(C=C2)Cl)Cl)C(F)(F)F)/F)C=C)F
88453,CC(=O)C1=C2C(=C(C=C3C2=C(C(C1)F)C(N(C3=C)C)O)F)C=O
88511,C1CC(=CC=C1CCOC2=CC=C(C=C2)CC(C(=O)N)SCC=O)F
88635,CN(C)[C@@H]1CCN(C1)C2=NC=C(C(=N2)OCC3=CC(=C(C=C3)F)C=O)SC4=CC=C(C=C4)C(=O)N
88638,CC(C)(C#N)C1=NC=C(C=C1)NCC#CC2=CC3=C(C=CC(=C3N2CC(F)(F)F)F)C=O
88657,C=NCC1=CC2=C(NN=C2C(=C1)F)C3NC(=C(C=N3)F)N[C@H]4[C@H]5CCC(=CC5)C4C=O
88671,C1C(CC1(C#N)C2=CC=CC=C2C=O)OC3=C(C(=NC=C3)NN)C(F)(F)F
88696,C1C=C(C=CC=C1F)C#CC2=CC(=C(S2)C=O)NC(=O)N
88727,C/C(=C/C=C(\C)/F)/C(=C)CCC1(CCN(CC1)C2=C(C=CC(=C2OC)C(C)(C)CO)C=O)C
88894,CC(C=O)NNC1=NC=CC2=C1CN(C2=C3CC3)C(C)C4=CC(=C(N=C4)OCCF)Cl
88915,CC(C1=NC=C(C=C1)OCCC(F)(F)F)N2CC(=C(C2=O)/C=C\N=C)CC=O
88935,CC1=C(C1C(CN2CC3=C(C2=O)C=CN=C3C=O)C=N)N4CCC(CC4)(C)F
88939,CC1=C(N(CC(=C1)C(C)N(C)CC2=C(C=CN=C2CC3NC=CN3C)C=O)C)OCC(C)(F)F
88954,C1[C@@H]([C@H](OC2=C1C3=C(C=C2)C=C(C=C3)C=O)C4=CC(=C(C=C4F)F)F)N
89045,C1CN(C[C@H]1F)CCNC2=NC=C3C=C(C4=NC5=CC=CC=C5N4C3=N2)C=O
89144,C1CN(CCC1(CNC2CC2C3=CC=C(S3)Br)F)CC4=CC=C(C=C4)C=O
89195,CN(CCC=O)C1=NC2=C(N1)C=CC(=N2)F
89383,CC1=NN(C(=C1)C=O)CC2=CC=C(C=C2)F
89407,CN1C(=C(C(=N1)N2CC(C=N2)(C=O)C#N)Cl)OC(F)F
89415,CC(C)(C)C1=CC=CC(=C1)CN2[C@H]3CS(=O)(=O)C[C@H]([C@@H]3OC2=O)CC4=CC(=C(C(=C4)F)N)C=O
89582,CCCCCC(=O)NC1=C(C(=CC(=C1)C(F)(F)F)NC(=O)C2=NC=NC(=C2)C=O)OC3CCNC3
89649,CCC1=CC(=CN(C1=NC)C(=C)C(F)F)N2C(C(=C)C(C2=C)C=O)C3=CC=C(C=C3)Cl
89711,C1CCC(C1)C(CC#N)N2C=C(C(=N2)NCCC=O)C3=C4C=CN(SC4=NC=N3)F
90023,CC(C)N=C(C1=CN2CCOC3=C(C2=N1)C=C(C(=C3)F)C=O)N=C(C)N
90030,CC1=C(C=CC(=C1C#N)F)C2CN3CCN(CC3CO2)C(=O)CC4=CC(=C(C=C4)C=O)COC
90049,CN(C1CCC(=C)NC1=C)C(=O)C2=C(C=CC=C2NC/C(=C/NCC3CC=C(C=C3)F)/N)C=O
90053,C1C2CC3C1C(C2(C=O)OCC(F)(F)S(=O)(=O)O)OS3(=O)=O
90164,CN(C)C(=NCCC(C=O)NC(=O)C1=NNC2=C1CC(CC2)C(F)(F)F)C3=C(CCCC3)N
90201,CCC1(C2=CC(=NC=C2CO1)C(=O)N[C@@H](CCN3C(=CC(=N3)[C@@H]4CC4(F)F)N(C)C)C=O)C
90262,C1[C@@H](N2C(=CC(=C2C3=C(C4=CC=CC=C4C=C3)C=O)C5=CC(=CC=C5)OC(F)(F)F)C(=O)N1)CCN
90276,C1=CN=C(C(=C1N)C=NCC2=CC(C(C=C=C2)OCCC(F)(F)F)Cl)C=O
90303,CN(C1=NC(=CC(=N1)OC2CC(=O)C2)NC3CCC(CC3)(F)F)/N=C/C=O
90399,C=C(C(=O)OCCOCCOC1=CC=C(C=C1)C=O)F
90508,C[C@@H]1[C@H](O[C@H]([C@@H]1F)N2C=NC3=C(N=C(N=C32)NC(=O)C(C)C)NC)C=O
90568,CC1=C(C=C(C=C1)NCNC(=NC)/C(=C\C(C)C=O)/F)O
90593,C1C2CC3CC(C2)(CC1C3(CC=O)O)C(CC4C5=C(C=CC=C5F)C6=CN=CN46)O
90603,CC1=NC(=CS1)C2=CC=C(S2)C3N(C4C=CC(=CC4(CN3C5=CC=CC=C5)C=O)F)C
90609,CC1=C(C(=CC=C1)C(=O)N(C)C2CCC2SC3=CC=C(C=C3)F)C=O
90661,CC1=CC2=C(CCN2C(=O)C3=C4C(=CC=C3)OCO4)C(=C1CC=O)C5=CC(=C6C(=C5C)CCCO6)F
90751,CCS(=O)(=O)N1CCC(CC1)N2C=C(C=N2)C3=CC4=C(NC=C4C5=C(C(=CC(=C5)F)F)C=O)N=C3
90760,C1C2CC3C1CNC(=O)CC4=CC(=CC=C4)NC5=NC=C(C(=N5)NC3C2C=O)F
90842,CC12CC13CC[C@@]2(C4=NN=C(C=C34)C5=C(C=CC=C5F)F)C(C=O)C#N
90880,CC1CCC(CC1)OC2=C(C3=C(C=CC(=C3)CN[C@H]4C[C@H](C4(C)C)CC=O)C=C2)C(F)(F)F
90972,C1CC(OC(=NC(C1)(C=O)C2=CC=CC=C2Cl)C(C3=CC(=C(C=C3)O)N)N)F
91031,C/C(=C\1/C(=C\C=O)/NN(C1=O)C2=C(C=C(C=C2)F)Cl)/N(C)CC3=CC(=CC(=C3)OC)OC
91064,CC1=C(C=CC(=N1)N=C/C(=C(/C2=CC3=C(C(=C2)F)N=C(N3C(C)C)C)\N=CN)/F)C=O
91084,C1CN(CCC1C2=C(C=CC(=C2)C(F)(F)F)C=O)C(=O)O
91140,CC12C(CC([C@H](C1OCCC2=O)C=O)F)F
91145,CC1=C(C=NC=C1N(C)C(=NC2=C(C=C(C=C2)F)C=O)[C@H](C)NC3=NC(=NC(=C3C#N)N)N)F
91178,CC1CC1N2C(=O)C3=C(N(C2=O)CCC(C(F)F)(F)F)SC(=C3C)C=O
91310,C1CC1C(CC(=O)O)C2=CC(=NC=C2)OCC3CCN(CC3)C4=C(C(=CC(=C4)Cl)F)C=O
91330,CC(C)(CCN1CCC(=CC1)C2=CC(=C(C=C2)C#CCCCO)F)C=O
91428,CN1C(=CC=N1)NC2=NC=CC(=C2)C3=CC4=NN=C(N4C(=C3)N(C)C)C(CC=O)CC(F)(F)F
91541,C1=CC(=C(C=C1N2C(ON=C2C3=NON=C3NCC=O)O)Br)F
91654,CC(C)(C)CNC1=NC(=NC2=C1N3CC4=CC=C(C=C4)S(C5=CC=CC(=C5)C3=N2)(F)F)C=O
91700,CC/C=C/C(=C\C=C(/C)\NC(=O)N1CCCC2=C1N=C(C(=C2)C)C=O)/C(F)(F)F
91718,CC1=CC2=C(C=C1C=O)N=C(N([C@H]2O)C3CC=C(C=C3)F)CCCCC(=O)OC
91752,C1=CC(=C(C(=C1)F)C2=NC=C(C=N2)F)C=O
91935,C[C@H](C1=CC=CC2=CC=CC=C21)N(C)CC3=C(C=C(C=C3)C(N)N(C)C(C(F)(F)F)O)C=O
91957,C1=CC(=C(C=C1C=O)F)OCCCCCCNC(=O)O
92001,C1CN(CC(C1O)(F)F)C2=CC(=CC(=N2)C3=C4N=C(C=CN4N=C3)C5=CC=CS5)C=O
92005,C1CN(C(=O)C1(C=O)O)C2=NN(N=C2)C3CC(C(OC3)C4=C(C=CC(=C4)F)F)N
92166,C[C@@H]1[C@H]2CCC3=C([C@@]2(CC(C1=O)C=O)C)N=C(N=C3OC4CCCC4)C5=C6C=CC=C(C6=NC=C5)F
92202,COC(=O)C1=C2CC(CN2C(=NC1C3=C(C=C(C=C3)F)Br)C4=NC=CS4)(CN)C=O
92222,CC1(CC2=C(C1(C(F)(F)F)O)C=CC(=C2)NC3=NN(C(=C3C=O)/C=C\NC)C4CCCOC4)C
92227,C1CC(C(C1)F)NC2=CC(=NC=C2C3=NN=C(S3)C=O)NC4=CC5=NC=CN=C5C=C4
92305,CCCCC1=NC(=CN2C1=NC(=C2)C)C3=NC(=C4C(=N3)NCC4(C=O)C5=NC=C(C=C5)F)N
92315,CC1=C(COC1=O)N([C@H](C)CC2(CCC(CC2)NCC3=NN=C(C=C3)N4C=NN=N4)C=O)F
92408,CC/C=C\N=C(CC1=CCN=C(N=C1)N(C)CC=O)CC2=C(C=C(C=C2)F)CC
92418,CCC(C)(CC=O)C1=CC=CC(=N1)CN2C=C(N=N2)C3=NC(=NC(=C3)C4=CC=CC(=C4F)C#N)N
92450,CC(C)(C#CC1=NC(=C(C=C1)C2=CC=CC(=C2NC=NC)C=O)C(CC3=CC(=CC(=C3)F)F)NC)O
92524,CCO/C=C(/C(CC=O)C(F)F)\C(=O)O
92610,CC[C@@H](CC1CC(C1)(C)F)/C=C(/C2=CC=C(C=C2)C=O)\C3=NC=C(C=C3C)C4=C(CCC(=C4C)C)C
92718,CC(=O)OCC(=O)N1CCN(CC1)C2=C(C=CC(=C2)C(F)(F)F)C=O
92998,CCCCC1(C2=C(C=C(C=C2)F)C(=C(C1=O)C3=NC4=C(C=C(C=C4)C=O)SN3)O)CCCC
93066,CC1=CNC2=C1C=CC=C2C3=C(C=C4C(=C3F)/C(=N/OC(C)(C)C=O)/CC(N4)(C)C)F
93094,C1=CNC(=C1)C2(NC3=C(C(=N2)C=O)SC=C3)C(F)(F)F
93143,CC1=C(C(=O)NC(=N1)N)C/C(=C/C=C(\C)/OCCOCCC(C=O)(F)F)/COC
93146,CN1C(=CC(=N1)C(=O)NCC=O)C2=CC3=C(N2)C=CC(C3)F
93154,C1OC2=C(O1)C=C(C=C2)[C@@H](C(F)(F)F)NC3=C(C(=O)C3=O)NC4=CSC(=C4O)C=O
93165,C(C=O)OC[C@H]1C(C([C@H](O1)N2C(=C(C(=O)NC2=O)F)N=[N+]=[N-])O)O
93166,CC1=C2C(=C(C(=NC2=NN1)C3=CC(=C(C=C3)O)F)N4CC5(CCNCC5)C6=CC=CC=C64)C=O
93173,CC1CC=C(N=C(C2=CC=CC(=C12)C)N=C3CCCCNC(=C3)C)C(C=O)C4=CC=C(C=C4)F
93250,C1=CC=C(C(=C1)CN=C(CC(C2=NC(=C(C(=O)N2)C(F)(F)F)F)N)C(CC=O)N)F
93254,CC1(CCC(CC1)C2=NC3C(C=NN3C4=C2C=CN4)C5=CC6=C(C=CC(C6)(C)F)N=C5)C=O
93274,CC(C)C1=CC(=C(C=C1C=O)O)C2=NNC(=S)N2C3=CC4=C(C=C3)N(C(=N4)C(F)(F)F)C
93333,C[C@@H]1CC(C2=C(C(=O)C(=C(N12)C=O)O)C(=O)NCC3=C(C(=CC=C3)Cl)F)NCCCCl
93358,CC1=C(C(N2C(=CC(=N2)C=O)N1)C3=CC(=C(C=C3)C(F)(F)F)F)C(=O)NC4=CC5=C(C=C4)C=NC=C5
93369,CC1=C(C=CC=C1C(F)(F)F)CC2=C(N=C3N2N=C(C=C3C4=NC=CN4)N5CCOCC5)C=O
93374,CCS(=O)(=O)C1=C(N=CC(=C1)C=O)N2C(C=C3C(=N2)N=C(N3)C(C(F)(F)F)(F)F)C
93401,CCCC1=CC(=NN1CC(F)F)C(=O)NC2=C(C3=C(C[C@@H](CC3)N)C=C2)C=O
93480,CC1=CC2=C(CC=CC2(C=O)N3C4=CC(=C(C=C4OC3=O)S(=O)(=O)NC5=NC=CS5)F)C=C1
93606,CC/C=C\C=C\1/CN(C(=N1)C=O)CF
93620,C(CC(=N)C=O)CF
93670,CNC(CC1(CCN(CC1)C2=C(C=NC=C2Cl)Br)C=O)C(F)F
93698,CC1=C(C(=C(C=C1CC2=CC=C(N(C2)C)/C(=C/NC)/C(C)N)C=O)F)C
93773,CCOC1=C(C=C(C=N1)N2CCOCC2)S(=O)(=O)NC3=CN=CC(=C3)C4=C(C=C(C=C4)C=O)F
93793,CNC1=CC(=NC2=C(C=NN12)C(=O)N[C@@H]3C[C@@H]3F)NC4=CC=CN(C4=O)C5CCCC(C5)C=O
93858,C1CC1(C2=CC=CC(=C2)C3=CC(=C(S3)C(=O)N4CC(C4)(CCC=O)N)Cl)C(F)(F)F
93887,C1CC([C@H](C(C1)N2CC3=C(C2=O)C=C(C=N3)C(=N)OC(=N)C(F)F)N)C4CC4(C=O)C(F)F
94000,CCC(CC)(C=O)C1=C(N=C(C=C1)C2=C(C=C3C=NN(C3=C2)CC)F)OC
94145,CCC(C1CCCCC1)(C2=CC(=C(C(=C2)F)C(N(C)CCNC(C#N)N)OCC(C)O)C=O)O
94202,C1CCCC(CCC1)NC2=C(C(=C(C(=C2S(=O)(=O)CCC=O)F)F)S(=O)(=O)N)F
94328,CC1=C(C=CN(C1)/C(=N\N=C)/CC2CC2(F)F)C3=CC=C(C=C3)C=O
94386,CN1CCCC2=C1C(=CC(=C2)C=O)N=CC3=CC4=C(N3CC5=C(C=CC=N5)F)C=C(C=C4)F
94496,C1CC(C1)(C2=CC(=C(C=C2)NC(=O)C3=CC(=CC=C3)Cl)C=O)C(=O)NCCC(F)(F)F
94520,CCN(CC1=NC=C(C=C1)C(=O)NCC2=CC=C(C=C2)SCC)NC(C(C=N)C=O)C(F)(F)F
94546,CS(=O)(=O)C1CN(C(CN1)N2CC[C@H]([C@@H](C2)N)F)CC=O
94553,CCCCC1=C(CCNC1)/C(=C(\C)/C(F)(F)F)/CNC(=O)NC2=C(C3=C(S2)CC(CC3)O)C=O
94569,CN(C)CC1=C(C=CC(=C1)C2=CC=C(S2)C3=CC(=CN=C3)N(C)SC4=C(C=C(C=C4)F)F)C=O
94625,C1C=CN=C(C1Cl)N2C(=CC(=N2)CN(N)/N=C(/C(F)(F)F)\N)C=O
94641,C1=CC2=C(C(=C1)C(=O)C(F)(F)F)SC=C2C=O
94694,CC/C=C(/NC(=O)C1=C(NCCC1)C)\N2CCC(CC2)(C3=C(C=C(C=C3F)OCC)C=O)OC
94714,CN(C1=CC=CC=C1)C(=O)[C@@H]2[C@H]3C[C@@H]([C@@H]2C=O)[C@H]4[C@@H]3SC5=C([C@@H]4C6=CC=C(C=C6)F)SC(=O)N5
94720,CC1CC(ON1)C(=O)NC23CCC(CC2)([C@H](C3)O)NCC(C=O)OC4=CC5=C(C=C4)OC(O5)(F)F
94765,C=C(/C=C\C=C(\C1C[C@@H](NC1C=O)CO)/F)Cl
94769,CC([C@H](CO)N)C(C=O)/C(=C/C=C(\C(=C)Cl)/F)/F
94781,C1=C(C=C(C=C1C(F)F)Cl)C2C(C2(Cl)Cl)(CO)C=O
94817,C1C(=CC=CN1)CNC(/C=C/C2=CC=C(C=C2)C(F)F)C=O
94822,C1C2CC(C1CC2C3=C4C=C(C=CC4=NC=C3)F)CCC5=NC6=C(N5)C=C(C=C6)C=O
94873,CN1C=C(C=N1)C2=NC(=CO2)C(=O)NC3=CN(N=C3C(F)F)C4=CC=C(C=C4)C=O
94883,CONC1=C(C=C(C=C1)OCC=O)F
94899,CC1CCC(C1)COC2=C(C=C(C(=C2)F)C=O)C3CC3
94952,CC1=CC(=C(C=C1N=CN(C)C(C)C)C=O)C2(CCCO2)C(F)(F)F
94976,CC(/C(=C\C(=C/N)\C=CC1=C(C=CC(=C1F)NSC2=CC(=CC(=C2Cl)C=O)Cl)F)/CN)N
94977,CC/C(=C\N(C)C(C=O)N)/C=CC1=C(C=CC(=C1F)N)F
95022,C1=CC(=CC=C1OCC(F)(F)F)OC2=CC(=C(C=C2C=O)Cl)Cl
95048,C1[C@H](CN2C1=C(NC2=S)C=O)C3=CC(=CC(=C3)F)F
95095,C[C@](C(=O)N[C@](CN[C@](CS)(C(=O)N)F)(CS)C=O)(N)F
95103,CN(C(=O)CCC=O)OC(=O)C1=CC=C(C=C1)C(=O)C(CCF)CS(=O)(=O)O
95115,CC1=C2C=CC=C(C2=C(C=C1)C=O)C(N(C)SC3=C(C(=C(C(=C3C)F)CS)F)C)OC
95146,CC1=CC(=CC(N1)NCC2=CC(=CC(=C2)F)C3=CC(=CNC3)C)N(C)CCC(C=O)(C#N)C4CC4
95235,CO[C@H]1CCN(C[C@H]1F)CC2(CN=NN2)C=O
95245,CC1=NC(=NC=C1C2=CN=C(N3C2=C(N=C3)C=O)NCC4=C(C=CC5=C4CCO5)F)C
95251,CC1=C(C=CC=C1C2=CC(=NC=N2)C3=CN=C(N3)/C=C\C(=N)C(F)F)C=O
95272,C1=CC(=C(C=C1F)F)CC(=N)SC(=N)C2=CNC(=C(C2=O)O)C=O
95274,CCN(C)C1(CCC1)CN2C=C(C(=O)C(=C2C=O)O)/C(=C/NCC3=C(C=C(CC3)F)F)/N
95408,CC(C1=CC2=C(C=C1C3=CNC(C=C3)C=O)N(CCN2)C)(F)F
95439,CC(C=O)N(C1CC1)C2=CC=CC(=N2)CCC3C(C4=CC=CC=C4C3=O)C5=NC=C(C=C5)F
95472,CC1=CC(=CC=C1)C(CCC2=CC=CC=C2C(C)(C)O)SC[C@]3(C[C@@H]3F)CC=O
