index,SMILES,PubChem_CID,sel_method
82611,C1=CC(=CC=C1N2C=C3C=C(C=CC3=N2)C=O)OC(F)(F)F,122424145,representative
243928,CSC1=C(C=C(C(=C1)C=O)F)C(F)(F)F,164892398,representative
79602,C1=CC(=C(C(=C1)OC(F)(F)F)OC(F)(F)F)C=O,117876454,representative
223887,COCC1=C(C=C(C(=C1F)F)C=O)Cl,117275834,representative
198970,C1=CC(=CC=C1OC2=C(C=C(C=C2)C=O)C(F)(F)F)F,81828195,representative
35965,C1CN(CCC1C(=O)NCCNC(=O)C2=CC=CC=C2Cl)C3=CC=C(C=C3)C=O,177664807,representative
185110,C1=CC=C(C(=C1)/C=C\2/C(=O)N(C(=O)S2)CCNC(=O)COC3=CC=CC=C3C=O)F,24604071,representative
219046,CC(C)C1=CC=C(C=C1)SC2=CC(=CC(=C2)F)C=O,113846517,representative
217473,CC1=C(SC=N1)CCOC2=C(C=CC=C2F)C=O,112611559,representative
82994,C1=C(C=C(C=C1C2=NC=C(C=N2)F)Cl)C=O,122475999,representative
288460,C1=CC(=C(C=C1I)I)C=O,19063383,representative
238253,C1=CC(=C(C(=C1CBr)C=O)C(F)(F)F)C(F)(F)F,134623011,representative
271101,CC1=C(C=CC(=C1C=O)OC)OC,10352401,representative
161530,CCCCCCCCCC(C/C=C/CC)OC1=C(C=C(C=C1)C=O)OCC,168229427,representative
136940,C1=CC(=CC=C1C=O)N2C=CC(=N2)C(F)F,171058855,representative
254402,COC1=C(C(=CC(=C1)C(=O)N)F)C=O,171009302,representative
192465,CCCN1C(=C(C(=N1)C)C2=CC(=C(C=C2)C=O)F)C,63806727,representative
79995,CC1=C(C2=CC=CC=C2N1CC3=CC=C(C=C3)F)/C=C(\C#N)/C4=CC=C(C=C4)C=O,117976194,representative
288837,CN(C)CCOC1=CC(=C(C=C1)O)C=O,19104789,representative
213003,CC(C)OCC(COC1=C(C=C(C=C1)F)C=O)O,107697509,representative
113971,COCCCOC1=C(C=CC(=C1)C(F)(F)F)C=O,153607142,representative
222006,CSCCCOC1=C(C=C(C=C1)C=O)C(F)(F)F,116095938,representative
104065,CCCCNC1=C(C=C(C=C1F)C=O)F,143668223,representative
185483,C1C(=O)N(C2=C(O1)C=CC(=C2)C=O)CC(=O)NC3=CC=CC=C3F,28318952,representative
197619,CC1=NN(C=C1C2=C(C=C(C=C2)C=O)F)C(C)C,81447371,representative
226245,CN1C(=C(C(=O)N(C1=O)C)C(C2=CC=C(C=C2)C=O)C3=C(N(C(=O)N(C3=O)C)C)O)O,118708326,representative
279054,COC1=C(C=C(C=C1)OC2=C(C=C(C=C2Br)C=O)Br)CC3=NNC(=O)C=C3,14673520,representative
251958,CNCCC#CC1=CC(=CC(=C1)C=O)C(F)(F)F,170465157,representative
243906,C1=CC(=C(C(=C1C(F)(F)F)C(=O)O)C=O)F,164892050,representative
93773,CCOC1=C(C=C(C=N1)N2CCOCC2)S(=O)(=O)NC3=CN=CC(=C3)C4=C(C=C(C=C4)C=O)F,137442716,representative
11934,CC1=CC(=C(C(=C1CCC2(C=CC3=C(O2)C=CC(=C3)O)C)C)C=O)O,374393,representative
215908,C1=CC(=C(C=C1C2=C(C=CC(=C2)Br)F)C=O)Cl,108392237,representative
241246,CC1=CC(=CC(=C1)C(F)F)C=O,146155793,representative
215656,CC1=CC(=C(C=C1)F)OC2=C(C=CC=C2Cl)C=O,108319087,representative
91752,C1=CC(=C(C(=C1)F)C2=NC=C(C=N2)F)C=O,134495373,representative
158799,COC1=C(C=CC(=C1)C=O)OC2=C(C(=O)N(N=C2)C3=CC=CC=C3)Cl,2992584,representative
240875,C1=C(C(=C(C(=C1F)F)F)C=O)C(F)(F)F,137889145,representative
68959,C1CCC(CC1)C2CC=C(C=C2C(F)(F)F)C3=C4CCC5=C(C4=NO3)C=CC(=C5)C=O,88943312,representative
270498,C1=CC(=C(C(=C1CO)Cl)C=O)Cl,10104380,representative
206723,C1OC2=C(O1)C=C(C(=C2)C=O)OCC3=C(C=CC(=C3)F)Cl,102604897,representative
87331,CNC(=O)C1=C(OC2=C1C=C(C(=C2)CCC(F)(F)F)C3=CC=CC(=C3)C=O)C4=CC=C(C=C4)F,129090974,representative
219635,CN(CC(=O)NC1CC1)C2=C(C(=CC=C2)F)C=O,114065116,representative
29884,CCCCCCCCCCOC1=CC=CC(=C1OCCCCCCCCCC)C=O,20375923,representative
53311,C1=CC(=C(C=C1C=O)O)OCC(F)(F)F,86625225,representative
154728,COC(=O)C1=C(C(=CC(=C1)F)Br)NC2=C(C=C(C=C2)F)C=O,176255716,representative
168753,CC1=C(C(=CC=C1)OC(=O)C2=CC=C(C=C2)C=O)C3=CC=CC=N3,102481898,representative
136093,CC(C)(C)OC(=O)N1C2CCC1CN(C2)C3=NC(=NC4=C3C=C(C(=C4F)Br)C=O)OC,170560660,representative
154714,CC1=CC(=C(C2=C1NC=C2F)C=O)OC,176248894,representative
206626,CCOC(=O)C1=CN2C(COC3=C2C(=CC(=C3C=O)F)C1=O)C,102466727,representative
202914,CC(C1=C(C=CC(=C1)C=O)O)F,84652967,representative
43314,C1CN(CCN1)C2=C(C=C(C=C2)C(F)(F)F)C=O,45036915,representative
178766,CC(C)(C)OC(=O)NC1=CC=C(C=C1)C2=CC(=C(C=C2)C3=CC=CC=C3)C=O,162415262,representative
17169,C1=CC=C2C(=C1)C(=O)NC(=N2)/C=C/C3=CC=C(C=C3)C=O,136168005,representative
191619,CC1=CC(=C(C=C1)OCC2=CC(=CC=C2)C(F)(F)F)C=O,63324781,representative
244587,C1=CC(=CC(=C1)O)C2=C(C=C(C=C2)F)C=O,165476954,representative
39297,C1=CC(=C2C=CN(C2=C1)CC3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)C=O,18973378,representative
90399,C=C(C(=O)OCCOCCOC1=CC=C(C=C1)C=O)F,132243968,representative
192621,C1=CC(=C(C(=C1)Cl)C=O)OC2=CC(=C(C=C2)F)Cl,63878306,representative
290386,C1=CC=C2C(=C1)C(=CC=N2)COC3=CC=C(C=C3)C=O,19762434,representative
200809,CC(C)(C)OC(=O)N1CCC2=CC(=C(C=C21)C=O)F,82624853,representative
196865,CCN(CC1=CC=CC(=N1)C)C2=C(C=C(C=C2)C=O)F,80276951,representative
17437,CC(=O)OC1=C(C=C(C2=C1[C@@]34CCN([C@@H](C2)[C@H]3C=C(C(=O)C4)OC)C)C=O)OC,164628755,representative
117698,C1=C(C=NC=C1C(=O)N)CCC2=CC(=C(C=C2C=O)C(F)(F)F)Br,155670801,representative
23142,C1=CC(=C(C(=C1C#N)O)C=O)F,130063157,representative
138474,CC(C)C1=C(C=C(C(=C1)C=O)NSC)F,172289813,representative
235182,C1=CC(=C(C=C1C2=NSC=C2)F)C=O,130862109,representative
166690,C1C2=C(C=CC(=C2C1=O)O)C=O,86238497,representative
101456,C1=CC(=CC2=C1C=CC(=C2)OC3=C(C=C(C=C3)C(F)(F)F)Cl)C=O,142665010,representative
83669,CCCC1=C(C(=CC(=C1)C=O)OCC)C2=CC=C(C=C2)F,122493804,representative
47322,CCCCOC1=C(C=C(C=C1)C2=CC=C(C=C2)OC(F)(F)F)C=O,58008254,representative
46128,C1CC1NC2=NC=NC3=C2C=C(C=C3)C4=CC(=C(C=C4)F)C=O,57435174,representative
207585,CC1=CC(=C(C=C1)OC)COC2=C(C=C(C=C2)C=O)F,103849998,representative
86276,C1=CC(=C(C(=C1N)C=O)F)Cl,126525308,representative
254906,C1=C(C=C(C(=C1C=O)C(=O)CBr)C(F)(F)F)C#N,171012831,representative
160046,CC1=C(C(=C(C2=C1OCC(C2=O)CC3=CC4=C(C=C3)OCO4)O)C=O)O,10383616,representative
97581,CC(C)(C[C@@H](C1=CC=C(C=C1)C=O)C2=C(C=CC=N2)C(F)(F)F)S(=O)N,140609967,representative
156567,CC1=C(C(=C(C=C1)C=O)NC)OC2=C(C=CC(=C2)F)Cl,177165018,representative
287380,C1=CC=C2C(=C1)C(=C(O2)C#N)C3=CC=C(C=C3)C=O,18947007,representative
221823,C1=CC2=NC(=CN2C=C1)COC3=C(C=CC=C3F)C=O,115955781,representative
182009,C1=CC(=CC=C1/C=C/C(=O)OC2=C(C=C(C=C2Cl)Cl)C=O)F,6231829,representative
34350,C1C=CCN1C2=CC=CC=C2C=O,130607477,representative
273962,CC1(CCC2=C(C=C(C=C21)C(C)(C)C)C=O)C,11708436,representative
53133,CC1=C(NC2=C1C(=CN=C2NCCC3=CC=CC=C3C=O)F)C,86615260,representative
97563,CC1=C(C=CC(=C1C(=O)C2=C(C(=CC=C2)F)N)C=O)F,140580515,representative
118562,C1=CC=C2C(=C1)C=C(C(=C2Br)C=O)F,156117400,representative
80841,CC(CC=C)OC1=C(C(=CC(=C1)F)F)C=O,118307037,representative
43391,C1=CC=C(C(=C1)C2=CC(=C(C=C2)F)C=O)F,46312246,representative
244810,CC1=CN(C(=N1)C)C2=CC(=CC(=C2)C=O)F,165519164,representative
211106,CC(C)CC(C)OC1=CC(=CC(=C1)C=O)F,106529480,representative
9805,C1=CC(=CC=C1/C=C/C2=C(C(=CC(=C2)O)O)C=O)O,24850536,representative
90609,CC1=C(C(=CC=C1)C(=O)N(C)C2CCC2SC3=CC=C(C=C3)F)C=O,134203655,representative
124863,C[C@@H]1CN(C[C@H](O1)C)C2=C(C3=C(C=C2C=O)C(=NO3)N4CC5(CCC5)OC4=O)F,163481460,representative
212095,C1=CC(=C(C=C1C=O)C2=CC(=C(C=C2)C(F)(F)F)F)F,107289667,representative
250993,CC(C)(C)OC(=O)NCC#CC1=C(C=C(C=C1)C=O)C(F)(F)F,169513177,representative
155808,CC(C)(C12CCC(CC1)(CC2)C3=NC=C4C=C(C=C(C4=N3)F)C=O)O,176797604,representative
92718,CC(=O)OCC(=O)N1CCN(CC1)C2=C(C=CC(=C2)C(F)(F)F)C=O,135332005,representative
83637,COC1=CC(=C(C(=C1F)N2CC3=CN=C(C=C3C4(C2=O)CC4)C5=CC(=C(C=C5)C=O)N)F)OC,122482538,representative
119088,CC1=NC=C(N=C1C(C)O)C2=C(C=C(C(=C2)OCC(F)(F)F)C=O)F,156271753,representative
25521,CC1=CC=C(C=C1)OCCOC2=CC=CC(=C2)C=O,2298541,representative
56456,C1COCCN1CC2=C(C=CC(=C2)C=O)OS(=O)(=O)C(F)(F)F,87241564,representative
180416,C1C2=C(C=CC(=C2)C=O)OCN1C3=CC=C(C=C3)Cl,177866605,representative
35685,C1CN(CCC1C(=O)NC2=NN=C(S2)C(F)(F)F)C3=CC=C(C=C3)C=O,177662446,representative
258560,C1=CC=C(C(=C1)C2=C(C=CC(=C2)C=O)OC(F)(F)F)C(F)(F)F,172879590,representative
1908,C1=CC(=CC=C1C=O)OCC(=O)O,89177,representative
91084,C1CN(CCC1C2=C(C=CC(=C2)C(F)(F)F)C=O)C(=O)O,134348887,representative
51797,COC1=CC=CC=C1C2=C(C=C(C=C2)C=O)F,81446919,representative
182079,C1CCN(CC1)C2=C(C=C(C=C2)C=O)C(F)(F)F,7148642,representative
210881,C1CN(CCNC1=O)C2=CC(=CC(=C2)C=O)F,106529252,representative
124908,C1CC1C2=C(C(=C(C(=C2F)F)C3CC3)F)C=O,163520019,representative
270067,CC(C)OC1=C(C(OC1=O)(C)C)C2=CC(=C(C=C2)S(=O)(=O)C)C=O,9903140,representative
219621,CCN(CC)C(=O)CN(C)C1=C(C(=CC=C1)F)C=O,114065102,representative
94873,CN1C=C(C=N1)C2=NC(=CO2)C(=O)NC3=CN(N=C3C(F)F)C4=CC=C(C=C4)C=O,138694208,representative
68031,CC(C)N1C(=CC=N1)C2=C(C=C(C(=C2)C=O)N)C(C)F,88871147,representative
250521,C1=CC(=C(C(=C1)F)C=O)C=CCN,169463473,representative
158894,CCOC(=O)COC1=C(C=C(C=C1)OC)C=O,288667,representative
270026,C1CN2C(=O)C(N=C(C3=CC(=CC1=C32)C=O)C4=CC=CC=C4)NC(=O)C5=CC=NC=C5,9887773,representative
158820,CC1CCCN(C1)C2=CC=C(C=C2)C=O,6485424,representative
157371,C1=CC(=CC=C1C(F)(F)F)OC2=CC(=C(C=C2)C=O)Cl,177936606,representative
135208,CC1=CC(=C(C(=C1F)Br)C=O)O,170155057,representative
236005,CC1=CC(=C(C=C1C=O)C(F)(F)F)OC,131279452,representative
83787,C1=C(C(=CC(=C1N)C(=O)O)OC(F)(F)F)C=O,122552784,representative
175259,C1C(C2=CC=CC=C2C1(C3=CC=CC=C3)C4=CC=CC=C4)C5=CC=CC(=C5)C=O,135029072,representative
24997,CC1=C(C(=C(C=C1CC2=CC=C(C=C2)N3C=CC=N3)Br)C=O)F,146167617,representative
139218,CC1=C(C=CC=C1Br)C(C(F)(F)F)NC2=C(C=C(C(=C2F)OC)C=O)Cl,172733346,representative
25448,CCOC1=C(C(=CC(=C1)C=O)I)OCC2=CC=CC=C2,1337497,representative
30316,C1=CC2=NC=NC=C2C=C1C=O,22060156,representative
251962,C1=CC(=C(C=C1F)C=O)C#CCCBr,170465954,representative
68899,CN(CC1=CC=C(C=C1)OC2=CC=C(C=C2)F)CC3=C(C=CC(=C3)C=O)OC,88939638,representative
212596,C1CCC2(C1)CC(CCO2)OC3=C(C=C(C=C3)C=O)F,107689469,representative
244639,C1=CC=C(C(=C1)C2=CC=CC(=C2F)C=O)C(=O)O,165486637,representative
85034,CCC(=NC)C1=C(C=CC(=C1)OC(F)(F)F)C=O,123598333,representative
6689,COC1=C(C=C(C=C1)C2=CC3=C(C=CN=C3C=C2)NC4=CC=CC5=C4C=NN5)C=O,86766650,representative
259376,COC(=O)CC1=C(C=CC(=C1)C2=CC=CC=C2C=O)F,176548330,representative
107237,CN(C1CCC(=O)NC1=O)C(=O)C2=CC=CC(=C2C=O)CNC(=O)C3=CC(=CC=C3)C(F)(F)F,144735334,representative
10420,COC1=CC(=C(C=C1)OCC2=CC=CC(=N2)CO)C=O,90659691,representative
213928,C1=CC2=C(C(=C1)F)OC(=C2)C3=C(C=CC(=C3)F)C=O,108257771,representative
74410,CC(C)(C)OC(=O)N1CCC2=C(C1)C(=CC(=C2)C=O)C(F)(F)F,89992707,representative
198022,C1=CC(=C(C=C1OCCCO)C(F)(F)F)C=O,81646043,representative
215557,CC1=CC(=CC(=C1)OC2=C(C=CC=C2F)C=O)C,108318910,representative
117363,CC1=CC(=CC(=C1OC2=C(C=C(C=C2)C=O)Br)C)F,155458302,representative
289812,COC1=C(C=C(C=C1)N(CC2CCCCC2)S(=O)(=O)C)C=O,19696555,representative
253534,CC(C)(C)C1=C(C=CC(=C1O)C=O)F,170994385,representative
240927,C1=CC(=C(C(=C1C(F)F)Cl)C=O)F,137948135,representative
254904,C1=CC(=C(C(=C1C=O)CC#N)C(F)(F)F)C#N,171012766,representative
223270,C1=CC(=C(C2=C1C=NN2)F)C=O,117109444,representative
222423,CN1C2=CC=CC=C2C(=N1)COC3=CC(=CC(=C3)C=O)F,116451844,representative
219146,COC1=C(C=C(C=C1)C2=C(C=CC(=C2F)Br)F)C=O,113895737,representative
278328,CCN(CC)C(=O)N[C@H]1C[C@H]2[C@@H](CC3=CNC4=C3C2=C(C=C4)C=O)N(C1)C,14191608,maxmin
34536,C1C(NC2=C(N1)N=C(NC2=O)N)CNC3=C(C=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O)C=O,136458287,maxmin
11323,C/C/1=C/C[C@]2(C(=CC(=O)C(=C(C3=C(C=CC=C3OC1)C=O)O)C2=O)C)CC=C(C)C,101204013,maxmin
85111,C1CCC2=C(C1)COC3=C(C(=C(C=C3C(CN4C2=CC=N4)(F)F)Cl)O)C=O,123638762,maxmin
133026,CCC1C(NC(=O)C1F)COC2=NC=CC3=CC(=C(C=C32)/C(=C\NC)/C)C=O,169212876,maxmin
173696,C[C@]12CCCC([C@@H]1CC3C4=C(C5=C(O3)C=CC(=C5C=O)O)OC=C24)(C)C,134924430,maxmin
157142,CN(C)/C=C\C1=C(C=C(C=C1)NC2(CCOC2)/C(=C(/C(=C)Cl)\Cl)/C(=C)F)C=O,177346434,maxmin
154198,CNC1=CC(=NN2C1=NC=C2C(=O)N[C@@H]3CC[C@H]3OC)N4CCC5=C(C=C(C=C54)F)C=O,176107518,maxmin
123534,CNCC1=CC2=C(C=C1C=O)[C@@H]3[C@H]4CC[C@H](C4)[C@@H]3C(N2)/C(=C(\C(F)(F)F)/N)/C=N,162431217,maxmin
159366,CC(C)(CN1C2=CC=CC=C2N=C1NC(=O)C3=CC(=NC=C3)C#CC4=C(C(=CC=C4)O)C=O)O,170267573,maxmin
112333,CC1CC2=C(C=C1CN3C[C@H]([C@H](C3)O)O)NC(=O)C4=C(C=CN=C4N2)NC5=C(C=C(C(=C5)C=O)C)F,149395083,maxmin
284381,CN1C=C(C2=C1C=CC(=C2)C#N)C3CCC(CC3)N4CCN(CC4)C5=C6C(=CC(=C5)C=O)C=CC=N6,18414098,maxmin
133299,CCC1=C(C=CC(=C1)NC2=NC=CN3C2=NC=C3/C(=C/C=C(\CF)/OC)/C(=C)F)C=O,169568414,maxmin
155139,CC1=CN(N=C1)C2C3(CCC3C4=C(C=CC(=C4)F)Cl)CN2C5=C(C=CC(=C5C=O)F)O,176370805,maxmin
66831,COC1=C(C(=C(C=C1CCNC2=C3C(=NC=N2)N(C=N3)C4CCCCO4)Cl)F)C=O,88540420,maxmin
92610,CC[C@@H](CC1CC(C1)(C)F)/C=C(/C2=CC=C(C=C2)C=O)\C3=NC=C(C=C3C)C4=C(CCC(=C4C)C)C,135295229,maxmin
115320,CCONCC1=C(C=CC(=C1)N2CCOC3=C2N=CC(=C3)C(=O)N4CC(C4)(C)F)C=O,154994336,maxmin
130265,CCC1=C(C(=CC=C1)NC2=NC(=NC=C2C)NC3CC=C(C=C3OC(C)F)N4CCN(CC4)C)C=O,167163696,maxmin
156540,CN(C)C1C[C@@H](N2C1=NC3=C2C=C(C=C3)C4=CN(N=C4)C(F)F)C5=C(C=CC=C5C#C)C=O,177154553,maxmin
5951,CC1(CC2=C3C(=C(C(=C2C1)OC)C=O)CC(OC3=O)O)C,25147702,maxmin
48720,CCCCN1C(=C(N=C1C2=CC=CC=C2)C(F)(F)F)CN(CCCC)CC3=CC(=C(C(=C3)C)C=O)C,58817933,maxmin
103730,C/C=C\C(=C(/C(C)N(/C(=N\N)/C1=C(N=CC(=C1)C2=CC(=C(C=C2)NC(=O)C)C=O)N)N)\F)\F,143549017,maxmin
134791,CC1=NN=C(O1)CCCCN(C)/C=C\C2=CC(=C(C(=C2C=O)F)F)C3=NC=C(C=N3)C(F)(F)F,170053554,maxmin
155843,CC1=CC=C(C=C1)S(=O)(=O)N2C=CC3=C(C(=C(C=C32)F)SC4=CC(=NC=C4)C#N)C=O,176852538,maxmin
167283,C1=CC=C2C(=C1)C3=CC4=C5C=CC=CC5=NC4=C(C3=N2)C=O,91668482,maxmin
87196,CN1C2=C(C=C(C(=C2N=C1C3=CC4=C(N3CC(F)(F)F)N=CC=C4)N5CCC[C@H](C5)N)C=O)OC,129072965,maxmin
138802,CC1=NC2=C(N1)C=C(C=C2)OC3=C(C4=NC(=CN=C4C=C3)C5=CN(N=C5)CC6CC(C6)(F)F)C=O,172482977,maxmin
104402,CCC1=C(N=C2C(=CC1)N(C(=O)[C@](CN2C3CCCC3)(C=C)F)C)NC4=C(C=C(C(=C4)F)C=O)OC,143783274,maxmin
152433,C#CC1=CC(=C(C=C1)NC2=C(C=C(C(=C2F)F)CC3=C(C(=NC=C3)N)F)C=O)F,175540673,maxmin
130521,CC1=CC(=C(C=C1C#C/C=C/N=C2C(=CC=CN2C)N/C(=C/NC)/C=C)C=O)F,167246454,maxmin
25744,CCCCCCSC1=NC2=CC=CC=C2N1CC(=O)NN3C(SCC3=O)C4=CC=C(C=C4)C=O,164887549,maxmin
169546,CC/C=C/CCC1=C(C1=O)C=O,129662528,maxmin
132216,CC1=CC(=C(C=C1NC2=NC(=NN2F)C3=CC(=C(C=C3)C4=NC=C(C=C4)C5CC5)C)C(C)NC)C=O,168993645,maxmin
155107,CC1=C(C=C(C=C1)[C@@]2(CCN(C2)C(=O)NC3=C(C=CC(=C3)C(F)F)C=O)C4=NC=NS4)F,176363765,maxmin
79792,C1CC1C2=CC3=C(C(=C2)F)C(=O)N(CCO3)C4=C(C(=CC(=C4)F)Br)C=O,117926837,maxmin
82049,CC([C@@H]1[C@@H]2C[C@H](N1C3=CC=CC(=C3C=O)C4=NC=CC=N4)[C@@H](C2)OC5=NC=C(C=C5)C(F)(F)F)OC,118951619,maxmin
157514,CC(C)C1=NC(=NN1)C2=NC=C(C=C2)CC3=C(C=C(C(=C3)C=O)CCN(C)C4=C(C=CC=N4)F)OC,177992704,maxmin
24301,C1=CC2=CC3=CC=C(N3)C(=C4C=CC(=CC5=CC=C(N5)C=C1N2)N4)C6=C(C(=C(C(=C6F)F)C=O)F)F,90957024,maxmin
54592,CC1=CC(=NC=N1)NC2=NC=C(C3=NN(C=C32)C4=C(C=C(C=C4Cl)C=O)C#N)F,86697085,maxmin
125338,C1=CC(=CC(=C1)SC2=NN=C(N2CCCC3=CN=CN3)CC4C=NC5=C4C=CC(=C5)F)C=O,163917971,maxmin
135362,C1CC2=CC(=C(C(=C2C1O)F)C3=C4CC(OC4=CC(=C3Cl)F)(CCCCN)C5=CC=CC=C5)C=O,170188941,maxmin
50214,C1CNC[C@@H]2[C@H]1N3CCOCC4=C3C2=CC(=C4)NC5=CC(=C(C=C5)C=O)F,60071857,maxmin
153828,CC1=NN=C(C=C1)NC2=CN3C(=C(C=N3)C4=CC(=C(C=C4)C=O)N5C(=CC(=N5)C(F)F)C)N=C2,175970495,maxmin
154614,C1=CC=C(C(=C1)CN2C3=C(N=C(NC3=O)N)N(C2=O)[C@H]4[C@@H]([C@@H]([C@H](O4)CO)F)O)C=O,176220490,maxmin
21597,C1=CC(=C(N=C1)N)C2=NC3=C(N2C4=CC=C(C=C4)CNCCC5=CC(=C(C=C5)C=O)C(F)F)N=CC=C3,169175449,maxmin
95572,CC1=NC2=NC=NN2C(=C1)C3CC(CN(C3)C(=O)C4=C(C5=CC=CC=C5C=C4OC)C=O)(F)F,139462749,maxmin
116276,CCN1C(=NN(C1=O)C2=C(C=C(C(=C2)/C(=C\N(C)C3=C(C=CC(=C3)C)F)/C(=C)C)C=O)F)CO,155218259,maxmin
142060,CC1=CC(=C2C(=C1)C(=O)N(C(=N2)C3CCOCC3)C(C)F)CNC4=CC=CC=C4C=O,174279685,maxmin
172601,C[C@@H]1C2=C(C=CC(=C2[C@H](OC1=O)OC)C=O)C3(CCC(CC3)(C)C)C,134833857,maxmin
157562,CC1=CC(=C(C=C1CC2=C(C=C(C=C2F)/C(=C/N)/C=NC)F)C=O)OCCN(C)CC3(CC3)C#N,177993841,maxmin
6251,CC(C)C1=C(C(=C2C(=C1C=O)C=C3[C@@]2(CCCC3(C)C)C)O)O,5316655,maxmin
109683,C/C=C(\C=C(/C=C)\C1=CCC2C1(CCC3C2CCC4=C3C=CC(=C4)C=O)C)/F,145551403,maxmin
2557,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5C=O)O)N=C4C3=C2)O,14761129,maxmin
2700,C1C(CN2C3=C(C=C(C=C3)Br)C4=C5C(=C6C7=C(N1C6=C42)C=CC(=C7)C=O)CNC5=O)CO,44430898,maxmin
17596,C[C@H]1CC[C@@H](C2=C1C(=C(C(=C2C3=C(C(=O)C=C(C3=O)O)O)C=O)O)O)C(C)C,171355260,maxmin
103701,C[C@@H]1C[C@@]([C@H](C2=C1C(=C(C=C2)Cl)C=O)NC3=CC=CC4=C3C=COC4=O)(C(F)(F)F)O,143538005,maxmin
168793,CC1(OC[C@@H](O1)[C@@H]2[C@@H]([C@@H]3[C@H](O2)OC(O3)(C)C)OCC4=CC(=C(C(=C4)C(C)(C)C)O)C=O)C,102513213,maxmin
246236,CC1=C(C(=C(C(=C1C=O)C)C#C)C)CS(=O)(=O)F,165773582,maxmin
109612,CN=C(C(=O)NCC1=CC=CC(C(=C1)Cl)F)NC2=C(C(=C(C=C2)F)OCCO)C=O,145525280,maxmin
117002,C1CSC2=C(C=CC(=C21)C3=NOC(C3)(C4=CC(=C(C(=C4)Cl)F)Cl)C(F)(F)F)C=O,155396381,maxmin
123795,C1CC2(C1)C(=O)N(C(N2C3=CC=C(C=C3)C=O)S)C4=CC(=C(CC4)C#N)C(F)(F)F,162563870,maxmin
101012,CC1CNCCN1C2=C(C(=C(C=C2)C3=NN4C(=C(C=C4C(=O)OC)Cl)C=C3)F)C=O,142514624,maxmin
119877,CCN1C(=C(C(=N1)C)F)C(=O)NC2=NC3=C4N2CC5(CCC5)COC4=CC(=C3)C=O,156543638,maxmin
18327,CC[C@H](C)/C=C(\C)/C1=CC2=C(C(=C3C(=C2O1)C=C([C@](C3=O)(CC(=O)C)O)OC)O)C=O,146682608,maxmin
118075,CC(C)(C1=C(C=CC(=C1)C2CCNCC2)C=O)C(=O)N(C)CC3=NC=C(C=C3)C4=NN=C(O4)C(F)F,155730241,maxmin
134444,CC(/C(=C\1/C2=C(C(=NN2)NCC3=CC(=C(C=C3)F)C=O)SC1=N)/C)NC,169940973,maxmin
156092,CN/C=C\C1=C(C=CC=C1N=C(/C(=C\N)/C(=O)NC2=CC(=NC=C2)C(F)(F)F)C(F)(F)F)C=O,176965627,maxmin
156533,CN1CCCC1=NC2=C(C(=C(C=C2C=O)N3CCOC(C3)/C(=C/N)/C=NC4CC4)F)Br,177151925,maxmin
179564,CC1=NC=C(C(=C1C2=C(C=CC3=CC=CC=C32)C=O)CN[S@@](=O)C(C)(C)C)OCOC,168334615,maxmin
89144,C1CN(CCC1(CNC2CC2C3=CC=C(S3)Br)F)CC4=CC=C(C=C4)C=O,130453607,maxmin
153840,C1COC2=C1C(=C(C=C2)F)CNC3=NC=C(C4=NC=CN43)C5=CC(=C(C(=C5)F)C=O)F,175976277,maxmin
74397,C[C@@H]1CN(C[C@@H](N1)C)C2COC3=C(C=C(C=C3)C=O)C4=NC(=CN24)C5=NC=NN5CC(F)(F)F,89980295,maxmin
161685,C[C@](CO)([C@@H]([C@@]12C(=O)N[C@@]([C@@H](/C=C/O1)CSC3=CC=CC(=C3)C=O)(C(=O)N2)O)O)O,5478886,maxmin
282526,CC1=C(C(=C(C=C1)C)N(CC2=CN=CC=C2)S(=O)(=O)C3=CC=C(C=C3)OC)C=O,17866494,maxmin
125605,C1CC12CN(C[C@H]2NC3=CC(=C(C(=C3)F)C=O)F)CCCF,164168099,maxmin
277570,CC(C)C(C)(C#N)N1C(=O)C=C(C1=O)NC2=CC=CC=C2C=O,13730723,maxmin
86451,CC1(CCS(=O)(=O)CC1)C2=CNN3C2=NC4=CC(=CC(=C43)C=O)F,126581455,maxmin
94952,CC1=CC(=C(C=C1N=CN(C)C(C)C)C=O)C2(CCCO2)C(F)(F)F,138712359,maxmin
179598,CC1=CC=C(C=C1)S(=O)(=O)N2C[C@H]3C[C@]3(C2=NC4=CC=CC=C4C=O)C5=CC=C(C=C5)C(C)(C)C,168350803,maxmin
287788,CN1C(=O)C(=CN1)C(=O)C2=C(C(=C(C=C2)S(=O)(=O)C)C=O)Cl,18974780,maxmin
1430,C1COC[C@H](N1C(=O)C2=C(N=CC=C2)CCO)COC3=CC=CC(=C3C=O)O,146567655,maxmin
77974,CCCC(C1=CC=C(C=C1)C=O)N2C(=O)C(=NC23CCCCCC3)C4=CC=C(CC4)F,91542367,maxmin
173341,COCCOCOC1(CCC=C1C#CC2=CC=CC=C2C=O)CC#CI,134885296,maxmin
7074,C1[C@H]([C@H]1F)C(=O)NC2=CN3C=C(N=CC3=N2)C4=C5C=NNC5=C(C(=C4Cl)F)C=O,164520629,maxmin
