index,SMILES,MW,PubChem_CID,reject_reason
70,C1=CC(=CC(=C1)[N+](=O)[O-])C=O,151.12,7449,zwitterion_or_nitro
79,C([C@H]([C@H]([C@@H]([C@H](C=O)[18F])O)O)O)O,181.15,68614,isotope
93,C1=CC(=CC=C1C=O)[N+](=O)[O-],151.12,541,zwitterion_or_nitro
114,C(CCl)N(C(=O)N[C@@H](C=O)[C@H]([C@@H]([C@@H](CO)O)O)O)N=O,313.69,451706,reactive_group
148,C1=CC=C(C(=C1)C=O)[N+](=O)[O-],151.12,11101,zwitterion_or_nitro
213,C1=C(OC(=C1)[N+](=O)[O-])C=O,141.08,12774,zwitterion_or_nitro
270,C1=C(C=C(C(=C1[N+](=O)[O-])O)O)C=O,183.12,5748957,zwitterion_or_nitro
280,C1=CC(=C(C=C1[N+](=O)[O-])C=O)O,167.12,66808,zwitterion_or_nitro
358,C1=CC(=C(C=C1[N+](=O)[O-])C=O)Cl,185.56,72933,zwitterion_or_nitro
404,COC1=C(C=C(C(=C1)C=O)[N+](=O)[O-])OC,211.17,88505,zwitterion_or_nitro
406,COC1=CC(=CC(=C1O)C=O)[N+](=O)[O-],197.14,307886,zwitterion_or_nitro
408,C1=CC(=CC(=C1)[N+](=O)[O-])C2=CC=C(O2)C=O,217.18,612417,zwitterion_or_nitro
409,C1=CC(=C(C=C1[N+](=O)[O-])Cl)C2=CC=C(O2)C=O,251.62,619653,zwitterion_or_nitro
416,C1=CC(=C(C(=C1)[N+](=O)[O-])O)C=O,167.12,78934,zwitterion_or_nitro
457,C1=CC(=C(C=C1O)C=O)[N+](=O)[O-],167.12,39211,zwitterion_or_nitro
458,C1OC2=C(O1)C=C(C(=C2)C=O)[N+](=O)[O-],195.13,12840,zwitterion_or_nitro
463,C1=CC(=C(C=C1F)[N+](=O)[O-])C=O,169.11,76226,zwitterion_or_nitro
464,C1=CC(=C(C=C1Br)C=O)[N+](=O)[O-],230.02,97233,zwitterion_or_nitro
519,C1=CC(=C(C=C1C=O)[N+](=O)[O-])O,167.12,18169,zwitterion_or_nitro
557,C1CCN(C1)C2=C(C=C(C=C2)C=O)[N+](=O)[O-],220.22,599518,zwitterion_or_nitro
583,C1=CC(=C(C(=C1)[N+](=O)[O-])C=O)[N+](=O)[O-],196.12,69073,zwitterion_or_nitro
586,C1=C(SC(=C1)[N+](=O)[O-])C=O,157.15,78281,zwitterion_or_nitro
594,C1=C(C=C(C(=C1C=O)O)[N+](=O)[O-])Br,246.01,618699,zwitterion_or_nitro
602,C1=CC(=C(C=C1C=O)[N+](=O)[O-])Cl,185.56,85505,zwitterion_or_nitro
613,C1=C(C=C(C(=C1C=O)O)[N+](=O)[O-])[N+](=O)[O-],212.12,75571,zwitterion_or_nitro
618,COC1=CC(=CC(=C1O)[N+](=O)[O-])C=O,197.14,81134,zwitterion_or_nitro
736,CN(CCC=O)N=O,116.12,98533,reactive_group
798,C1=CC=C(C(=C1)CC2=CC(=C(C(=C2)[N+](=O)[O-])O)C=O)Cl,291.68,720992,zwitterion_or_nitro
822,C1=CC=C(C(=C1)CN2C=CC=C2C=O)[N+](=O)[O-],230.22,736217,zwitterion_or_nitro
848,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])C=O,196.12,68250,zwitterion_or_nitro
858,COC1=C(C(=C(C=C1)OC)[N+](=O)[O-])C=O,211.17,267935,zwitterion_or_nitro
869,C1=CC(=CC=C1COC2=CC=C(C=C2)C=O)[N+](=O)[O-],257.24,735836,zwitterion_or_nitro
881,COC1=C(C(=CC(=C1O)Br)C=O)[N+](=O)[O-],276.04,3853255,zwitterion_or_nitro
903,C1=CC(=CC=C1C2=CC=C(O2)C=O)[N+](=O)[O-],217.18,81567,zwitterion_or_nitro
910,COC1=CC=CC(=C1[N+](=O)[O-])C=O,181.15,98867,zwitterion_or_nitro
918,COC1=CC(=C(C=C1)[N+](=O)[O-])C=O,181.15,230371,zwitterion_or_nitro
931,C1=CC2=C(C=C1[N+](=O)[O-])C(=O)C(=CO2)C=O,219.15,1268078,zwitterion_or_nitro
936,C1=CC(=CC=C1N2C=C(N=N2)C=O)[N+](=O)[O-],218.17,2748718,zwitterion_or_nitro
945,C1=C(C=C(C(=C1[N+](=O)[O-])C=O)[N+](=O)[O-])[N+](=O)[O-],241.11,69074,zwitterion_or_nitro
1022,C(C[C@@H](C(=O)[O-])[NH3+])C=O,131.13,49791979,zwitterion_or_nitro
1172,CC[C@H](C=O)[C@@H](CNS(=O)(=O)C1=CC=C(C=C1)[N+](=O)[O-])C(=O)O,344.34,6323527,zwitterion_or_nitro
1260,CCOC1=CC(=CC(=C1O)N=NC2=CC(=CC=C2)[N+](=O)[O-])C=O,315.28,628838,zwitterion_or_nitro
1263,CC1=CC(=C(N1C2=CC(=C(C=C2)NC3CCCC3)[N+](=O)[O-])C)C=O,327.4,2892691,zwitterion_or_nitro
1321,C1=CC=C(C(=C1)C=O)OCCOC2=CC=C(C=C2)[N+](=O)[O-],287.27,578365,zwitterion_or_nitro
1323,C1=CC(=CC(=C1)[N+](=O)[O-])N2C=CC=C2C=O,216.19,612176,zwitterion_or_nitro
1336,C1=CC=C2C(=C1)C(=CN2CC3=CC=C(C=C3)[N+](=O)[O-])C=O,280.28,883381,zwitterion_or_nitro
1456,CN(C(=O)N[C@@H](C=O)[C@H]([C@@H]([C@@H](CO)O)O)O)N=O,265.22,23615975,reactive_group
1463,CN1C(=CN=C1[N+](=O)[O-])C=O,155.11,100390,zwitterion_or_nitro
1464,CN(C1=CC=C(C=C1)C=O)N=O,164.16,13238367,reactive_group
1509,CC1=CC(=C(C=C1)OCC2=C(C=CC(=C2)C=O)OC)[N+](=O)[O-],301.29,673671,zwitterion_or_nitro
1512,CCN(CC)C1=CC(=C(C=C1)N=NC2=C(C(=C(S2)C=O)Cl)C#N)NC(=O)COC,433.9,12116632,reactive_group
1514,C([C@H]([C@@H]([C@@H]([C@H](C=O)O)O)O)O)N=[N+]=[N-],205.17,150124,zwitterion_or_nitro
1515,C([C@H]([C@H]([C@@H]([C@H](C=O)O)O)O)O)N=[N+]=[N-],205.17,155614,zwitterion_or_nitro
1566,C1=CC(=C(C=C1Cl)C=O)[N+](=O)[O-],185.56,81123,zwitterion_or_nitro
1590,COC1=C(C=C(C(=C1)C=O)[N+](=O)[O-])O,197.14,220398,zwitterion_or_nitro
1615,C1=CC(=C(C=C1[N+](=O)[O-])Cl)C=O,185.56,278166,zwitterion_or_nitro
1619,COC1=C(C=C(C(=C1)[N+](=O)[O-])C=O)O,197.14,285294,zwitterion_or_nitro
1624,CN(C)C1=CC(=C(C=C1)C=O)[N+](=O)[O-],194.19,291352,zwitterion_or_nitro
1639,COC1=CC(=C(C=C1)C=O)[N+](=O)[O-],181.15,357691,zwitterion_or_nitro
1645,COC1=C(C=C(C(=C1)C=O)[N+](=O)[O-])OCC2=CC=CC=C2,287.27,561363,zwitterion_or_nitro
1647,C1=CN(C(=C1)C=O)C2=CC=C(C=C2)[N+](=O)[O-],216.19,564844,zwitterion_or_nitro
1666,CC1=C(C2=C(N1)C=CC(=C2)[N+](=O)[O-])C=O,204.18,609359,zwitterion_or_nitro
1677,C1=CC=C(C(=C1)C2=CC=C(O2)C=O)[N+](=O)[O-],217.18,673649,zwitterion_or_nitro
1691,C1=CC=C(C(=C1)C=O)OCC2=CC=C(C=C2)[N+](=O)[O-],257.24,720715,zwitterion_or_nitro
1714,C1=CC(=C(C=C1Cl)[N+](=O)[O-])C2=CC=C(O2)C=O,251.62,1268286,zwitterion_or_nitro
1783,C1=CC(=C(C=C1C=O)O)[N+](=O)[O-],167.12,69712,zwitterion_or_nitro
1805,C1=C(C=C(C(=C1C=O)O)Br)[N+](=O)[O-],246.01,519307,zwitterion_or_nitro
1808,COC1=CC(=C(C(=C1)[N+](=O)[O-])O)C=O,197.14,522218,zwitterion_or_nitro
1819,C1=CC(=C(C=C1F)C=O)[N+](=O)[O-],169.11,587090,zwitterion_or_nitro
1826,COC1=C(C=C(C=C1)C=O)[N+](=O)[O-],181.15,700608,zwitterion_or_nitro
1850,COC1=C(C=CC(=C1)C=O)[N+](=O)[O-],181.15,11492043,zwitterion_or_nitro
1854,C1=CC(=C(C(=C1)F)C=O)[N+](=O)[O-],169.11,13524043,zwitterion_or_nitro
1910,COC1=C(C=C(C=C1)[N+](=O)[O-])C=O,181.15,90685,zwitterion_or_nitro
1945,C1=CC2=C(C(=C1)[N+](=O)[O-])C(=CN2)C=O,190.16,11095397,zwitterion_or_nitro
1946,[2H]C(=O)C1=CC=C(C=C1)OC,137.15,11252044,isotope
2003,C(CC(C(=O)[O-])[NH3+])C=O,131.13,25245270,zwitterion_or_nitro
2041,C1=CC=C(C=C1)CN2C3=C(C=C(C=C3)[N+](=O)[O-])C(=C2C=O)CN4C=CN=C4,360.4,361928,zwitterion_or_nitro
2047,C1=CC=C(C=C1)C2=NO[N+](=C2C=O)[O-],190.16,10352496,zwitterion_or_nitro
2259,C/C(=C\1/[C@H](C#C/C=C\C#C[C@@](/C1=C\COC(=O)C2=CC=C(C=C2)[N+](=O)[O-])(CC=O)O)O)/NC(=O)OC,494.4,156009463,zwitterion_or_nitro
2271,CN1C=CN=C1SC2=C(C=C(C=C2)C=O)[N+](=O)[O-],263.27,684607,zwitterion_or_nitro
2275,CCC1=C[N+](=CC=C1)C2=C(SC(=N2)[O-])C=O,234.28,792704,zwitterion_or_nitro
2316,CCOC1=C(C=CC(=C1)C=O)OCCN2C(=NC=C2[N+](=O)[O-])C,319.31,3589847,zwitterion_or_nitro
2323,C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C4=C(C=C(C=C4)[N+](=O)[O-])C=O,369.4,4903137,zwitterion_or_nitro
2353,CC1=C(C=CC(=C1)OCC2=C(C=CC(=C2)C=O)OC)[N+](=O)[O-],301.29,590887,zwitterion_or_nitro
2359,CC1=CC(=C(N1C2=CC=C(C=C2)OC3=NC=C(C=C3)[N+](=O)[O-])C)C=O,337.3,818769,zwitterion_or_nitro
2368,CC1=CC(=C(N1C2=CC(=C(C=C2)N3CCCC3)[N+](=O)[O-])C)C=O,313.35,2894937,zwitterion_or_nitro
2388,COC1=C(C=C(C=C1O)C=O)[N+](=O)[O-],197.14,94857,zwitterion_or_nitro
2406,C1=CC=C2C(=C1)C(=CN2CC3=CC(=CC=C3)[N+](=O)[O-])C=O,280.28,883348,zwitterion_or_nitro
2416,C1=CC=C(C(=C1)N=NC2=CC(=C(C=C2)O)C=O)Cl,260.67,2770510,reactive_group
2493,CC(=O)N1CCN(CC1)C(=O)/C=C/C2=CC(=C(C=C2)SC3=CC=CC=C3C=O)[N+](=O)[O-],439.5,10622923,zwitterion_or_nitro
2582,CCN(CC)C1=C(C=C(C=C1)C=O)[N+](=O)[O-],222.24,20109537,zwitterion_or_nitro
2887,C1CCC(CC1)C[C@@H](C(=O)N[C@@H](C[C@@H]2CCNC2=O)C=O)NC(=O)OCC3=CC(=CC=C3)[N+](=O)[O-],488.5,118737645,zwitterion_or_nitro
2890,CC1=NC2=C(C(=C(C=C2N1CC3=CC=C(C=C3)C=O)Cl)Cl)[N+](=O)[O-],364.2,121270031,zwitterion_or_nitro
2915,CC1=C(C(=C(C(=N1)N=NC2=CC=C(C=C2)C(=O)O)CCC(=O)O)C=O)O,357.32,136082632,reactive_group
2916,CC1=C(C(=C(C(=N1)N=NC2=C(C=CC(=C2)S(=O)(=O)O)S(=O)(=O)O)CCC(=O)O)C=O)O,473.4,136088910,reactive_group
2987,[2H]C([2H])(C1=CC=C(C=C1)F)OC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C=O,423.5,166632410,isotope
3046,C1=CC=C2C=[N+](C=CC2=C1)C3=C(SC(=N3)[O-])C=O,256.28,767188,zwitterion_or_nitro
3064,CN1C=C(C=C1C=O)C(=O)C2=CC=C(C=C2)[N+](=O)[O-],258.23,2765135,zwitterion_or_nitro
3072,C1=CC(=CC=C1C=O)OCCOC2=CC=C(C=C2)[N+](=O)[O-],287.27,5018629,zwitterion_or_nitro
3074,C1=C2C(=CC(=C1Cl)Cl)N(C(=C2C=O)Cl)[C@H]3[C@@H]([C@@H]([C@H](O3)CN=[N+]=[N-])O)O,405.6,5273001,zwitterion_or_nitro
3099,CN(C)C1=CC=C(C=C1)N=NC2=CC=C(C=C2)C=O,253.3,38241,reactive_group
3106,C(CCl)N(C(=O)NC(C=O)C(C(C(CO)O)O)O)N=O,313.69,301389,reactive_group
3109,C1=CC2=NO[N+](=C2C=C1C=O)[O-],164.12,596263,zwitterion_or_nitro
3121,C1=C(C(=CC(=C1O)O)[N+](=O)[O-])C=O,183.12,3782344,zwitterion_or_nitro
3316,CN(C(CCC=O)C1=CN=CC=C1)N=O,207.23,62228,reactive_group
3342,C1=C(C=C(C(=C1CCl)O)C=O)[N+](=O)[O-],215.59,99380,zwitterion_or_nitro
3360,C1=C(C(=C(C(=C1[N+](=O)[O-])O)O)Cl)C=O,217.56,5747986,zwitterion_or_nitro
3379,C1=C(C2=NON=C2C(=C1)[N+](=O)[O-])N[C@@H](C=O)[C@H]([C@@H]([C@@H](CO)O)O)O,342.26,6711157,zwitterion_or_nitro
3393,CC1=CC(=C(N1C2=CC(=CC=C2)[N+](=O)[O-])C)C=O,244.25,618520,zwitterion_or_nitro
3409,CC(=O)NC1=C(C=C(C=C1)C=O)[N+](=O)[O-],208.17,291355,zwitterion_or_nitro
3415,C1=CC(=CC(=C1)[N+](=O)[O-])C2=CC=C(S2)C=O,233.24,390173,zwitterion_or_nitro
3493,C1=CC(=CC=C1C=O)C2(N=N2)C(F)(F)F,214.14,11333359,reactive_group
3521,C1=C(C=C(C(=C1C=O)O)[N+](=O)[O-])Cl,201.56,177763,zwitterion_or_nitro
3555,C1=CC(=C(C=C1[N+](=O)[O-])O)C=O,167.12,75570,zwitterion_or_nitro
3559,C1=CC(=C(C=C1Cl)[N+](=O)[O-])C=O,185.56,79674,zwitterion_or_nitro
3560,C1=CC(=C(C(=C1)Cl)C=O)[N+](=O)[O-],185.56,80701,zwitterion_or_nitro
3563,C1=C[N+](=CC=C1C=O)[O-],123.11,81636,zwitterion_or_nitro
3567,COC1=C(C=CC(=C1[N+](=O)[O-])C=O)O,197.14,96959,zwitterion_or_nitro
3572,[2H]C(=O)C([2H])([2H])[2H],48.08,123124,isotope
3585,C1=C(SC=C1C=O)[N+](=O)[O-],157.15,144730,zwitterion_or_nitro
3587,COC1=C(C=C(C(=C1)C=O)[N+](=O)[O-])OCC(=O)O,255.18,146193,zwitterion_or_nitro
3588,COC1=C(C(=C(C=C1)C=O)[N+](=O)[O-])OC,211.17,152437,zwitterion_or_nitro
3604,C1=CC2=C(C=C1[N+](=O)[O-])C(=CN2)C=O,190.16,246039,zwitterion_or_nitro
3613,CC1=C(C=CC=C1[N+](=O)[O-])C=O,165.15,262241,zwitterion_or_nitro
3658,CC1=CC(=C(C=C1)C=O)[N+](=O)[O-],165.15,590446,zwitterion_or_nitro
3671,C1=CC(=C(C=C1C=O)[N+](=O)[O-])F,169.11,598129,zwitterion_or_nitro
3685,C1=CC(=C(C=C1Br)[N+](=O)[O-])C=O,230.02,608099,zwitterion_or_nitro
3736,C1=CC(=C(C=C1C=O)[N+](=O)[O-])Br,230.02,808792,zwitterion_or_nitro
3769,CC1=C(C=C(C=C1)C=O)[N+](=O)[O-],165.15,1798998,zwitterion_or_nitro
3770,COC1=C(C=CC(=C1)C=O)OCC2=CC=C(C=C2)[N+](=O)[O-],287.27,2063446,zwitterion_or_nitro
3782,C1=CC(=C(C=C1[N+](=O)[O-])C=O)F,169.11,2734770,zwitterion_or_nitro
3813,C1=CC(=CC=C1C=O)C2=CC=C(C=C2)[N+](=O)[O-],227.21,2763586,zwitterion_or_nitro
3843,C1=CC(=C(C(=C1[N+](=O)[O-])Cl)C=O)Cl,220.01,2794912,zwitterion_or_nitro
3864,COC(=O)C1=CC(=C(C=C1)C=O)[N+](=O)[O-],209.16,3457222,zwitterion_or_nitro
3877,C1=CC(=C(C=C1C=O)Cl)[N+](=O)[O-],185.56,3769779,zwitterion_or_nitro
3928,COC1=CC(=C(C=C1C=O)OC)[N+](=O)[O-],211.17,10443121,zwitterion_or_nitro
3937,C1=CC=C(C=C1)[13CH]=O,107.11,10877067,isotope
3940,[2H]C(=O)C1=CC=CC=C1,107.13,10887848,isotope
3942,C1=CC=C(C(=C1)C=O)N=[N+]=[N-],147.13,10888060,zwitterion_or_nitro
3988,C1=CC(=C(C=C1[N+](=O)[O-])C=O)Br,230.02,11138942,zwitterion_or_nitro
3989,[2H]C1=C(C(=C(C(=C1[2H])[2H])C=O)[2H])[2H],111.15,11159309,isotope
3990,C1=CC(=C(C=C1C(F)(F)F)[N+](=O)[O-])C=O,219.12,11160305,zwitterion_or_nitro
4014,CC1=CC(=C(C=C1)[N+](=O)[O-])C=O,165.15,11805110,zwitterion_or_nitro
4044,C1=CC(=C(C(=C1)[N+](=O)[O-])Cl)C=O,185.56,12667713,zwitterion_or_nitro
4047,[2H]C1=C(C(=C(C(=C1[2H])[2H])C(=O)[2H])[2H])[2H],112.16,12998378,isotope
4057,CC1=C(C(=CC=C1)C=O)[N+](=O)[O-],165.15,13573567,zwitterion_or_nitro
4194,COC1=CC(=CC(=C1OC)C=O)[N+](=O)[O-],211.17,232525,zwitterion_or_nitro
4215,C1CCN(CC1)C2=C(C=C(C=C2)C=O)[N+](=O)[O-],234.25,2737076,zwitterion_or_nitro
4330,C(=O)[C@@H](C(=O)[O-])[NH3+],103.08,86289313,zwitterion_or_nitro
4478,C1=CC(=CC(=C1)OC2=C(C=C(C=C2)[N+](=O)[O-])[N+](=O)[O-])C=O,288.21,248786,zwitterion_or_nitro
4495,CC1=C[N+](=CC=C1)C2=C(SC(=N2)[O-])C=O,220.25,767177,zwitterion_or_nitro
4510,CC1=C(C2=CC=CC=C2N1CC3=CC=C(C=C3)[N+](=O)[O-])C=O,294.3,883587,zwitterion_or_nitro
4519,CCC1=CC=[N+](C=C1)C2=C(SC(=N2)[O-])C=O,234.28,915520,zwitterion_or_nitro
4523,CC(C)C1=CC=[N+](C=C1)C2=C(SC(=N2)[O-])C=O,248.3,950727,zwitterion_or_nitro
4527,COC1=C(C=C(C=C1)C=O)COC2=C(C=C(C=C2)Cl)[N+](=O)[O-],321.71,973675,zwitterion_or_nitro
4559,COC1=C(C=CC(=C1)C=O)OCCCCOC2=CC=CC=C2[N+](=O)[O-],345.3,2283903,zwitterion_or_nitro
4560,COC1=C(C=CC(=C1)C=O)OCCCOC2=CC=CC=C2[N+](=O)[O-],331.32,2284606,zwitterion_or_nitro
4561,COC1=C(C=C(C=C1)C=O)OS(=O)(=O)C2=CC=CC=C2[N+](=O)[O-],337.31,2284863,zwitterion_or_nitro
4566,COC1=C(C=CC(=C1)C=O)OCCCOC2=CC=C(C=C2)[N+](=O)[O-],331.32,2291974,zwitterion_or_nitro
4586,CC1=CC(=C(N1C2=CC(=C(C=C2)N3CCCCC3)[N+](=O)[O-])C)C=O,327.4,2892417,zwitterion_or_nitro
4587,CC1=CC(=C(N1C2=CC(=C(C=C2)N3CCOCC3)[N+](=O)[O-])C)C=O,329.35,2893124,zwitterion_or_nitro
4588,CC1=CC(=C(N1C2=CC(=C(C=C2)NC3CCCCC3)[N+](=O)[O-])C)C=O,341.4,2911354,zwitterion_or_nitro
4617,C1=CC(=CC(=C1)N=NC2=CC(=C(C=C2)O)C=O)C(=O)O,270.24,4014500,reactive_group
4748,C1=CN(C=C1C=O)C2=C(C=C3C(=C2)N4C(=NC(=N4)C(=O)O)C(=O)N3)[N+](=O)[O-],368.26,11372070,zwitterion_or_nitro
4749,CCOC(=O)C1=NN2C3=CC(=C(C=C3NC(=O)C2=N1)[N+](=O)[O-])N4C=CC(=C4)C=O,396.3,11418042,zwitterion_or_nitro
4769,C1C[C@@H](N(C1)S(=O)(=O)C2=CC=CC=C2[N+](=O)[O-])C(=O)NC(CC3=CC=CC=C3)C=O,431.5,11849705,zwitterion_or_nitro
4770,C1C[C@@H](N(C1)S(=O)(=O)C2=CC=C(C=C2)[N+](=O)[O-])C(=O)NC(CC3=CC=CC=C3)C=O,431.5,11849751,zwitterion_or_nitro
4776,C1C[C@@H](N(C1)S(=O)(=O)C2=CC=CC(=C2)[N+](=O)[O-])C(=O)NC(CC3=CC=CC=C3)C=O,431.5,11849846,zwitterion_or_nitro
4811,CC(C)[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C=O)NC(=O)C2=CC=C(C=C2)N=NC3=CC=CC=C3,456.5,16735952,reactive_group
4812,CC(C)C[C@@H](C=O)NC(=O)[C@H](C(C)C)NC(=O)C1=CC=C(C=C1)N=NC2=CC=CC=C2,422.5,16735953,reactive_group
4813,CC(C)C[C@@H](C=O)NC(=O)[C@H](C(C)C)NC(=O)C1=CC(=CC=C1)N=NC2=CC=CC=C2,422.5,16736151,reactive_group
4814,CC(C)C[C@@H](C=O)NC(=O)[C@H](C(C)C)NS(=O)(=O)C1=CC=C(C=C1)N=NC2=CC=CC=C2,458.6,16736166,reactive_group
4815,CC(C)[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C=O)NC(=O)C2=CC(=CC=C2)N=NC3=CC=CC=C3,456.5,16737174,reactive_group
4840,CCCN(CCC)C1=C(C=C(C=C1)C=O)[N+](=O)[O-],250.29,28951450,zwitterion_or_nitro
4933,CC1=CC=C(C=C1)S(=O)(=O)N2CC(CC2C(=O)N[C@@H](CC3=CC=CC=C3)C=O)N=[N+]=[N-],441.5,44342381,zwitterion_or_nitro
5026,CC(C)C[C@@H]([13CH]=O)NC(=O)OC(C)(C)C,216.28,44408060,isotope
5050,CC(C)C[C@@H](C=O)NC(=O)[C@H](C(C)C)NCS(=O)(=O)C1=CC=C(C=C1)N=NC2=CC=CC=C2,472.6,44424527,reactive_group
5051,CC(C)C[C@@H](C=O)NC(=O)[C@H](C(C)C)NCS(=O)(=O)C1=CC=C(C=C1)N=NN2CCOCC2,481.6,44424530,reactive_group
5123,C1[C@@H](COC2=NC(=CN21)[N+](=O)[O-])OCC3=CC=C(C=C3)C4=CC=C(C=C4)C=O,379.4,44626824,zwitterion_or_nitro
5124,C1[C@@H](COC2=NC(=CN21)[N+](=O)[O-])OCC3=CC=C(C=C3)C4=CC=CC=C4C=O,379.4,44627877,zwitterion_or_nitro
5125,C1[C@@H](COC2=NC(=CN21)[N+](=O)[O-])OCC3=CC=C(C=C3)C4=CC=CC(=C4)C=O,379.4,44628084,zwitterion_or_nitro
5139,C1=C2C(=CC(=C1Cl)Cl)N(C(=C2C=O)Cl)C3[C@@H]([C@@H]([C@H](O3)CN=[N+]=[N-])O)O,405.6,46877322,zwitterion_or_nitro
5142,CC(C)C[C@@H](C=O)NC(=O)[C@H](C(C)C)NCS(=O)(=O)C1=CC=C(C=C1)N=NN2CCCCC2,479.6,46877560,reactive_group
5284,C1=CC=C2C(=C1)C3=C(N2CCCCN=[N+]=[N-])C4=C(C=C3)C(=CN4)C=O,331.4,57396331,zwitterion_or_nitro
5311,C1[C@@H](COC2=NC(=CN21)[N+](=O)[O-])OCC3=CC=C(C=C3)C=O,303.27,71540423,zwitterion_or_nitro
5312,C1[C@@H](COC2=NC(=CN21)[N+](=O)[O-])OCC3=CC(=CC=C3)C=O,303.27,71540424,zwitterion_or_nitro
5340,CC1=CC=C(C=C1)S(=O)(=O)N2C[C@@H](C[C@H]2C(=O)N[C@@H](CC3=CC=CC=C3)C=O)N=[N+]=[N-],441.5,73349875,zwitterion_or_nitro
5372,C1=CC(=CC=C1C2=NN(C=C2C=O)C3=NC4=C(S3)C=C(C=C4)S(=O)(=O)N)[N+](=O)[O-],429.4,118721390,zwitterion_or_nitro
5476,CC1(CC=C[C@@]2([C@@H]1C=O)COC(=O)[C@]34[C@H]2CC[C@H]([C@H]3OC(=O)C5=CC=C(C=C5)[N+](=O)[O-])C(=C)C4=O)C,493.5,145949871,zwitterion_or_nitro
5500,C1=CC=C(C=C1)S(=O)(=O)CC2=C(N3C=C(C=C(C3=N2)C4=CC=C(C=C4)C=O)Cl)[N+](=O)[O-],455.9,145986651,zwitterion_or_nitro
5524,CC1=C(C(=CC(=N1)N=NC2=CC3=C(C=C(C=C3S(=O)(=O)O)[N+](=O)[O-])C(=C2)S(=O)(=O)O)C=O)O,496.4,155533385,zwitterion_or_nitro
5530,C1=CC(=CC2=C1C=CC(=O)O2)OCCCN3C=C(N=N3)COC4=C(C=C(C=C4)[N+](=O)[O-])C=O,450.4,155545674,zwitterion_or_nitro
5542,CC(C)C[C@@H](C=O)NC(=O)[C@@H]1CCCN1S(=O)(=O)C2=CC=C(C=C2)N=NC3=CC=CC=C3,456.6,156014941,reactive_group
5550,COC1=CC(=CC(=C1)N2CCN(CC2)C(=O)C3=CC(=C(C=C3)C=O)[N+](=O)[O-])OC,399.4,162645495,zwitterion_or_nitro
5623,[2H]C([2H])(C1=C(C(=C(C(=C1F)F)F)F)F)OC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C=O,495.4,166625304,isotope
5650,C1=CC(=CC(=C1)[N+](=O)[O-])C2=C(C=NN2)C=O,217.18,776512,zwitterion_or_nitro
5678,C1=CC(=CC=C1C=O)N2C(=CN=N2)C3=CC=C(C=C3)[N+](=O)[O-],294.26,803968,zwitterion_or_nitro
5683,COC1=C(C=C(C=C1)C2=NN(C=C2C=O)C3=CC=CC=C3)[N+](=O)[O-],323.3,876500,zwitterion_or_nitro
5686,CC(C)C1=C[N+](=CC=C1)C2=C(SC(=N2)[O-])C=O,248.3,950133,zwitterion_or_nitro
5693,CC1=C(C=CC=C1[N+](=O)[O-])N2C=CC=C2C=O,230.22,1481981,zwitterion_or_nitro
5702,CC1=C(N2C=CC=CC2=C1C=O)C(=O)C3=CC(=C(C=C3)Cl)[N+](=O)[O-],342.7,2348966,zwitterion_or_nitro
5721,COC1=C(C=CC(=C1)C=O)OC2=C(C=C(C=C2)S(=O)(=O)N3CCOCC3)[N+](=O)[O-],422.4,4567470,zwitterion_or_nitro
5763,CCOC1=CC(=C(C=C1)C2=CC=C(O2)C=O)[N+](=O)[O-],261.23,802913,zwitterion_or_nitro
5765,COC1=C(C(=CC(=C1)C=O)Cl)OCC2=CC=C(C=C2)[N+](=O)[O-],321.71,883232,zwitterion_or_nitro
5766,CC1=CC(=NC(=N1)SC2=C(C=C(C=C2)C=O)[N+](=O)[O-])C,289.31,894093,zwitterion_or_nitro
5772,C1=CC=C2C(=C1)C(=C(N2)C=O)N(C3=CC=C(C=C3)[N+](=O)[O-])C(=O)CCl,357.7,3810898,zwitterion_or_nitro
5783,CC1(N(C2=C([N+]1=O)C=CC(=C2)COC3=CC=C(C=C3)C=O)[O-])C,312.32,53323345,zwitterion_or_nitro
5827,C1=CC=C(C=C1)N2C=C(C(=N2)C3=CC(=CC=C3)[N+](=O)[O-])C=O,293.28,818597,zwitterion_or_nitro
5854,C1COCCN1C2=C(C=C(C=C2)[N+](=O)[O-])C=O,236.22,2794872,zwitterion_or_nitro
5855,COC1=CC(=CC(=C1O)C=O)N=NC2=CC=C(C=C2)Br,335.15,3097951,reactive_group
5858,C1=CC2=C(C(=C1)[N+](=O)[O-])N=C(C=C2)C=O,202.17,4737073,zwitterion_or_nitro
5881,C1=CC(=C(C(=C1[N+](=O)[O-])C=O)O)O,183.12,10352338,zwitterion_or_nitro
5885,C1=CC(=C(C(=C1C=O)O)O)[N+](=O)[O-],183.12,10442360,zwitterion_or_nitro
5910,C1=CC(=CC=C1C=O)OC2=CC=C(C3=NON=C23)[N+](=O)[O-],285.21,12122476,zwitterion_or_nitro
