index,SMILES,MW,PubChem_CID,reject_reason
166478,CC1=CC2=C(C=C1C)N(N=C2C=O)C3=CC=C(C=C3)[N+](=O)[O-],295.29,85780830,zwitterion_or_nitro
166525,C1=CC(=C(C=C1[N+](=O)[O-])SBr)C=O,262.08,85837950,zwitterion_or_nitro
166534,CC1=C(C2=C(C=C1)N(C=C2C)S(=O)(=O)C3=CC=C(C=C3)[N+](=O)[O-])CC=O,372.4,85857606,zwitterion_or_nitro
166540,C1=C(OC(=C1Br)C=O)N=[N+]=[N-],215.99,85864960,zwitterion_or_nitro
166553,C1=CC(=CC=C1C2=CC=C(N2)C=O)[N+](=O)[O-],216.19,85894242,zwitterion_or_nitro
166580,C1=CC=C(C=C1)CON2C=C(C3=C2C=C(C=C3)[N+](=O)[O-])C=O,296.28,85992392,zwitterion_or_nitro
166581,C1=CC2=C(C=C1[N+](=O)[O-])N(C=C2C=O)O,206.15,85992393,zwitterion_or_nitro
166588,CC1=CC(=CC(=C1)NC2=C(C=C(C=C2)[N+](=O)[O-])C=O)C,270.28,86008600,zwitterion_or_nitro
166589,C1=CC(=C(C=C1C=O)N=[N+]=[N-])[N+](=O)[O-],192.13,86009304,zwitterion_or_nitro
166602,C1=C(C(=CC(=C1[N+](=O)[O-])I)O)C=O,293.02,86057386,zwitterion_or_nitro
166608,C1=CC=C(C(=C1)NC2=C(C=C(C=C2)[N+](=O)[O-])C=O)[N+](=O)[O-],287.23,86064730,zwitterion_or_nitro
166621,C1=CC=C(C=C1)NN=NC2=CC=C(C=C2)C=O,225.25,86083760,reactive_group
166626,C1OC2=C(O1)C=C(C(=C2)C=O)N=[N+]=[N-],191.14,86090190,zwitterion_or_nitro
166633,COC1=CC=CC(=C1OCCOC2=C(C=C(C=C2)[N+](=O)[O-])[N+](=O)[O-])C=O,362.29,86101655,zwitterion_or_nitro
166657,C1=CC2=C(C=CN=C2C=O)C(=C1)[N+](=O)[O-],202.17,86188066,zwitterion_or_nitro
166673,C=CC1=C(C=C(C=C1)C=O)[N+](=O)[O-],177.16,86212999,zwitterion_or_nitro
166674,COC1=CC=C(C=C1)C2=C(C=C(C=C2)C=O)[N+](=O)[O-],257.24,86213000,zwitterion_or_nitro
166710,CCCCC#CC1=CC(=CC(=C1)C2=C(C=CC=C2[N+](=O)[O-])C=O)C#CCCCC,387.5,86278097,zwitterion_or_nitro
166717,C1=CC(=CC(=C1)C=O)/C=C/[N+](=O)[O-],177.16,87796610,zwitterion_or_nitro
166723,[2H]C1=C(OC(=C1[2H])C=O)[2H],99.1,90473267,isotope
166741,CCC(CC1=CC=CC=C1CCC=O)N=O,219.28,90712442,reactive_group
166776,C1C[C@@H](N(C1)S(=O)(=O)C2=CC=C(C=C2)[N+](=O)[O-])C(=O)N[C@H](CC3=CC=CC=C3)C=O,431.5,90758591,zwitterion_or_nitro
166801,C(C=O)C(=O)N=N,100.08,90800415,reactive_group
166817,CC(C=O)ON=C1C2=C(C(=CC(=C2)[N+](=O)[O-])[N+](=O)[O-])C3=C1C=C(C=C3[N+](=O)[O-])[N+](=O)[O-],431.27,90838358,zwitterion_or_nitro
166865,[2H]C(=O)C([2H])([2H])CCCCCC,131.23,90924043,isotope
166872,C(=O)C1(N=NN=N1)O,114.06,90933342,reactive_group
166874,CC(=O)CCC(=O)OCC1=CC(=C(C=C1C=O)OC)[N+](=O)[O-],309.27,90934108,zwitterion_or_nitro
166900,CC(=O)CCC(=O)OCC1=C(C(=C(C=C1)OC)[N+](=O)[O-])C=O,309.27,90973396,zwitterion_or_nitro
166956,[2H]OCCCC=O,89.11,91095227,isotope
166961,[2H]C([2H])([2H])C(=O)N[C@@H](C=O)[C@H]([C@@H]([C@@H](CO)O)O)O,224.23,91110552,isotope
166963,COC1=CC(=CC(=C1OCC2=CC=C(C=C2)[N+](=O)[O-])[N+](=O)[O-])C=O,332.26,91111479,zwitterion_or_nitro
166969,C(CC=[N+]=[N-])CC=O,112.13,91120654,zwitterion_or_nitro
167000,CC(=O)O[C@@H]([13CH]=O)[C@H]([C@@H]([C@@H](CO)O)O)O,223.19,91169827,isotope
167017,C(C=C(C(=O)C(=O)O)[N+](=O)[O-])C=O,187.11,91203681,zwitterion_or_nitro
167032,C1=CC(=C(C=C1C=O)OCN=O)O,181.15,91242952,reactive_group
167037,COC1=CC=CC(=C1OS(=O)(=O)C2=CC(=C(C=C2)Cl)[N+](=O)[O-])C=O,371.7,91247333,zwitterion_or_nitro
167052,C(=O)C(N)[N+](=O)[O-],104.07,91277693,zwitterion_or_nitro
167062,C1=C(C=C(C(=C1[N+](=O)[O-])Br)[N+](=O)[O-])C=O,275.01,91286899,zwitterion_or_nitro
167076,C1=C(C2=NON=C2C(=C1)[N+](=O)[O-])NCCCCCCCCCCCC=O,362.4,91309196,zwitterion_or_nitro
167089,C(CCCC(=CC(C=O)N=O)[N+](=O)[O-])CCCC(=O)O,286.28,91332533,zwitterion_or_nitro
167112,CC(=O)C1(CC(C1(C)C)CC=O)O[N+](=O)[O-],229.23,91374645,zwitterion_or_nitro
167134,CC1=C(C(C(C(=N1)Cl)C=O)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,336.72,91401965,zwitterion_or_nitro
167179,[2H]C(=O)C[C@H]([C@@H]([C@@H](C)O)O)O,149.16,91469634,isotope
167186,COC1=CC(=C(C(=C1C=O)OC)NC2=CC=C(C=C2)[N+](=O)[O-])OC,332.31,91477108,zwitterion_or_nitro
167197,[3H]N[C@@H](CO)C=O,91.1,91492382,isotope
167202,C1=CC=C2C(=C1)C(=C3C=CC=CC3=C2C=O)C=NN(C4=CC=C(C=C4)[N+](=O)[O-])C5=CC=C(C=C5)[N+](=O)[O-],490.5,91502104,zwitterion_or_nitro
167209,CN(C(=O)N[C@@H](C=O)[C@H]([C@@H]([C@@H](CO)O)O)O)[N+](=O)[O-],281.22,91509377,zwitterion_or_nitro
167215,C1=CC=C(C(=C1)CC=O)CN=[N+]=[N-],175.19,91527189,zwitterion_or_nitro
167216,C1=CC=C2C(=C1)C(=CN2)C[C@@H](C=O)N[N+](=O)[O-],233.22,91527760,zwitterion_or_nitro
167234,CC1=NC(=CN1CCCOC2=C(C=C(C=C2)C=O)OC)[N+](=O)[O-],319.31,91546472,zwitterion_or_nitro
167261,[2H]N(CC=O)C(=O)CS,134.18,91578471,isotope
167262,C([C@@H](C=O)N[N+](=O)[O-])S,150.16,91578826,zwitterion_or_nitro
167275,CN(C1=C(C=NC=C1)CCCC=O)N=O,207.23,91606077,reactive_group
167277,C1OC2=CC(=CC(=C2O1)C=O)[N+](=O)[O-],195.13,91619151,zwitterion_or_nitro
167383,CCCC[C@@H](C(=O)OC)OC1=C(C=C(C=C1)[N+](=O)[O-])C=O,295.29,97170355,zwitterion_or_nitro
167399,C[C@@H](C=O)N=[N+]=[N-],99.09,100939965,zwitterion_or_nitro
167412,C=COCCOC1=C(C=C(C=C1)C=O)[N+](=O)[O-],237.21,100978135,zwitterion_or_nitro
167413,C=COCCOC1=C(C=C(C=C1)[N+](=O)[O-])C=O,237.21,100978136,zwitterion_or_nitro
167463,C1=CC=C2C(=C1)C(=CN2CCCN=[N+]=[N-])C=O,228.25,101115173,zwitterion_or_nitro
167464,C1=CC=C2C(=C1)C(=CN2CCCCN=[N+]=[N-])C=O,242.28,101115174,zwitterion_or_nitro
167544,C[C@H](C=O)[C@@H](C1=CC=CC=C1)[C@H](C)[N+](=O)[O-],221.25,101261856,zwitterion_or_nitro
167595,CC1(O[C@@H]([C@@H](O1)C=O)CN=[N+]=[N-])C,185.18,101379506,zwitterion_or_nitro
167607,C1=CC=C(C=C1)CC[C@@H](CC=O)C[N+](=O)[O-],221.25,101402298,zwitterion_or_nitro
167621,CC1=CC=C(C=C1)C(=C=C=C(C)C=O)C2=CC=C(C=C2)C,274.4,101414130,reactive_group
167628,C[C@@H](C[N+](=O)[O-])[C@](C)(C=O)C1=CC=CC=C1,221.25,101420359,zwitterion_or_nitro
167629,C[C@@](C=O)(C1=CC=CC=C1)[C@H](C[N+](=O)[O-])COCC2=CC=CC=C2,327.4,101420361,zwitterion_or_nitro
167631,C[C@](C=O)([C@H](C[N+](=O)[O-])C1=CC=CC=C1)OC2=CC=CC=C2,299.32,101420369,zwitterion_or_nitro
167663,C1=COC(=C1)[C@H](CC=O)C[N+](=O)[O-],183.16,101451574,zwitterion_or_nitro
167685,CCC[C@H](C=O)[C@@H](C[N+](=O)[O-])C(=O)OC,217.22,101458731,zwitterion_or_nitro
167729,CCCCCC[C@@H](C=O)[C@@H](CC)[N+](=O)[O-],215.29,101487011,zwitterion_or_nitro
167730,CCCCCC[C@@H](C=O)[C@H](CC)[N+](=O)[O-],215.29,101487012,zwitterion_or_nitro
167731,COC(=O)CC[C@H]([C@@H](CCCCOC(=O)C1=CC=CC=C1)C=O)[N+](=O)[O-],365.4,101487014,zwitterion_or_nitro
167732,COC(=O)CC[C@@H]([C@@H](CCCCOC(=O)C1=CC=CC=C1)C=O)[N+](=O)[O-],365.4,101487015,zwitterion_or_nitro
167737,CC[C@@H](C=O)[C@H](C[N+](=O)[O-])C1=CC=C(C=C1)OC,251.28,101488722,zwitterion_or_nitro
167738,CC[C@@H](C=O)[C@H](C[N+](=O)[O-])C1=CC=CC=C1[N+](=O)[O-],266.25,101488725,zwitterion_or_nitro
167739,CC[C@@H](C=O)[C@H](C[N+](=O)[O-])C1=CC=C(C=C1)Cl,255.7,101488726,zwitterion_or_nitro
167740,CC[C@@H](C=O)[C@@H](C[N+](=O)[O-])C1=CC=CO1,211.21,101488728,zwitterion_or_nitro
167751,CC(C)[C@H](C=O)[C@H](C[N+](=O)[O-])/C=C/C1=CC=CC=C1,261.32,101495115,zwitterion_or_nitro
167752,CC(C)[C@@H](C=O)[C@H](C[N+](=O)[O-])/C=C/C1=CC=CC=C1,261.32,101495116,zwitterion_or_nitro
167761,CC(C)(C=O)[C@@H](C[N+](=O)[O-])C1=CC=C(C=C1)[N+](=O)[O-],266.25,101504203,zwitterion_or_nitro
167766,CC1=NN(C2=C1C(=C(C(=N2)Cl)C=O)C3=CC=C(C=C3)[N+](=O)[O-])C4=CC=CC=C4,392.8,101504322,zwitterion_or_nitro
167816,C1=CC=C(C=C1)CC(C=O)C(C[N+](=O)[O-])C2=CC=CO2,273.28,101541354,zwitterion_or_nitro
167817,CCC(C=O)C(C[N+](=O)[O-])C1=CC=CO1,211.21,101541355,zwitterion_or_nitro
167818,CCCC(C=O)C(C[N+](=O)[O-])C1=CC=CO1,225.24,101541356,zwitterion_or_nitro
167843,CCOC(=O)C(=[N+]=[N-])CC=O,156.14,101552665,zwitterion_or_nitro
167844,CCC(C=O)C(=[N+]=[N-])C(=O)OCC,184.19,101552667,zwitterion_or_nitro
167849,CC(C)(C=O)[C@@H]1CC(=O)N(C1=O)C2=CC(=CC=C2)[N+](=O)[O-],290.27,101552811,zwitterion_or_nitro
167866,CC1(CCCC(N1O[C@H](C=O)[C@@H](C2=CC=C(C=C2)[N+](=O)[O-])C3=CNC4=C3C=C(C=C4)OC)(C)C)C,479.6,101565117,zwitterion_or_nitro
167890,CC(C)(C)C1=C(C=C(C=C1[N+](=O)[O-])C=O)[N+](=O)[O-],252.22,101617984,zwitterion_or_nitro
167909,CCN(CCO)C1=CC=C(C=C1)N=NC2=CC=C(S2)C=O,303.4,101724644,reactive_group
167980,CC(C)C(C=O)OC(=O)C1=CC=C(C=C1)[N+](=O)[O-],251.23,101783096,zwitterion_or_nitro
167981,C1=CC=C(C=C1)C(C=O)OC(=O)C2=CC=C(C=C2)[N+](=O)[O-],285.25,101783099,zwitterion_or_nitro
167982,CCCCCC[C@H]1[C@H]([C@@H]([C@H]([C@@]1(C2=CC=CC=N2)O)C=O)C3=CC=C(C=C3)OC)[N+](=O)[O-],426.5,101787196,zwitterion_or_nitro
167983,CCCCCC[C@H]1[C@@H]([C@@H]([C@H]([C@@]1(C2=CC=CC=N2)O)C=O)C3=CC=C(C=C3)OC)[N+](=O)[O-],426.5,101787197,zwitterion_or_nitro
167984,COC1=CC=C(C=C1)[C@@H]2[C@H]([C@@]([C@H]([C@@H]2[N+](=O)[O-])C3CCCCC3)(C4=CC=CC=N4)O)C=O,424.5,101787199,zwitterion_or_nitro
167985,C1CCC(CC1)[C@H]2[C@H]([C@@H]([C@H]([C@@]2(C3=CC=CC=N3)O)C=O)C4=CC=C(C=C4)Br)[N+](=O)[O-],473.4,101787200,zwitterion_or_nitro
167986,COC1=CC=C(C=C1)[C@@H]2[C@H]([C@@]([C@H]([C@H]2[N+](=O)[O-])C3CCCCC3)(C4=CC=CC=N4)O)C=O,424.5,101787201,zwitterion_or_nitro
167987,C1CCC(CC1)[C@H]2[C@@H]([C@@H]([C@H]([C@@]2(C3=CC=CC=N3)O)C=O)C4=CC=C(C=C4)Br)[N+](=O)[O-],473.4,101787202,zwitterion_or_nitro
167992,C1=CC=C(C=C1)/C=C/[C@H](CC=O)C[N+](=O)[O-],219.24,101791541,zwitterion_or_nitro
168000,CC(C)(CCC=O)N=[N+]=[N-],141.17,101793188,zwitterion_or_nitro
168002,C1=CC=C(C(=C1)[C@@H](CC=O)O)[N+](=O)[O-],195.17,101796289,zwitterion_or_nitro
168026,C[C@H](C=O)[C@@H](C[N+](=O)[O-])C1=CC2=CC=CC=C2C=C1,257.28,101808164,zwitterion_or_nitro
168034,C[C@H]1C=C[C@H]2CC[C@H]3[C@@H]2[C@@]1([C@H]([C@@H]([C@@H]3C4=CC=CC=C4Cl)[N+](=O)[O-])C5=CC=CC=C5)C=O,435.9,101840469,zwitterion_or_nitro
168036,C1=CC=C(C=C1)C2=C(OC3=C2C(=C(C(=C3)[N+](=O)[O-])O)C=O)C4=CC=CC=C4,359.3,101842643,zwitterion_or_nitro
168040,CCOC(=O)/C=C/CC[C@@H](C=O)[C@H](C[N+](=O)[O-])C1=CC=CC=C1,319.4,101844891,zwitterion_or_nitro
168048,CC(C)(C)OC(=O)N[C@@H](CC=O)C1=CC(=CC=C1)[N+](=O)[O-],294.3,101847892,zwitterion_or_nitro
168060,C1=CC=C(C=C1)C[C@H](C=O)[C@@H](C[N+](=O)[O-])C2=CC=CC=C2,283.32,101850338,zwitterion_or_nitro
168061,CC[C@H](C=O)[C@@H](C[N+](=O)[O-])C1=CC=C(C=C1)Cl,255.7,101850340,zwitterion_or_nitro
168062,CC[C@H](C=O)[C@@H](C[N+](=O)[O-])C1=CC=C(C=C1)Br,300.15,101850342,zwitterion_or_nitro
168063,CC[C@H](C=O)[C@@H](C[N+](=O)[O-])C1=C(C=C(C=C1)Cl)Cl,290.14,101850343,zwitterion_or_nitro
168064,C[C@H](C=O)[C@H](C[N+](=O)[O-])C1CCCCC1,213.27,101850345,zwitterion_or_nitro
168067,CC1=CC=C(C=C1)[C@H](CC=O)C[N+](=O)[O-],207.23,101855281,zwitterion_or_nitro
168071,CCC(C(=O)O)OC1=C(C=C(C=C1OC)[N+](=O)[O-])C=O,283.23,101858636,zwitterion_or_nitro
168081,CC1=CC=C(C=C1)[C@H]2CC(=C[C@H]([C@@H]2[N+](=O)[O-])CC=O)C3=CC=CC=C3,335.4,101874295,zwitterion_or_nitro
168092,CC[C@@H](C=O)[C@H](C[N+](=O)[O-])C1=CC=CC=C1Cl,255.7,101884397,zwitterion_or_nitro
168093,CC[C@@H](C=O)[C@H](C[N+](=O)[O-])C1=CC=CO1,211.21,101884399,zwitterion_or_nitro
168106,CC1(CCCC(N1O[C@H]2[C@H]([C@H]([C@@H]([C@H]([C@@H]2O)C=O)C3=CC=CC=C3)[N+](=O)[O-])C4=CC=CC=C4)(C)C)C,480.6,101892690,zwitterion_or_nitro
168130,COC1=CC=C(C=C1)C(=O)C[C@H]2CC[C@@H]([C@H]([C@@H]2[N+](=O)[O-])C3=CC4=C(C=C3)OCO4)C=O,425.4,101910905,zwitterion_or_nitro
168134,COC1=C(C=CC(=C1)[N+](=O)[O-])/C=C/C2=CC=C(C=C2)C=O,283.28,101912834,zwitterion_or_nitro
168140,C([C@H]([C@H]([C@@H]([C@@H](C=O)O)N=[N+]=[N-])O)O)O,205.17,101925370,zwitterion_or_nitro
168158,C1=CC2=C(C=C1N=NC(C(=O)O)C(=O)O)C(=O)C(=CO2)C=O,304.21,101954891,reactive_group
168159,C1=CC2=C(C=C1N=NC(C(=O)OCC(CO)O)C(=O)OCC(CO)O)C(=O)C(=CO2)C=O,452.4,101954893,reactive_group
168192,CC(C)(C=O)[C@@H](C[N+](=O)[O-])C1=CC=CO1,211.21,102029042,zwitterion_or_nitro
168198,C1=CC=C(C=C1)C(CCCC=O)N=[N+]=[N-],203.24,102037559,zwitterion_or_nitro
168199,COC1=CC=CC(=C1)C(CCCC=O)N=[N+]=[N-],233.27,102037560,zwitterion_or_nitro
168200,C1=COC(=C1)C(CCCC=O)N=[N+]=[N-],193.2,102037565,zwitterion_or_nitro
168211,CC(C)(C=O)C(C[N+](=O)[O-])/C=C/C1=CC=CC=C1,247.29,102040654,zwitterion_or_nitro
168246,CCOC(=O)C[C@@H]1CS[C@@H]([C@H]1C=O)C2=CC=C(C=C2)[N+](=O)[O-],323.4,102081192,zwitterion_or_nitro
168289,C1=CC=C(C(=C1)C=O)N2N=C3C=CC(=CC3=[N+]2[O-])[N+](=O)[O-],284.23,102102087,zwitterion_or_nitro
168295,C1=CC=C(C=C1)C(=O)[C@@H]2[C@@H]([C@H]2C3=CC=C(C=C3)[N+](=O)[O-])C=O,295.29,102104980,zwitterion_or_nitro
168301,CC(C)(C)OC(=O)CCC1(CCCN2C1=C(C=C2C=O)C3=CC=CC=C3[N+](=O)[O-])C=C,424.5,102109512,zwitterion_or_nitro
168327,C[C@@H](CCC1=CC=C(C=C1)[N+](=O)[O-])CC=O,221.25,102134185,zwitterion_or_nitro
168350,C1=CC=C(C=C1)[C@H](C[N+](=O)[O-])[C@@H](C=O)N2C(=O)C3=CC=CC=C3C2=O,338.3,102151411,zwitterion_or_nitro
168351,CC1=CC=C(C=C1)[C@@H](C[N+](=O)[O-])[C@H](C=O)N2C(=O)C3=CC=CC=C3C2=O,352.3,102151415,zwitterion_or_nitro
168352,C1=CC=C2C(=C1)C(=O)N(C2=O)[C@@H](C=O)[C@H](C[N+](=O)[O-])C3=CC=C(C=C3)Br,417.2,102151419,zwitterion_or_nitro
168365,CC(=C[C@@H](C=O)[C@H](C[N+](=O)[O-])C1=CC=CC=C1)C,247.29,102159956,zwitterion_or_nitro
168384,CCOC(=O)C1=C([C@@H]2CCC[C@@H]2[C@H]([C@H]1C3=CC=C(C=C3)[N+](=O)[O-])C=O)O,359.4,102172978,zwitterion_or_nitro
168386,C1=CC(=CC(=C1)C(CC2=CC=C(C=C2)[N+](=O)[O-])O)C=O,271.27,102174531,zwitterion_or_nitro
168387,C1=CC(=CC=C1CC(C2=CC=C(C=C2)C=O)O)[N+](=O)[O-],271.27,102174532,zwitterion_or_nitro
168396,CC[C@@H](C=O)[C@@H](C[N+](=O)[O-])C1=CC=CC=C1,221.25,102182003,zwitterion_or_nitro
168397,CC[C@H](C=O)[C@H](C[N+](=O)[O-])C1=CC=CC=C1,221.25,102182004,zwitterion_or_nitro
168405,C[C@@H](C=O)[C@@H](C1=CC=CC=C1)[C@@H](C)[N+](=O)[O-],221.25,102195696,zwitterion_or_nitro
168437,C([C@@H]1[C@H]([C@H]([C@H](O1)C=O)N=[N+]=[N-])O)O,187.15,102207577,zwitterion_or_nitro
168469,C1=CC=C(C(=C1)C2=NOC=C2C=O)[N+](=O)[O-],218.17,102251110,zwitterion_or_nitro
168477,CCC[C@@]1([C@H](C(=[N+](O1)[O-])C(=O)OCC)C2=CC=C(C=C2)Br)C=O,384.22,102261782,zwitterion_or_nitro
168499,C1=CC=C(C=C1)[C@@H](C[N+](=O)[O-])[C@@H](C=O)C2=CC=CC=C2,269.29,102285495,zwitterion_or_nitro
168500,C[C@H](C=O)[C@H](C[N+](=O)[O-])C1=CC=CC=C1,207.23,102285496,zwitterion_or_nitro
168504,C1=CC(=CC=C1[C@@H]2[C@H]([C@H]2[N+](=O)[O-])C=O)[N+](=O)[O-],236.18,102287426,zwitterion_or_nitro
168511,CC1=CC(=C(C=C1C)[N+](=O)[O-])CC=O,193.2,102291802,zwitterion_or_nitro
168515,C1=CC(=CC=C1[N+](=O)[O-])OC2=CC(=C(C=C2)C=O)OC3=CC=C(C=C3)[N+](=O)[O-],380.3,102294486,zwitterion_or_nitro
168534,CC[C@@H](CCC=O)C1=CC=C(C=C1)[N+](=O)[O-],221.25,102311467,zwitterion_or_nitro
168540,C1C[C@H]([C@H]([C@@H]([C@@H]1C=O)C2=CC=CC=C2)[N+](=O)[O-])O,249.26,102321729,zwitterion_or_nitro
168555,C1=CC2=CC(=C[N+](=C2C(=C1)I)[O-])C=O,299.06,102338312,zwitterion_or_nitro
168563,CCCC[C@H]1[C@@H]2CCCC[C@]2([C@@H]([C@H]([C@@H]1[N+](=O)[O-])C3=CC=CC=C3)C=O)O,359.5,102342909,zwitterion_or_nitro
168564,C1CC[C@@]2([C@@H](C1)[C@@H]([C@H]([C@@H]([C@H]2C=O)C3=CC=C(C=C3)[N+](=O)[O-])[N+](=O)[O-])C4=CC=CC=C4)O,424.4,102342911,zwitterion_or_nitro
168590,C1=CC=C(C=C1)C2=NN(C(=C2C=O)C3=CC=C(C=C3)[N+](=O)[O-])C4=CC=CC=C4,369.4,102367945,zwitterion_or_nitro
168610,CCCCCC[C@H](CC(=O)C1=CC=C(C=C1)[N+](=O)[O-])C=O,291.34,102390998,zwitterion_or_nitro
168637,C1=CC(=CC=C1C2=NC=C(O2)C=O)[N+](=O)[O-],218.17,102407028,zwitterion_or_nitro
168652,CC(C)(C=O)[C@@H](C[N+](=O)[O-])C1=CC=C(C=C1)Cl,255.7,102415202,zwitterion_or_nitro
168677,CCOC(=O)C[C@H]1C[C@H]([C@@H]([C@H]1[N+](=O)[O-])C2=CC=CC=C2)C=O,305.32,102428635,zwitterion_or_nitro
168742,C[C@@]1(CCC[C@H]1C[N+](=O)[O-])C=O,171.19,102478013,zwitterion_or_nitro
168743,CCCC[C@@]1(CCC[C@H]1C[N+](=O)[O-])C=O,213.27,102478014,zwitterion_or_nitro
168744,CC(C)[C@@]1(CCC[C@H]1C[N+](=O)[O-])C=O,199.25,102478015,zwitterion_or_nitro
168745,CCC[C@@]1(CCC[C@H]1C[N+](=O)[O-])C=O,199.25,102478016,zwitterion_or_nitro
168771,CC(C=O)OC(=O)C1=CC=C(C=C1)[N+](=O)[O-],223.18,102498573,zwitterion_or_nitro
168800,C([C@H]([C@H]([C@@H]([C@@](CN=[N+]=[N-])(C=O)O)O)O)O)O,235.19,102515701,zwitterion_or_nitro
168831,C[C@@H](C=O)[C@H](C[N+](=O)[O-])C1=CC=CC=C1Cl,241.67,102598000,zwitterion_or_nitro
168832,C[C@@H](C=O)[C@H](C[N+](=O)[O-])C1=CC=CC=C1[N+](=O)[O-],252.22,102598001,zwitterion_or_nitro
168852,COCCOCCOC1=CC(=C(C=C1)[N+](=O)[O-])C=O,269.25,114057769,zwitterion_or_nitro
168859,CCOC(=O)C1=NN(C=C1C=O)C2=CC=CC=C2[N+](=O)[O-],289.24,116463878,zwitterion_or_nitro
168906,C[C@@](CC=O)(C[N+](=O)[O-])C1=CC=CC=C1,207.23,121218200,zwitterion_or_nitro
168908,C1=CC=C(C=C1)N2C=C(C=C2C=O)[N+](=O)[O-],216.19,121219036,zwitterion_or_nitro
168910,CCN1C=C(C2=C1C=CC(=C2)[N+](=O)[O-])C=O,218.21,121219337,zwitterion_or_nitro
168914,C[C@@](CC=O)(C[N+](=O)[O-])C1=CC=C(C=C1)[N+](=O)[O-],252.22,121221147,zwitterion_or_nitro
168932,CCOC(=O)C(CC=C)(C=O)C1=CC=C(C=C1)[N+](=O)[O-],277.27,122202563,zwitterion_or_nitro
168946,C1CCC2(CC1)O[C@@H]3[C@H]([C@H](O[C@@H]3O2)C=O)N=[N+]=[N-],253.25,122221741,zwitterion_or_nitro
168948,CC1=NC(=C(N1CCCC2=CC=CC=C2)C3=CC(=C(C=C3C=O)OC)OC)[N+](=O)[O-],409.4,122224949,zwitterion_or_nitro
168980,C1=CC=C(C=C1)[C@@H](C[N+](=O)[O-])[C@H](C2=CC=CC=C2)C3=CC=C(O3)C=O,335.4,122385750,zwitterion_or_nitro
168981,CC[C@@H](C=O)[C@H](C[N+](=O)[O-])C1=CC=CC=C1Br,300.15,122386371,zwitterion_or_nitro
168998,C1=CC(=CC(=C1)S(=O)(=O)O[C@H]2C(O2)C=O)[N+](=O)[O-],273.22,123157991,zwitterion_or_nitro
169042,C1=CC=C(C=C1)C(=O)C(C=O)N=NC2=CC=C(C=C2)[N+](=O)[O-],297.26,123424750,zwitterion_or_nitro
169043,C1=CC(=CC=C1C=O)OCCOCCOCCN2C=CN=C2[N+](=O)[O-],349.34,123434333,zwitterion_or_nitro
169092,C(CC(CO)(CO)[N+](=O)[O-])C=O,177.16,123632453,zwitterion_or_nitro
169107,CCN=NC(C=O)C(=O)O,144.13,123713836,reactive_group
169126,C([C@H]([C@H]([C@@H]([C@H](C=O)N)ON=O)O)O)O,208.17,123812480,reactive_group
169158,COC1=C(C=CC(=C1[N+](=O)[O-])O)C=O,197.14,124001436,zwitterion_or_nitro
169206,C([C@H]([C@H]([C@H]([C@@H](C=O)N=[N+]=[N-])O)O)O)O,205.17,124930219,zwitterion_or_nitro
169210,CC1=CC(=CC=C1)[C@@H](C[N+](=O)[O-])[C@@H](C)C=O,221.25,125475418,zwitterion_or_nitro
169221,C[C@@](CC=O)(C[N+](=O)[O-])C1=CC=C(C=C1)OC,237.25,125488396,zwitterion_or_nitro
169222,COC1=CC=CC=C1[C@@H](CC=O)C[N+](=O)[O-],223.22,125489085,zwitterion_or_nitro
169231,C1=CC=C2C(=C1)C(=CN2CC(=O)C3=CC=C(C=C3)[N+](=O)[O-])C=O,308.29,125616621,zwitterion_or_nitro
169254,COC1=C(C=C(C(=C1)C=O)[N+](=O)[O-])OCCOCCOCCOCCOCCCCCCCl,492.0,129012683,zwitterion_or_nitro
169262,C1=CC(=CC=C1[C@@H](CC=O)C[N+](=O)[O-])[N+](=O)[O-],238.2,129409610,zwitterion_or_nitro
169268,C1CCC2=C(C(=C(C=C2C1)[N+](=O)[O-])O)C=O,221.21,129628568,zwitterion_or_nitro
169283,[2H]CC([C@H]([C@@](C[2H])([C@@](C[2H])([C@](C[2H])(C=O)O)O)O)O)O,240.29,129629182,isotope
169284,[2H]N[C@H]([C@@H](CO)O)[C@H](C=O)O,150.15,129629193,isotope
169287,[2H]CC([C@H]([C@H]([C@@](C[2H])([C@H](C=O)O)O)O)O)O,210.22,129629603,isotope
169291,C1C=CC=CC1(CC=O)N=[N+]=[N-],163.18,129629749,zwitterion_or_nitro
169301,[2H]CO[C@H](CO)[C@H]([C@@H]([C@H](C=O)O)O)O,195.19,129630393,isotope
169304,[2H]COC(=O)[C@H]([C@@H]([C@@H]([C@H](C=O)O)O)O)O,209.17,129630553,isotope
169312,[2H]C[C@@]([C@H](C=O)O)([C@H]([C@@H](CO)O)O)O,195.19,129632794,isotope
169315,C1=CC(=CC=C1C=O)C(=O)C2=C3C=C(C=C2)N=N3,236.22,129633340,reactive_group
169321,[2H]C(=O)[C@@](C[C@@H]([C@@H](CO)O)O)(O)F,183.15,129634517,isotope
169323,[2H]CCCOC(=O)[C@H]([C@@H]([C@@H]([C@H](C=O)O)O)O)O,237.22,129635402,isotope
169327,[2H]CC([C@H]([C@H]([C@@](C[2H])([C@@](C[2H])(C=O)O)O)O)O)O,225.25,129635667,isotope
169329,[2H]CC([C@H]([C@](C[2H])([C@@](C[2H])([C@@](C[2H])(C=O)O)O)O)O)O,240.29,129635679,isotope
