index,SMILES,PubChem_CID
79055,CCC1=NN=C(O1)C2=C(C(=C(N2CC(F)(F)F)C)C=O)C,117700472
79686,C1CC(C2=C(C1)N(N=C2)CC=O)NS(=O)(=O)C3=CC(=CC(=C3)C(F)(F)F)Br,117900590
82279,C[C@H]1[C@@H]([C@@H]2[C@H](N(S(=O)(=O)[C@@H]2CC1(F)F)C(=O)C)C)C=O,121284287
84485,C1C(C(C(=O)C2=C(C=CC(=C21)F)O)C=O)C(C3C(C(C(C(=O)C3=O)C(=O)N)O)N)F,123340132
96040,CCC1(CCC2C(C1)N=C(C2=O)C3=C(NC4=C3C=CC=C4C(F)(F)F)O)C=O,139562403
103317,C1=C(N=C(S1)C(F)(F)F)N(C(=O)CO)N=CC=O,143393563
109691,CCC(C)CC(NCCC=O)SF,145554384
113954,C1C2=C(C=CC(=C2F)F)C(C3=CC=CC=C3S1)NN4C=CC(=O)C(=C4C=O)O,153600934
130626,C[C@@H]1C2=NC3=C(C=C2)C=C(N3CC(SC/C=C\C[C@@H]4C[C@H]4C(=O)N1)(F)F)C=O,167290509
147546,C=CCC(C=CF)C1=C(C=NN1)C=O,174736811
154182,CC1=C(C(=CC=C1)C2=NC=C(N=C2C(F)(F)F)C(=O)N3C/C(=N\OC)/C[C@H]3C=O)C,176105404
155023,CC(C)NC(=O)O[C@@H]1CC[C@@H](C1)C2=CC(=NN2)NC(=O)C3=CC(=NN3C)C4=C(C(=CC(=C4)F)O)C=O,176346163
155103,CC(C)(C1=NNC(=N1)CNC(=O)[C@H]2CC3=CC(=C(C=C3O2)C4=CC=C(C=C4)C=O)Cl)C(F)(F)F,176362846
169634,C(C=O)NC1=C(NC(=O)NC1=O)N,129673703
260886,C1CC2(C=CC1C3C2C(=O)OC3=O)C=O,286124
267099,C1CCCCCCOC2=C(C=CC(=C2)C#CCCCCC1)C=O,85814586
270051,C1CN2CC1C(C2)NC(=O)C3=NC=C4C=C(OC4=C3)C=O,9900494
271130,CC(C)C1=NOC(=N1)C2CCN(CC2)C3=C(C(=NC=N3)OC4=CC=C(C=C4)C5=CSN=N5)C=O,10367744
74577,CC(C)[C@@H](C=O)N(C(=O)O)N1CCC2=C(C1C(=O)NC3=C(C=CC=C3F)F)C=CC(=C2)Cl,90040490
78019,C[C@@H](C(F)(F)F)OC1=C(C(=C(C=C1S(=O)(=O)C)Cl)C2CCOCC2)C=O,91564832
110882,CC1(COC1)NC2(C(C2=O)C3=CN(C(=C3)C(=O)NC4=CC(=C(C(=C4)Cl)F)Cl)C)C=O,146384122
110899,CC1(CC2=C(C(O1)(C)C)SC(=C2C(=O)N)NC3(CC(C3)(F)F)C=O)C,146389920
130352,CC1=C(SC(=N1)C=O)C2=NC(=NC=C2F)NC3CCN(CC3)SC,167193828
284725,CC1=CC(=CC(=C1)C2=NC=CN=C2)CN3C(=O)COC4=C3C=C(C=C4)C=O,18452278
5489,CN1C=CC(=N1)C2=CC=C(C=C2)CN3C=C(C4=C3C=CC(=N4)C=O)C(=O)N[C@H]5CCOC[C@@H]5O,145970842
12163,CN1C=NC2=C1C(=O)N(C=N2)CC3=NC(=NO3)C4[C@H]5[C@@H]4CN(C5)C6=CC=C(C=C6)C=O,142422654
26299,CCCCSCC(C=O)OCC,13552700
61389,C1=C(SC(=C1)Br)C(C=O)F,87697588
96599,CCOC(/C=C/C1=NC=C(C=N1)F)OC(C)C(CC2=NC=C(C=N2)F)C=O,139966275
104033,C1=CC(=CC=C1CC/C=C/CC(C(C(C=O)N)O)O)CC(F)(F)F,143657162
112175,CC1=CC(=C(C=C1)F)CC(=O)CC2=CC=C(C=C2)OC3=C4C(=NC=C3)C=C(S4)C(=O)NCCC=O,148144089
125109,CCC[C@@H](/C(=C/C1=NN(C=C1)C2=C(C=C(C=C2)N)C(F)(F)F)/C)OC(=O)C[C@@H](C(C)(C)C=O)O,163714408
128234,CC(C)N1C(=NC(=C1C(=O)NC2CN(C2C(C)(C)C)C(=O)O)F)C=O,166793301
140711,C[C@@H]1C(C=C(C(=C1C#CC2=NN=C(C=C2)CN3CCCCC3C=O)C)C4=CC=CC=C4)F,173798961
142291,CCC1=NN(C(N1N)C=O)C(=O)NC(C)(C)CF,174334248
169070,C1=C(OC(=C1CC(=O)O)C=O)CO,123545431
282537,CC1=C(C(=NC(=N1)Cl)C(=O)C2=CN=C(N=C2Cl)Cl)C=O,17868448
283679,C1=NC=C(N(C1C=O)C#N)N,18331468
287169,C1=CN=CC=C1C2(N=CC=N2)C=O,18922357
56848,CC(CCC(=C(F)F)F)(C/C=C/[C@H]1CCC(=O)[C@@H]1CCSC2=NC(=CS2)C=O)O,87267696
76346,CC1=CC(C(CC1)CNC2=NC(=NC=C2C(F)F)NC3=C(C=C(C=C3)C(=N)C)OC)N(C)CC=O,90817067
79063,C1CCN(C(C1)N2N=CC(=N2)COC3=C(C=C(C=C3)N4C=NN=N4)F)C5=CC(=O)NC(=C5)C=O,117701351
86836,C/C=C(\C1=C(C(=CS1)COC2=CC=CC(=C2)C3C=CC(=CC3C=O)F)C(=C)N)/C(=O)C,126695463
93358,CC1=C(C(N2C(=CC(=N2)C=O)N1)C3=CC(=C(C=C3)C(F)(F)F)F)C(=O)NC4=CC5=C(C=C4)C=NC=C5,137277111
103124,CC(C1=CC=C(C=C1)C2NC3=C(S2)CCN(C3)C(=O)CCCN(C)CCOCC=O)(F)F,143301897
105995,C1CC2C(CC1N)CC(C2/C=C/C3=NC=C(C=C3)C4=CC(=CC=C4)F)(CCCC=O)O,144301446
114444,CC(CCCC1=CC=C(C=C1)F)C2=CC(C3=C4CN(CCC4C(OC3=C2)(C)C)CC#C)(C=O)O,154398409
128283,CCC(=C(/C=C\CC=O)NC1=NC=C(C(=N1)CC2=CC=CC3=C2C(=O)N(CC3)C)C(F)F)CC,166798143
59624,CCC1=C(C(=O)NC(=O)N1[C@@H]2C(C([C@@H](O2)COCC=O)O)O)F,87494429
84392,C1CC2CCC1C(C2(CO)C=O)NC3=C(C=C(C(=C3)C4=C5C=C(C=NC5=NN4)F)C#N)F,123292263
94000,CCC(CC)(C=O)C1=C(N=C(C=C1)C2=C(C=C3C=NN(C3=C2)CC)F)OC,137477796
95944,CC1=CC(=CC(=C1CNCC2=C(C=CC=N2)C=O)F)C3=CC=CCN3/C=C\N=C,139540230
116902,CC1=NC2C=CC(=CC2C=C1)CNC3=C(C=CC(=N3)C4=CC(=C(C(=C4)F)C=O)F)N,155372069
130275,C1=CC=C2C(=C1)C=C(C=C2C3=NC=C(C=C3)C#CC4=CC(=CC(=C4)C(=O)O)C(F)F)C=O,167167564
133361,CC#CC1=CC2=C(C=C1F)SC3=C2C=C(C=C3)C(C)(C)N=C(C=O)N,169599865
134570,CC(CCNC)(C=O)C1=NN=C(S1)C2=C(N=CC=C2)NC3=CC=C(C=C3)OC(F)(F)Cl,169975847
151562,CC1(OCC(O1)CN2C=CC3=CN=CC(=C3[C@H]2C=O)F)C,175363229
165850,C1=CC(=CC=C1C2(C=CC(=O)C=C2)OCC=O)Br,57355106
270359,CC1=C(C(=NN1CCCCCCO)C=O)C/C=C\CCCC(=O)OC,10020790
