bde_gxtb_kcal,E_gxtb_parent,E_gxtb_fragA,E_gxtb_fragB,note,id
42.887,-3010.32570190818,-1097.713895322609,-1912.543461012857,,SJJMYMXPSFVJCE-UHFFFAOYSA-N__PNLIHCWOCXIFBF-UHFFFAOYSA-N
50.468,-2501.582219661139,-1522.139205064609,-979.362589294434,,SPGLAJKEWXYNBX-HXUWFJFHSA-N__FYULCXDXSVQZNS-UHFFFAOYSA-N
,-2333.2052561594674,,,determine_bonds_failed,BHJMBSDKBHQHRM-UHFFFAOYSA-N__VJYRUSFVRJBKIN-UHFFFAOYSA-N
,-2333.2002431006413,,,determine_bonds_failed,VJYRUSFVRJBKIN-UHFFFAOYSA-N__BHJMBSDKBHQHRM-UHFFFAOYSA-N
67.971,-2851.034258478354,-1484.571512918792,-1366.354427475535,,XMHOPQXSAABGPN-UHFFFAOYSA-N__FZZWQKONVSNCLT-CILPGNKCSA-N
36.296,-2851.006967005984,-1365.154267498156,-1485.794858754535,,FZZWQKONVSNCLT-CILPGNKCSA-N__XMHOPQXSAABGPN-UHFFFAOYSA-N
67.762,-2190.051179291199,-1439.588240312979,-750.35495384164,,RCDUAUTWHYXBLK-UHFFFAOYSA-N__OYRBYEQPCNADDZ-UHFFFAOYSA-N
41.797,-2654.7088043126278,-1916.039466712174,-738.602729471924,,XLEKCIPCCBHYDA-UHFFFAOYSA-N__ONWRGDSKOVIJFZ-UHFFFAOYSA-N
39.826,-2941.922088787912,-1563.205612719908,-1378.653008731075,,LOWUGTUWNCTLFS-UHFFFAOYSA-N__AHVWJSUFRNQHOD-UHFFFAOYSA-N
55.276,-2654.719025403821,-737.386622667167,-1917.244314782233,,ONWRGDSKOVIJFZ-UHFFFAOYSA-N__XLEKCIPCCBHYDA-UHFFFAOYSA-N
43.045,-3018.905882459197,-2234.189317754917,-784.647967705047,,VAIWVCGCKBMHBD-KDDQHCCQSA-N__AJKZEQRCIXXBRT-UHFFFAOYSA-N
40.009,-3018.923468030505,-2119.66413267791,-899.195576743662,,AJKZEQRCIXXBRT-UHFFFAOYSA-N__VAIWVCGCKBMHBD-KDDQHCCQSA-N
70.486,-1273.6097670688969,-927.174843944675,-346.322596745751,,GNSIVAOEMIXOMP-UHFFFAOYSA-N__BBNYLDSWVXSNOQ-YFKPBYRVSA-N
16.005,-2803.6734575341457,-1963.816550636174,-839.83140132606,,DPVJBROQXWJIKK-UHFFFAOYSA-N__MBWIJVJCKFLOQK-UHFFFAOYSA-N
50.477,-2295.200962744856,-566.831786086316,-1728.288736761623,,LWXHPIQSFAYGAP-UHFFFAOYSA-N__MPZKFPZEXKJAGC-UHFFFAOYSA-N
58.444,-2682.874768060124,-1343.580083320165,-1339.201547876069,,DNDPZJNQLVHONL-UHFFFAOYSA-N__CJYJPHXMLOTLBG-UHFFFAOYSA-N
42.061,-2682.871925254596,-1338.005184785744,-1344.79971270014,,CJYJPHXMLOTLBG-UHFFFAOYSA-N__DNDPZJNQLVHONL-UHFFFAOYSA-N
55.879,-2396.224671164742,-1245.302858833177,-1150.832763027138,,AQDUPJRKOZLVAZ-AQTBWJFISA-N__ZVASLLOJUCRESX-UHFFFAOYSA-N
37.488,-2396.225676368539,-1149.637533450537,-1246.52840153921,,ZVASLLOJUCRESX-UHFFFAOYSA-N__AQDUPJRKOZLVAZ-AQTBWJFISA-N
48.113,-3288.060716556255,-1861.978118062842,-1426.005925768119,,YXRYBPUYBIYMBT-VLIAUNLRSA-N__XBOCBSRRNPIYNX-UHFFFAOYSA-N
52.315,-2062.671325018267,-653.822468167517,-1408.765487715423,,RSZXPQUNONDBCT-MWLCHTKSSA-N__WAOXFUGMXCMKNB-UHFFFAOYSA-N
43.183,-2371.061342335139,-865.590198392802,-1505.402327076077,,DJFDQFUFUSYHRV-UHFFFAOYSA-N__WUCAQOPKHQTEML-UHFFFAOYSA-N
45.557,-2733.8743759301897,-1842.185373592069,-891.616403335611,,FAZXEVFJDBSPMX-UHFFFAOYSA-N__LOHZBYVXHYNKOC-HXUWFJFHSA-N
30.509,-2733.8671832457353,-890.419606748421,-1843.398956542338,,LOHZBYVXHYNKOC-HXUWFJFHSA-N__FAZXEVFJDBSPMX-UHFFFAOYSA-N
62.053,-2499.5895278286694,-1136.489735868825,-1363.000903439582,,PCHWGZHROSTMKJ-UHFFFAOYSA-N__MLZXEZJFBYNITM-UHFFFAOYSA-N
34.381,-3519.1714464036572,-2020.62683263193,-1498.489824581739,,XSTLUOPJUSOBFS-UHFFFAOYSA-N__JHSFYGVXUYDZAA-UHFFFAOYSA-N
58.999,-2569.600504621092,-957.913716809441,-1611.59276682255,,BJOAZMHLWCESHF-UHFFFAOYSA-N__BLZGBGNSMLPLFX-UHFFFAOYSA-N
15.757,-2077.076588194312,-1308.378796057278,-768.672682033212,,DYLUWMWCNMIYIZ-ACZMJKKPSA-N__VBIIIVMJGJBQPS-UHFFFAOYSA-N
42.856,-1780.1165922652651,-1088.531015944047,-691.517280747588,,IUIGKEWAHLCFOD-UHFFFAOYSA-N__MCNNKJQZEKYVEW-UHFFFAOYSA-N
38.211,-2077.083861687962,-767.441877630779,-1309.581091202909,,VBIIIVMJGJBQPS-UHFFFAOYSA-N__DYLUWMWCNMIYIZ-ACZMJKKPSA-N
47.635,-1937.614097435304,-689.898347661055,-1247.639838348818,,IXLOVRRUGOPNHY-FXQIFTODSA-N__RPVIFCITANOBNN-UHFFFAOYSA-N
