bde_gxtb_kcal,E_gxtb_parent,E_gxtb_fragA,E_gxtb_fragB,note,id
69.702,-2108.3371146835657,-615.074472498945,-1493.151564684777,,QCMSKJINLMIFAH-UHFFFAOYSA-N__ZYCNSZJZVCMMOM-HOTGVXAUSA-N
50.217,-2664.009959336949,-1052.215304345457,-1611.714629735533,,JGFDJZONWWUDPG-QMMMGPOBSA-N__VIXUZOFCNQPHJK-UHFFFAOYSA-N
62.351,-2104.1157846065994,-1010.449839830693,-1093.566582320578,,PBBGRTRGWNWHQP-UHFFFAOYSA-N__SUTRCTYDHVRLKK-UHFFFAOYSA-N
31.892,-2723.707475974063,-1606.051585874857,-1117.605066227879,,BHYSBKUSUMQEDF-UHFFFAOYSA-N__SDYZZJSZUISKLE-UHFFFAOYSA-N
24.5,-2723.717801281935,-1116.409455571272,-1607.269302321813,,SDYZZJSZUISKLE-UHFFFAOYSA-N__BHYSBKUSUMQEDF-UHFFFAOYSA-N
45.762,-2370.208813157626,-1300.870651648719,-1069.265235368264,,WZOJJIQMGJZFLA-OAHLLOKOSA-N__QYQZYHXECKGDLG-ONEGZZNKSA-N
53.507,-2325.022487569502,-1239.524145410555,-1085.413073465968,,HKSZQXCHLAWPGR-UHFFFAOYSA-N__OWUKRJOLPHJKTM-ONGXEEELSA-N
29.135,-2137.370466195327,-710.625134882632,-1426.698901947969,,QFEUXYMCCGRESI-PBXRRBTRSA-N__HPGJIEDOZAPJMW-UHFFFAOYSA-N
24.152,-2504.751747116908,-1402.564584148541,-1102.148674725334,,MKEYPKDAVCSXDB-UHFFFAOYSA-N__NFRFUHAGFPPPOQ-UHFFFAOYSA-N
43.673,-2563.05105255304,-895.917990520234,-1667.06346435143,,WOELVAOSSQDDGB-UHFFFAOYSA-N__MPIPBCCHAAQXMI-UHFFFAOYSA-N
17.864,-2563.037550218384,-1665.877431116268,-897.131650895653,,MPIPBCCHAAQXMI-UHFFFAOYSA-N__WOELVAOSSQDDGB-UHFFFAOYSA-N
67.262,-5740.352565950346,-4165.643055801945,-1574.602320554081,,JIXJKNQCLRRRRT-UHFFFAOYSA-N__GOMOLMHSHKDRJZ-HYBUGGRVSA-N
24.478,-2354.4516022462567,-1437.395781875218,-917.016812745802,,QTDYHMDSXDHSTP-UHFFFAOYSA-N__VYTROUNPSWLBDH-UHFFFAOYSA-N
31.54,-2242.79230778891,-1095.687139486612,-1147.054906467491,,DCAQPSNEMNQSIX-UHFFFAOYSA-N__QBQBFMQWBJGYPF-UHFFFAOYSA-N
63.654,-2242.817698451508,-1145.825742907895,-1096.890515940693,,QBQBFMQWBJGYPF-UHFFFAOYSA-N__DCAQPSNEMNQSIX-UHFFFAOYSA-N
70.174,-2114.6773664467632,-1168.115093904489,-946.450442417849,,PCVNLLVQRMPYQI-UHFFFAOYSA-N__OJEXAIKFPDYWET-UHFFFAOYSA-N
50.67,-2114.666298298517,-945.237931362749,-1169.347618840832,,OJEXAIKFPDYWET-UHFFFAOYSA-N__PCVNLLVQRMPYQI-UHFFFAOYSA-N
71.268,-1291.9694243026502,-747.807428262961,-544.048422633145,,COOKWMJMUBAZNO-UHFFFAOYSA-N__DCZAVTGNGIDZGP-UHFFFAOYSA-N
53.276,-1291.9743979326802,-542.852889525828,-749.036607031424,,DCZAVTGNGIDZGP-UHFFFAOYSA-N__COOKWMJMUBAZNO-UHFFFAOYSA-N
28.647,-2964.245688511698,-1222.684931786485,-1741.515104493498,,XWDAZJYJVQULHQ-UHFFFAOYSA-N__OVEKEHJFNJILGO-UHFFFAOYSA-N
80.08,-2379.488515833733,-1576.130665747156,-803.230234461864,,LKGMEZFILCACKT-UHFFFAOYSA-N__ZAOMFNSDHYEDTP-UHFFFAOYSA-N
49.839,-2379.490553286174,-802.009841112335,-1577.401288381632,,ZAOMFNSDHYEDTP-UHFFFAOYSA-N__LKGMEZFILCACKT-UHFFFAOYSA-N
49.313,-1426.57745341722,-760.647436446135,-665.851431490626,,IAJILQKETJEXLJ-KLVWXMOXSA-N__OBTPPIVYVAKEDH-UHFFFAOYSA-N
9.219,-4604.36681086143,-1569.481660000337,-3034.870458717607,,RJFPEWMFHBPLGK-QGFLDLQWSA-N__WXWCXVNMFZTDCP-UHFFFAOYSA-N
61.348,-1426.58852572928,-664.639977045163,-761.850784420004,,OBTPPIVYVAKEDH-UHFFFAOYSA-N__IAJILQKETJEXLJ-KLVWXMOXSA-N
25.02,-2725.560810644155,-1473.846406586252,-1251.674532734223,,TYEOFERSYHBBGF-ZJNRKIDTSA-N__IIHRKCBEKYXYNP-UHFFFAOYSA-N
59.32,-2959.005866687659,-1630.362205023918,-1328.549128513549,,IXXQYVDHJRHGIJ-UHFFFAOYSA-N__DKSLFBIKJWKEIA-UHFFFAOYSA-N
41.012,-2958.9946651879764,-1327.350400290671,-1631.578907779008,,DKSLFBIKJWKEIA-UHFFFAOYSA-N__IXXQYVDHJRHGIJ-UHFFFAOYSA-N
42.655,-2980.269277909172,-1206.263317381603,-1773.93798483989,,DYHOIWQPIJCGTD-UHFFFAOYSA-N__IPGWLCZTKWVEMP-OAHLLOKOSA-N
42.836,-1939.424663842702,-801.116476750428,-1138.239923456331,,YPZMPEPLWKRVLD-JAIWFUSLSA-N__HSUAXILCRGPKRB-UHFFFAOYSA-N
56.776,-2717.171060143646,-1205.126909572261,-1511.953671558378,,ATWGXIPQYJCYNG-UHFFFAOYSA-N__JKAUXWVZYOXNPW-IGVQRDAMSA-N
47.073,-2717.167063922057,-1510.744511875933,-1206.347537191075,,JKAUXWVZYOXNPW-IGVQRDAMSA-N__ATWGXIPQYJCYNG-UHFFFAOYSA-N
66.978,-2260.8601508544098,-689.056628118197,-1571.696787108827,,PBOIZYISALBZKU-UHFFFAOYSA-N__BWZBQVBRQRGSSS-UHFFFAOYSA-N
78.594,-4401.500169808079,-3218.158707409876,-1183.216214664306,,SBSBKOAILJIFGB-UHFFFAOYSA-N__UKYGABPQZYUSGH-UHFFFAOYSA-N
48.348,-2451.8905494429573,-622.263831210894,-1829.549670950293,,MHHLFCCRSJXGIE-UHFFFAOYSA-N__JCVVRWNJSIGWAD-UHFFFAOYSA-N
8.826,-3697.474632648704,-1709.614852702881,-1987.845714850009,,YGBSVLJQAWCJCK-UHFFFAOYSA-N__DSDYZTOKJOCDDM-RGCMKSIDSA-N
66.783,-4106.46226035503,-962.169776873546,-3144.18605742619,,GIPLVOWRESWHFJ-UHFFFAOYSA-N__JYYQMATWCIEKAT-UHFFFAOYSA-N
49.588,-4401.490940662239,-1182.023134860842,-3219.388782496454,,UKYGABPQZYUSGH-UHFFFAOYSA-N__SBSBKOAILJIFGB-UHFFFAOYSA-N
57.192,-2451.907904285594,-1828.335635688228,-623.481126658743,,JCVVRWNJSIGWAD-UHFFFAOYSA-N__MHHLFCCRSJXGIE-UHFFFAOYSA-N
27.844,-3697.482285121228,-1986.640758077939,-1710.797154024771,,DSDYZTOKJOCDDM-RGCMKSIDSA-N__YGBSVLJQAWCJCK-UHFFFAOYSA-N
63.916,-3163.818431386484,-1667.528045873008,-1496.188528690257,,MYGJLSXICKFQRU-UHFFFAOYSA-N__XELKYHGNPRVQIN-UHFFFAOYSA-N
52.07,-4088.687487673978,-618.060769571604,-3470.54373981945,,MNMCMGAHBKAMJM-UHFFFAOYSA-N__VKFKBMJCUTZIOE-UHFFFAOYSA-N
54.814,-1719.84535353235,-228.405272870145,-1491.352728245382,,MJKKRLWKIGSMER-RXMQYKEDSA-N__PAXRYTULBWLETB-UHFFFAOYSA-N
65.746,-3130.3630770769387,-1633.535812877562,-1496.722490765224,,CMPZMCNUVITGEG-UHFFFAOYSA-N__GLUPUNDXMMYPDW-UHFFFAOYSA-N
54.873,-2947.1011561606933,-1611.093849181696,-1335.919861118456,,MIWBFHXGQYXKJM-UHFFFAOYSA-N__GGCOZEQTPHSSFZ-UHFFFAOYSA-N
