bde_gxtb_kcal,E_gxtb_parent,E_gxtb_fragA,E_gxtb_fragB,note,id
41.504,-3299.7368430767233,-1447.472074264745,-1852.198627847493,,QRTAAYQGDGCCCH-UHFFFAOYSA-N__IZUMBFXSATVWFL-VXLYETTFSA-N
44.67,-2557.471450340467,-938.098488767338,-1619.301775734569,,WHJXVLOYYAWLJZ-UHFFFAOYSA-N__HRAIUQLUUQCANE-UHFFFAOYSA-N
32.956,-3299.721008630278,-1850.979945150992,-1448.688544344741,,IZUMBFXSATVWFL-VXLYETTFSA-N__QRTAAYQGDGCCCH-UHFFFAOYSA-N
31.505,-2557.452506764786,-1618.082674212261,-939.319626147382,,HRAIUQLUUQCANE-UHFFFAOYSA-N__WHJXVLOYYAWLJZ-UHFFFAOYSA-N
48.211,-2166.1286223208926,-1162.443772867721,-1003.608020441097,,GMCDCMKYJPBHIC-UHFFFAOYSA-N__MKRXSIUFMBNYHF-UHFFFAOYSA-N
45.113,-2166.1172068988976,-1002.391761001904,-1163.653552986631,,MKRXSIUFMBNYHF-UHFFFAOYSA-N__GMCDCMKYJPBHIC-UHFFFAOYSA-N
30.245,-2986.365151877529,-1286.837186720181,-1699.479766593903,,MNUBKKJXLPZDBZ-UHFFFAOYSA-N__NGNAJPYHRTXFSE-UHFFFAOYSA-N
41.635,-2819.7692158022546,-1047.272236454713,-1772.430629497531,,NADKTVUTKDTPKJ-UHFFFAOYSA-N__AJNNFCIYZKXDSQ-UHFFFAOYSA-N
43.684,-2376.797105321915,-746.446077538617,-1630.281412381352,,FXEVUQUAGDATNC-UHFFFAOYSA-N__HJXMCJZLUQNANB-UHFFFAOYSA-N
18.712,-4717.580709466596,-1061.082065862711,-3656.468824049648,,AWJFLJZECSGACN-UHFFFAOYSA-N__YDKPZCVELQJLFS-UHFFFAOYSA-N
18.021,-2819.761690903979,-1771.243682336777,-1048.489290394349,,AJNNFCIYZKXDSQ-UHFFFAOYSA-N__NADKTVUTKDTPKJ-UHFFFAOYSA-N
31.666,-2986.385668688316,-1698.264235383883,-1288.070970517556,,NGNAJPYHRTXFSE-UHFFFAOYSA-N__MNUBKKJXLPZDBZ-UHFFFAOYSA-N
43.16,-2376.79738316825,-1629.062224431066,-747.666378783441,,HJXMCJZLUQNANB-UHFFFAOYSA-N__FXEVUQUAGDATNC-UHFFFAOYSA-N
60.512,-1444.5124305063068,-609.262664920088,-835.153332786122,,JDBBNLAPYBBVRL-UHFFFAOYSA-N__OAGHJEIURSEAGT-UHFFFAOYSA-N
31.363,-4717.582846280582,-3655.254624615116,-1062.278241139968,,YDKPZCVELQJLFS-UHFFFAOYSA-N__AWJFLJZECSGACN-UHFFFAOYSA-N
