bde_gxtb_kcal,E_gxtb_parent,E_gxtb_fragA,E_gxtb_fragB,note,id
71.738,-1316.2416824850482,-658.181353022429,-657.946007465124,,RXELGPYYZBYBFV-STQMWFEESA-N__LKORPFGTKQZVJE-UHFFFAOYSA-N
51.12,-2457.384322162038,-1059.877677696569,-1397.425179954172,,LJKPSVJSNZPTHX-UHFFFAOYSA-N__APFOENNUGPNEND-XNJJOIOASA-N
39.529,-3388.5572328562826,-2086.882418109712,-1301.611821271257,,JRPVDSRWFHQFNX-UHFFFAOYSA-N__FJDDUZWGOKBVBR-UHFFFAOYSA-N
74.603,-2425.165622245865,-874.168353422223,-1550.8783812834,,JDEUBUHMCFUXRD-COBSHVIPSA-N__BMZYHOQYRLYOEE-HIAZDOBYSA-N
49.52,-2425.1623588537923,-1549.706149902959,-875.377294119186,,BMZYHOQYRLYOEE-HIAZDOBYSA-N__JDEUBUHMCFUXRD-COBSHVIPSA-N
57.744,-1533.644428126764,-962.693016523911,-570.859391129096,,IGWIQPXMVNFMHH-UHFFFAOYSA-N__PAOYUOBHPMJZDB-SRBOSORUSA-N
65.42,-1533.645982681966,-569.650471232232,-963.8912584284,,PAOYUOBHPMJZDB-SRBOSORUSA-N__IGWIQPXMVNFMHH-UHFFFAOYSA-N
57.862,-1964.5751219279668,-858.082662911981,-1106.400249252996,,GSSGHRVDIBRKID-VMHSAVOQSA-N__NIHMBVWHMNUQDN-CIKQRIOISA-N
59.041,-2173.7630746793425,-928.568449708282,-1245.100537441584,,KULIVULJJLFYBZ-UHFFFAOYSA-N__KZQYTYDWZDHZRA-UHFFFAOYSA-N
49.995,-2723.5930181750473,-1957.119105642785,-766.394239674496,,HOSQCDXUZSMXHI-UHFFFAOYSA-N__OIKYNOWCZKCNIX-NGJRWZKOSA-N
46.446,-2810.5858516688672,-1338.621037414999,-1471.890797930148,,BIXVYWAJSHRQFI-SFHVURJKSA-N__ARFGBDSTJQRUPC-UHFFFAOYSA-N
38.985,-2810.580381579625,-1470.687550983276,-1339.830704277343,,ARFGBDSTJQRUPC-UHFFFAOYSA-N__BIXVYWAJSHRQFI-SFHVURJKSA-N
53.329,-2343.142252199606,-834.685272848077,-1508.371994289531,,SDMUYPBBYOKGKY-UHFFFAOYSA-N__ITQJCMMEKGFVOR-UHFFFAOYSA-N
57.971,-1951.222880952641,-612.32798262684,-1338.802515490092,,MPPSMMAXIOYJFL-RRKCRQDMSA-N__PECWDPITNCUCTO-UHFFFAOYSA-N
37.522,-1951.2051574982388,-1337.61410227545,-613.531260807388,,PECWDPITNCUCTO-UHFFFAOYSA-N__MPPSMMAXIOYJFL-RRKCRQDMSA-N
50.422,-4940.865779124777,-1221.927294448783,-3718.858131544055,,UPBXJNMLSMAGSG-UHFFFAOYSA-N__DNBDKUWNMBJXLU-UHFFFAOYSA-N
63.966,-1377.83921645882,-836.057256675486,-541.680023293768,,BNBKVFUVWCQNGY-UHFFFAOYSA-N__SCVPGQKUCPWPRD-UHFFFAOYSA-N
64.975,-1377.838789734222,-540.479949280305,-837.255295905169,,SCVPGQKUCPWPRD-UHFFFAOYSA-N__BNBKVFUVWCQNGY-UHFFFAOYSA-N
45.69,-2283.18547513794,-955.193988638169,-1327.918675549638,,STADTPLQVMOTLK-VVIYDGDNSA-N__AEXKFOMOZUZZED-UHFFFAOYSA-N
59.157,-2383.581107278739,-669.667818239013,-1713.819015576782,,RBEVVYBWLHKEEO-UHFFFAOYSA-N__QWLNAQZKAMKYQL-UHFFFAOYSA-N
46.377,-2515.88627872973,-570.648010532048,-1945.164361107707,,YKPHCNQCPFMBDL-GOSISDBHSA-N__VWNPATHMLXGAPO-UHFFFAOYSA-N
41.578,-3216.8741998490473,-2046.974458802823,-1169.833483075294,,YUWDGIZEZTYIHK-UHFFFAOYSA-N__WFOFGWBGJRHLBA-IRCOFANPSA-N
69.071,-3059.229177147486,-2515.494679415549,-543.62442556166,,ONTRUMYCRSZWAE-UHFFFAOYSA-N__YSABJEQMWATRFF-UHFFFAOYSA-N
62.297,-2776.437715237672,-1149.242205790933,-1627.096233538185,,UDWDWDOHNANQDW-IBGZPJMESA-N__VNDJBLBEKLMNDV-UHFFFAOYSA-N
54.432,-1969.9980356125775,-859.198774601034,-1110.712517527679,,GABJFERGPIXROZ-UHFFFAOYSA-N__HVAFGJUGZRTZJY-UHFFFAOYSA-N
66.686,-1969.996921635991,-1109.49260721032,-860.398043724927,,HVAFGJUGZRTZJY-UHFFFAOYSA-N__GABJFERGPIXROZ-UHFFFAOYSA-N
60.342,-5173.00889486685,-1157.629641239834,-4015.28309281009,,DLXQOEMPGBXWLY-UHFFFAOYSA-N__SEQBGRULMRPZNS-UHFFFAOYSA-N
53.862,-2784.952608252653,-1580.732658861156,-1204.134115429972,,DKMHDLGRAJXZCT-UHFFFAOYSA-N__SYTIDGYCWXVPDQ-UHFFFAOYSA-N
53.663,-3919.969837673235,-582.751892855409,-3337.132427659518,,GPYNVTRIIQLRNY-UHFFFAOYSA-N__DDCIYWXHZWIWRA-QFIPXVFZSA-N
49.403,-2290.833671615885,-992.627224157348,-1298.127718289937,,IGUBSNYXSSEVHU-QCLAVDOMSA-N__JSPHNXRVXRBUJU-QXMHVHEDSA-N
40.309,-6134.505479666895,-2072.53628447924,-4061.904958234054,,DBKBHMAVFLSHPU-IBGZPJMESA-N__PVZGYCDCJQTFAS-UHFFFAOYSA-N
41.023,-3116.650427657463,-1552.470876330971,-1564.114176245229,,JVENMQKNSCTPRL-UHFFFAOYSA-N__YEWKYTNHFPESFT-RAWMCFOBSA-N
55.333,-2959.802511448814,-2005.721956773697,-953.992375488584,,OVJQTDWQGHORGZ-RFUYNDQBSA-N__CLQSOFYENBJXPP-UHFFFAOYSA-N
70.09,-1467.5014115947793,-631.569582068026,-835.820134273904,,XFCMVVZOTZZXLW-NSHDSACASA-N__FZCIQOGAJPCQHG-UHFFFAOYSA-N
46.183,-1828.250130296796,-1296.61178428177,-531.564748695122,,AVCWHDXGRHTNGT-UHFFFAOYSA-N__FSADGTBYAFTOCO-UHFFFAOYSA-N
40.579,-1828.269685851475,-530.387596565005,-1297.817422372344,,FSADGTBYAFTOCO-UHFFFAOYSA-N__AVCWHDXGRHTNGT-UHFFFAOYSA-N
52.087,-2414.146977037394,-1564.903376394006,-849.160594011753,,IQQNUXGQGQLHED-GFCCVEGCSA-N__MXVRAXGMYPADKE-OAHLLOKOSA-N
46.48,-2741.6961789329303,-1286.33796303008,-1455.284146072484,,ATLLLZXJABDOGR-UHFFFAOYSA-N__VNMIWVDGHNOXMB-MFCFKLCOSA-N
41.022,-2342.873109838832,-1145.112055120959,-1197.695682034705,,ONPHXFYCKYFLLS-ZHACJKMWSA-N__IUSUPGUYBHINDX-UHFFFAOYSA-N
51.386,-2091.9014390732273,-918.828700243725,-1172.990849247511,,XQSPEQZXOJOPSF-UHFFFAOYSA-N__YISDUJNSZXJMRJ-NWNZELPYSA-N
63.956,-1542.9173169171331,-708.909280717003,-833.906115257734,,UUSZNXMRODXETF-UHFFFAOYSA-N__UULLQGITERHDAO-UHFFFAOYSA-N
50.518,-3532.952370652872,-1330.438708488023,-2202.433156151032,,ORGOVJBKSNBMFW-UHFFFAOYSA-N__MZBWFPAIMDVVSS-UHFFFAOYSA-N
64.752,-1720.189708647846,-909.082357458453,-811.00416216142,,GNFGZJYJMWKEEE-UHFFFAOYSA-N__ZPSZXCCFFJGLOO-UHFFFAOYSA-N
57.947,-2036.9394389654628,-898.161961023161,-1138.685132731824,,ZPJXWULLLSXJIM-UHFFFAOYSA-N__CRWOKTBMKUPGKK-JCMHNJIXSA-N
55.023,-2263.274081745708,-926.103026947709,-1337.083370716788,,URHBVLNVKFKDSV-UHFFFAOYSA-N__PXXUMRUAWPVGHD-UHFFFAOYSA-N
54.673,-2263.2660365740176,-1335.885439363022,-927.293469798328,,PXXUMRUAWPVGHD-UHFFFAOYSA-N__URHBVLNVKFKDSV-UHFFFAOYSA-N
65.311,-2232.4261203930105,-1406.168955658726,-826.15308543001,,USYHDBMXDHIXEI-UHFFFAOYSA-N__KDDCJBFJUBOMOR-RKDXNWHRSA-N
37.579,-2265.6127794117738,-1268.272313681697,-997.280580573337,,IKNFHZRHSZVUCW-UHFFFAOYSA-N__FJLNXUVXAMZABR-DJLDLDEBSA-N
57.028,-1615.2562396833468,-568.064862633263,-1047.100496624427,,GZQIJLVWCJNGSL-UHFFFAOYSA-N__IRPHWGMZINKEKR-UHFFFAOYSA-N
45.92,-2316.405009120839,-613.30318026984,-1703.02864996437,,UKGNAVYDNJCYMG-UHFFFAOYSA-N__SDSYIYZZEWBAQN-ZDUSSCGKSA-N
43.539,-2265.622221464893,-1153.736256211634,-1111.816581966616,,FJLNXUVXAMZABR-DJLDLDEBSA-N__IKNFHZRHSZVUCW-UHFFFAOYSA-N
59.048,-1615.2684620767059,-1045.904357600549,-569.270006188336,,IRPHWGMZINKEKR-UHFFFAOYSA-N__GZQIJLVWCJNGSL-UHFFFAOYSA-N
56.6,-3424.253886646999,-1669.018548658828,-1755.145140226173,,YVKCHZOPZZRWFJ-ZSOXZCCMSA-N__YHIWOQRCDZDBBS-UHFFFAOYSA-N
54.268,-3424.2555157629595,-1753.938465456736,-1670.230569109922,,YHIWOQRCDZDBBS-UHFFFAOYSA-N__YVKCHZOPZZRWFJ-ZSOXZCCMSA-N
23.845,-3066.3734444070355,-1590.36907418342,-1475.966371226123,,MCWWLXPEOKPSFV-UHFFFAOYSA-N__NIIRRBOPLCRTCX-AQTBWJFISA-N
43.598,-3066.363509550152,-1474.76770318291,-1591.526328176991,,NIIRRBOPLCRTCX-AQTBWJFISA-N__MCWWLXPEOKPSFV-UHFFFAOYSA-N
62.329,-2387.9998573088724,-872.907906389707,-1514.992623454922,,WOEGQGYRKUXGOR-UHFFFAOYSA-N__SYEMTMYHQIKXFN-DBQWNMKUSA-N
56.731,-2388.006738348728,-1513.798816985663,-874.117514831481,,SYEMTMYHQIKXFN-DBQWNMKUSA-N__WOEGQGYRKUXGOR-UHFFFAOYSA-N
53.613,-1693.4159338678842,-797.500642667249,-895.829853076138,,DMSBVGYTTCTMBY-UHFFFAOYSA-N__QPIPRXOFADQDRP-OOJXKGFFSA-N
34.851,-1693.391711881299,-912.04215964131,-781.294013660338,,QPIPRXOFADQDRP-OOJXKGFFSA-N__DMSBVGYTTCTMBY-UHFFFAOYSA-N
56.105,-4768.873250014142,-3973.040634212038,-795.743206245258,,RRDVWWAVYVRRDK-BQFCYCMXSA-N__LGFALHFEHMRAKE-UHFFFAOYSA-N
57.16,-4768.872349326201,-794.545918936218,-3974.235339935448,,LGFALHFEHMRAKE-UHFFFAOYSA-N__RRDVWWAVYVRRDK-BQFCYCMXSA-N
41.467,-4755.906230720306,-3134.300359692843,-1621.539789953156,,HIUKXRFFIBUHAZ-UHFFFAOYSA-N__VMEDEPBFFWJMMG-WELRSGGNSA-N
51.464,-2580.761796992859,-956.816201337183,-1623.86358199649,,UVEWILMEQFXYHE-UHFFFAOYSA-N__ZBIFOZQGUKWAAZ-SKNVOMKLSA-N
41.699,-4755.914285915577,-1620.342706068517,-3135.50512821007,,VMEDEPBFFWJMMG-WELRSGGNSA-N__HIUKXRFFIBUHAZ-UHFFFAOYSA-N
