bde_gxtb_kcal,E_gxtb_parent,E_gxtb_fragA,E_gxtb_fragB,note,id
50.953,-2139.949514600996,-1145.567704256762,-994.300611519392,,CCHDEXDWUIGSOU-VFXVZZSQSA-N__XAWBPYABWCVXCY-CKHSKJMOSA-N
51.993,-2479.823684949259,-1675.217432191735,-804.523395974997,,MMWPPRCHZVNXLQ-BKFJMODKSA-N__JUCUKJJSJYEYKX-CVEARBPZSA-N
41.121,-3232.793565408684,-1324.933691792241,-1907.794343750775,,UAGVHQWMCBXMGD-UHFFFAOYSA-N__LJOFOIHPYGBNPG-RDPSFJRHSA-N
72.055,-2811.51410403727,-1159.045895583746,-1652.353381072227,,TVJZYLWWNKAUKJ-UHFFFAOYSA-N__JXOMKNMLEXHFOQ-UHFFFAOYSA-N
62.396,-4508.5988631436585,-893.422210761664,-3615.077218558438,,CGNPLONIQJRWOC-UHFFFAOYSA-N__GSJZJBNKSKKZBJ-KPMSDPLLSA-N
66.404,-2029.470109125752,-1196.108331064541,-833.255956846328,,ADLFMFYZAYNEJH-ZDUSSCGKSA-N__JERJKPJKPOTZBK-UHFFFAOYSA-N
36.02,-4133.466633560544,-1970.225316273654,-2163.183915705097,,HEBQVGZCFIVNFI-UHFFFAOYSA-N__MHLQEKUNWVJTTL-UHFFFAOYSA-N
35.358,-2903.1872895296674,-1727.088949036271,-1176.041993924591,,DNAZYVVUFTWTRU-JGWLITMVSA-N__CXBXWYXKHRGWBH-YSTOQKLRSA-N
27.308,-2903.202428417112,-1174.842987514646,-1728.315923326697,,CXBXWYXKHRGWBH-YSTOQKLRSA-N__DNAZYVVUFTWTRU-JGWLITMVSA-N
26.278,-3051.557815513777,-1376.877928298133,-1674.63801000314,,BXCANDSAUOWYFM-UHFFFAOYSA-N__SHXZFRJAHBVQLC-MZFJOGFUSA-N
33.817,-3051.557987721855,-1673.429660960028,-1378.074435413295,,SHXZFRJAHBVQLC-MZFJOGFUSA-N__BXCANDSAUOWYFM-UHFFFAOYSA-N
47.714,-3365.510756935357,-1801.911766596841,-1563.522953056773,,LUHMXXGIUIQXHZ-CVVYKNHESA-N__HDBLQRYQANGQJT-UHFFFAOYSA-N
52.929,-2254.864604662674,-1496.096305630139,-758.683950594741,,UOXDRBZIKSRCDA-UHFFFAOYSA-N__QKHYQNRKQMLEMM-UHFFFAOYSA-N
58.859,-2032.0611958349389,-548.241568417722,-1483.725829125814,,HSWGKAHOMSELLE-UHFFFAOYSA-N__ZEIJUIFUOWDGBM-UHFFFAOYSA-N
62.3,-2032.055011451175,-1482.516646732955,-549.439082727557,,ZEIJUIFUOWDGBM-UHFFFAOYSA-N__HSWGKAHOMSELLE-UHFFFAOYSA-N
49.336,-3423.4790911702976,-1431.100339047022,-1992.300130592423,,NVLWADGZTNXXGD-UHFFFAOYSA-N__QZKNEAJLNFZVFV-UHFFFAOYSA-N
54.193,-3423.470076930824,-1991.096568855773,-1432.287145498427,,QZKNEAJLNFZVFV-UHFFFAOYSA-N__NVLWADGZTNXXGD-UHFFFAOYSA-N
47.326,-3745.969337475633,-2284.679165442165,-1461.214753046507,,BIZRDMKNTVSYRK-UHFFFAOYSA-N__QKOCARLCYPSYQB-RUZDIDTESA-N
