bde_gxtb_kcal,E_gxtb_parent,E_gxtb_fragA,E_gxtb_fragB,note,id
24.738,-1888.126403245951,-1124.250969473257,-763.836011273624,,ZFQJRZUBPOSBIR-AATRIKPKSA-N__JOZMCTYPENAVBO-UHFFFAOYSA-N
38.332,-5089.762115798774,-3710.587588549425,-1379.113440679635,,RONPSRGNSJMXQF-UHFFFAOYSA-N__REFHGRYAJFQKOQ-CQSZACIVSA-N
52.741,-1321.7491439998041,-590.031355842907,-731.633740474044,,VDGILGBFPIUZAI-UHFFFAOYSA-N__XCKGEMPFOLSIRK-UHFFFAOYSA-N
59.289,-1321.7447215843908,-730.401377637128,-591.248860985815,,XCKGEMPFOLSIRK-UHFFFAOYSA-N__VDGILGBFPIUZAI-UHFFFAOYSA-N
56.695,-1685.090837410075,-707.332234387278,-977.668254351544,,VLKZHPHHEGWYPL-UHFFFAOYSA-N__YGBAXUQSYHSFSP-UHFFFAOYSA-N
43.799,-2632.610014506866,-1030.813725577635,-1601.726490199714,,OETAHKLOUPJFNS-UHFFFAOYSA-N__CFOBZYRTXGETCH-UHFFFAOYSA-N
27.605,-2632.612885789504,-1600.526364733955,-1032.042529424537,,CFOBZYRTXGETCH-UHFFFAOYSA-N__OETAHKLOUPJFNS-UHFFFAOYSA-N
66.702,-1435.0996808899372,-691.052148954179,-743.941235997636,,HZMLWSONGUTTFP-UHFFFAOYSA-N__SZZIGVSHWLIYCX-SNVBAGLBSA-N
63.814,-1435.0982079778078,-742.708968301238,-692.287544975598,,SZZIGVSHWLIYCX-SNVBAGLBSA-N__HZMLWSONGUTTFP-UHFFFAOYSA-N
53.172,-1605.6297691961438,-554.897408831446,-1050.647625162113,,VXCUWLOYRUEHLY-UHFFFAOYSA-N__UXESJFWGTPOPSY-UHFFFAOYSA-N
59.339,-1605.633189218898,-1049.420547968977,-556.118078379544,,UXESJFWGTPOPSY-UHFFFAOYSA-N__VXCUWLOYRUEHLY-UHFFFAOYSA-N
55.687,-4658.461882301087,-1741.020984519538,-2917.352154924177,,NBUNSOKULRMDAV-UHFFFAOYSA-N__XITDMCVJWXMMCQ-UHFFFAOYSA-N
55.081,-4658.467160970471,-2916.130320617878,-1742.249063071215,,XITDMCVJWXMMCQ-UHFFFAOYSA-N__NBUNSOKULRMDAV-UHFFFAOYSA-N
,-2901.386279483301,,,determine_bonds_failed,GFZJPOKLFMVBPK-CHWSQXEVSA-N__WZTRRWSOVMUNCP-UHFFFAOYSA-N
,-2901.387590110913,,,determine_bonds_failed,WZTRRWSOVMUNCP-UHFFFAOYSA-N__GFZJPOKLFMVBPK-CHWSQXEVSA-N
22.158,-3465.421267490715,-2046.437727660254,-1418.948228676717,,CEXPJDWNNPOZRE-UHFFFAOYSA-N__DTIAWFPYOPYZTG-UHFFFAOYSA-N
14.637,-3465.4289284955303,-1417.757999120826,-2047.647604603937,,DTIAWFPYOPYZTG-UHFFFAOYSA-N__CEXPJDWNNPOZRE-UHFFFAOYSA-N
