bde_gxtb_kcal,E_gxtb_parent,E_gxtb_fragA,E_gxtb_fragB,note,id
31.259,-2765.534200597156,-1423.840946203414,-1341.643439264662,,UQYCVNWTQKEAME-MIHMCVIASA-N__KMSNBZFNOORGQX-PKNBQFBNSA-N
47.122,-2581.275002028976,-1004.615096252292,-1576.584811367641,,RYJVSOKTVFXFIO-UHFFFAOYSA-N__IILBAXFQWXYMOC-UHFFFAOYSA-N
40.398,-3065.558188077058,-1649.906336472974,-1415.587473010629,,HMPDACYGELNATH-UNGZIUFRSA-N__LYVKMHBRZWPGSI-UHFFFAOYSA-N
33.825,-3065.5456290086368,-1414.368161052902,-1651.123563744785,,LYVKMHBRZWPGSI-UHFFFAOYSA-N__HMPDACYGELNATH-UNGZIUFRSA-N
,-2381.160574149953,,,determine_bonds_failed,LRCGUFFWDUKYQS-UHFFFAOYSA-N__KNYWTEATSBRONK-UHFFFAOYSA-N
47.105,-2100.585511355769,-718.134262173574,-1382.376182205271,,KVNRHPYNSRUMLN-UHFFFAOYSA-N__CARXVIZEXIAHCU-UHFFFAOYSA-N
26.202,-3039.066014165791,-1336.096915714044,-1702.927343066114,,HRCIFHHMTVEGGX-ZHACJKMWSA-N__YSXMHLZPPVIOBM-UHFFFAOYSA-N
39.633,-2825.512864403826,-1234.9964905847,-1590.453214041598,,CQFOTVIYKYPKOH-UHFFFAOYSA-N__QUBFJTIRGWXXNE-UHFFFAOYSA-N
,-2378.4184462631442,,-841.755849599375,gxtb_fragment_sp_failed,BLZKYZJZYDWNJX-NJNXFGOHSA-N__VPURHZYVCAVPQJ-UHFFFAOYSA-N
44.593,-5123.994389753427,-1260.613173190803,-3863.31015360021,,ZFFQHGPRJQWJHJ-UHFFFAOYSA-N__BCNAYBGKKJJAKW-UHFFFAOYSA-N
48.167,-1709.622664172336,-1013.466550608534,-696.079354278427,,CGRJMMFIUBEQQO-UHFFFAOYSA-N__ZERWPBSFLUHNDA-UHFFFAOYSA-N
