bde_gxtb_kcal,E_gxtb_parent,E_gxtb_fragA,E_gxtb_fragB,note,id
,-3363.8616094217823,,,split_failed_ring_bond,BVMCCUFLHHCDRI-UHFFFAOYSA-N__XZJJSIFHCHOUPW-UHFFFAOYSA-N
26.534,-3313.87265065713,-1670.101402406816,-1643.728963741615,,BZLYEMYGALYBBA-UHFFFAOYSA-N__YYPFQAAOFLUEDN-UHFFFAOYSA-N
50.029,-2361.227933501942,-1027.384886953158,-1333.763320503482,,BHPYJRZGYBQANV-UHFFFAOYSA-N__DOCBSJQITGCROP-UHFFFAOYSA-N
56.742,-2361.2278499706267,-1332.535049054704,-1028.602376858964,,DOCBSJQITGCROP-UHFFFAOYSA-N__BHPYJRZGYBQANV-UHFFFAOYSA-N
,-2590.9881082390475,,,determine_bonds_failed,JAEPOCDMCGSXLD-UHFFFAOYSA-N__BIANZVVIQPJRJE-UHFFFAOYSA-N
,-2590.995919130813,,,determine_bonds_failed,BIANZVVIQPJRJE-UHFFFAOYSA-N__JAEPOCDMCGSXLD-UHFFFAOYSA-N
43.453,-3346.219206862884,-1884.817910877656,-1461.332048733793,,OCHSTAIBYDELJJ-GUYPXNPESA-N__DWBZYKYXJJCXQN-UHFFFAOYSA-N
14.796,-2217.8770852093703,-1147.455227822651,-1070.398278763346,,ZNBHBIPVJOTIPR-AWQFTUOYSA-N__OOLDWBZNVMRCRO-UHFFFAOYSA-N
38.024,-2703.5812252028863,-1173.680756351113,-1529.839873865448,,RWKBKJQCFMLKEL-UHFFFAOYSA-N__HMPZCDVQPNIHGQ-UHFFFAOYSA-N
29.454,-5730.974494933852,-3576.236092786244,-2154.691464072315,,KANQZYQJVLZZKM-UHFFFAOYSA-N__GRQFBDJWKWVGOO-UHFFFAOYSA-N
49.262,-2757.071020370958,-1390.079448881001,-1366.913068003309,,UJXSEKXZAGJWHF-UHFFFAOYSA-N__VRSRYRKRFFMOHY-UHFFFAOYSA-N
51.693,-2493.288711884351,-1512.663250038546,-980.543083714426,,FFNNAPFSJHGARR-UHFFFAOYSA-N__PNYLORXTNNMTSZ-UHFFFAOYSA-N
55.681,-4822.33571011481,-3419.531920285116,-1402.715056463859,,SUUPCUCRZLCNPP-UHFFFAOYSA-N__DATCUBAPDNNKEY-MLGOLLRUSA-N
61.337,-4822.340480786966,-1401.488412348252,-3420.754321408453,,DATCUBAPDNNKEY-MLGOLLRUSA-N__SUUPCUCRZLCNPP-UHFFFAOYSA-N
43.709,-2493.281877588121,-979.331100823795,-1513.881122334727,,PNYLORXTNNMTSZ-UHFFFAOYSA-N__FFNNAPFSJHGARR-UHFFFAOYSA-N
27.351,-3318.751575177977,-1467.071632599278,-1851.636355551772,,QNOUKJGAULDWAJ-UHFFFAOYSA-N__PVELJGQZPFHVPM-XRVIQIRUSA-N
16.915,-3318.741826464264,-1850.420486304884,-1468.294384841253,,PVELJGQZPFHVPM-XRVIQIRUSA-N__QNOUKJGAULDWAJ-UHFFFAOYSA-N
41.338,-2548.404178462901,-990.566581836457,-1557.77171954622,,NNQXXNGWAOCKIY-UHFFFAOYSA-N__UBGMCPCNOSUDFR-UHFFFAOYSA-N
,-2673.928331056773,,,determine_bonds_failed,AUCLNGPAXXVYQG-UHFFFAOYSA-N__VMABDGOJCBGXMW-UHFFFAOYSA-N
47.295,-2548.41568335079,-1556.555680226248,-991.784633420467,,UBGMCPCNOSUDFR-UHFFFAOYSA-N__NNQXXNGWAOCKIY-UHFFFAOYSA-N
18.455,-3076.091493821333,-1274.522378345986,-1801.539705964331,,ZONIZSDKZBBWNC-UHFFFAOYSA-N__WOMVKVQCWZMXMB-UHFFFAOYSA-N
,-2673.958412141685,,,determine_bonds_failed,VMABDGOJCBGXMW-UHFFFAOYSA-N__AUCLNGPAXXVYQG-UHFFFAOYSA-N
53.491,-3171.799395663681,-1258.209069775053,-1913.505083175043,,DYCQYQPMQYGMAC-QBPKDAKJSA-N__KCNMVITZJCBEQH-UHFFFAOYSA-N
43.204,-2844.662539151592,-1092.986815926783,-1751.606873919969,,WGHTZUDRSAUNSV-UHFFFAOYSA-N__JNKXLTPPTHDTLU-UHFFFAOYSA-N
46.576,-3565.146424932368,-2512.238961377251,-1052.833240321677,,MRWRRDYHQMMGIN-UHFFFAOYSA-N__KNEZODWURFNKBT-UHFFFAOYSA-N
52.276,-3003.1082942302646,-1796.692129412834,-1206.332857573179,,GBWPHPAHBYRMKG-UHFFFAOYSA-N__SLRZATIZSNBWGM-UHFFFAOYSA-N
44.185,-2798.5022649174743,-1722.424262968245,-1076.007588394567,,FTMLXYVQLRBUHR-UHFFFAOYSA-N__ZXRBNHBGTWKDPH-UHFFFAOYSA-N
39.852,-2798.500369060987,-1074.788017070578,-1723.648843865913,,ZXRBNHBGTWKDPH-UHFFFAOYSA-N__FTMLXYVQLRBUHR-UHFFFAOYSA-N
50.873,-3003.1109053927908,-1205.104656028917,-1797.925177649359,,SLRZATIZSNBWGM-UHFFFAOYSA-N__GBWPHPAHBYRMKG-UHFFFAOYSA-N
24.101,-3714.9179880319757,-1775.179926179012,-1939.699654042769,,HTUJYMJSAKQQJD-UHFFFAOYSA-N__JOSFLEDIRVCMON-UHFFFAOYSA-N
48.301,-1471.01727785609,-644.24152697435,-826.698778177498,,CIDOHVADXUPPJD-UHFFFAOYSA-N__GQUQRRPVNOBVPD-UHFFFAOYSA-N
15.715,-3714.908477525366,-1938.486308950971,-1776.397124997528,,JOSFLEDIRVCMON-UHFFFAOYSA-N__HTUJYMJSAKQQJD-UHFFFAOYSA-N
27.722,-3038.719754855656,-1456.334987930519,-1582.340588913381,,AUGMAEBALFVMGU-NSHDSACASA-N__PQBHBHHTOYBCMK-UHFFFAOYSA-N
31.822,-3038.734700364834,-1581.118243198128,-1457.565744935526,,PQBHBHHTOYBCMK-UHFFFAOYSA-N__AUGMAEBALFVMGU-NSHDSACASA-N
47.295,-2342.262852344451,-1104.910243922707,-1237.277238393173,,RBOGIEFDPZYWFH-UHFFFAOYSA-N__CEFIYYCIBJYHLH-UHFFFAOYSA-N
46.902,-5028.2957285192415,-3710.664107308557,-1317.556877797617,,FXLVUMKCPQWLBO-UHFFFAOYSA-N__CWEWPJNHSCIWHO-UHFFFAOYSA-N
48.512,-2252.2960679481084,-632.501978613392,-1619.716781005922,,VEBAKUQGNJIJSA-UHFFFAOYSA-N__LEXWROIPVGTIAS-UHFFFAOYSA-N
32.664,-2342.2557418493625,-1236.061887712912,-1106.141800987925,,CEFIYYCIBJYHLH-UHFFFAOYSA-N__RBOGIEFDPZYWFH-UHFFFAOYSA-N
48.109,-7135.597058492471,-3255.164441902496,-3880.35594922868,,FLPSVRVLOVLWCQ-UHFFFAOYSA-N__ZNFVGXICQQJKKJ-UHFFFAOYSA-N
55.986,-7135.606774961362,-3879.135222028521,-3256.38233427218,,ZNFVGXICQQJKKJ-UHFFFAOYSA-N__FLPSVRVLOVLWCQ-UHFFFAOYSA-N
40.371,-5348.843988046676,-1651.406599017558,-3697.37305361939,,OIBBBCGRNHMOCH-UHFFFAOYSA-N__NXIRLBNFNKBDBO-UHFFFAOYSA-N
36.622,-3215.766692481436,-1846.795597534772,-1368.91273349999,,AUFBODLSRYCLPT-LLVKDONJSA-N__ALGHHHCOQNAVQM-UHFFFAOYSA-N
60.269,-2142.5618386876317,-1054.859531340343,-1087.60626332434,,BMKXTNJBIZFRCU-UHFFFAOYSA-N__AGPHJKJCMJJPJK-UHFFFAOYSA-N
54.74,-2529.488625325596,-977.683946191589,-1551.717445701614,,IEGHZDVQKBEUQI-UHFFFAOYSA-N__GKOGKWIJUZUION-UHFFFAOYSA-N
46.486,-2529.489682882642,-1550.503436784959,-978.912165310026,,GKOGKWIJUZUION-UHFFFAOYSA-N__IEGHZDVQKBEUQI-UHFFFAOYSA-N
45.364,-3121.4279704979563,-2046.112077852519,-1075.243599752547,,GNYRPOIRSPTYJX-UHFFFAOYSA-N__HNCFORNMPSXHDX-UHFFFAOYSA-N
23.947,-1923.577681819916,-989.959511537307,-933.580008216391,,UNSCGRHUGYYVIX-UHFFFAOYSA-N__QJSAACKMXQEPKT-UHFFFAOYSA-N
54.016,-3121.439735080065,-1074.018414035081,-2047.335240318744,,HNCFORNMPSXHDX-UHFFFAOYSA-N__GNYRPOIRSPTYJX-UHFFFAOYSA-N
45.421,-2038.432840555164,-1134.513414583414,-903.847042321014,,NFNFMATTYIEKDT-UHFFFAOYSA-N__BXUHZSXEIJMEJT-UHFFFAOYSA-N
60.817,-2249.6979362770862,-591.031725068516,-1658.569293592663,,HHQOSJVLKIANHF-UHFFFAOYSA-N__MJEBBHWCTLIINU-UHFFFAOYSA-N
48.402,-3034.2819587835593,-1385.857655720269,-1648.347170014323,,UXNGARQDFITLGM-QPJJXVBHSA-N__KEIUDXISOQVQNI-UHFFFAOYSA-N
43.992,-3034.291406290453,-1647.131720950194,-1387.089579674712,,KEIUDXISOQVQNI-UHFFFAOYSA-N__UXNGARQDFITLGM-QPJJXVBHSA-N
45.983,-2883.9805469107423,-1250.145476782134,-1633.761790939345,,VJEAJELMUHAPFZ-UHFFFAOYSA-N__IBSSJQQLLBOQLP-UHFFFAOYSA-N
59.722,-2883.9838789456535,-1632.52845451971,-1251.360251902949,,IBSSJQQLLBOQLP-UHFFFAOYSA-N__VJEAJELMUHAPFZ-UHFFFAOYSA-N
57.513,-2811.686653583049,-1495.8014774853,-1315.79352290229,,MOSMBCMBILJDSD-UHFFFAOYSA-N__BERAINBYLZLVIL-UHFFFAOYSA-N
48.737,-2811.689379167066,-1314.579316775066,-1497.032395159712,,BERAINBYLZLVIL-UHFFFAOYSA-N__MOSMBCMBILJDSD-UHFFFAOYSA-N
63.234,-2748.03651228997,-1790.917047047285,-957.018695366078,,YFAAFHOIJNRNAL-UHFFFAOYSA-N__RSPNFHFSMSOXIP-UHFFFAOYSA-N
46.527,-2235.196853031141,-1165.085290899932,-1070.037416787126,,JCZCBJNLPSXCDP-UHFFFAOYSA-N__JMAMMDRJFLCJEW-UHFFFAOYSA-N
49.297,-2183.2679199326517,-567.764651177222,-1615.424709297542,,VJESLUXGTAPNAJ-UHFFFAOYSA-N__NWSKVBWFHABNDW-UHFFFAOYSA-N
56.965,-2183.2799415816976,-1614.196202646115,-568.992960136629,,NWSKVBWFHABNDW-UHFFFAOYSA-N__VJESLUXGTAPNAJ-UHFFFAOYSA-N
57.858,-2575.10061438051,-965.281917363066,-1609.726494386403,,FGPDPZPQBIFSDA-UHFFFAOYSA-N__CYDWMMLKYVFHAZ-UHFFFAOYSA-N
32.758,-3758.0180657130672,-2661.479900774319,-1096.485961186191,,WDPAVKLTJOCFNL-UHFFFAOYSA-N__JUWBLGHAHLLCOK-UHFFFAOYSA-N
41.607,-2430.524875418803,-1391.51104758097,-1038.94752221042,,CXRLFLIWXFMMGK-UHFFFAOYSA-N__IHKDHZRRODOZRE-UHFFFAOYSA-N
39.171,-1753.316996439901,-818.499642082199,-934.754932010997,,XBTGYMJEDPSMAL-UHFFFAOYSA-N__YVCSAJPTOYMLJG-UHFFFAOYSA-N
45.629,-1753.314663807672,-933.530899127929,-819.71105084574,,YVCSAJPTOYMLJG-UHFFFAOYSA-N__XBTGYMJEDPSMAL-UHFFFAOYSA-N
16.387,-2689.332940942437,-1607.54201414515,-1081.764812494752,,BFOXYLVCYJNOBM-FKWGRNQDSA-N__KATDMQYVONJMDH-UHFFFAOYSA-N
37.574,-3428.191646210782,-1609.369258321827,-1818.762509983339,,TYQXBASGVHRATL-UHFFFAOYSA-N__ZNTLHLLNVVJKPM-UHFFFAOYSA-N
47.728,-3428.197224759796,-1817.53810235881,-1610.583062504647,,ZNTLHLLNVVJKPM-UHFFFAOYSA-N__TYQXBASGVHRATL-UHFFFAOYSA-N
60.412,-2575.094883537149,-1608.501353619391,-966.497257102405,,CYDWMMLKYVFHAZ-UHFFFAOYSA-N__FGPDPZPQBIFSDA-UHFFFAOYSA-N
34.471,-3154.498529009258,-2351.565574346683,-802.878021764596,,QJLFDUROSXZMQK-HKUMRIAESA-N__XREAHGOFETXBGR-UHFFFAOYSA-N
