bde_gxtb_kcal,E_gxtb_parent,E_gxtb_fragA,E_gxtb_fragB,note,id
57.887,-1751.556742413898,-759.684800956057,-991.779692858114,,SJGAQIGDAYNZSR-UHFFFAOYSA-N__SHCDXJZGVMAGII-UHFFFAOYSA-N
42.674,-1751.5599803443608,-990.571288583011,-760.920685794027,,SHCDXJZGVMAGII-UHFFFAOYSA-N__SJGAQIGDAYNZSR-UHFFFAOYSA-N
28.367,-2919.870289030747,-1355.509918136961,-1564.315165961651,,OZEIISSFOWNDBM-UHFFFAOYSA-N__KVXYFVAWFCNXBJ-UHFFFAOYSA-N
25.044,-2782.3334769957983,-1233.026945054655,-1549.266621170449,,PEEOJIIMAPEPQB-UHFFFAOYSA-N__OACVXNGJKBHPKM-UHFFFAOYSA-N
57.213,-2736.716894277039,-694.890380181429,-2041.735339826289,,ZNAKAFAUDDSHFH-UHFFFAOYSA-N__HXHDTEKPWXNRBJ-UHFFFAOYSA-N
,-2547.5273830086144,,,split_failed_ring_bond,IBMDQNBCJWGPSX-AWEZNQCLSA-N__KQSYUIOGXLJFIY-UHFFFAOYSA-N
52.756,-2736.711485146925,-2040.50847768656,-696.118935032208,,HXHDTEKPWXNRBJ-UHFFFAOYSA-N__ZNAKAFAUDDSHFH-UHFFFAOYSA-N
73.155,-3505.44905250743,-338.901596497497,-3166.430876037712,,ZQEXIXXJFSQPNA-UHFFFAOYSA-N__ZUTZYFGCNPUGCN-UHFFFAOYSA-N
21.64,-2782.341973943953,-1548.060416551607,-1234.247072539361,,OACVXNGJKBHPKM-UHFFFAOYSA-N__PEEOJIIMAPEPQB-UHFFFAOYSA-N
44.035,-5148.254386709996,-3834.167065615568,-1314.01714626743,,BWYVMIOCDWJTBE-PKNBQFBNSA-N__VHLAITJTRJWICS-UHFFFAOYSA-N
29.287,-2654.469581164864,-926.975652085791,-1727.447257864101,,ITCYZYNTGVPEQV-UHFFFAOYSA-N__JKETWJREZMPAOV-OYLFLEFRSA-N
29.124,-1938.906891790173,-1240.533976733111,-698.326502296655,,ZCXSALCDLWQWKP-UHFFFAOYSA-N__CTQZKZVVZRWOFS-UHFFFAOYSA-N
10.899,-1938.901227933151,-697.123544273136,-1241.760314305537,,CTQZKZVVZRWOFS-UHFFFAOYSA-N__ZCXSALCDLWQWKP-UHFFFAOYSA-N
31.136,-4943.823280315483,-3550.93458213562,-1392.839079482583,,SFOFJNZOQZPUOI-UHFFFAOYSA-N__CTXKRAQBWOWBFR-INIZCTEOSA-N
33.631,-1542.1245871957199,-1048.493447799397,-493.577545587721,,GCBTXOUMQADXNR-UHFFFAOYSA-N__QBVQCBKFQZEXGB-UHFFFAOYSA-N
45.375,-2665.982692157928,-1070.43417107934,-1595.476212064939,,MJDXLQCFNQOBQX-UHFFFAOYSA-N__FKCOHXBQWDTPSS-UHFFFAOYSA-N
32.601,-5485.193488058525,-1338.263209831419,-4146.878325094684,,TXVCXGRZXQENDC-UHFFFAOYSA-N__RJRSPKKOHPMDJX-UHFFFAOYSA-N
24.02,-5096.845588512383,-3564.060444561263,-1532.746865646865,,RORSXNZPJRFXCR-UHFFFAOYSA-N__GVRYZFPZLYTFRC-UPVQGACJSA-N
52.075,-2438.237895345831,-992.727397932514,-1445.427511369933,,WKQHRMJFUMOQJY-UHFFFAOYSA-N__IHQBGHGYNLVZSM-UHFFFAOYSA-N
51.997,-2228.595639091936,-456.081684966055,-1772.431091336714,,VTGOUKMVDWWFAV-UHFFFAOYSA-N__AJNNFCIYZKXDSQ-UHFFFAOYSA-N
