index,SMILES,PubChem_CID,xtb_optimized,error,xyz_file,MW,ExactMW,LogP,MolMR,TPSA,HBD,HBA,RotBonds,ArRings,ArHetRings,AlRings,Rings,Heteroatoms,FractionCSP3,BertzCT,Chi0v,Chi1v,Kappa1,Kappa2,LabuteASA,NumStereocenters,n_CHO,gasteiger_CHO_C,gasteiger_CHO_O,gasteiger_maxpos,gasteiger_minneg,xtb_energy,xtb_HOMO,xtb_LUMO,xtb_gap,xtb_IP,xtb_EA,xtb_mu,xtb_eta,xtb_omega,xtb_dipole,mulliken_CHO_C,mulliken_CHO_O,fukui_plus_CHO_C,fukui_minus_CHO_C,fukui_0_CHO_C,dual_descriptor_CHO_C,wbo_CO,xtb_alpha0,xtb_C6,pa_CHO_O,vbur_CHO_C,sterimol_L,sterimol_B1,sterimol_B5,SASA_total,P_int,wfn_HOMO,wfn_LUMO,wfn_gap,adch_CHO_C,adch_CHO_O,adch_fukui_plus_CHO_C,adch_fukui_minus_CHO_C,adch_fukui_minus_CHO_O,qtaim_rho_CO,qtaim_lap_CO,qtaim_ell_CO
284888,C1CC(=O)N2CNCC(C[N+]2(C1NC(=O)CC3=CC=CC=C3)[O-])C(=O)NC(CC(=O)O)C=O,18465823,True,,/scratch-local/schen3.23693486/sdesc_23693486_003/xyz/000000_284888.xyz,461.475,461.191048,-1.1413,113.2583,167.97,4,7,8,1,0,2,3,12,0.47619,911.524418,17.93703,10.636997,24.295538,10.510741,189.59335,4,1,0.142384,-0.301057,0.30539,-0.604442,-101.786978042156,-10.3003,-8.0243,2.276,7.627,0.517,-4.072,3.555,2.332093,4.61,0.204295,-0.308276,0.054264,0.000965,0.027615,0.053299,1.928803,295.7258,38367.23,40.0497,50.2854,9.4798,2.6208,9.183,622.9739,21.0319,-10.300295,-8.024335,2.27596,0.092754,-0.293002,0.09161,0.010129,0.031597,0.403838,-0.01213,0.141849
171140,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C(=C(C=C3C2)O)C=O)O,129824550,True,,/scratch-local/schen3.23693486/sdesc_23693486_003/xyz/000001_171140.xyz,284.267,284.068473,2.05952,74.2414,94.83,3,5,1,2,0,1,3,5,0.125,805.045127,11.174645,6.33848,13.176433,4.343183,119.64818,0,1,0.157053,-0.297595,0.29317,-0.507163,-60.754090333645,-10.7295,-8.2648,2.4647,7.9097,1.2688,-4.58925,3.32045,3.17144,5.448,0.206019,-0.383938,0.021236,0.005263,0.01325,0.015973,1.756548,188.6044,14587.38,51.5911,47.391,12.1644,1.9249,6.3625,454.9967,19.7747,-10.72953,-8.26482,2.46471,0.09629,-0.339403,0.038391,0.025124,0.106913,0.387923,-0.158606,0.147059
223594,C1=CC2=C(C=C1F)S(=O)(=O)C(=C2)CC=O,117195868,True,,/scratch-local/schen3.23693486/sdesc_23693486_003/xyz/000002_223594.xyz,226.228,226.009993,1.5429,52.2438,51.21,0,3,2,1,0,1,2,5,0.1,558.030275,8.421312,5.726615,10.042345,3.270822,86.148193,0,1,0.124594,-0.303004,0.203429,-0.303004,-45.090309330658,-11.3573,-8.408,2.9493,8.8312,1.0961,-4.96365,3.86755,3.185198,7.65,0.219575,-0.284113,0.023089,0.004237,0.013663,0.018852,1.959166,140.5589,8052.89,56.1276,48.222,6.0748,1.9679,8.7885,383.9362,19.0485,-11.357265,-8.407961,2.949304,0.219542,-0.325131,-0.02015,-0.149687,0.208242,0.408573,0.029356,0.157188
238539,C1=CC(=C(C(=C1Cl)C2=CC(=C(N=C2)C=O)F)Cl)Cl,134638035,True,,/scratch-local/schen3.23693486/sdesc_23693486_003/xyz/000003_238539.xyz,304.535,302.942075,4.6604,70.0485,29.96,0,2,2,2,1,0,2,6,0.0,630.959855,11.021858,5.922714,13.275862,5.224419,117.309944,0,1,0.170939,-0.296041,0.170939,-0.296041,-53.596104012508,-11.0037,-8.7283,2.2754,8.2768,1.3873,-4.83205,3.44475,3.389028,5.675,0.210754,-0.2924,0.035759,0.006432,0.021095,0.029327,1.911805,177.034,12624.74,44.3669,42.8374,11.0208,3.2048,4.5222,445.949,20.169,-11.003717,-8.728334,2.275383,0.101825,-0.288457,0.067125,0.029548,0.108741,0.402963,-0.000482,0.160405
250443,CC(=O)SCC=CC1=C(C=C(C=C1)F)C=O,169457071,True,,/scratch-local/schen3.23693486/sdesc_23693486_003/xyz/000004_250443.xyz,238.283,238.046379,2.9311,63.9605,34.14,0,3,4,1,0,0,1,4,0.166667,427.026979,9.590414,5.664172,12.648587,6.225434,97.543142,0,1,0.150257,-0.297871,0.185664,-0.297871,-47.365247519649,-10.9371,-8.32,2.6171,8.2074,1.0728,-4.6401,3.5673,3.017762,5.424,0.207931,-0.325833,0.034875,0.004453,0.019664,0.030422,1.87565,160.2918,10341.39,48.4351,46.914,6.8298,1.9506,8.9851,442.8885,18.5456,-10.937058,-8.319979,2.617079,0.004156,-0.285848,0.036948,-0.001509,0.124764,0.399792,-0.039683,0.161114
124338,C1CCN(C1)C2=NN=C(C=C2)NC(=O)C3=CC(=C(C(=C3)F)O)C=O,163229954,True,,/scratch-local/schen3.23693486/sdesc_23693486_003/xyz/000005_124338.xyz,330.319,330.112819,1.9863,84.8845,95.42,2,6,4,2,1,1,3,8,0.25,773.637145,12.698494,7.459751,15.850121,6.611117,136.672578,0,1,0.153407,-0.297744,0.293286,-0.504294,-70.535724441126,-9.4378,-8.2647,1.1731,7.0939,1.0406,-4.06725,3.02665,2.732811,5.778,0.211285,-0.317831,0.03357,0.003951,0.01876,0.029619,1.883502,212.9535,19106.51,57.9555,45.1308,13.4483,1.7941,10.3778,552.4176,18.9235,-9.437774,-8.264704,1.17307,0.115385,-0.319483,0.046529,0.025435,0.064788,0.401068,-0.037698,0.159809
19055,CSC1=C(C=C(C=C1)C=O)F,11275257,True,,/scratch-local/schen3.23693486/sdesc_23693486_003/xyz/000006_19055.xyz,170.208,170.020164,2.3601,43.5685,17.07,0,2,2,1,0,0,1,3,0.125,272.79461,6.820359,4.288511,8.268328,3.528921,68.611455,0,1,0.149655,-0.297895,0.149655,-0.297895,-32.705562401244,-10.4573,-8.1862,2.2711,8.1703,0.6365,-4.4034,3.7669,2.573725,3.725,0.206425,-0.332086,0.048732,0.006159,0.027445,0.042573,1.861241,112.9625,5067.64,51.9213,43.4192,9.3077,1.7672,3.8552,331.6095,17.7523,-10.457273,-8.186221,2.271052,0.10368,-0.320628,0.092268,0.033488,0.129978,0.399383,-0.055346,0.168526
236605,C1=CC=C(C(=C1)C2=C(C=CN=C2C3=CC=CC=C3F)C=O)F,131870181,True,,/scratch-local/schen3.23693486/sdesc_23693486_003/xyz/000007_236605.xyz,295.288,295.08087,4.5063,80.4125,29.96,0,2,3,3,1,0,3,4,0.0,845.995754,11.462244,6.660857,14.073964,5.854041,125.622775,0,1,0.150312,-0.29787,0.150312,-0.29787,-60.572990719216,-10.4059,-8.4063,1.9996,7.9485,1.0506,-4.49955,3.44895,2.935089,3.42,0.209711,-0.32034,0.038583,0.006474,0.022528,0.032109,1.890577,202.5915,16182.46,43.4752,50.6278,8.5117,2.113,7.1353,466.1401,20.2785,-10.405914,-8.406349,1.999565,0.049536,-0.29448,0.08014,-0.010904,0.120144,0.400194,-0.015602,0.156948
232296,C1=C(C(=C(N=C1C(F)F)C=O)C#N)I,130077582,True,,/scratch-local/schen3.23693486/sdesc_23693486_003/xyz/000008_232296.xyz,308.025,307.925817,2.30798,52.0135,53.75,0,3,2,1,1,0,1,6,0.125,414.537686,8.826118,4.51539,10.977519,4.412593,91.892888,0,1,0.16934,-0.296108,0.279926,-0.296108,-41.769722133828,-11.8755,-9.684,2.1915,9.5043,2.1516,-5.82795,3.67635,4.619392,3.532,0.208035,-0.277718,0.039022,0.009387,0.024205,0.029635,1.923503,134.0022,7175.94,21.3593,44.4436,7.1953,2.266,5.0658,375.8295,19.4005,-11.875458,-9.683952,2.191506,0.104308,-0.261701,0.07583,0.038153,0.127448,0.403344,0.030864,0.158273
194984,CC(C)(C)OC(=O)N1CCN(CC1)C2=C(C=C3C(=C2)N(C(=CC3=O)C=O)C4CC4)F,71552597,True,,/scratch-local/schen3.23693486/sdesc_23693486_003/xyz/000009_194984.xyz,415.465,415.190735,3.3451,111.8445,71.85,0,5,3,2,1,2,4,8,0.5,1060.707807,17.48199,10.245941,20.375924,7.412183,173.558587,0,1,0.166117,-0.296237,0.409904,-0.443687,-90.185930676393,-10.1831,-8.4442,1.7389,7.3216,1.0928,-4.2072,3.1144,2.841724,10.069,0.202636,-0.311916,0.043156,0.000974,0.022065,0.042182,1.88773,275.7726,33039.76,48.7059,52.0878,12.4638,2.362,12.4339,656.4678,19.582,-10.183117,-8.444171,1.738946,-0.00644,-0.271073,0.08094,-0.001187,0.058869,0.401997,-0.034535,0.173057
148726,C1=CC(=C(C=C1C(F)(F)F)C=O)N=O,174873175,True,,/scratch-local/schen3.23693486/sdesc_23693486_003/xyz/000010_148726.xyz,203.119,203.019413,2.9158,42.2865,46.5,0,3,2,1,0,0,1,6,0.125,373.339408,6.707005,3.485539,10.361433,3.567327,76.514148,0,1,0.151866,-0.297808,0.415935,-0.297808,-44.341956358238,-10.7515,-8.5388,2.2127,8.7462,0.9024,-4.8243,3.9219,2.967168,4.038,,,,,,,,105.7642,4817.75,,,,,,342.1364,17.1199,-10.751494,-8.538822,2.212672,,,,,,,,
