pid,grp,label_stored,gxtb_stored,error,dG_r2scan_kcal,dG_b973c_kcal,dG_gxtb_kcal,resid_gxtb,resid_b973c,repro_r2scan,repro_gxtb,gxtb_mode
XDRHTXYNCZQNHD-FHZGLPGMSA-N__FHCWFDZNJKWFNC-UHFFFAOYSA-N,hetero_hardtail,4.794461412697623,4.3014,,1.6161924699199435,8.312333782301693,3.0698259023649257,-1.4536334324449822,-6.696141312381749,-3.178268942777679,-1.2315740976350744,cosmo
